CONCEPTICON_ID	AOA_WORD	OCCUR_TOTAL	OCCUR_NUM	FREQ_PM	RATING_MEAN	RATING_SD	DUNNO
780	our	22	22	1400.49	4.35	1.53	1.00
782	defeat	19	19	11.37	8.74	1.82	1.00
783	victory	19	19	21.45	7.53	2.20	1.00
784	snow	19	19	31.35	4.11	2.31	1.00
785	strong	19	19	86.86	4.58	1.87	1.00
786	sailcloth	18	13	0.04	10.69	3.12	0.72
787	sail	19	19	13.75	6.47	2.70	1.00
788	soap	18	18	15.20	3.17	1.10	1.00
789	people	21	21	1102.98	3.52	1.60	1.00
790	ready	19	19	387.80	5.53	2.67	1.00
791	stranger	19	19	27.00	4.53	1.93	1.00
794	pen	19	19	24.73	5.11	1.29	1.00
795	trout	18	18	4.02	8.56	3.36	1.00
796	nipple	19	19	2.82	9.05	3.58	1.00
798	jaw	18	18	7.14	5.33	2.28	1.00
799	wrist	18	17	10.33	5.94	2.44	0.94
800	thigh	19	19	3.75	6.42	1.61	1.00
801	rib	20	20	5.90	6.30	1.75	1.00
803	ankle	18	18	8.02	4.89	1.53	1.00
804	womb	21	21	3.47	9.48	2.84	1.00
805	spine	20	20	5.75	7.35	2.03	1.00
806	blanket	18	18	12.98	3.61	1.09	1.00
807	skilled	19	19	2.37	8.68	1.83	1.00
809	trousers	19	19	5.16	7.89	1.94	1.00
810	locust	18	18	0.86	8.67	3.83	1.00
811	soul	18	18	76.96	6.17	2.38	1.00
812	slave	19	19	18.43	7.84	2.03	1.00
813	do	20	20	6135.59	3.60	1.60	1.00
815	government	18	18	65.24	8.50	1.89	1.00
816	half	22	22	199.14	5.45	1.77	1.00
817	they	22	22	4102.94	4.88	1.87	1.00
818	willow	18	18	6.24	6.83	3.07	1.00
819	stomach	19	19	33.82	5.26	1.97	1.00
820	lamb	20	20	10.63	4.15	1.81	1.00
821	poplar	18	15	0.25	10.27	4.53	0.83
823	sorcerer	20	19	1.71	11.37	3.76	0.95
824	witch	18	18	27.65	4.78	1.40	1.00
825	awake	18	18	26.71	4.67	1.33	1.00
827	roll	19	19	63.27	4.47	2.12	1.00
828	raccoon	19	19	1.43	6.79	4.79	1.00
829	rafter	19	19	0.06	10.74	3.60	1.00
830	soot	20	20	1.08	7.20	2.80	1.00
831	base	19	19	35.37	6.42	2.57	1.00
832	bean	19	19	6.84	3.42	1.12	1.00
833	endure	20	20	4.41	10.70	3.01	1.00
834	buttocks	18	18	1.82	7.72	2.74	1.00
835	chapter	19	19	11.84	6.42	1.64	1.00
836	screwdriver	19	19	2.51	6.00	2.85	1.00
837	blue	19	19	102.39	3.53	1.68	1.00
838	remains	22	22	17.45	7.87	2.22	1.00
839	err	18	16	1.51	13.06	2.77	0.89
840	cormorant	18	9	0.10	14.22	3.42	0.50
842	liquor	20	20	17.29	8.40	2.87	1.00
843	spider	21	21	10.10	3.43	1.54	1.00
845	murder	19	19	112.10	8.79	2.78	1.00
846	tiger	20	20	18.53	4.00	1.59	1.00
847	thirsty	37	37	12.29	3.89	1.63	1.00
848	thirst	18	18	3.73	6.06	3.23	1.00
850	square	18	18	31.76	4.11	1.18	1.00
851	stable	20	20	13.20	8.90	4.04	1.00
852	priest	20	20	26.20	7.10	1.86	1.00
853	altar	19	19	5.08	7.16	3.48	1.00
854	kettle	18	18	2.80	8.06	2.36	1.00
855	seize	20	20	4.82	10.15	2.62	1.00
856	hire	19	19	25.53	9.00	2.13	1.00
857	stone	18	18	40.63	4.44	1.20	1.00
858	storm	18	18	30.86	4.94	2.51	1.00
859	stove	19	19	7.59	4.32	1.86	1.00
860	cause	19	19	310.04	5.84	3.10	1.00
861	judge	20	20	79.67	8.85	2.66	1.00
862	sugar	19	19	37.76	3.95	1.51	1.00
863	edge	18	18	23.51	6.17	2.31	1.00
864	pumpkin	18	18	10.84	4.78	1.77	1.00
865	fame	19	19	8.65	7.26	2.49	1.00
866	win	19	18	134.65	4.22	1.31	0.95
867	glove	20	20	10.10	4.30	1.63	1.00
868	banana	18	18	10.73	3.78	1.17	1.00
869	blade	18	18	13.00	6.72	1.99	1.00
870	breath	21	21	44.92	5.81	2.02	1.00
871	rattlesnake	18	18	1.69	6.78	2.88	1.00
872	tar	19	18	3.14	7.22	2.62	0.95
873	tax	18	18	14.55	8.94	3.04	1.00
874	candy	18	18	35.78	4.00	1.94	1.00
875	shoemaker	19	19	0.59	7.58	3.29	1.00
876	arch	1917	1913	3.69	8.26	3.11	1.00
877	mason	20	19	13.90	10.52	3.82	0.95
878	hell	19	19	470.82	5.11	1.88	1.00
879	cough	19	19	8.78	4.32	2.11	1.00
880	repeat	18	18	33.02	5.28	1.45	1.00
881	tailor	18	18	4.18	9.83	2.66	1.00
882	parrot	19	19	3.27	5.58	1.87	1.00
883	termite	18	18	0.75	7.94	2.88	1.00
884	share	19	19	69.51	4.84	1.86	1.00
885	opposite	18	18	15.20	5.06	1.83	1.00
886	parakeet	19	19	1.08	6.53	3.17	1.00
887	bitter	21	21	11.14	8.81	3.70	1.00
888	poisonous	18	18	3.33	4.89	2.14	1.00
889	flame	20	20	9.04	6.25	2.38	1.00
890	mule	20	20	7.02	5.65	1.66	1.00
891	tide	19	19	7.35	6.68	2.19	1.00
892	time	19	19	1958.63	5.16	1.86	1.00
894	toad	19	19	5.69	6.11	2.64	1.00
895	tortoise	18	17	1.12	5.88	2.34	0.94
897	swallow	18	18	12.73	5.17	1.95	1.00
898	trade	19	19	35.20	6.42	3.47	1.00
899	president	18	18	140.67	6.89	3.38	1.00
900	train	18	18	95.06	4.00	1.71	1.00
901	adobe	19	18	0.47	12.22	3.59	0.95
902	adultery	19	19	1.94	11.84	2.93	1.00
903	aspen	21	18	1.88	10.04	4.20	0.86
904	berry	22	21	3.49	5.21	1.74	0.95
905	boring	19	19	27.41	5.26	2.00	1.00
906	tree	1923	1923	65.00	3.57	1.61	1.00
908	drum	19	19	8.47	4.63	2.19	1.00
909	garbage	19	19	26.10	4.89	1.56	1.00
910	death	19	19	216.69	5.37	1.80	1.00
911	temple	19	19	17.55	8.79	2.92	1.00
912	coyote	19	19	3.63	6.68	2.26	1.00
913	crow	19	19	4.45	5.74	3.28	1.00
914	sculptor	19	19	0.90	9.84	3.69	1.00
916	linen	19	19	2.92	7.68	1.86	1.00
917	ornament	20	20	1.14	6.10	2.45	1.00
918	inclination	18	17	0.82	11.88	2.98	0.94
920	grape	18	18	4.00	3.94	1.55	1.00
921	valley	18	18	25.00	7.94	2.46	1.00
922	pear	19	19	1.33	4.00	1.70	1.00
923	love	18	18	1114.98	5.17	3.54	1.00
925	cassava	20	9	0.04	17.44	4.07	0.45
926	rice	18	18	15.08	3.72	1.41	1.00
928	embrace	19	19	7.57	7.05	3.41	1.00
929	vermin	19	19	2.37	10.84	3.93	1.00
930	village	19	19	33.57	7.84	2.65	1.00
931	millet	18	12	0.31	14.08	4.29	0.67
932	barley	21	20	0.90	9.80	3.38	0.95
933	wall	19	19	70.69	3.79	1.75	1.00
934	buffalo	20	19	11.90	6.70	2.08	0.95
935	war	18	18	174.75	7.67	1.75	1.00
936	stallion	19	19	3.20	9.42	2.78	1.00
937	bird	21	21	45.45	3.52	1.66	1.00
938	mare	21	19	2.90	8.84	3.88	0.90
940	strain	19	19	7.08	8.63	2.14	1.00
941	mead	19	13	1.04	11.38	3.97	0.68
942	honey	18	18	300.49	5.44	1.85	1.00
943	waterfall	19	19	1.86	5.47	1.47	1.00
944	salmon	18	18	6.55	8.00	2.95	1.00
945	spear	18	18	4.55	7.22	3.41	1.00
946	blood	18	18	186.12	4.89	1.64	1.00
947	stream	1931	1929	8.04	6.47	2.59	1.00
948	water	19	19	225.06	2.37	0.76	1.00
950	seagull	19	19	1.22	5.42	2.01	1.00
952	weather	18	18	34.24	5.94	2.31	1.00
953	rape	19	19	16.00	10.74	2.98	1.00
954	well	20	20	2990.65	6.16	2.65	1.00
955	greasy	18	18	3.90	6.39	1.85	1.00
956	flee	18	18	4.57	8.33	2.72	1.00
957	whale	19	19	11.25	5.47	1.95	1.00
959	wagon	18	18	17.76	5.22	3.12	1.00
960	wind	19	19	59.37	3.89	1.37	1.00
962	woman	20	20	434.63	4.95	2.19	1.00
963	book	19	19	176.98	3.68	1.80	1.00
964	wool	18	18	3.16	8.06	3.02	1.00
965	world	19	19	455.22	5.32	2.26	1.00
966	brake	19	19	5.98	5.95	2.22	1.00
967	yeast	19	19	0.86	9.53	4.41	1.00
968	acorn	21	20	0.73	5.95	2.91	0.95
969	cigarette	18	18	26.61	6.39	3.71	1.00
970	coconut	18	18	4.59	6.50	1.82	1.00
971	must	19	19	699.24	4.58	2.36	1.00
973	noodle	18	18	2.90	3.44	1.98	1.00
974	tobacco	18	18	6.98	7.39	2.43	1.00
975	spinach	18	18	2.55	4.94	1.63	1.00
976	wear	19	19	109.33	4.63	2.43	1.00
977	arrow	1933	1931	7.84	6.07	2.13	1.00
978	wave	19	19	21.25	4.26	1.59	1.00
979	farmer	19	19	11.84	4.74	1.28	1.00
980	heel	20	20	7.39	7.85	2.72	1.00
981	elbow	18	18	6.14	4.78	1.70	1.00
983	convict	20	20	6.35	11.00	2.25	1.00
985	vinegar	19	19	1.69	7.11	2.98	1.00
986	tomato	18	18	5.90	4.61	1.50	1.00
987	remain	18	18	33.22	8.17	2.41	1.00
988	acquit	18	18	0.47	13.22	3.15	1.00
989	clear	20	20	171.82	5.80	1.79	1.00
990	creek	19	19	8.90	5.89	2.23	1.00
991	fry	19	19	8.39	5.79	1.69	1.00
992	cliff	20	20	21.57	7.28	1.51	1.00
994	bow	21	21	20.27	4.95	2.22	1.00
995	quiver	19	19	0.45	11.05	3.34	1.00
996	deaf	18	18	14.53	6.83	1.50	1.00
998	put	18	18	828.45	3.72	2.30	1.00
999	joint	19	19	27.55	9.05	2.95	1.00
1000	anxiety	18	18	6.76	8.17	2.75	1.00
1001	blacksmith	19	19	2.10	9.84	3.85	1.00
1002	statue	22	22	10.59	7.55	3.43	1.00
1003	permit	19	19	12.10	9.47	4.56	1.00
1004	muscle	20	20	13.61	8.45	2.76	1.00
1006	brick	21	21	10.18	6.43	2.09	1.00
1007	cow	18	18	25.51	3.94	1.63	1.00
1008	bull	19	19	27.51	4.53	2.29	1.00
1010	boundary	20	20	1.35	8.35	2.48	1.00
1011	bridge	19	19	45.71	5.58	2.34	1.00
1012	latch	19	19	1.92	8.00	3.28	1.00
1014	or	22	22	1705.29	4.14	1.25	1.00
1015	soil	21	21	7.78	6.48	2.50	1.00
1016	drizzle	18	18	0.43	7.56	2.09	1.00
1017	appearance	18	18	11.59	8.83	2.55	1.00
1018	memory	20	20	48.57	6.40	2.41	1.00
1019	right	22	22	4008.39	4.35	1.59	1.00
1020	handkerchief	18	18	4.20	7.22	2.71	1.00
1021	towel	18	18	14.16	3.22	1.06	1.00
1022	booty	19	19	6.14	9.68	4.12	1.00
1024	character	19	19	38.16	6.47	2.74	1.00
1025	whistle	19	19	15.45	5.42	2.19	1.00
1027	bug	19	19	20.94	3.79	1.72	1.00
1028	yawn	20	20	1.00	5.30	1.81	1.00
1029	jewel	18	18	7.24	6.22	1.77	1.00
1030	necessary	20	20	45.98	7.55	2.01	1.00
1032	citizen	19	19	13.33	7.74	1.76	1.00
1033	grind	1934	1928	3.73	8.37	2.95	1.00
1034	defendant	19	19	17.73	11.42	3.11	1.00
1035	good	20	20	2610.14	3.55	1.61	1.00
1036	owner	18	18	23.24	7.50	4.09	1.00
1037	elf	19	19	3.78	4.32	2.40	1.00
1038	teacher	22	22	55.73	4.55	1.14	1.00
1039	show	19	19	488.35	6.21	1.81	1.00
1040	hair	18	18	153.55	3.17	1.76	1.00
1041	increase	19	19	8.55	7.42	2.81	1.00
1042	carpenter	22	22	6.00	7.39	2.58	1.00
1043	braid	18	18	0.94	7.22	3.67	1.00
1044	pillow	19	19	11.39	3.47	1.35	1.00
1045	poet	18	18	9.22	8.61	2.20	1.00
1046	shut	18	18	263.82	4.89	2.17	1.00
1047	pursue	19	19	6.41	10.00	2.75	1.00
1048	line	20	20	206.18	4.85	2.52	1.00
1051	can	19	19	5247.45	4.32	2.26	1.00
1053	hunter	21	21	18.35	6.53	1.76	1.00
1054	smallpox	21	21	1.47	10.71	4.12	1.00
1058	stepdaughter	18	18	0.59	8.61	2.70	1.00
1059	stepson	18	18	0.53	7.94	1.51	1.00
1062	law	21	21	116.31	8.33	2.56	1.00
1063	nephew	19	19	16.59	6.37	1.83	1.00
1064	shield	18	18	8.20	6.50	1.69	1.00
1066	crime	18	18	71.24	7.67	3.20	1.00
1067	judgment	22	22	16.45	8.94	2.17	1.00
1068	court	18	18	100.73	8.39	2.62	1.00
1069	glue	18	18	5.88	4.67	1.08	1.00
1070	bus	20	20	74.18	3.85	1.57	1.00
1071	hook	19	19	38.00	6.26	1.85	1.00
1072	prisoner	18	18	23.14	8.00	2.33	1.00
1073	captive	18	18	2.27	9.44	1.89	1.00
1074	fishhook	19	19	0.04	6.84	3.24	1.00
1077	wheat	19	19	5.75	6.53	2.46	1.00
1078	main	20	20	42.73	6.55	1.64	1.00
1079	feel	19	19	627.24	5.11	2.73	1.00
1080	vulgar	37	37	3.27	11.57	3.65	1.00
1081	bill	22	22	118.45	6.42	2.07	1.00
1082	merchant	20	20	2.86	9.80	2.63	1.00
1083	mess	18	18	78.14	4.28	1.45	1.00
1084	call	19	19	861.39	4.74	1.85	1.00
1085	follow	18	18	123.20	5.11	2.91	1.00
1087	conceive	18	18	2.29	10.39	3.35	1.00
1091	salty	18	18	2.49	5.33	1.85	1.00
1092	hope	18	18	320.63	4.89	2.11	1.00
1093	middle	21	21	89.20	4.70	1.86	1.00
1094	fasten	19	19	3.73	7.26	2.02	1.00
1096	song	19	19	93.69	4.26	1.73	1.00
1097	abandon	19	19	8.10	8.32	2.75	1.00
1098	weigh	21	21	7.12	6.62	2.85	1.00
1099	reside	19	19	1.10	10.74	3.23	1.00
1101	suffer	18	18	22.51	8.89	1.94	1.00
1102	climb	20	20	19.75	5.30	2.05	1.00
1103	sacrifice	18	18	17.90	9.61	3.22	1.00
1104	nurse	19	19	44.98	5.84	1.98	1.00
1105	camp	18	18	51.22	5.78	1.73	1.00
1108	uncover	18	18	1.92	7.17	2.62	1.00
1109	wound	1927	1927	26.53	7.52	2.73	1.00
1110	shark	19	19	14.98	5.47	1.65	1.00
1111	car	19	19	483.06	3.37	1.95	1.00
1112	succeed	19	19	9.45	8.16	1.83	1.00
1113	wrap	18	18	17.80	7.00	2.72	1.00
1114	bullet	20	20	38.24	6.70	2.13	1.00
1115	speech	18	18	38.04	6.22	1.63	1.00
1116	damage	20	20	33.06	7.20	2.09	1.00
1117	like	21	21	3998.96	3.69	1.89	1.00
1118	accustom	18	17	0.12	12.00	2.94	0.94
1119	divide	19	19	5.84	7.16	2.27	1.00
1120	honest	1926	1924	72.33	5.46	2.05	1.00
1121	secret	18	18	109.51	5.39	1.94	1.00
1122	wages	20	20	3.88	9.57	2.68	1.00
1123	pregnant	21	21	52.02	6.76	2.05	1.00
1124	pipe	18	18	19.39	8.17	2.23	1.00
1125	bald	19	19	9.73	7.26	3.35	1.00
1127	send	19	19	179.78	5.68	1.73	1.00
1128	order	19	19	156.57	6.26	2.23	1.00
1129	painful	18	18	15.16	6.44	2.66	1.00
1132	beam	18	18	8.73	8.78	2.90	1.00
1133	match	18	18	49.43	5.72	1.87	1.00
1134	divorce	20	20	32.73	8.90	2.63	1.00
1135	kick	18	18	73.41	4.06	1.73	1.00
1136	rabbit	18	18	20.94	3.94	1.26	1.00
1137	tendon	19	19	0.57	9.58	2.65	1.00
1138	fairy	18	18	16.69	5.17	1.79	1.00
1139	leopard	19	19	5.41	6.84	1.54	1.00
1140	fatigue	18	18	1.82	11.83	4.03	1.00
1141	pity	18	18	23.51	8.72	3.44	1.00
1142	urine	18	18	6.51	9.83	3.42	1.00
1143	oven	18	18	8.88	5.67	2.00	1.00
1144	witness	19	19	51.39	8.74	2.79	1.00
1145	swamp	21	21	8.98	7.95	2.31	1.00
1147	pure	19	19	24.92	7.95	3.34	1.00
1148	bruise	20	20	3.24	5.45	2.14	1.00
1149	orphan	18	18	5.75	6.94	2.58	1.00
1150	thunder	19	19	13.31	4.89	1.59	1.00
1151	veil	18	16	2.96	9.69	3.84	0.89
1152	beget	18	15	0.31	14.20	4.35	0.83
1153	cattle	19	19	13.22	6.53	2.87	1.00
1154	olive	19	19	7.35	6.68	2.63	1.00
1155	cave	19	19	13.98	6.74	2.49	1.00
1156	open	18	18	320.41	5.00	2.00	1.00
1157	because	21	21	1071.02	4.44	2.08	1.00
1158	step	18	18	118.67	4.11	1.37	1.00
1159	fart	18	18	6.43	5.78	2.34	1.00
1160	thief	18	18	24.27	7.22	2.21	1.00
1161	thread	18	18	5.16	7.06	2.92	1.00
1162	intention	19	19	10.96	9.42	3.04	1.00
1165	moustache	20	20	3.78	5.40	2.23	1.00
1166	mould	19	15	0.73	11.33	3.39	0.79
1167	gruel	19	15	0.45	11.60	4.10	0.79
1168	hawthorn	18	14	0.16	10.36	2.53	0.78
1169	ox	18	18	7.78	4.72	1.96	1.00
1171	mirror	18	18	24.18	4.89	1.97	1.00
1172	shoot	19	19	164.94	5.53	2.39	1.00
1173	eyebrow	20	20	1.39	5.50	2.28	1.00
1174	yesterday	22	22	96.76	4.58	1.39	1.00
1175	ghost	18	18	36.59	5.06	2.01	1.00
1176	spade	19	18	2.31	8.11	2.63	0.95
1178	nostril	19	19	0.69	7.37	2.75	1.00
1182	noise	18	18	34.88	4.50	2.20	1.00
1184	diminish	19	19	0.82	10.95	2.91	1.00
1185	vulture	19	19	1.76	8.89	2.16	1.00
1187	goose	20	20	13.04	5.15	2.21	1.00
1188	charcoal	20	20	1.76	8.00	1.59	1.00
1189	ulcer	19	19	2.57	12.68	4.03	1.00
1190	hare	19	18	3.82	6.78	2.05	0.95
1192	threaten	20	20	8.53	8.95	2.91	1.00
1193	steam	19	19	13.45	6.26	2.45	1.00
1194	beaver	19	19	4.82	5.21	1.65	1.00
1196	penalty	19	19	9.10	8.89	3.16	1.00
1197	baboon	18	18	1.71	9.11	2.81	1.00
1198	many	21	21	359.43	4.60	2.03	1.00
1199	wife	18	18	348.92	5.67	3.20	1.00
1200	husband	19	19	194.80	5.53	2.27	1.00
1201	feather	18	18	6.63	4.67	1.81	1.00
1202	big	18	18	682.82	2.89	1.08	1.00
1203	long	21	21	675.16	4.24	1.83	1.00
1204	bark	18	18	5.49	5.17	1.76	1.00
1205	tongue	19	19	31.16	4.47	2.87	1.00
1207	young	18	18	243.18	4.61	1.50	1.00
1208	cat	22	22	66.33	3.68	1.52	1.00
1209	I	22	22	39971.16	2.79	1.26	1.00
1210	heavy	19	19	47.29	4.05	1.27	1.00
1211	he	22	22	7637.20	3.81	1.41	1.00
1212	we	20	20	9011.90	5.04	1.66	1.00
1213	you	20	20	41857.12	4.35	1.88	1.00
1214	this	20	20	7978.73	4.93	2.09	1.00
1216	mother	19	19	479.92	2.63	1.07	1.00
1217	father	19	19	554.49	4.11	1.76	1.00
1218	rope	18	18	22.71	5.44	2.09	1.00
1219	worm	19	19	10.12	3.89	1.37	1.00
1220	tail	20	20	23.90	3.70	1.13	1.00
1221	nose	20	20	69.75	2.95	1.15	1.00
1222	penis	19	19	13.41	8.53	2.72	1.00
1223	heart	18	18	244.18	5.17	2.23	1.00
1224	liver	18	18	14.29	8.56	2.20	1.00
1226	year	21	21	277.92	5.24	1.73	1.00
1227	board	19	19	64.16	6.37	1.80	1.00
1229	old	18	18	608.94	3.72	1.36	1.00
1230	dirty	20	20	66.45	4.55	2.21	1.00
1231	new	18	18	723.78	4.72	2.14	1.00
1232	warm	20	20	52.14	4.65	1.79	1.00
1233	night	18	18	866.04	3.61	1.88	1.00
1234	smooth	18	18	18.27	5.61	2.30	1.00
1235	who	22	22	2222.94	3.81	1.41	1.00
1236	what	22	22	9842.45	3.86	1.37	1.00
1237	where	21	21	1830.22	4.09	2.06	1.00
1238	when	21	21	2034.10	4.24	1.80	1.00
1239	how	20	20	3056.22	5.36	1.92	1.00
1240	not	21	21	5424.96	3.89	2.22	1.00
1241	some	21	21	1727.24	4.85	2.44	1.00
1242	few	20	20	301.82	6.00	1.60	1.00
1243	wide	19	19	23.80	5.84	2.14	1.00
1244	thick	18	18	13.98	5.61	1.91	1.00
1245	butter	18	18	20.43	5.78	3.37	1.00
1246	small	18	18	124.96	3.22	1.52	1.00
1247	ear	19	19	32.00	3.63	1.92	1.00
1248	eye	20	20	111.78	3.75	1.71	1.00
1249	spike	19	19	12.25	7.58	3.67	1.00
1250	jaguar	19	18	2.37	7.78	3.08	0.95
1251	belly	19	19	15.57	4.05	1.90	1.00
1252	house	19	19	514.00	3.16	1.07	1.00
1254	handle	20	20	108.41	6.30	2.75	1.00
1256	head	19	19	371.51	3.42	1.02	1.00
1257	wing	19	19	20.24	4.79	1.84	1.00
1258	fingernail	20	20	1.33	4.00	1.59	1.00
1259	wedding	19	19	101.43	6.00	2.38	1.00
1261	sing	19	19	97.59	3.47	1.31	1.00
1262	brother	19	19	283.94	3.63	1.54	1.00
1263	sister	19	19	180.53	3.68	2.40	1.00
1264	change	19	19	240.35	4.26	1.66	1.00
1265	high	19	19	195.00	4.58	2.24	1.00
1266	bride	20	20	24.22	5.10	1.55	1.00
1267	narrow	21	21	7.02	7.57	2.56	1.00
1268	yes	21	21	1996.76	2.31	1.68	1.00
1269	no	21	21	5971.55	2.72	1.94	1.00
1270	why	20	20	2248.76	3.97	2.11	1.00
1271	delight	19	19	5.65	8.68	2.65	1.00
1272	aunt	20	20	55.20	3.80	1.61	1.00
1273	candle	19	19	8.02	5.37	1.64	1.00
1274	salt	19	19	19.51	5.05	2.20	1.00
1275	answer	21	21	176.20	5.43	1.89	1.00
1276	autumn	19	19	3.78	6.00	1.41	1.00
1277	hand	19	19	279.65	2.74	1.24	1.00
1278	vomit	19	19	5.33	5.68	2.56	1.00
1280	fall	21	21	118.51	4.71	2.63	1.00
1281	prison	18	18	66.04	7.50	1.95	1.00
1283	today	20	20	433.80	4.77	1.85	1.00
1284	bank	18	18	84.98	6.44	2.41	1.00
1285	important	19	19	207.59	5.79	2.18	1.00
1286	hot	19	19	189.84	3.37	1.77	1.00
1287	cold	20	20	130.16	3.95	1.79	1.00
1288	cap	19	19	18.75	5.53	2.01	1.00
1289	baby	19	19	509.37	3.84	2.01	1.00
1290	elephant	20	20	11.37	4.80	1.74	1.00
1291	back	20	20	2009.16	5.31	2.35	1.00
1292	bad	19	19	545.18	2.79	1.27	1.00
1293	mistake	18	18	101.96	5.78	1.73	1.00
1294	zero	20	20	21.45	5.31	1.88	1.00
1295	stick	18	18	97.12	3.89	1.57	1.00
1297	leg	18	18	56.51	3.00	1.50	1.00
1298	newspaper	18	18	23.69	5.78	2.56	1.00
1299	coffee	18	18	144.53	4.94	1.73	1.00
1300	country	19	19	161.84	7.05	1.81	1.00
1301	foot	18	18	64.92	3.44	1.38	1.00
1302	fork	19	19	8.82	3.63	1.86	1.00
1303	finger	21	21	36.67	3.43	2.20	1.00
1305	chimney	19	19	4.18	6.58	2.12	1.00
1306	queen	19	19	54.69	4.42	1.57	1.00
1307	language	19	19	35.10	6.79	2.07	1.00
1308	doubt	19	19	62.84	8.79	3.26	1.00
1310	clever	18	18	27.27	7.50	1.95	1.00
1311	very	21	21	1241.25	4.90	2.34	1.00
1312	fox	22	22	21.61	5.02	1.78	1.00
1313	moon	18	18	49.96	4.83	2.31	1.00
1314	quiet	20	20	117.22	4.15	1.53	1.00
1315	radio	18	18	77.18	5.17	1.54	1.00
1316	tent	19	19	17.49	5.16	1.95	1.00
1317	raise	18	18	55.20	6.72	2.72	1.00
1318	chicken	19	19	61.73	3.26	1.73	1.00
1319	coward	21	21	14.39	7.62	2.27	1.00
1320	apple	20	20	23.67	4.15	1.81	1.00
1321	bottle	18	18	50.75	3.56	1.79	1.00
1322	breakfast	19	19	66.29	3.47	1.81	1.00
1323	clock	19	19	58.63	4.42	1.46	1.00
1324	slip	18	18	25.88	6.17	2.60	1.00
1325	friend	21	21	419.29	3.57	1.43	1.00
1326	down	20	20	1490.27	4.93	1.96	1.00
1327	uncle	19	19	124.06	4.47	1.87	1.00
1328	scissors	18	18	6.69	4.50	1.86	1.00
1329	tomorrow	20	19	335.96	5.19	1.71	0.95
1330	defend	19	19	18.80	8.16	1.95	1.00
1331	sheep	20	20	13.43	4.25	1.52	1.00
1333	neck	19	19	59.51	3.00	1.25	1.00
1334	guts	20	20	23.75	6.96	2.31	1.00
1335	white	18	18	171.45	4.06	1.66	1.00
1336	eat	18	18	251.88	2.78	1.48	1.00
1337	pig	19	19	39.14	3.84	2.03	1.00
1338	peace	19	19	69.61	6.32	2.52	1.00
1339	morning	19	19	439.00	4.00	1.45	1.00
1340	with	21	21	5048.33	4.44	1.59	1.00
1342	summer	18	18	78.67	4.33	1.68	1.00
1343	sun	20	20	69.67	3.40	1.64	1.00
1344	ram	19	19	6.43	8.32	3.33	1.00
1345	ewe	18	16	0.31	9.31	4.29	0.89
1346	throat	1929	1929	36.02	5.09	2.19	1.00
1348	boar	19	18	2.18	9.83	3.82	0.95
1349	church	20	20	69.67	5.15	1.76	1.00
1350	monkey	19	19	33.51	4.21	1.40	1.00
1352	knife	1929	1929	46.80	4.15	1.80	1.00
1353	hour	20	20	162.29	5.85	1.79	1.00
1354	next	21	21	452.75	4.35	1.86	1.00
1355	laugh	19	19	62.86	3.79	1.51	1.00
1356	number	18	18	240.94	3.94	1.59	1.00
1357	daughter	19	19	171.35	4.95	2.17	1.00
1358	enemy	19	19	48.51	7.26	2.62	1.00
1359	separate	19	19	21.71	6.63	2.59	1.00
1360	duck	20	20	24.76	3.50	1.64	1.00
1361	tool	19	19	10.75	5.37	2.03	1.00
1362	street	19	19	148.18	4.58	2.48	1.00
1363	voice	18	18	86.16	4.83	1.54	1.00
1364	healthy	18	18	24.75	7.61	3.78	1.00
1365	kitchen	19	19	58.31	3.68	1.11	1.00
1366	boy	18	18	529.82	3.67	1.88	1.00
1367	cross	19	19	55.04	4.74	1.76	1.00
1368	bread	19	19	28.33	3.58	1.61	1.00
1369	gold	20	20	78.94	7.10	2.13	1.00
1370	month	19	19	95.18	5.79	1.51	1.00
1371	knee	19	19	14.69	4.42	2.52	1.00
1372	medicine	18	18	34.20	4.89	2.14	1.00
1373	tea	19	19	58.63	5.47	2.39	1.00
1374	ring	19	19	92.75	4.53	1.87	1.00
1375	window	19	19	86.00	4.74	2.47	1.00
1376	now	20	20	3202.61	5.25	1.77	1.00
1377	visit	19	19	58.69	5.79	2.32	1.00
1378	spoon	18	18	7.61	2.50	0.79	1.00
1379	telephone	19	19	32.37	4.63	1.80	1.00
1380	tooth	18	18	13.57	3.61	1.09	1.00
1381	shoe	1923	1923	30.39	2.60	1.19	1.00
1383	grandfather	18	18	24.33	4.39	1.82	1.00
1384	second	19	19	284.57	4.68	1.95	1.00
1385	pepper	19	19	8.80	5.47	2.01	1.00
1386	lion	19	19	15.35	4.42	1.74	1.00
1387	arrive	19	19	18.69	6.26	1.85	1.00
1388	shade	19	19	5.96	6.37	2.43	1.00
1389	toe	20	20	12.69	3.00	1.08	1.00
1390	wrong	18	18	523.10	4.22	1.48	1.00
1391	town	19	19	247.92	5.11	2.66	1.00
1392	louse	20	19	1.69	10.26	2.90	0.95
1394	bone	19	19	26.06	5.53	1.74	1.00
1395	round	20	20	66.53	4.75	2.05	1.00
1396	sharp	19	19	23.78	6.11	2.73	1.00
1397	dull	19	19	12.08	8.05	2.46	1.00
1398	dry	19	19	42.82	4.11	1.33	1.00
1399	clay	19	19	12.00	5.32	2.06	1.00
1401	drink	19	19	247.39	3.47	1.31	1.00
1402	breast	20	20	8.96	6.60	2.54	1.00
