ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	CHINESE	ENGLISH
Sun-1991-1004-440	245	BROOM	440	扫帚	broom
Sun-1991-1004-441	2056	WOK	441	锅	pot / wok
Sun-1991-1004-442	2319	LID (COVER, CAP)	442	盖子	lid
Sun-1991-1004-443	2052	BUCKET	443	桶	barrel / pail / bucket
Sun-1991-1004-444			444	箍子	hoop
Sun-1991-1004-445	915	SINK (BASIN)	445	脸盆	washbasin
Sun-1991-1004-446	3067	CLEAVER	446	菜刀	chopper
Sun-1991-1004-447	1530	BOWL	447	碗	bowl
Sun-1991-1004-448	1987	CHOPSTICKS	448	筷子	chopsticks
Sun-1991-1004-449	480	PLATE	449	盘子	plate
Sun-1991-1004-450	476	CUP	450	杯子	cup
Sun-1991-1004-451	1321	BOTTLE	451	瓶子	bottle
Sun-1991-1004-452	1775	TABLE	452	桌子	table
Sun-1991-1004-453	1476	CHAIR	453	椅子	chair
Sun-1991-1004-454	2058	STOOL	454	凳子	stool
Sun-1991-1004-455	1663	BED	455	床	bed
Sun-1991-1004-456	1464	LADDER	456	梯子	ladder
Sun-1991-1004-457	1465	BOX	457	箱子	trunk / box
Sun-1991-1004-458	1171	MIRROR	458	镜子	mirror
Sun-1991-1004-459	1475	COMB	459	梳子	comb
Sun-1991-1004-460	356	SHEARS	460	剪子	scissors
Sun-1991-1004-461	1821	BRUSH	461	刷子	brush
Sun-1991-1004-462	788	SOAP	462	肥皂	soap
Sun-1991-1004-463	625	LAMP	463	灯	lamp
Sun-1991-1004-464	1273	CANDLE	464	蜡烛	candle
Sun-1991-1004-465	1133	MATCH	465	火柴	match
Sun-1991-1004-466			466	秤	steelyard
Sun-1991-1004-467			467	秤砣	metal weight on steelyard
Sun-1991-1004-468	10	FIREWOOD	468	柴	firewood
Sun-1991-1004-469	1803	WOOD	469	木头	wood
Sun-1991-1004-470			470	肥料	fertilizer
Sun-1991-1004-471	2057	DUNG (ANIMAL FAECES)	471	粪	dung / manure
Sun-1991-1004-472	646	ASH	472	灰	ashes
Sun-1991-1004-473	909	GARBAGE	473	垃圾	garbage
Sun-1991-1004-474	667	ROAD	474	路	road / way
Sun-1991-1004-475			475	铁路	railroad
Sun-1991-1004-476			476	公路	highway
Sun-1991-1004-477	1011	BRIDGE	477	桥	bridge
Sun-1991-1004-478	2549	VEHICLE	478	车子	vehicle
Sun-1991-1004-479	900	TRAIN	479	火车	train
Sun-1991-1004-480	1111	CAR	480	汽车	car
Sun-1991-1004-481	1844	BOAT	481	船	boat
Sun-1991-1004-482	1597	AIRPLANE	482	飞机	airplane
Sun-1991-1004-483	633	MARKET	483	集市	marketplace
Sun-1991-1004-484	746	SHOP	484	商店	shop
Sun-1991-1004-485	1559	MONEY	485	钱	money
Sun-1991-1004-486	657	PRICE	486	价钱	price
Sun-1991-1004-487	1284	BANK	487	银行	bank
Sun-1991-1004-488	2062	INTEREST	488	利息	interest
Sun-1991-1004-489	1122	WAGES	489	工资	wages
Sun-1991-1004-490	648	PAPER	490	工分	paper
Sun-1991-1004-491	794	PEN	491	钢笔	pen
Sun-1991-1004-492	2578	PENCIL	492	铅笔	pencil
Sun-1991-1004-493			493	墨	ink cake
Sun-1991-1004-494	2643	INK	494	墨水	ink
Sun-1991-1004-495	1599	WORD	495	字	word / character
Sun-1991-1004-496	963	BOOK	496	书	book
Sun-1991-1004-497	1612	LETTER	497	信	letter
Sun-1991-1004-498	1096	SONG	498	歌	song
Sun-1991-1004-499	2059	FOLK SONG	499	民歌	folksong
Sun-1991-1004-500	2060	STORY	500	故事	story / tale
Sun-1991-1004-501	1845	BALL	501	球	ball
Sun-1991-1004-502	2623	FLAG	502	旗子	flag
Sun-1991-1004-503	2136	BRASS INSTRUMENT (HORN OR TRUMPET)	503	唢呐	flute-like instrument (Turkic)
Sun-1991-1004-504	2502	GONG	504	锣	gong
Sun-1991-1004-505	908	DRUM	505	鼓	drum
Sun-1991-1004-506	777	FLUTE	506	笛子	flute
Sun-1991-1004-507	2590	HARMONICA	507	口琴	mouth organ
Sun-1991-1004-508	2246	BELL	508	钟	bell
Sun-1991-1004-509	1372	MEDICINE	509	药	medicine
Sun-1991-1004-510	655	POISON	510	毒	poison
Sun-1991-1004-511	1307	LANGUAGE	511	语言	language
Sun-1991-1004-512	1363	VOICE	512	声音	voice
Sun-1991-1004-513	202	STRENGTH	513	力气	strength
Sun-1991-1004-514	3049	COURAGE	514	胆量	courage
Sun-1991-1004-515			515	事情	thing / matter / event
Sun-1991-1004-516	3426	SURNAME	516	姓	surname
Sun-1991-1004-517	1405	NAME	517	名字	name
Sun-1991-1004-518	738	THING	518	东西	thing
Sun-1991-1004-519	1920	DREAM (SOMETHING)	519	梦	dream
Sun-1991-1004-520	1388	SHADE	520	影子	shadow
Sun-1991-1004-521	3231	DEITY	521	神	god / deity
Sun-1991-1004-522	1720	SIGN	522	记号	mark
Sun-1991-1004-523	1175	GHOST	523	鬼	ghost / demon
Sun-1991-1004-524	811	SOUL	524	魂	soul / spirit
Sun-1991-1004-525	1300	COUNTRY	525	国家	country / nation
Sun-1991-1004-526			526	办法	means / method
Sun-1991-1004-527	673	SCHOOL	527	学校	school
Sun-1991-1004-528	1819	LOOK	528	看	look
Sun-1991-1004-529	1409	SEE	529	看见	see
Sun-1991-1004-530	2063	CLOSE (EYES)	530	闭	close (eye)
Sun-1991-1004-531	3234	OPEN (EYES)	531	睁开	open (eye)
Sun-1991-1004-532	1608	LISTEN	532	听	listen
Sun-1991-1004-533	1336	EAT	533	吃	eat
Sun-1991-1004-534	1401	DRINK	534	喝(水)	drink
Sun-1991-1004-535	1403	BITE	535	咬	bite
Sun-1991-1004-536	321	CHEW	536	嚼	chew
Sun-1991-1004-537	319	LICK	537	舔	lick
Sun-1991-1004-538			538	含	hold in mouth
Sun-1991-1004-539	2706	GNAW	539	啃	gnaw
Sun-1991-1004-540	897	SWALLOW	540	吞	swallow
Sun-1991-1004-541			541	咽	swallow
Sun-1991-1004-542	1440	SPIT	542	吐	spit
Sun-1991-1004-543	1278	VOMIT	543	呕吐	vomit
Sun-1991-1004-544	176	BLOW (WITH MOUTH)	544	吹	blow with mouth
Sun-1991-1004-545	1623	SPEAK	545	说	say / speak
Sun-1991-1004-546	724	READ	546	读	read
Sun-1991-1004-547	715	SHOUT	547	喊	cry out / yell
Sun-1991-1004-548	1586	SMELL (PERCEIVE)	548	闻	smell
Sun-1991-1004-549	1749	TAKE	549	拿	take
Sun-1991-1004-550	2133	STRIKE OR BEAT	550	拍	strike with open palm
Sun-1991-1004-551	1448	HOLD	551	握(刀)	grip / hold
Sun-1991-1004-552	3236	TWIST (TOGETHER)	552	搓	twist together
Sun-1991-1004-553	1735	TEAR (SHRED)	553	撕	tear
Sun-1991-1004-554	3224	WRING	554	拧(手巾)	wring (e.g. wet cloth)
Sun-1991-1004-555	1436	SCRATCH	555	挠(搔痒)	scratch
Sun-1991-1004-556	371	PICK UP	556	拾(拾起)	pick up
Sun-1991-1004-557	702	CATCH	557	捉(捉鸡)	catch
Sun-1991-1004-558	1456	THROW	558	仍	throw
Sun-1991-1004-559	2064	SCATTER (SEEDS)	559	撒	scatter / broadcast
Sun-1991-1004-560			560	掷(掷石头)	cast
Sun-1991-1004-561	214	STRETCH	561	伸(手)	reach out(hand)
Sun-1991-1004-562	1455	PULL	562	拉	pull
Sun-1991-1004-563	1452	PUSH	563	推	push
Sun-1991-1004-564	928	EMBRACE	564	抱	hold (baby) in arms
Sun-1991-1004-565	1135	KICK	565	踢	kick
Sun-1991-1004-566	66	KNEEL	566	跪	kneel
Sun-1991-1004-567	575	TREAD	567	踩	tread
Sun-1991-1004-568	1829	JUMP	568	跳	jump
Sun-1991-1004-569	1442	STAND	569	站(立)	stand
Sun-1991-1004-570	1158	STEP	570	跨(沟)	step / pass over (ditch)
Sun-1991-1004-571	367	RIDE	571	骑(马)	ride
Sun-1991-1004-572	1443	WALK	572	走(路)	walk
Sun-1991-1004-573	1519	RUN	573	跑	run
Sun-1991-1004-574	1416	SIT	574	坐	sit
Sun-1991-1004-575	465	CARRY ON BACK	575	背	carry on back
Sun-1991-1004-576	1742	TRAVERSE	576	钻(洞)	go through (a hole)
Sun-1991-1004-577	2894	TUMBLE (FALL DOWN)	577	跌	fall (down)
Sun-1991-1004-578	96	CRAWL	578	爬	crawl
Sun-1991-1004-579			579	靠	lean
Sun-1991-1004-580	363	DWELL (LIVE, RESIDE)	580	住	dwell / live
Sun-1991-1004-581	168	REST	581	休息	rest
Sun-1991-1004-582	1585	SLEEP	582	睡	sleep
Sun-1991-1004-583	1602	WAKE UP	583	醒	wake up
Sun-1991-1004-584	813	DO	584	做(工)	do
Sun-1991-1004-585	984	WORK (LABOUR)	585	劳动	work / labor
Sun-1991-1004-586	2243	REPAIR	586	修理	repair
Sun-1991-1004-587	2862	CONNECT	587	连接	connect
Sun-1991-1004-588			588	炼(钢)	refine
Sun-1991-1004-589	288	FORGE	589	打(铁)	strike (iron)
Sun-1991-1004-590	2071	LAY (VERB)	590	砌(砖)	lay (bricks)
Sun-1991-1004-591	765	MOVE	591	搬	move something to a new place
Sun-1991-1004-592	501	LIFT	592	抬	carry on a pole (two people)
Sun-1991-1004-593	413	CARRY ON SHOULDER	593	扛	carry on shoulder
Sun-1991-1004-594			594	撬	pry
Sun-1991-1004-595	1921	PLOUGH	595	犁(地)	plough
Sun-1991-1004-596			596	耙	rake
Sun-1991-1004-597	1418	DIG	597	挖	dig
Sun-1991-1004-598	653	PLANT (VEGETATION)	598	种(菜)	plant
Sun-1991-1004-599	3078	IRRIGATE	599	浇(水)	water
Sun-1991-1004-600	1487	POUR	600	灌(水)	pour (liquid) into
Sun-1991-1004-601	1432	CUT	601	割	cut
Sun-1991-1004-602	463	FELL (A TREE)	602	砍(树)	chop (tree)
Sun-1991-1004-603	275	PEEL	603	剥	skin / flay
Sun-1991-1004-604	1437	SPLIT	604	劈(柴)	cut (firewood)
Sun-1991-1004-605	86	SIEVE	605	筛	sieve
Sun-1991-1004-606			606	拔	pull (out)
Sun-1991-1004-607	3058	GRAZE	607	放牧	graze
Sun-1991-1004-608	739	FEED	608	喂(鸡)	feed
Sun-1991-1004-609	129	CHOKE	609	掐(脖子)	choke
Sun-1991-1004-610	29	GELD	610	骟(阉)	castrate
Sun-1991-1004-611	93	DRAW MILK	611	挤(奶)	milk
Sun-1991-1004-612	43	LEAD (GUIDE)	612	牵(牛)	lead (animal)
Sun-1991-1004-613	133	WEAVE	613	织(布)	weave
Sun-1991-1004-614	121	SPIN	614	纺(线)	spin (yarn)
Sun-1991-1004-615	1506	MEASURE	615	量	measure
Sun-1991-1004-616	1869	BUY	616	卖	buy
Sun-1991-1004-617	1571	SELL	617	买	sell
Sun-1991-1004-618	1420	COUNT	618	数(东西)	count
Sun-1991-1004-619	2867	CALCULATE	619	算(计算)	calculate
Sun-1991-1004-620	1098	WEIGH	620	称	weigh
Sun-1991-1004-621	709	TEACH	621	教(书)	teach
Sun-1991-1004-622	504	LEARN	622	学	learn
Sun-1991-1004-623	1672	WRITE	623	写	write
Sun-1991-1004-624	1454	WIPE	624	擦	wipe
Sun-1991-1004-625	2856	CHANGE (SOMETHING)	625	改	correct / change
Sun-1991-1004-626	1743	JOIN	626	贴	paste / glue / stick
Sun-1991-1004-627	1100	COOK (SOMETHING)	627	煮(饭)	cook / boil (rice)
Sun-1991-1004-628	991	FRY	628	炸(用油炸)	deep-fry
Sun-1991-1004-629	2162	STIR FRY	629	炒	stir-fry
Sun-1991-1004-630	274	KNEAD	630	和(面)	knead (dough)
Sun-1991-1004-631	2015	MAKE DRY	631	烤(衣服)	dry (clothes) near fire
Sun-1991-1004-632	2032	WARM UP	632	烤(火)	warm (oneself) near fire
Sun-1991-1004-633	1417	KILL	633	杀	kill
Sun-1991-1004-634	2156	CUT (WITH KNIFE)	634	切(菜)	cut (vegetable)
Sun-1991-1004-635	3082	MINCE (SOMETHING)	635	剁	mince (meat) with knife
Sun-1991-1004-636			636	剖(鱼)	cut open (fish)
Sun-1991-1004-637	1434	STAB	637	扎	prick
Sun-1991-1004-638	696	STIR	638	搅	stir / churn
Sun-1991-1004-639	3071	INSERT	639	插	insert / stick into
Sun-1991-1004-640	251	SHARPEN (SOMETHING)	640	磨(刀)	sharpen
Sun-1991-1004-641	1033	GRIND	641	磨(米)	grind
Sun-1991-1004-642	2462	WINNOWING	642	簸(米)	winnow
Sun-1991-1004-643	1449	RUB	643	揉(皮)	rub (to soften animal skin)
Sun-1991-1004-644			644	舀(水)	scoop
Sun-1991-1004-645	940	STRAIN	645	滤(茶)	strain (tea)
Sun-1991-1004-646	158	PUT ON	646	穿	put on / wear
Sun-1991-1004-647	1755	UNDRESS	647	脱(衣服)	take off (clothing)
Sun-1991-1004-648			648	洗(手)	wash (hand)
Sun-1991-1004-649	1453	WASH	649	洗(衣服)	wash (clothes)
Sun-1991-1004-650	138	BATHE	650	洗澡	bathe
Sun-1991-1004-651	231	SHAVE	651	剃(头)	shave (hair of head)
Sun-1991-1004-652	157	DYE	652	染	dye
Sun-1991-1004-653	3074	FIX	653	补	patch
Sun-1991-1004-654	2070	COMB (VERB)	654	梳(头)	comb
Sun-1991-1004-655	1043	BRAID	655	编	braid
Sun-1991-1004-656	1568	ARRANGE	656	铺(床)	make bed
Sun-1991-1004-657	230	SWEEP	657	扫(地)	sweep
Sun-1991-1004-658			658	开(门)	open (door)
Sun-1991-1004-659	1108	UNCOVER	659	揭	open (lid)
Sun-1991-1004-660	998	PUT	660	放置	put / place
Sun-1991-1004-661	357	HANG UP	661	挂	hang (object)
Sun-1991-1004-662	352	UNTIE	662	解(开)	untie
Sun-1991-1004-663	1113	WRAP	663	包	wrap
Sun-1991-1004-664	1917	TIE	664	捆	tie (e.g. firewood)into a bund
Sun-1991-1004-665	1679	LOAD	665	装(进去)	load
Sun-1991-1004-666	2006	FILL	666	塞(洞)	stuff (hole) up
Sun-1991-1004-667	1719	BURY	667	埋(物)	bury (something)
Sun-1991-1004-668	602	HIDE (CONCEAL)	668	藏	hide
Sun-1991-1004-669	1750	CHOOSE	669	挑选	pick / select
Sun-1991-1004-670	1576	PILE UP	670	堆(土)	pile up (e.g. earth)
Sun-1991-1004-671	1913	PRESS	671	压	press
Sun-1991-1004-672			672	钉	hammer (nail in)
Sun-1991-1004-673	630	LIGHT (RADIATION)	673	点	light (candle)
Sun-1991-1004-674	1784	WANT	674	要	want
Sun-1991-1004-675	694	GET	675	得	get
Sun-1991-1004-676			676	收	take back / put away
Sun-1991-1004-677	3072	MISPLACE	677	遗失	lose / misplace
Sun-1991-1004-678	1468	LOOK FOR	678	寻找	search
Sun-1991-1004-679	2072	USE (VERB)	679	用(使用)	use
Sun-1991-1004-680	1413	PLAY	680	玩耍	play
Sun-1991-1004-681	866	WIN	681	赢	win
Sun-1991-1004-682	1660	LOSE	682	输	lose (a game)
Sun-1991-1004-683	1261	SING	683	唱	sing
Sun-1991-1004-684	1879	DANCE	684	跳(舞)	dance
Sun-1991-1004-685			685	过年	celebrate new year
Sun-1991-1004-686	1435	HUNT	686	打猎	hunt
Sun-1991-1004-687			687	包围	surround
Sun-1991-1004-688	1172	SHOOT	688	射	shoot
Sun-1991-1004-689	3307	HIT (A TARGET)	689	中(射中)	hit (target)
Sun-1991-1004-690	1309	ASK (INQUIRE)	690	问	ask / inquire
Sun-1991-1004-691	1275	ANSWER	691	答	answer
Sun-1991-1004-692	1823	BORROW	692	借(钱)	borrow / lend
Sun-1991-1004-693	581	COME BACK	693	还(钱)	return
Sun-1991-1004-694	1447	GIVE	694	送(东西)	give / send / deliver
Sun-1991-1004-695	2509	EXCHANGE	695	换	exchange
Sun-1991-1004-696	2163	MARRY (AS WOMAN)	696	嫁	marry (a man)
Sun-1991-1004-697	203	MARRY	697	娶	marry (a woman)
Sun-1991-1004-698	1711	TELL	698	告诉	tell
Sun-1991-1004-699	1897	HELP	699	帮助	help
Sun-1991-1004-700	2008	RESCUE	700	救	save / rescue
Sun-1991-1004-701	499	CURE	701	医治	treat / cure
Sun-1991-1004-702	196	DONATE	702	发	give out / distribute
Sun-1991-1004-703	1359	SEPARATE	703	分	divide
Sun-1991-1004-704	369	OWE	704	欠	owe
Sun-1991-1004-705			705	赔偿	pay indemnity to
Sun-1991-1004-706	1590	WAIT (FOR)	706	等候	wait
Sun-1991-1004-707	1831	MEET	707	遇见	encounter / meet
Sun-1991-1004-708	299	SCOLD	708	骂(人)	scold
Sun-1991-1004-709	1423	FIGHT	709	打架	fight
Sun-1991-1004-710	3309	STRIKE (SOMETHING)	710	打(人)	hit / beat
Sun-1991-1004-711	1615	ESCAPE	711	逃走	escape
Sun-1991-1004-712	1047	PURSUE	712	追(上)	chase / run after
Sun-1991-1004-713	30	DISPEL	713	赶(走)	drive away
Sun-1991-1004-714	2073	ROB (VERB)	714	抢劫	rob
Sun-1991-1004-715	713	STEAL	715	偷	steal
Sun-1991-1004-716	3055	SWINDLE	716	骗	cheat / swindle
Sun-1991-1004-717	1355	LAUGH	717	笑	laugh
Sun-1991-1004-718			718	哭(人)	weep
Sun-1991-1004-719	923	LOVE	719	爱	love
Sun-1991-1004-720	1117	LIKE	720	喜欢	like
Sun-1991-1004-721	1890	BELIEVE	721	相信	believe
Sun-1991-1004-722	1410	KNOW (SOMETHING)	722	知道	know
Sun-1991-1004-723	1536	UNDERSTAND	723	懂	understand
Sun-1991-1004-724	1932	GUESS	724	猜	guess
Sun-1991-1004-725	707	REMEMBER	725	记得	remember
Sun-1991-1004-726	1523	FORGET	726	忘记	forget
Sun-1991-1004-727	1415	THINK (REFLECT)	727	想	think
Sun-1991-1004-728	1826	ANGRY	728	生气	angry
Sun-1991-1004-729	1607	HATE	729	恨	hate
Sun-1991-1004-730	781	FEAR (FRIGHT)	730	怕	fear
Sun-1991-1004-731	1779	DARE	731	敢	dare
Sun-1991-1004-732	2238	KNOW OR BE ABLE	732	会	know (a language) / can / be abl
Sun-1991-1004-733	1579	BE	733	是	be / copula
Sun-1991-1004-734	1269	NO	734	不是	NEG+copula
Sun-1991-1004-735	773	HAVE	735	有	have
Sun-1991-1004-736	3363	NOT HAVE	736	没有	NEG+have
Sun-1991-1004-737	1446	COME	737	来	come
Sun-1991-1004-738	695	GO	738	去	go
Sun-1991-1004-739	1444	TURN AROUND	739	回(家)	return / go back
Sun-1991-1004-740	1387	ARRIVE	740	到	arrive
Sun-1991-1004-741	574	TRANSIT	741	过(河)	cross (river)
Sun-1991-1004-742	558	PASS BY	742	经过	pass by
Sun-1991-1004-743	705	GO UP (ASCEND)	743	上(山)	ascend
Sun-1991-1004-744	2014	GO DOWN (DESCEND)	744	下(山)	descend
Sun-1991-1004-745	1752	LEAVE	745	出(去)	exit
Sun-1991-1004-746	749	ENTER	746	进(来)	enter
Sun-1991-1004-747	421	RETREAT	747	退	retreat
Sun-1991-1004-748	1460	IN	748	在(家)	exist / be present
Sun-1991-1004-749	3364	DRY IN SUN	749	晒	dry in the sun
Sun-1991-1004-750	1253	RAIN (RAINING)	750	下(雨)	rain
Sun-1991-1004-751	568	RISE (MOVE UPWARDS)	751	升起	rise (of the sun)
Sun-1991-1004-752	160	SET (HEAVENLY BODIES)	752	落下(太阳)	set (of the sun)
Sun-1991-1004-753	175	BLOW (OF WIND)	753	刮(风)	blow (of wind)
Sun-1991-1004-754	1654	LIGHTNING	754	打闪	flash (of lightning)
Sun-1991-1004-755	2378	THUNDER (VERB)	755	打(雷)	thunder
Sun-1991-1004-756	2003	FLOW	756	流(水)	flow
Sun-1991-1004-757			757	溢(出)	overflow
Sun-1991-1004-758	1574	FLOAT	758	浮	float
Sun-1991-1004-759	3080	SPLIT OPEN	759	裂开	crack
Sun-1991-1004-760			760	倒塌	collapse
Sun-1991-1004-761			761	缺(一口)	chipped
Sun-1991-1004-762	827	ROLL	762	滚(石头)	roll (e.g. rock)
Sun-1991-1004-763			763	旋转	rotate / spin
Sun-1991-1004-764	750	DROP	764	掉	drop / fall
Sun-1991-1004-765	460	BREAK (OF ROPE)	765	断	break (v.i. of rope, etc.)
Sun-1991-1004-766	680	BREAK (DESTROY OR GET DESTROYED)	766	破	break
Sun-1991-1004-767	2069	SOAK (VERB)	767	浸(种子)	soak / immerse(e.g. seed)
Sun-1991-1004-768	2788	LADLE (WATER)	768	捞	ladle / dredge
Sun-1991-1004-769	2253	DRIP (EMIT LIQUID)	769	漏(水)	leak
Sun-1991-1004-770	808	DRIP (FALL IN GLOBULES)	770	滴	drip
Sun-1991-1004-771	2493	BOIL	771	沸	boil
Sun-1991-1004-772	2334	MELT	772	融化	melt
Sun-1991-1004-773	1264	CHANGE	773	变	change / transform
Sun-1991-1004-774	1195	GIVE BIRTH	774	生(小孩)	birth, give
Sun-1991-1004-775	479	GROW	775	长(长大)	grow
Sun-1991-1004-776	1847	SICK	776	病	ill / sick
Sun-1991-1004-777			777	发抖	tremble
Sun-1991-1004-778	1573	SWELL	778	肿	swollen
Sun-1991-1004-779	1463	DRUNK	779	醉	drunk
Sun-1991-1004-780	1494	DIE	780	死	die
Sun-1991-1004-781	1422	BE ALIVE	781	活(鱼)	alive
Sun-1991-1004-782	1441	FLY (MOVE THROUGH AIR)	782	飞	fly
Sun-1991-1004-783	1204	BARK	783	吠	bark
Sun-1991-1004-784	2074	CROW (VERB)	784	啼	crow
Sun-1991-1004-785	2464	LAY EGGS	785	生(蛋)	lay (egg)
Sun-1991-1004-786	2075	BROOD (VERB)	786	孵	hatch
Sun-1991-1004-787	571	STING	787	蜇	sting
Sun-1991-1004-788	2076	SPROUT (VERB)	788	发芽	bud
Sun-1991-1004-789	3287	BLOOM	789	开花	bloom
Sun-1991-1004-790	3054	BEAR FRUIT	790	结果	bear fruit
Sun-1991-1004-791			791	枯(叶)	wither
Sun-1991-1004-792	569	SPOIL (BECOME SPOILED)	792	烂	rot / spoil
Sun-1991-1004-793	1806	BEGIN	793	开始	begin
Sun-1991-1004-794	3073	MANAGE	794	管理	manage
Sun-1991-1004-795	3070	HOLD A MEETING	795	开会	hold a meeting
Sun-1991-1004-796	2900	PROTECT	796	保护	protect
Sun-1991-1004-797			797	胜利	win / triumph
Sun-1991-1004-798	782	DEFEAT	798	失败	lose
Sun-1991-1004-799			799	反对	oppose
Sun-1991-1004-800	1202	BIG	800	大	big
Sun-1991-1004-801	1246	SMALL	801	小	small
Sun-1991-1004-802	2790	HIGH OR TALL	802	高	high / tall
Sun-1991-1004-803	721	LOW	803	低	low
Sun-1991-1004-804	1593	DEEP	804	深	deep
Sun-1991-1004-805	193	SHALLOW	805	浅(水)	shallow
Sun-1991-1004-806	372	POINTED	806	尖(刀)	pointed
Sun-1991-1004-807	1395	ROUND	807	圆	round
Sun-1991-1004-808	850	SQUARE	808	方(四方)	square
Sun-1991-1004-809	1203	LONG	809	长	long
Sun-1991-1004-810	1645	SHORT	810	短	short
Sun-1991-1004-811			811	粗	thick
Sun-1991-1004-812	2249	THIN (OF SHAPE OF OBJECT)	812	细	thin (slender)
Sun-1991-1004-813	1244	THICK	813	厚	thick
Sun-1991-1004-814	2308	THIN	814	薄	thin
Sun-1991-1004-815	1243	WIDE	815	宽	wide
Sun-1991-1004-816	1267	NARROW	816	窄	narrow
Sun-1991-1004-817	1406	FAR	817	远(路)	far
Sun-1991-1004-818	1942	NEAR	818	近(路)	near
Sun-1991-1004-819	1198	MANY	819	多	many / much
Sun-1991-1004-820	1242	FEW	820	少	little / few
Sun-1991-1004-821	1404	STRAIGHT	821	直(棍子)	straight
Sun-1991-1004-822	2004	BEND	822	弯	crooked
Sun-1991-1004-823	2376	HORIZONTAL	823	横	horizontal
Sun-1991-1004-824			824	竖	upright
Sun-1991-1004-825	1633	FLAT	825	平(地)	flat / level(land)
Sun-1991-1004-826	2717	STEEP	826	陡	steep
Sun-1991-1004-827			827	正	right, just, upright
Sun-1991-1004-828	297	CROOKED	828	歪	slanting, not upright
Sun-1991-1004-829	1052	LIGHT (WEIGHT)	829	轻	light
Sun-1991-1004-830	1210	HEAVY	830	重	heavy
Sun-1991-1004-831	1884	HARD	831	硬	hard
Sun-1991-1004-832	1856	SOFT	832	软	soft
Sun-1991-1004-833	679	BRIGHT	833	亮(天)	bright
Sun-1991-1004-834	706	DARK	834	暗	dark
Sun-1991-1004-835	2340	SUNNY	835	晴(天)	sunny
Sun-1991-1004-836	2341	CLOUDY	836	阴(天)	cloudy
Sun-1991-1004-837	156	RED	837	红	red
Sun-1991-1004-838	1424	YELLOW	838	黄	yellow
Sun-1991-1004-839	837	BLUE	839	兰	blue
Sun-1991-1004-840	1335	WHITE	840	白	white
Sun-1991-1004-841	163	BLACK	841	黑	black
Sun-1991-1004-842	1425	GREEN	842	绿(草)	green
Sun-1991-1004-843	2997	COLORFUL	843	花(花牛)	multicolored
Sun-1991-1004-844	2239	DENSE	844	稠	thick
Sun-1991-1004-845	207	SPARSE	845	稀(饭)	thin (watery)
Sun-1991-1004-846	1429	FULL	846	满	full
Sun-1991-1004-847	1427	BEAUTIFUL	847	美丽	beautiful
Sun-1991-1004-848	1548	UGLY	848	丑	ugly
Sun-1991-1004-849	1279	FAT (OBESE)	849	胖(人)	fat (of people)
Sun-1991-1004-850	323	FAT (ORGANIC SUBSTANCE)	850	肥(肉)	fat (meat)
Sun-1991-1004-851	2219	LEAN (MEAT)	851	瘦(肉)	lean (meat)
Sun-1991-1004-852	1400	THIN (SLIM)	852	痩(人)	thin (of people)
Sun-1991-1004-853	704	CLEAN	853	干净	clean
Sun-1991-1004-854	1230	DIRTY	854	脏(衣服)	dirty
Sun-1991-1004-855	1147	PURE	855	清(水)	clear (water)
Sun-1991-1004-856	537	TURBID	856	浑(水)	turbid / muddy
Sun-1991-1004-857	565	OLD (OF MAN)	857	老(人老)	old (of people)
Sun-1991-1004-858	1207	YOUNG	858	年轻	young
Sun-1991-1004-859	1954	GENTLE	859	嫩(菜)	tender
Sun-1991-1004-860	1035	GOOD	860	好(人)	good
Sun-1991-1004-861	1292	BAD	861	坏(人)	bad
Sun-1991-1004-862	1631	FAST	862	快(走)	fast
Sun-1991-1004-863	701	SLOW	863	慢(走)	slow
Sun-1991-1004-864	1398	DRY	864	干(衣服)	dry
Sun-1991-1004-865	1726	WET	865	湿	wet
Sun-1991-1004-866	1231	NEW	866	新	new
Sun-1991-1004-867	2113	OLD (USED)	867	旧(服)	old (things)
Sun-1991-1004-868	1959	RAW	868	生(肉)	raw
Sun-1991-1004-869	269	COOKED	869	熟(肉)	cooked
Sun-1991-1004-870	1396	SHARP	870	快(刀)	sharp
Sun-1991-1004-871	379	BLUNT	871	钝(刀)	blunt
Sun-1991-1004-872	672	EARLY	872	早(起早)	early
Sun-1991-1004-873	425	BE LATE	873	迟	late
Sun-1991-1004-874	1657	TRUE	874	真(话)	TRUE
Sun-1991-1004-875	3069	FALSE	875	假(话)	FALSE
Sun-1991-1004-876	1426	EXPENSIVE	876	贵	expensive
Sun-1991-1004-877	1887	CHEAP	877	便宜	cheap
Sun-1991-1004-878	686	EASY	878	容易	easy
Sun-1991-1004-879	584	DIFFICULT	879	困难	difficult
Sun-1991-1004-880	2506	LOOSE	880	松(绑)	loose / lax
Sun-1991-1004-881	3053	TIGHT	881	紧(绑)	tight
Sun-1991-1004-882	1234	SMOOTH	882	光滑	smooth
Sun-1991-1004-883	1286	HOT	883	热水	hot
Sun-1991-1004-884	1287	COLD	884	冷(水)	cold
Sun-1991-1004-885	1232	WARM	885	暖和	warm
Sun-1991-1004-886	3068	COOL DOWN	886	凉快	cool
Sun-1991-1004-887	1906	SOUR	887	酸	sour
Sun-1991-1004-888	717	SWEET	888	甜	sweet
Sun-1991-1004-889	887	BITTER	889	苦	bitter
