ID	NUMBER	GERMAN	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	SEMANTIC_CATEGORY	TYPICALITY_MEAN	TYPICALITY_SD	AOA_MEAN	AOA_SD	FAMILIARITY_MEAN	FAMILIARITY_SD	FREQ_DLEX	FREQ_LOG10_DLEX	WORD_LENGTH_PHONEME	WORD_LENGTH_SYLLABLE
Schroeder-2012-824-152	152	Papagei 	parrot	PARROT	882	bird	2.4	1.56944509134179	2.6	1.09544511501033	2.75	0.966545666958261	3.44988333631	0.537804408913	6	3
Schroeder-2012-824-153	153	Pfau	peacock	PEACOCK	3382	bird	3	1.58943882847805	3.8	1.15165784392487	3.05	1.19097483291276	1.79851737912	0.254914638773	2	1
Schroeder-2012-824-154	154	Pelikan	pelican	PELICAN	472	bird	3	1.806421294919	3.9	1.41048703794488	2.45	0.998683343734455	0.703056793655	-0.153009590805	7	3
Schroeder-2012-824-155	155	Fasan	pheasant	PHEASANT	3060	bird	3.05	1.79105966869954	4.65	1.42441123571146	2.8	1.05630936457281	1.49603945627	0.174943047681	5	2
Schroeder-2012-824-156	156	Rabe	raven	RAVEN	2543	bird	2.25	1.77334058829805	3	0.794719414239026	3.4	1.18765580695312	4.30826663089	0.634302573164	4	2
Schroeder-2012-824-157	157	Rotkehlchen	robin	ROBIN	2402	bird	1.55	0.944513241388333	3.15	0.812727700887249	3.3	1.21828179265546	0.465979502772	-0.331633186376	9	3
Schroeder-2012-824-158	158	Käuzchen	screech owl			bird	3.25	1.86024899295483	4.9	1.61896653195146	2.63157894736842	1.30002249193318	None	None	6	2
Schroeder-2012-824-159	159	Seeadler	sea eagle			bird	2.75	1.71295374319209	4.7	1.21828179265546	2.6	1.27320565172283	0.727582030643	-0.138118035404	6	3
Schroeder-2012-824-160	160	Möwe	seagull	SEAGULL	950	bird	1.55	0.998683343734455	2.6	0.99472291830968	3.4	0.99472291830968	3.08200478149	0.488833308157	4	2
Schroeder-2012-824-161	161	Zeisig	siskin			bird	2.55555555555556	1.7895849739772	5.38888888888889	1.33455826086162	2.41176470588235	1.1213175023946	0.36787855482	-0.434295528274	5	2
Schroeder-2012-824-162	162	Spatz	sparrow	SPARROW	1854	bird	1.25	0.786397515657049	2.55	0.944513241388332	4.05	0.944513241388332	2.61602527872	0.417641936271	4	1
Schroeder-2012-824-163	163	Sperber	sparrowhawk			bird	2.66666666666667	1.78226557735801	5.52631578947368	1.0733344230135	2.38888888888889	1.33455826086162	0.735757109639	-0.13326553261	6	2
Schroeder-2012-824-164	164	Buntspecht	spotted woodpecker			bird	1.6	0.882579950158088	3.65	1.18210338847862	3	1.4142135623731	0.253427448876	-0.596146348215	9	2
Schroeder-2012-824-165	165	Storch	stork	STORK	3724	bird	2.25	1.58529426124516	2.1	0.788068925652412	3.35	1.22581873821025	2.89397796458	0.461495219977	5	1
Schroeder-2012-824-166	166	Schwan	swan	SWAN	2837	bird	2.35	1.75544266422131	2.05	0.887041208323017	3.55	1.05006265477226	3.4662334943	0.539857814544	4	1
Schroeder-2012-824-167	167	Mauersegler	swift			bird	2.6	1.46539019413009	5.47368421052632	1.3067525929499	2.36842105263158	0.895080773250814	0.228902211888	-0.640350010707	8	4
Schroeder-2012-824-168	168	Drossel	thrush			bird	1.83333333333333	1.15044748327106	3.85	1.03998987849326	2.95	1.43178210632764	0.703056793655	-0.153009590805	6	2
Schroeder-2012-824-169	169	Meise	tit			bird	1.15	0.489360484929593	3.25	0.716350399411379	3.3	1.45457535854428	0.817507899599	-0.087508042049	4	2
Schroeder-2012-824-170	170	Pute	turkey	TURKEY	2386	bird	3.2	1.88064938392651	3.4	0.940324691963255	3.35	1.22581873821025	0.564080450723	-0.248658951312	4	2
Schroeder-2012-824-171	171	Geier	vulture	VULTURE	1185	bird	2.57894736842105	1.74215031478293	3.8	0.951453182187509	2.5	1.19207912135854	2.01924451201	0.305188911211	3	2
Schroeder-2012-824-172	172	Bachstelze	wagtail	WAGTAIL	3010	bird	2.7	1.71985311490316	5.21052631578947	1.22832077643609	2.35	1.26802789276975	0.179851737912	-0.745085361227	9	3
Schroeder-2012-824-173	173	Weißstorch	white stork			bird	2.63157894736842	1.92095249278377	5.15	1.75544266422131	2.3	1.1742858972248	None	None	8	2
Schroeder-2012-824-174	174	Wildente	wild duck			bird	3.05263157894737	1.87004706448576	4.75	1.37170658209707	2.55	1.356271980176	0.588605687711	-0.230175545618	8	3
Schroeder-2012-824-175	175	Auerhahn	wood grouse			bird	3.4	1.95744193971837	4.88888888888889	1.36721653213806	1.75	0.786397515657049	0.580430608715	-0.23624969333	5	3
Schroeder-2012-824-176	176	Specht	woodpecker	WOODPECKER	2447	bird	1.35	0.5871429486124	2.65	0.988086934168085	3.15789473684211	1.21395395733377	2.2399716449	0.350242520771	5	1
Schroeder-2012-824-177	177	Zaunkönig	wren			bird	2.31578947368421	1.63478274393971	4.15	1.46089374230838	2.15	1.03998987849326	0.318828080844	-0.496443435022	8	3
Schroeder-2012-824-178	178	Spargel	asparagus	ASPARAGUS	2605	vegetable	1.6	1.14248114115496	3.6	1.69829635997837	4.1	0.911909506128992	2.6569006737	0.42437531893	7	2
Schroeder-2012-824-179	179	Aubergine	aubergine	AUBERGINE	1146	vegetable	2.5	1.46897744599504	5.94736842105263	1.35292621998583	3.4	1.23117402250219	0.261602527872	-0.582358063729	8	4
Schroeder-2012-824-180	180	Avocado	avocado	AVOCADO	3725	vegetable	3.38888888888889	1.85151413042499	5.88888888888889	1.56764675225935	3.5	1.19207912135854	0.0572255529719	-1.24241000203	7	4
Schroeder-2012-824-181	181	Bohne	bean	BEAN	832	vegetable	2.15	1.69441808051583	2.75	1.06992375527664	3.55	1.356271980176	6.27028558993	0.7972873219	4	2
Schroeder-2012-824-182	182	Fleischtomate	beef tomato			vegetable	2.25	1.37170658209707	5.52631578947368	1.95415287280509	3.95	1.14593101656986	0.024525236988	-1.61038678733	10	4
Schroeder-2012-824-183	183	Rote Beete	beetroot			vegetable	2.35	1.46089374230838	3.45	1.39453821823042	3.3	1.45457535854428	0	0	8	4
Schroeder-2012-824-184	184	Brokkoli	broccoli	BROCCOLI	3726	vegetable	1.7	1.03109548284184	5.52631578947368	1.98237851113341	4.2	0.83350875346649	0.171676658916	-0.765288747315	7	3
Schroeder-2012-824-185	185	Rosenkohl	Brussels sprouts			vegetable	1.45	0.944513241388333	3.2	1.28144655103437	4.15	0.875093979915421	0.866558373575	-0.0622021767842	8	3
Schroeder-2012-824-186	186	Mohrrübe	carrot	CARROT	3085	vegetable	1.15	0.489360484929593	2.25	0.786397515657049	4.15	1.08942283125661	1.50421453526	0.177309780961	7	3
Schroeder-2012-824-187	187	Blumenkohl	cauliflower	CAULIFLOWER	2843	vegetable	1.35	0.745159820370594	2.85	1.18210338847862	4.2	0.767771895949914	2.50974925177	0.399630333428	9	3
Schroeder-2012-824-188	188	Knollensellerie	celeriac			vegetable	3.05	1.90497962414852	5.75	1.51744244666721	2.55	1.356271980176	0.171676658916	-0.765288747315	12	5
Schroeder-2012-824-189	189	Sellerie	celery	CELERY	3727	vegetable	2.45	1.60509058606475	3.9	1.2096106376586	3.15	1.26802789276976	1.77399214213	0.2489516918	6	3
Schroeder-2012-824-190	190	Kirschtomate	cherry tomato			vegetable	2.77777777777778	1.98688510445387	6.10526315789474	1.37010692373119	3.63157894736842	1.01162829777814	None	None	10	4
Schroeder-2012-824-191	191	Chicoree	chicory			vegetable	2.4	1.63514042532326	5.89473684210526	1.41007237174808	3.57894736842105	1.46499106837187	0.032700315984	-1.48544805072	6	3
Schroeder-2012-824-192	192	Peperoni	chilli			vegetable	3.63157894736842	1.92095249278377	5.35	1.53125335660212	3.45	1.23437604097225	0.04087539498	-1.38853803771	8	4
Schroeder-2012-824-193	193	Chilischote	chilli pepper	CHILI PEPPER	919	vegetable	4.05555555555556	1.86207418258186	5.5	1.4142135623731	3.1	1.2096106376586	0.00817507899599	-2.08750804205	8	4
Schroeder-2012-824-194	194	Chinakohl	Chinese cabbage			vegetable	3	1.97350876413186	5.73684210526316	1.484815935587	2.7	1.4179302929938	0.482329660764	-0.316656030407	7	3
Schroeder-2012-824-195	195	Cocktailtomate	cocktail tomato			vegetable	2.7	1.75018795983084	6.3	1.12857618729367	3.95	1.31689427302111	None	None	12	5
Schroeder-2012-824-196	196	Zucchini	courgette	COURGETTE	3728	vegetable	2	1.2977713690461	5.94736842105263	1.54465689144247	3.8	1.10501250290616	0.00817507899599	-2.08750804205	6	3
Schroeder-2012-824-197	197	Gurke	cucumber	CUCUMBER	496	vegetable	1.1	0.307793505625546	2.2	0.695852373938459	4.45	0.944513241388332	4.41454265784	0.644885717774	5	2
Schroeder-2012-824-198	198	Fenchel	fennel			vegetable	3.58823529411765	1.69774937525433	5.15	2.1095023109729	2.85	1.38696943388321	1.2262618494	0.0885832170067	6	2
Schroeder-2012-824-199	199	Ingwer	ginger	GINGER	2500	vegetable	3.94117647058824	1.95162074425636	6.15789473684211	1.25888654041475	3.55	1.39453821823042	0.613130924699	-0.212446778657	4	2
Schroeder-2012-824-200	200	Grünkohl	green cabbage			vegetable	1.95	1.50350467767462	4.3	1.45457535854428	3.2	1.32188063797479	0.564080450723	-0.248658951312	7	2
Schroeder-2012-824-201	201	Eisbergsalat	iceberg lettuce			vegetable	2.75	1.65035881266054	5.55555555555556	1.68809750980634	3.9	0.911909506128992	None	None	11	4
Schroeder-2012-824-202	202	Kidneybohne	kidney bean			vegetable	4.25	1.88832981062213	5.88235294117647	1.4950900031928	2.9	1.2096106376586	None	None	9	4
Schroeder-2012-824-203	203	Kohlrabi	kohlrabi			vegetable	1.8	1.32188063797479	2.85	0.812727700887249	3.75	0.966545666958261	1.19356153341	0.0768448137355	7	3
Schroeder-2012-824-204	204	Feldsalat	'lamb''s lettuce'			vegetable	2.65	1.53125335660212	4.1	1.80350535872433	4.15	1.03998987849326	0.384228712812	-0.415410184113	9	3
Schroeder-2012-824-205	205	Blattsalat	leaf salad			vegetable	2.35	1.8144159564879	4.15	1.78517285024817	4	1.1697953037312	0.147151421928	-0.832235536946	9	3
Schroeder-2012-824-206	206	Porree	leek			vegetable	2.15	1.38696943388321	3.5	1.19207912135854	3.6	1.35335839575791	0.915608847551	-0.0382900193788	4	2
Schroeder-2012-824-207	207	Salat	lettuce	LETTUCE	3729	vegetable	2.25	1.71295374319209	2.35	1.03998987849326	4.5	0.827170191868511	8.47755691884	0.92827071434	5	2
Schroeder-2012-824-208	208	Olive	olive	OLIVE	1154	vegetable	3.38888888888889	1.78684371379154	5.63157894736842	1.73879033033471	4.1	1.02083557106808	1.68406627317	0.22635917832	5	3
Schroeder-2012-824-209	209	Zwiebel	onion	ONION	2366	vegetable	1.75	1.29269200955949	2.2	0.523148363780597	4.55	0.686332741153259	10.4968014309	1.02105698168	6	2
Schroeder-2012-824-210	210	Erbse	pea	PEA	2025	vegetable	1.75	1.20852236875842	2.1	0.552506251453082	4.2	0.894427190999915	4.97044802956	0.696395537224	5	2
Schroeder-2012-824-211	211	Paprika	pepper	PEPPER	1385	vegetable	1.65	0.988086934168084	3.9	1.80350535872433	4.45	0.686332741153259	2.81222717462	0.449050400523	7	3
Schroeder-2012-824-212	212	Kartoffel	potato	POTATO	593	vegetable	1.36842105263158	1.38285237887288	1.95	0.6048053188293	4.7	0.470162345981627	23.8058300363	1.37668332859	8	3
Schroeder-2012-824-213	213	Kürbis	pumpkin	PUMPKIN	864	vegetable	2.73684210526316	1.82093093600065	3.15	1.30887657735053	3.55	1.19097483291276	1.38976342932	0.142940879329	6	2
Schroeder-2012-824-214	214	Radieschen	radish	RADISH	2365	vegetable	1.8	1.15165784392487	2.8	1.10501250290616	3.8	1.00524937990007	1.10363566446	0.042825726446	8	3
Schroeder-2012-824-215	215	Rotkohl	red cabbage			vegetable	1.8	1.19648608323224	2.85	1.30887657735053	4.2	0.695852373938459	0.604955845703	-0.218276322318	6	2
Schroeder-2012-824-216	216	Rucola	rocket			vegetable	2.94736842105263	1.89952287022371	6.17647058823529	1.42457423980145	3.55	1.23437604097225	None	None	6	3
Schroeder-2012-824-217	217	Wirsingkohl	savoy cabbage			vegetable	2.25	1.71295374319209	4.52631578947368	1.64547936455651	3.1	1.25236618152663	0.351528396828	-0.454039586469	9	3
Schroeder-2012-824-218	218	Schalotte	shallot			vegetable	2.84210526315789	1.70825310038377	6.16666666666667	1.29478592370913	3.26315789473684	1.24016599530322	0.188026816908	-0.725780206031	6	3
Schroeder-2012-824-219	219	Sprosse	shoot	SPROUT (SHOOT)	3358	vegetable	4.55	1.8771478925557	5.35	1.53125335660212	2.68421052631579	1.24956132653501	2.35442275085	0.37188444571	6	2
Schroeder-2012-824-220	220	Sauerampfer	sorrel			vegetable	4.88235294117647	1.79869233546125	4.26315789473684	1.72697890558943	2.5	1.23544153624268	0.36787855482	-0.434295528274	7	4
Schroeder-2012-824-221	221	Spinat	spinach	SPINACH	975	vegetable	1.8	1.23969435961577	2.15	0.812727700887249	3.95	1.31689427302111	2.61602527872	0.417641936271	6	2
Schroeder-2012-824-222	222	Stangensellerie	stalk celery			vegetable	2.73684210526316	1.62761260962722	5.31578947368421	1.66842013024123	3.2	1.39924791829115	0.032700315984	-1.48544805072	13	5
Schroeder-2012-824-223	223	Esskastanie	sweet chestnut			vegetable	4.52631578947368	1.806421294919	5.31578947368421	1.73373814436217	2.7	1.4179302929938	None	None	10	4
Schroeder-2012-824-224	224	Mais	sweetcorn			vegetable	2.26315789473684	1.36797113611354	3.15	1.30887657735053	3.9	1.02083557106808	7.67639917724	0.885157550217	3	1
Schroeder-2012-824-225	225	Tomate	tomato	TOMATO	986	vegetable	1.15	0.489360484929593	2.05	0.759154654516248	4.55	0.887041208323017	6.05773353603	0.78231016593	6	3
Schroeder-2012-824-226	226	Strauchtomate	vine tomato			vegetable	2.4	1.42902248518275	4.94736842105263	1.58021391697194	4.15	0.93330200448673	None	None	11	4
Schroeder-2012-824-227	227	Weißkohl	white cabbage			vegetable	2.15	1.69441808051583	3.35	1.38696943388321	3.6	1.18765580695312	0.874733452571	-0.0581242643638	6	2
Schroeder-2012-824-228	228	Rettich	white radish			vegetable	2.85	1.8144159564879	4.6	1.60262941837206	3.3	1.55935209217432	1.4224637453	0.153041206234	5	2
Schroeder-2012-824-229	229	Apfel	apple	APPLE	1320	fruit	1.05	0.223606797749979	1.75	0.550119604220181	4.6	0.99472291830968	13.1537021046	1.11904800205	4	2
Schroeder-2012-824-230	230	Aprikose	apricot	APRICOT	3730	fruit	1.8	1.10501250290617	3.35	1.08942283125661	3.95	1.05006265477226	1.55326500924	0.191245558904	8	4
Schroeder-2012-824-231	231	Banane	banana	BANANA	868	fruit	1.25	1.1180339887499	2.6	1.35335839575791	4.6	0.598243041616119	3.2618565194	0.513464853638	6	3
Schroeder-2012-824-232	232	Brombeere	blackberry			fruit	2.25	1.37170658209707	2.7	0.978720969859186	4.05	0.998683343734455	0.866558373575	-0.0622021767842	8	3
Schroeder-2012-824-233	233	Blutorange	blood orange			fruit	2.15	1.22581873821025	5	1.63299316185545	3.6	1.23117402250219	0.016350157992	-1.78647804638	10	4
Schroeder-2012-824-234	234	Blaubeere	blueberry	BLUEBERRY	2809	fruit	2.1	1.2096106376586	2.8	0.951453182187509	4.1	1.02083557106808	0.2043769749	-0.689568033377	7	3
Schroeder-2012-824-235	235	Kirsche	cherry	CHERRY	2765	fruit	1.3	0.732695097065047	2.3	0.656946685331786	4.35	0.875093979915421	3.41718302032	0.533668239726	5	2
Schroeder-2012-824-236	236	Clementine	clementine			fruit	2.4	1.23117402250218	5.61111111111111	2.00408080407978	3.6	1.09544511501033	0.28612776486	-0.543439997699	10	4
Schroeder-2012-824-237	237	Preiselbeere	cranberry	CRANBERRY	3840	fruit	2.75	1.44641116670119	3.95	1.63755273117186	3.36842105263158	1.25656172487509	0.392403791808	-0.406266804673	10	4
Schroeder-2012-824-238	238	Dattel	date	DATE (FRUIT)	3801	fruit	4.35	1.69441808051583	5.05	1.46808145478878	3.05	1.27630222456166	0.645831240683	-0.189880950759	5	2
Schroeder-2012-824-239	239	Holunderbeere	elderberry			fruit	3.85	1.66306628661765	4	1.62221421130763	3.15	1.26802789276976	0.0981009479519	-1.008326796	11	5
Schroeder-2012-824-240	240	Feige	fig	FIG	322	fruit	3.45	1.66938375014948	5.3	1.4179302929938	3.25	1.1180339887499	1.61866564121	0.209157148213	4	2
Schroeder-2012-824-241	241	Stachelbeere	gooseberry			fruit	2.15	1.84319516629483	2.8	0.83350875346649	3.55	1.19097483291276	0.572255529719	-0.242410002035	10	4
Schroeder-2012-824-242	242	Weintraube	grape	GRAPE	920	fruit	1.2	0.410391340834062	2.6	0.680557047378721	4.3	0.923380516876638	1.14451105944	0.0586199936293	8	3
Schroeder-2012-824-243	243	Grapefruit	grapefruit	GRAPEFRUIT OR POMELO	3804	fruit	1.75	0.850696309223401	5.2	1.67332005306815	3.6	1.04629672756119	0.269777606868	-0.568994102171	8	2
Schroeder-2012-824-244	244	Honigmelone	honeydew melon			fruit	2.1	1.2096106376586	5.7	1.68897352819616	3.65	1.18210338847862	0.024525236988	-1.61038678733	11	5
Schroeder-2012-824-245	245	Zitrone	lemon	LEMON	3091	fruit	1.7	0.978720969859186	2.7	0.801314709186031	4.45	0.759154654516248	4.2837413939	0.631823244935	7	3
Schroeder-2012-824-246	246	Limette	lime	LIME (FRUIT)	982	fruit	3.3	1.68897352819616	6.15	0.875093979915419	3.35	1.03998987849326	0.032700315984	-1.48544805072	6	3
Schroeder-2012-824-247	247	Litschi	lychee	LYCHEE	3731	fruit	3.78947368421053	1.68585446084705	6.5	1.04318516770401	3.15	1.26802789276976	0.032700315984	-1.48544805072	4	2
Schroeder-2012-824-248	248	Mango	mango	MANGO	2398	fruit	2.45	1.43178210632764	5.95	1.356271980176	3.4	1.23117402250219	0.2043769749	-0.689568033377	5	2
Schroeder-2012-824-249	249	Melone	melon	MELON	507	fruit	2.1	1.4473205733718	3.55	1.53811230854064	4.4	0.820782681668124	1.2180867704	0.0856782263633	6	3
Schroeder-2012-824-250	250	Mirabelle	mirabelle			fruit	3.5	1.73205080756888	5.82352941176471	1.28623938856882	2.8	1.39924791829115	0.228902211888	-0.640350010707	8	4
Schroeder-2012-824-251	251	Zuckermelone	musk melon			fruit	3.11111111111111	1.71117052778599	5.55555555555556	1.65288418946726	3.1875	1.42448821218944	0.00817507899599	-2.08750804205	10	5
Schroeder-2012-824-252	252	Nektarine	nectarine			fruit	2.1	0.911909506128991	5.05	1.57195821559574	3.9	1.11921024787453	None	None	9	4
Schroeder-2012-824-253	253	Orange	orange	ORANGE (FRUIT)	2627	fruit	1.4	0.99472291830968	3.55	1.8202082009311	4.25	0.786397515657049	4.03031394502	0.605338877228	6	3
Schroeder-2012-824-254	254	Papaya	papaya	PAPAYA	2445	fruit	4.15	1.63111198750713	6.5	0.888523316638639	2.55	1.09904264559757	0.0981009479519	-1.008326796	6	3
Schroeder-2012-824-255	255	Maracuja	passion fruit			fruit	3.45	1.70061908232205	5.78947368421053	1.43677676950183	3.4	0.882579950158088	0.00817507899599	-2.08750804205	8	4
Schroeder-2012-824-256	256	Pfirsich	peach	PEACH	2043	fruit	1.25	0.444261658319319	2.85	1.08942283125661	4.45	0.887041208323017	2.2399716449	0.350242520771	6	2
Schroeder-2012-824-257	257	Birne	pear	PEAR	922	fruit	1.15	0.489360484929593	2.35	0.670820393249937	4.1	1.2096106376586	5.40372721635	0.732693417437	5	2
Schroeder-2012-824-258	258	Physalis	physalis			fruit	4.27777777777778	1.60167396093093	6.8125	0.403112887414927	2.70588235294118	1.21267812518167	0.0654006319679	-1.18441805506	7	3
Schroeder-2012-824-259	259	Ananas	pineapple	PINEAPPLE	2440	fruit	1.4	0.820782681668123	4.1	1.83245593039563	3.6	1.23117402250219	1.19356153341	0.0768448137355	6	3
Schroeder-2012-824-260	260	Pflaume	plum			fruit	1.7	1.03109548284184	2.65	0.93330200448673	3.9	1.29370947686346	2.4443486198	0.388163146275	5	2
Schroeder-2012-824-261	261	Granatapfel	pomegranate	POMEGRANATE	3732	fruit	3.73684210526316	1.88096031215612	6	1.1697953037312	2.8	1.19648608323224	0.277952685864	-0.556029125007	10	4
Schroeder-2012-824-262	262	Himbeere	raspberry	RASPBERRY	3803	fruit	1.6	1.09544511501033	2.7	0.801314709186031	4.05	1.05006265477226	1.29166248137	0.111149044905	7	3
Schroeder-2012-824-263	263	Johannisbeere	redcurrant			fruit	1.95	1.43178210632764	3.1	0.967906041546987	3.65	1.26802789276976	0.727582030643	-0.138118035404	11	5
Schroeder-2012-824-264	264	Hagebutte	rosehip			fruit	4.70588235294118	1.53153133670001	3.45	1.05006265477226	3.15	1.13670808176853	0.547730292732	-0.261433239348	8	4
Schroeder-2012-824-265	265	Sauerkirsche	sour cherry			fruit	1.7	1.52522647153585	2.85	0.745159820370595	4	1.05409255338946	0.4087539498	-0.388538037713	8	4
Schroeder-2012-824-266	266	Sternfrucht	starfruit			fruit	4.55555555555556	1.94701044506767	6.375	0.885061203156784	2.35294117647059	1.36661884182223	None	None	10	2
Schroeder-2012-824-267	267	Erdbeere	strawberry	STRAWBERRY	3138	fruit	1.2	0.410391340834062	1.8	0.523148363780597	4.75	0.638666373658505	2.82857733261	0.451568056744	7	3
Schroeder-2012-824-268	268	Süßkirsche	sweet cherry			fruit	1.7	1.1742858972248	3	1.02597835208515	3.8	1.23969435961577	0.253427448876	-0.596146348215	8	3
Schroeder-2012-824-269	269	Mandarine	tangerine	MANDARINE	2367	fruit	1.5	1	3.7	1.52522647153584	4.2	1.00524937990007	1.0218848745	0.00940197095909	9	4
Schroeder-2012-824-270	270	Wassermelone	water melon			fruit	2.15	1.26802789276975	3.9	1.68272961207926	4.35	0.875093979915421	0.114451105944	-0.941380006371	10	5
Schroeder-2012-824-271	271	Anorak	anorak			clothes	1.8	1.00524937990007	3	1.7167901505579	3.95	1.14593101656986	0.310653001848	-0.507724445432	6	3
Schroeder-2012-824-272	272	Bikini	bikini			clothes	2.7	1.65751875435925	4.8	1.57613785130482	3.35	1.4964871146156	0.36787855482	-0.434295528274	6	3
Schroeder-2012-824-273	273	Blazer	blazer			clothes	2.25	1.40955386745706	6	1.1697953037312	3.3	1.30182058752551	0.179851737912	-0.745085361227	5	2
Schroeder-2012-824-274	274	Bluse	blouse	BLOUSE	4018	clothes	1.5	0.888523316638639	2.95	0.887041208323017	3.8	1.15165784392487	6.77714048768	0.831046488501	5	2
Schroeder-2012-824-275	275	Blouson	blouson			clothes	3.45	1.7614288458372	6	1.05409255338946	2.21052631578947	1.31567250942124	0.0817507899599	-1.08750804205	5	2
Schroeder-2012-824-276	276	Mieder	bodice			clothes	4.26315789473684	1.91026773176368	5.11111111111111	1.87519062211847	2.05263157894737	0.970319776071918	1.16903629643	0.0678279954161	4	2
Schroeder-2012-824-277	277	BH	bra			clothes	2.55	1.46808145478878	4.9	1.61896653195146	4.1	1.3337718577107	None	None	4	2
Schroeder-2012-824-278	278	Hosenträger	braces 			clothes	5.25	1.83173774266262	2.95	1.31689427302111	2.25	1.20852236875842	1.71676658916	0.234711252685	10	4
Schroeder-2012-824-279	279	Mütze	cap	CAP	1288	clothes	1.95	1.31689427302111	1.95	0.6048053188293	3.85	1.18210338847862	14.0120853991	1.14650277554	4	2
Schroeder-2012-824-280	280	Strickjacke	cardigan			clothes	2.25	1.25131509768092	2.85	0.875093979915421	3.8	1.10501250290616	0.506854897752	-0.295116352551	9	3
Schroeder-2012-824-281	281	Umhang	cloak	CLOAK	326	clothes	5.21052631578947	1.75052206080932	3.55	1.19097483291276	2.35	1.22581873821025	1.4224637453	0.153041206234	5	2
Schroeder-2012-824-282	282	Clogs	clogs			clothes	5.55555555555556	1.29352333352711	5.73684210526316	1.36797113611354	2.57894736842105	1.21636021134477	0.04087539498	-1.38853803771	5	1
Schroeder-2012-824-283	283	Stoffhose	cloth trousers			clothes	2.85	1.69441808051583	3.4	1.63514042532326	3.8	1.28144655103437	0.00817507899599	-2.08750804205	8	3
Schroeder-2012-824-284	284	Mantel	coat	COAT	603	clothes	1.4	0.940324691963254	2.95	1.43178210632764	3.6	1.18765580695312	34.1064295713	1.53283625771	6	2
Schroeder-2012-824-285	285	Kordhose	cord trousers			clothes	2.85	1.69441808051583	4.05	1.27630222456166	3.25	1.55173926187427	0.0572255529719	-1.24241000203	8	3
Schroeder-2012-824-286	286	Korsett	corset			clothes	4.75	1.77334058829805	5.68421052631579	1.33552451531005	1.9	1.16528740525336	1.09546058546	0.0395967563158	6	2
Schroeder-2012-824-287	287	Stulpen	cuffs			clothes	5.65	1.84319516629483	5.3	1.6254554017745	2.5	1.53896752812773	0.16350157992	-0.786478046385	7	2
Schroeder-2012-824-288	288	Jeansjacke	denim jacket			clothes	2.75	1.61815359364665	4.9	1.74416319854476	3.55	1.27630222456166	0.04087539498	-1.38853803771	8	3
Schroeder-2012-824-289	289	Jeansrock	denim skirt			clothes	3.35	1.84319516629483	5.35	1.38696943388321	2.85	1.34848843251679	None	None	7	2
Schroeder-2012-824-290	290	Kleid	dress	DRESS	474	clothes	1.4	1.09544511501033	2.5	1.31789305532094	3.65	1.46089374230838	47.8487373635	1.67987048207	4	1
Schroeder-2012-824-291	291	Latzhose	dungarees			clothes	2.75	1.88832981062213	3.05	1.31689427302111	3.2	1.10501250290616	0.130801263936	-0.883388059393	7	3
Schroeder-2012-824-292	292	Ohrenwärmer	ear muffs			clothes	5.3	1.55935209217432	4.15	1.34848843251679	1.9	1.25236618152662	0.016350157992	-1.78647804638	9	4
Schroeder-2012-824-293	293	Fellmütze	fur cap			clothes	3.9	1.91668573598447	4.75	1.51744244666721	2.25	1.29269200955949	0.147151421928	-0.832235536946	7	3
Schroeder-2012-824-294	294	Pelzmantel	fur coat			clothes	3.35	1.8144159564879	4.15	1.26802789276976	1.95	1.19097483291276	1.29983756036	0.113889082271	10	3
Schroeder-2012-824-295	295	Handschuh	glove	GLOVE	867	clothes	2.9	1.86095617754337	2.25	0.716350399411379	3.95	1.09904264559757	10.9627809336	1.0399207358	6	2
Schroeder-2012-824-296	296	Hallenschuh	gym shoe			clothes	5.05263157894737	1.92854822226825	4.05555555555556	1.10996673093875	2.95	1.46808145478878	None	None	7	3
Schroeder-2012-824-297	297	Haarband	hairband			clothes	5.82352941176471	1.28623938856882	3.4	1.60262941837206	2.8	1.39924791829115	0.0899258689559	-1.04611535689	7	2
Schroeder-2012-824-298	298	Stirnband	headband	HEADBAND	330	clothes	4.82352941176471	1.38000426256801	4.15789473684211	1.86378223259219	2.25	1.01954582251634	0.425104107792	-0.371504698414	9	2
Schroeder-2012-824-299	299	Kopftuch	headscarf			clothes	3.95	1.73129096949433	2.7	0.978720969859186	2.55	1.31689427302111	3.02477922852	0.480693682018	6	2
Schroeder-2012-824-300	300	Hot Pant	hot pants			clothes	4.15789473684211	1.89335557189806	6.15	1.34848843251679	2.6	1.23117402250219	None	None	7	2
Schroeder-2012-824-301	301	Jacke	jacket	JACKET	2770	clothes	1.3	0.801314709186032	1.95	0.68633274115326	4.5	1.14707866935281	10.5458519048	1.02308166825	4	2
Schroeder-2012-824-302	302	Jeans	jeans			clothes	1.4	0.820782681668123	4.2	1.88064938392651	4.7	0.923380516876638	1.6350157992	0.213521953615	4	1
Schroeder-2012-824-303	303	Kimono	kimono			clothes	4.8421052631579	1.86378223259219	5.83333333333333	1.09812674721144	1.9	0.967906041546987	0.465979502772	-0.331633186376	6	3
Schroeder-2012-824-304	304	Lederhandschuh	leather gloves			clothes	4.1	1.58612404107756	4.95	1.356271980176	3.1	1.55258697527368	0.564080450723	-0.248658951312	10	4
