ID	NUMBER	GERMAN	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	SEMANTIC_CATEGORY	TYPICALITY_MEAN	TYPICALITY_SD	AOA_MEAN	AOA_SD	FAMILIARITY_MEAN	FAMILIARITY_SD	FREQ_DLEX	FREQ_LOG10_DLEX	WORD_LENGTH_PHONEME	WORD_LENGTH_SYLLABLE
Schroeder-2012-824-620	620	Stepptanz	tap dance			sport	4.75	1.86024899295483	5.41176470588235	1.50244898122248	1.9	0.85224162622679	0.00817507899599	-2.08750804205	8	2
Schroeder-2012-824-621	621	Tennis	tennis			sport	1.6	1.18765580695312	4.3	1.08093526754916	2.55	0.825577947481896	2.08464514398	0.319032138385	5	2
Schroeder-2012-824-622	622	Rodeln	tobogganing			sport	3.35	1.30887657735053	2.05	0.6048053188293	3.8	1.28144655103437	0.32700315984	-0.485448050721	6	2
Schroeder-2012-824-623	623	Tontaubenschießen	trapshooting			sport	5.36842105263158	1.64013977438881	5.88888888888889	1.2313975269104	1.65	0.812727700887249	0.04087539498	-1.38853803771	13	5
Schroeder-2012-824-624	624	Triathlon	triathlon			sport	2.55	1.79105966869954	6.05	1.27630222456167	2.45	1.19097483291276	0.032700315984	-1.48544805072	8	3
Schroeder-2012-824-625	625	Volleyball	volleyball			sport	1.45	0.825577947481897	4.35	1.30887657735053	3.8	1.32188063797479	0.138976342932	-0.857059120671	7	3
Schroeder-2012-824-626	626	Kunstschwimmen	water ballet			sport	4.3	1.78000591365073	5.75	1.25131509768092	1.6	0.820782681668123	0.00817507899599	-2.08750804205	11	3
Schroeder-2012-824-627	627	Wasserball	water polo			sport	2.55	1.53811230854064	4	1.68585446084705	2.45	0.998683343734455	0.228902211888	-0.640350010707	7	3
Schroeder-2012-824-628	628	Wasserski	water ski			sport	3.57894736842105	1.67715994975912	6	1.37649440322337	1.9	1.11921024787453	0.032700315984	-1.48544805072	6	3
Schroeder-2012-824-629	629	Gewichtheben	weightlifting			sport	3.1	1.80350535872433	4.75	1.29269200955949	2.35	1.18210338847862	0.16350157992	-0.786478046385	11	4
Schroeder-2012-824-630	630	Ringen	wrestling			sport	3.5	1.96012888942485	4.85	1.42441123571146	2.15	1.08942283125661	12.7122478388	1.10422235131	5	2
Schroeder-2012-824-631	631	Yoga	yoga			sport	3.83333333333333	1.50489397711365	6.35	1.03998987849326	2.65	1.18210338847862	0.776632504619	-0.10978443676	4	2
Schroeder-2012-824-632	632	Schauspieler	actor			profession	2.5	1.76217568871402	3.45	1.14593101656986	3.75	1.20852236875842	20.396822095	1.30956250791	7	3
Schroeder-2012-824-633	633	Flugzeugbauer	aircraft manufacturer			profession	3.10526315789474	1.76051560762135	5.25	1.48235232689554	1.75	0.966545666958261	0.049050473976	-1.30935679167	10	4
Schroeder-2012-824-634	634	Fluglotse	air-traffic controller			profession	2.75	1.44641116670119	5.65	1.18210338847862	2.45	1.23437604097225	0.228902211888	-0.640350010707	8	3
Schroeder-2012-824-635	635	Anästhesist	anaesthetist			profession	3.05	1.70061908232205	6.66666666666667	0.594088525786004	2.95	1.09904264559757	0.155326500924	-0.808754441096	10	4
Schroeder-2012-824-636	636	Archäologe	archaeologist			profession	3.15	1.4964871146156	6.1	1.07115284672759	2.85	1.22581873821025	1.79034230012	0.252936072791	9	5
Schroeder-2012-824-637	637	Architekt	architect			profession	2.15	1.34848843251679	5.1	1.16528740525336	3.65	1.18210338847862	16.2030065701	1.2095956081	8	3
Schroeder-2012-824-638	638	Künstler	artist			profession	3.6	1.95744193971837	3.8	1.23969435961577	3.45	1.09904264559757	73.9435895188	1.86890052915	7	2
Schroeder-2012-824-639	639	Steuerfachangestellter	assistant tax consultant			profession	3.75	1.77334058829805	6.9	0.307793505625542	2.4	1.18765580695312	None	None	17	7
Schroeder-2012-824-640	640	Gerichtsvollzieher	bailiff			profession	3.6	1.95744193971837	6.57894736842105	0.692482608982125	2.5	1.39548142984872	2.19909624992	0.342244237953	12	5
Schroeder-2012-824-641	641	Bäcker	baker	BAKER	2568	profession	1.6	1.09544511501033	2	0.458831467741124	4.3	0.864504725870617	4.58621931675	0.661454819207	4	2
Schroeder-2012-824-642	642	Bankkaufmann	banker			profession	2.45	1.73129096949433	6.25	0.850696309223401	3	1.2977713690461	0.0735757109639	-1.13326553261	9	3
Schroeder-2012-824-643	643	Kosmetiker	beautician			profession	2.8	1.60918416727562	6.05	1.23437604097225	2.2	1.19648608323224	0.0981009479519	-1.008326796	9	4
Schroeder-2012-824-644	644	Biologe	biologist			profession	2.75	1.44641116670119	5.55	1.14593101656987	4.1	1.02083557106808	1.78216722113	0.250948451556	7	4
Schroeder-2012-824-645	645	Schmied	blacksmith	BLACKSMITH	1001	profession	2.9	1.80350535872433	3.4	1.31389337066357	2.75	1.20852236875842	4.88052216061	0.68846628908	4	1
Schroeder-2012-824-646	646	Bodygard	bodyguard			profession	4.63157894736842	1.8015587792486	5.77777777777778	1.43713585896539	2.1	1.2096106376586	None	None	8	3
Schroeder-2012-824-647	647	Heizer	boilerman			profession	4.55	1.95945749742385	4.25	1.20852236875842	1.94444444444444	1.05564155136453	3.33543223037	0.523152121041	4	2
Schroeder-2012-824-648	648	Buchbinder	bookbinder			profession	3.55	1.7614288458372	5.45	1.39453821823042	2.4	0.99472291830968	3.23733128241	0.510187143877	8	3
Schroeder-2012-824-649	649	Buchhalter	bookkeeper			profession	2.95	1.70061908232205	5.7	1.21828179265546	3.1	1.0711528467276	2.90215304358	0.462720311006	8	3
Schroeder-2012-824-650	650	Buchhändler	bookseller			profession	2.4	1.50087693664316	4.4	0.940324691963255	3.65	0.812727700887249	17.8788977642	1.25234074099	9	3
Schroeder-2012-824-651	651	Broker	broker			profession	5.375	1.96214168703486	6.94444444444444	0.235702260395517	2	0.966091783079296	0.253427448876	-0.596146348215	5	2
Schroeder-2012-824-652	652	Bauarbeiter	builder			profession	2.45	1.63755273117186	2.75	0.966545666958261	3.1	1.2096106376586	2.15822085494	0.334095884821	8	4
Schroeder-2012-824-653	653	Bauingenieur	building engineer			profession	2.6	1.46539019413009	5.8	1.36111409475744	2.95	1.39453821823042	0.465979502772	-0.331633186376	10	4
Schroeder-2012-824-654	654	Busfahrer	bus driver			profession	1.85	1.18210338847862	3.15	0.875093979915421	3.45	1.05006265477226	0.36787855482	-0.434295528274	7	3
Schroeder-2012-824-655	655	Betriebswirt	business economist			profession	3.55	1.50350467767462	6.85	0.48936048492959	2.7	1.34164078649987	0.482329660764	-0.316656030407	11	3
Schroeder-2012-824-656	656	Fleischer	butcher	BUTCHER	2569	profession	2.1	1.29370947686346	3	0.725476250110012	3.3	1.1742858972248	2.77135177964	0.442691656154	5	2
Schroeder-2012-824-657	657	Kapitän	captain			profession	2.4	1.31389337066357	3	1.12390297389803	2.85	1.34848843251679	22.2770902641	1.34785846456	7	3
Schroeder-2012-824-658	658	Kfz-Mechaniker	car mechanic			profession	2	1.37649440322337	4.8	1.19648608323224	3.25	1.25131509768092	0.00817507899599	-2.08750804205	15	7
Schroeder-2012-824-659	659	Kardiologe	cardiologist			profession	3.05	1.70061908232205	6.9	0.307793505625546	2.9	1.3337718577107	0.024525236988	-1.61038678733	10	5
Schroeder-2012-824-660	660	Zimmermann	carpenter	CARPENTER	1042	profession	2.1	1.37266548230652	4.3	0.864504725870617	2.9	0.967906041546987	8.45303168186	0.927012496709	7	3
Schroeder-2012-824-661	661	Sachbearbeiter	case worker			profession	3.8	1.54238366446907	6	1.07605517369794	3.5	1.05131496607569	None	None	11	5
Schroeder-2012-824-662	662	Kassierer	cashier			profession	3.42105263157895	1.86535041312422	3.8	1.47255595908325	3.85	0.875093979915421	1.24261200739	0.0943355458958	6	3
Schroeder-2012-824-663	663	Chauffeur	chauffeur			profession	3.6	1.75918641482512	5	1.1697953037312	2.45	1.23437604097225	10.145273034	1.00626373945	5	2
Schroeder-2012-824-664	664	Chemieingenieur	chemical engineer			profession	3.5	1.93309133391652	6.4	1.04629672756119	2.42105263157895	1.26120707056922	0.00817507899599	-2.08750804205	12	5
Schroeder-2012-824-665	665	Chemiker	chemist			profession	2.8	1.54238366446907	5.35	1.34848843251679	2.95	1.39453821823042	7.80720044117	0.892495329535	6	3
Schroeder-2012-824-666	666	Schornsteinfeger	chimney sweep			profession	2.1	1.41048703794488	3.25	1.25131509768092	2.9	1.37266548230652	0.923783926547	-0.0344295985655	12	4
Schroeder-2012-824-667	667	Reinigungskraft	cleaner			profession	3.78947368421053	1.90259902263605	5.4	1.42902248518275	3.26315789473684	1.44691646319405	0.114451105944	-0.941380006371	13	4
Schroeder-2012-824-668	668	Kommunikationsassistent	communications assistant			profession	4.75	1.61815359364665	6.85	0.366347548532523	1.77777777777778	1.30859401674224	None	None	21	8
Schroeder-2012-824-669	669	Computerfachmann	computer expert			profession	3.4	1.84676103375328	6.15	1.03998987849326	3.55	1.31689427302111	0.032700315984	-1.48544805072	14	5
Schroeder-2012-824-670	670	Informatiker	computer scientist			profession	2.65	1.78517285024817	6.55	0.686332741153261	2.9	1.2096106376586	0.629481082691	-0.201017316876	11	5
Schroeder-2012-824-671	671	Schaffner	conductor			profession	2.95	1.53811230854064	3.4	1.27320565172283	3.25	1.37170658209707	4.61074455374	0.663771061934	5	2
Schroeder-2012-824-672	672	Konditor	confectioner			profession	2.5	1.5727950313141	5.2	1.39924791829115	3.2	1.28144655103437	0.719406951647	-0.143025369899	8	3
Schroeder-2012-824-673	673	Restaurator	conservator			profession	3.3	1.83819133074363	6.10526315789474	1.24252148839479	2.4	1.18765580695312	0.596780766707	-0.224185181929	10	4
Schroeder-2012-824-674	674	Koch	cook	COOK (PERSON)	2315	profession	1.3	0.470162345981627	2.4	0.820782681668123	3.9	0.967906041546987	12.6304970488	1.10142044171	3	1
Schroeder-2012-824-675	675	Gerichtshilfe	court assistant			profession	4.4	1.66701750693298	6.63157894736842	0.597264720370148	1.45	0.998683343734455	0.155326500924	-0.808754441096	11	4
Schroeder-2012-824-676	676	Handwerker	craftsman			profession	2.25	1.48235232689554	3.25	1.01954582251634	4.1	1.02083557106808	13.9957352411	1.14599571829	9	3
Schroeder-2012-824-677	677	Kranführer	crane operator			profession	2.9	1.94395148304196	4.25	1.29269200955949	2.1	1.29370947686346	0.400578870804	-0.39731196202	8	3
Schroeder-2012-824-678	678	Tänzer	dancer			profession	4	1.65434038373702	3.57894736842105	1.60954753730786	3.1	1.37266548230652	4.7006704227	0.672159802641	5	2
Schroeder-2012-824-679	679	Zahnarzthelfer	dental assistant			profession	2.85	1.59851905146443	5.45	1.60509058606475	2.85	0.93330200448673	None	None	12	4
Schroeder-2012-824-680	680	Zahnarzt	dentist			profession	1.25	0.638666373658505	2.4	0.820782681668123	3.9	1.11921024787453	4.94592279258	0.694247332604	7	2
Schroeder-2012-824-681	681	Designer	designer			profession	3.3	1.68897352819616	6.3	1.08093526754916	2.6	1.27320565172283	0.866558373575	-0.0622021767842	6	3
Schroeder-2012-824-682	682	Diätassistent	dietician			profession	4.4	1.56944509134179	6.83333333333333	0.383482494423685	2.05	1.31689427302111	0.00817507899599	-2.08750804205	12	5
Schroeder-2012-824-683	683	Regisseur	director			profession	3.1	1.71372171173244	5.55	1.27630222456167	3.05	1.09904264559757	9.92454590114	0.99671064469	7	3
Schroeder-2012-824-684	684	Arzt	doctor	PHYSICIAN	597	profession	1.4	0.940324691963254	2.55	0.944513241388332	4.3	0.801314709186031	122.887787468	2.08950872504	4	1
Schroeder-2012-824-685	685	Arzthelfer	'doctor''s assistant'			profession	3.15	1.98082917247458	5.45	1.39453821823042	3.5	1.05131496607569	0.0654006319679	-1.18441805506	9	3
Schroeder-2012-824-686	686	Portier	doorman			profession	4.68421052631579	1.73373814436217	6.1	1.07115284672759	1.95	0.944513241388333	6.29481082691	0.798982683124	6	2
Schroeder-2012-824-687	687	Kraftfahrer	driver			profession	2.95	1.63755273117186	3.75	1.33278497495796	3	1.37649440322337	2.37077290884	0.37488995585	9	3
Schroeder-2012-824-688	688	Fahrlehrer	driving instructor			profession	3.4	1.60262941837206	4.95	1.09904264559757	3.5	1.31789305532094	0.629481082691	-0.201017316876	7	3
Schroeder-2012-824-689	689	Volkswirt	economist			profession	3.4	1.69829635997837	6.73684210526316	0.561951486949019	2.75	1.20852236875842	0.613130924699	-0.212446778657	9	2
Schroeder-2012-824-690	690	Redakteur	editor			profession	2.8	1.60918416727562	6.2	0.95145318218751	2.7	0.864504725870617	12.7285979968	1.10478057052	8	3
Schroeder-2012-824-691	691	Pädagoge	educationist			profession	3	1.7167901505579	5.2	1.28144655103438	4	1.15470053837925	5.02767358254	0.701367073726	8	4
Schroeder-2012-824-692	692	Erzieher	educator			profession	2.7	1.52522647153584	3.4	1.42902248518275	3.9	1.16528740525336	8.73098436772	0.941063210644	5	3
Schroeder-2012-824-693	693	Elektriker	electrician			profession	1.85	1.13670808176853	4.4	1.27320565172283	2.95	1.27630222456166	0.964659321527	-0.0156260347428	9	4
Schroeder-2012-824-694	694	Ingenieur	engineer			profession	2.15	1.34848843251679	5	1.45095250022002	3.85	1.26802789276976	18.8108567698	1.27440857662	8	4
Schroeder-2012-824-695	695	Eventmanager	event manager			profession	4.8	1.93581208309397	6.8421052631579	0.501459857121277	2.2	1.10501250290617	None	None	11	5
Schroeder-2012-824-696	696	Forscher	explorer			profession	3.95	1.79105966869954	4.25	1.68194749276577	3.6	1.42902248518275	19.9635429082	1.30023761756	5	2
Schroeder-2012-824-697	697	Bauer	farmer	FARMER	979	profession	2.1	1.41048703794488	1.9	0.640723275517187	3.8	1.23969435961577	82.2658199367	1.91521943064	3	2
Schroeder-2012-824-698	698	Modedesigner	fashion designer			profession	3.15	1.42441123571146	6.25	0.966545666958261	2.05	1.09904264559757	0.00817507899599	-2.08750804205	10	5
Schroeder-2012-824-699	699	Feuerwehrmann	fireman			profession	2.45	1.7614288458372	2.2	0.767771895949915	3.5	1	0.972834400523	-0.0119610806564	9	4
Schroeder-2012-824-700	700	Fischer	fisherman	FISHERMAN	1858	profession	2.7	1.65751875435925	2.6	0.598243041616119	2.45	1.356271980176	28.7844531449	1.45915798302	4	2
Schroeder-2012-824-701	701	Installateur	fitter			profession	2.6	1.53554379189983	5.95	1.14593101656987	2.4	1.14248114115496	0.474154581768	-0.324080048486	10	4
Schroeder-2012-824-702	702	Fliesenleger	floor tiler			profession	2.25	1.51744244666721	5.2	1.23969435961577	2.75	1.16415770318919	0.0981009479519	-1.008326796	10	4
Schroeder-2012-824-703	703	Florist	florist			profession	2.5	1.53896752812773	5.9	1.02083557106808	3	1.1697953037312	0.032700315984	-1.48544805072	7	2
Schroeder-2012-824-704	704	Lebensmittelkontrolleur	food inspector			profession	4.2	1.93581208309397	6.26315789473684	1.14707866935281	2.45	1.19097483291276	None	None	20	7
Schroeder-2012-824-705	705	Förster	forester			profession	2.4	1.35335839575791	3.1	0.967906041546987	3.3	1.21828179265546	5.90240703511	0.771029155521	6	2
Schroeder-2012-824-706	706	Obstbauer	fruit farmer			profession	3.7	1.78000591365073	5.2	1.47255595908325	2.9	0.911909506128992	0.0735757109639	-1.13326553261	7	3
Schroeder-2012-824-707	707	Restaurantfachmann	fully qualified waiter			profession	3.6	1.72900945174124	6.25	0.786397515657049	2.55	1.09904264559757	None	None	13	5
Schroeder-2012-824-708	708	Gärtner	gardener			profession	2.45	1.53811230854064	2.75	1.1180339887499	3.35	1.03998987849326	6.61363890776	0.820440479563	6	2
Schroeder-2012-824-709	709	Geologe	geologist			profession	3.35	1.63111198750713	6.45	0.825577947481898	3.7	1.12857618729367	1.25896216538	0.100012678787	7	4
Schroeder-2012-824-710	710	Altenpfleger	geriatic nurse			profession	2.65	1.38696943388321	5.9	1.29370947686345	3.55	0.998683343734455	0.032700315984	-1.48544805072	10	4
Schroeder-2012-824-711	711	Glaser	glazier			profession	2.85	1.89944590258373	4.66666666666667	1.64495664165995	2.95	1.14593101656986	0.04087539498	-1.38853803771	5	2
Schroeder-2012-824-712	712	Goldschmied	goldsmith			profession	2.6	1.42902248518275	5.25	1.29269200955949	2.45	1.23437604097225	1.30801263936	0.116611940607	8	2
Schroeder-2012-824-713	713	Grafikdesigner	graphic designer			profession	3.55	1.9324105480761	6.55	0.75915465451625	2.7	1.08093526754916	0.016350157992	-1.78647804638	12	5
Schroeder-2012-824-714	714	Gynäkologe	gynaecologist			profession	2.5	1.43270079882276	6.55	0.686332741153261	3.2	1.05630936457281	0.596780766707	-0.224185181929	10	5
Schroeder-2012-824-715	715	Friseur	hairdresser			profession	2.05	1.39453821823042	2.65	0.988086934168085	4.35	0.93330200448673	4.71702058069	0.673667771107	6	2
Schroeder-2012-824-716	716	Heilpraktiker	healer			profession	3.55	1.63755273117186	6.4	1.04629672756119	3.25	1.44641116670119	0.237077290884	-0.62511004415	11	4
Schroeder-2012-824-717	717	Historiker	historian			profession	3.2	1.67332005306815	5.85	1.22581873821025	2.95	1.14593101656986	20.8546265188	1.31920241656	9	4
Schroeder-2012-824-718	718	Homöopath	homeopath			profession	4.1	1.3337718577107	6.7	0.656946685331788	2.6	1.42902248518275	0.269777606868	-0.568994102171	8	4
Schroeder-2012-824-719	719	Hotelfachmann	hotel manager			profession	3.1	1.74416319854476	6.2	0.894427190999917	3.05	1.09904264559757	0.024525236988	-1.61038678733	11	4
Schroeder-2012-824-720	720	Jäger	hunter	HUNTER	1053	profession	3.61111111111111	1.91400070345088	2.5	0.827170191868511	2.65	1.42441123571146	17.8543725272	1.25174459198	4	2
Schroeder-2012-824-721	721	Gastwirt	innkeeper			profession	2.6	1.63514042532326	4.65	1.59851905146443	3	1.37649440322337	3.85046220711	0.58551286508	8	2
Schroeder-2012-824-722	722	Kommissar	inspector			profession	3.3	1.86660400897346	4.5	1.46897744599504	2.55	1.05006265477226	12.0909418351	1.08246013195	7	3
Schroeder-2012-824-723	723	Raumausstatter	interior designer			profession	4.1	1.77408241664603	6.3	0.92338051687664	2.45	0.998683343734455	0.00817507899599	-2.08750804205	10	4
Schroeder-2012-824-724	724	Dolmetscher	interpreter			profession	2.6	1.63514042532326	5.75	1.25131509768092	3	1.07605517369794	7.04691809455	0.847999223776	7	3
Schroeder-2012-824-725	725	Tischler 	joiner			profession	1.95	1.14593101656986	3.55	1.356271980176	3.5	0.945905302926917	2.88580288559	0.460266663339	5	2
Schroeder-2012-824-726	726	Journalist	journalist			profession	1.85	0.988086934168084	5.65	0.988086934168083	3.65	0.988086934168085	23.2662748226	1.3667268537	9	3
Schroeder-2012-824-727	727	Richter	judge	JUDGE	861	profession	1.75	1.1180339887499	4.5	1.53896752812773	3.35	1.22581873821025	69.2183938591	1.84022151772	5	2
Schroeder-2012-824-728	728	Rechtspfleger	judicial officer			profession	3.94444444444444	1.73110716772353	6.41176470588235	1.00366973710303	2.55	1.43178210632764	0.220727132892	-0.65614427789	10	3
Schroeder-2012-824-729	729	Jurist	jurist			profession	2	1.21395395733377	5.65	1.13670808176853	3.55	1.356271980176	13.8812841352	1.14242964386	6	2
Schroeder-2012-824-730	730	Laborant	lab technician			profession	3.85	1.95407805694439	5.5	1.39548142984872	3.05	1.14593101656986	0.891083610563	-0.0500815441083	8	3
Schroeder-2012-824-731	731	Landschaftsgestalter	landscape architect			profession	3.4	1.66701750693298	6.4	0.882579950158086	2.15	1.13670808176853	None	None	16	5
Schroeder-2012-824-732	732	Dreher	lathe operator			profession	3.05555555555556	1.76476034774338	5.11111111111111	1.40958437298913	2.1	1.16528740525336	0.940134084539	-0.0268102016954	4	2
Schroeder-2012-824-733	733	Anwalt	lawyer			profession	1.75	1.1180339887499	4.85	1.56524758424985	3.4	1.14248114115496	15.0012699576	1.17612802654	7	2
Schroeder-2012-824-734	734	Lektor	lecturer			profession	3.89473684210526	1.8527678046673	6.6	0.75393703492505	2.31578947368421	1.05686284083011	2.46069877779	0.391058453545	6	2
Schroeder-2012-824-735	735	Bibliothekar	librarian			profession	3	1.45095250022002	4.45	1.39453821823042	3.2	1.28144655103437	2.29719719787	0.361198277856	10	5
Schroeder-2012-824-736	736	Schlosser	locksmith			profession	2.2	1.32188063797479	4	1.33771210811988	3.25	1.1180339887499	3.31090699338	0.519946981166	5	2
Schroeder-2012-824-737	737	Fernfahrer	lorry driver			profession	3.2	1.82381901225798	5.2	1.47255595908325	2.7	1.26074330623269	0.261602527872	-0.582358063729	8	3
Schroeder-2012-824-738	738	Maschinist	machinist			profession	3.45	1.95945749742385	5.1	1.37266548230652	1.9	1.0711528467276	1.52056469325	0.182004902169	8	3
Schroeder-2012-824-739	739	Unternehmensberater	management consultant			profession	4.2	1.90843005194267	6.6	0.940324691963253	2.2	1.28144655103437	0.179851737912	-0.745085361227	16	7
Schroeder-2012-824-740	740	Manager	manager			profession	2.75	1.33278497495796	6.5	0.827170191868511	3.1	1.16528740525336	6.36021145888	0.803471554941	6	3
Schroeder-2012-824-741	741	Maurer	mason	MASON	877	profession	2.15	1.46089374230838	3.7	1.49031964074119	2.45	1.356271980176	6.76896540868	0.830522294736	4	2
Schroeder-2012-824-742	742	Masseur	masseur			profession	3.1	1.41048703794488	5.5	1.43270079882276	3.1	1.16528740525336	0.662181398675	-0.17902302317	5	2
Schroeder-2012-824-743	743	Mathematiker	mathematician			profession	3.25	1.91599912097552	4.7	1.30182058752551	2.4	1.09544511501033	5.99233290406	0.777595932592	10	5
Schroeder-2012-824-744	744	Mechaniker	mechanic			profession	3.35	1.8144159564879	4.85	1.34848843251679	2.8	1.10501250290616	3.0574795445	0.485363560152	8	4
Schroeder-2012-824-745	745	Mediendesigner	media designer			profession	4.3	1.75018795983084	6.65	0.670820393249937	2.25	1.40955386745706	None	None	12	6
Schroeder-2012-824-746	746	Pharmareferent	medical representative			profession	4.47368421052632	1.57650883821153	6.53333333333333	0.833809387832793	2.21052631578947	1.18222705886536	0.00817507899599	-2.08750804205	13	5
Schroeder-2012-824-747	747	Kaufmann	merchant	MERCHANT	1082	profession	3	1.91485421551268	4.25	1.74340863947915	2.85	1.26802789276976	44.856658451	1.65182691815	6	2
Schroeder-2012-824-748	748	Meteorologe	meteorologist			profession	3.35	1.63111198750713	6	1.02597835208515	3.55	0.998683343734455	0.580430608715	-0.23624969333	11	6
Schroeder-2012-824-749	749	Hebamme	midwife	MIDWIFE	3859	profession	2.05	1.43178210632764	4.9	1.4473205733718	2.8	1.28144655103437	3.92403791808	0.593733195327	6	3
Schroeder-2012-824-750	750	Fräser	milling cutter			profession	4.15	1.89944590258373	6.47058823529412	0.874474632195207	1.41176470588235	0.712287119900726	0.0735757109639	-1.13326553261	5	2
Schroeder-2012-824-751	751	Musiker	musician			profession	2.75	1.55173926187427	3.25	1.1180339887499	3.85	1.34848843251679	18.1813756871	1.25962674086	6	3
Schroeder-2012-824-752	752	Notar	notary			profession	2.65	1.46089374230838	6.55	0.825577947481898	2.6	1.35335839575791	6.62998906575	0.821512812162	5	2
Schroeder-2012-824-753	753	Krankenschwester	nurse			profession	1.35	0.745159820370594	2.95	0.825577947481896	3.65	1.34848843251679	4.41454265784	0.644885717774	13	4
Schroeder-2012-824-754	754	Kindergärtner	nursery-school teacher			profession	2.1	1.11921024787453	2.5	1.23544153624268	3.8	1.39924791829115	0.032700315984	-1.48544805072	11	4
Schroeder-2012-824-755	755	Ergotherapeut	occupational therapist			profession	3.5	1.73205080756888	6.8421052631579	0.501459857121279	2.8	0.83350875346649	None	None	11	5
Schroeder-2012-824-756	756	Bürokaufmann	office administrator			profession	2.65	1.72520021721355	6.25	1.06992375527664	3.2	1.28144655103437	0.00817507899599	-2.08750804205	10	4
Schroeder-2012-824-757	757	Offizier	officer			profession	3.65	1.87153188029148	4.45	1.14593101656986	2.55	1.23437604097225	78.6933104154	1.89593781529	6	3
Schroeder-2012-824-758	758	Onkologe	oncologist			profession	4.05	1.95945749742385	6.94736842105263	0.229415733870562	2.94444444444444	1.58938472084316	None	None	8	4
Schroeder-2012-824-759	759	Optiker	optician			profession	2.7	1.34164078649987	4.6	1.35335839575791	3.35	1.08942283125661	0.384228712812	-0.415410184113	6	3
Schroeder-2012-824-760	760	Kieferorthopäde	orthodontist			profession	2.45	1.46808145478878	5.45	1.39453821823042	2.9	1.25236618152663	None	None	12	6
Schroeder-2012-824-761	761	Orthopäde	orthopedist			profession	2.6	1.31389337066357	6.2	1.10501250290617	3.6	1.23117402250219	0.28612776486	-0.543439997699	8	4
Schroeder-2012-824-762	762	Maler	painter			profession	1.8	1.19648608323224	2.45	0.6048053188293	3.8	1.23969435961577	52.1406538364	1.71717647286	4	2
Schroeder-2012-824-763	763	Anwaltsgehilfe	paralegal			profession	4.3	1.78000591365073	6.4	1.09544511501033	2.25	1.37170658209707	0.00817507899599	-2.08750804205	13	5
Schroeder-2012-824-764	764	Rettungsassistent	paramedic			profession	3.8	1.70448325245358	6.35	0.933302004486728	2.2	1.19648608323224	None	None	14	5
Schroeder-2012-824-765	765	Pastor	pastor			profession	2.73684210526316	1.91026773176368	4.2	1.15165784392487	2.95	1.356271980176	23.7159041674	1.37503968675	6	2
Schroeder-2012-824-766	766	Pathologe	pathologist			profession	3.3	1.52522647153584	6.6	0.75393703492505	2.85	1.59851905146443	0.196201895904	-0.707296800337	8	4
Schroeder-2012-824-767	767	Apotheker	pharmacist			profession	1.8	1.00524937990007	3.95	1.23437604097225	3.5	1	6.35203637989	0.802912976752	7	4
Schroeder-2012-824-768	768	Philosoph	philosopher			profession	5.11111111111111	1.77859458359978	6.15	1.0894228312566	2.6	1.14248114115496	29.0705809098	1.46345371025	7	3
Schroeder-2012-824-769	769	Fotograf	photographer			profession	2.7	1.75018795983084	3.05	0.944513241388332	3.4	1.14248114115496	2.69777606868	0.431005897829	8	3
Schroeder-2012-824-770	770	Physiker	physicist			profession	2.8	1.54238366446907	5.3	1.34164078649987	3.26315789473684	1.55785127171862	8.31405533892	0.919812910874	6	3
Schroeder-2012-824-771	771	Physiotherapeut	physiotherapist			profession	2.6	1.31389337066357	6.3	1.03109548284184	3.45	1.27630222456166	0.049050473976	-1.30935679167	12	5
Schroeder-2012-824-772	772	Pilot	pilot			profession	1.4	0.68055704737872	3.25	0.716350399411379	3.35	1.22581873821025	5.98415782507	0.777003039009	5	2
Schroeder-2012-824-773	773	Stuckateur	plasterer			profession	3.4	1.69829635997837	6.68421052631579	0.749268649265353	2.27777777777778	0.9582800496696	0.024525236988	-1.61038678733	8	3
Schroeder-2012-824-774	774	Dramaturg	playwright			profession	4	1.89181060585383	6.63157894736842	0.683985568056769	2.05263157894737	1.0787690624311	1.2262618494	0.0885832170067	10	4
Schroeder-2012-824-775	775	Klempner	plumber			profession	2	1.25656172487509	3.5	0.888523316638639	3.25	0.966545666958261	1.00553471651	0.00239706939043	7	2
Schroeder-2012-824-776	776	Dichter	poet	POET	1045	profession	4.47058823529412	1.90780132150938	4.1	0.852241626226791	3.6	1.31389337066357	68.9731414892	1.83868000706	5	2
Schroeder-2012-824-777	777	Polizist	policeman			profession	1.5	1	2.45	0.759154654516248	4	0.917662935482247	16.7262116258	1.22339758733	8	3
Schroeder-2012-824-778	778	Bademeister	pool attendant			profession	3.75	1.44641116670119	3.55	1.27630222456166	2.95	1.05006265477226	0.621306003695	-0.206694449768	9	4
Schroeder-2012-824-779	779	Pförtner	porter			profession	3.36842105263158	1.64013977438881	4.55	1.46808145478878	2.7	1.21828179265546	2.6569006737	0.42437531893	6	2
Schroeder-2012-824-780	780	Postbeamter	postal worker			profession	3.3	1.89459063763403	4.45	1.7614288458372	3.55	1.19097483291276	None	None	10	4
Schroeder-2012-824-781	781	Feinmechaniker	precision engineer			profession	3.25	1.68194749276577	6.25	1.01954582251634	1.85	0.93330200448673	0.171676658916	-0.765288747315	11	5
