NUMBER	ID	CONCEPT_IN_SOURCE	ENGLISH	ID_IN_SOURCE	SEMANTIC_CATEGORY	CONCEPTICON_ID	CONCEPTICON_GLOSS
368	Kaufman-1973-1028-368	PECCARY	PECCARY		ANIMALS AND HUMANS/SUPPLEMENTARY MAMMALS	2390	PECCARY
369	Kaufman-1973-1028-369	WILD PIG	WILD PIG		ANIMALS AND HUMANS/SUPPLEMENTARY MAMMALS	3154	WILD BOAR
370	Kaufman-1973-1028-370	SKUNK	SKUNK	TK265	ANIMALS AND HUMANS/SUPPLEMENTARY MAMMALS	3888	SKUNK
371	Kaufman-1973-1028-371	POLECAT, STINKING MAMMAL	POLECAT, STINKING MAMMAL		ANIMALS AND HUMANS/SUPPLEMENTARY MAMMALS		
372	Kaufman-1973-1028-372	PORCUPINE	PORCUPINE	TK267	ANIMALS AND HUMANS/SUPPLEMENTARY MAMMALS	2510	PORCUPINE
373	Kaufman-1973-1028-373	HEDGEHOG	HEDGEHOG		ANIMALS AND HUMANS/SUPPLEMENTARY MAMMALS	1797	HEDGEHOG
374	Kaufman-1973-1028-374	RABBIT:	RABBIT:		ANIMALS AND HUMANS/SUPPLEMENTARY MAMMALS	1136	RABBIT
375	Kaufman-1973-1028-375	COTTONTAIL	COTTONTAIL	TK268a	ANIMALS AND HUMANS/SUPPLEMENTARY MAMMALS		
376	Kaufman-1973-1028-376	HARE, JACKRABBIT	HARE, JACKRABBIT	TK268b	ANIMALS AND HUMANS/SUPPLEMENTARY MAMMALS	1190	HARE
377	Kaufman-1973-1028-377	SQUIRREL, several varieties	SQUIRREL, several varieties	TK269	ANIMALS AND HUMANS/SUPPLEMENTARY MAMMALS	1628	SQUIRREL
378	Kaufman-1973-1028-378	GOPHER, PRAIRIE DOG	GOPHER, PRAIRIE DOG	TK270	ANIMALS AND HUMANS/SUPPLEMENTARY MAMMALS		
379	Kaufman-1973-1028-379	MOLE	MOLE		ANIMALS AND HUMANS/SUPPLEMENTARY MAMMALS	1907	MOLE
380	Kaufman-1973-1028-380	CHICKEN	CHICKEN	TK271a	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS	1318	CHICKEN
381	Kaufman-1973-1028-381	GUINEA-FOWL	GUINEA-FOWL	271b	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS	456	GUINEA FOWL
382	Kaufman-1973-1028-382	TURKEY	TURKEY	TK271c	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS	2386	TURKEY
383	Kaufman-1973-1028-383	QUAIL (not PARTRIDGE, not GROUSE)	QUAIL (not PARTRIDGE, not GROUSE)	TK271d	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS	1893	QUAIL
384	Kaufman-1973-1028-384	DUCK	DUCK	TK271e	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS	1360	DUCK
385	Kaufman-1973-1028-385	GROUSE	GROUSE	TK271f	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS		
386	Kaufman-1973-1028-386	HAWK, FALCON, several varieties	HAWK, FALCON, several varieties	TK272a	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS	307	HAWK
387	Kaufman-1973-1028-387	EAGLE, several varieties	EAGLE, several varieties	TK272b	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS	1905	EAGLE
388	Kaufman-1973-1028-388	BUZZARD, VULTURE, CARRION-EATING BIRD	BUZZARD	TK273	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS	1865	BUZZARD
389	Kaufman-1973-1028-389	BUZZARD, VULTURE, CARRION-EATING BIRD	VULTURE, CARRION-EATING BIRD	TK273	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS	1185	VULTURE
390	Kaufman-1973-1028-390	JAY, several varieties	JAY, several varieties	TK274	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS		
391	Kaufman-1973-1028-391	PARROT	PARROT	TK275a	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS	882	PARROT
392	Kaufman-1973-1028-392	MACAW	MACAW	TK275b	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS	1630	MACAW
393	Kaufman-1973-1028-393	HUMMINGBIRD, FLOWER-SUCKING BIRD	HUMMINGBIRD, FLOWER-SUCKING BIRD	TK276	ANIMALS AND HUMANS//SUPPLEMENTARY BIRDS	1589	HUMMINGBIRD
394	Kaufman-1973-1028-394	DEAF	DEAF	TK277	PHYSICAL DISORDERS AND SICKNESS AND CURING	996	DEAF
395	Kaufman-1973-1028-395	DUMB	DUMB	TK278	PHYSICAL DISORDERS AND SICKNESS AND CURING	1666	MUTE
396	Kaufman-1973-1028-396	LAME, CRIPPLED	LAME, CRIPPLED	TK279	PHYSICAL DISORDERS AND SICKNESS AND CURING	320	LAME
397	Kaufman-1973-1028-397	DRUNK(EN), INTOXICATED	DRUNK(EN), INTOXICATED	TK280a	PHYSICAL DISORDERS AND SICKNESS AND CURING	1463	DRUNK
398	Kaufman-1973-1028-398	TO BE/GET DRUBK(EN), INTOXICATED (iv)	TO BE/GET DRUBK(EN), INTOXICATED (iv)	TK280b	PHYSICAL DISORDERS AND SICKNESS AND CURING		
399	Kaufman-1973-1028-399	SICK, ILL	SICK, ILL	TL 281a	PHYSICAL DISORDERS AND SICKNESS AND CURING	1847	SICK
400	Kaufman-1973-1028-400	TO BE/GET SICK/ILL	TO BE/GET SICK/ILL	TK281b	PHYSICAL DISORDERS AND SICKNESS AND CURING	2327	BECOME SICK
401	Kaufman-1973-1028-401	SICKNESS, DISEASE, ILLNESS	SICKNESS, DISEASE, ILLNESS	TK281c	PHYSICAL DISORDERS AND SICKNESS AND CURING	1986	DISEASE
402	Kaufman-1973-1028-402	PAINFUL, SORE	PAINFUL, SORE	TK282a	PHYSICAL DISORDERS AND SICKNESS AND CURING	1129	PAINFUL
403	Kaufman-1973-1028-403	TO HURT, BE PAINFUL, ACHE, SMART, STING	TO HURT, BE PAINFUL, ACHE, SMART, STING	TK282b	PHYSICAL DISORDERS AND SICKNESS AND CURING	2561	HURT (SENSE PAIN)
404	Kaufman-1973-1028-404	PAIN	PAIN		PHYSICAL DISORDERS AND SICKNESS AND CURING	1783	PAIN
405	Kaufman-1973-1028-405	TO HURT HIM, INJURE HIM, WOUND HIM (tv)	TO HURT HIM, INJURE HIM, WOUND HIM (tv)	TK283	PHYSICAL DISORDERS AND SICKNESS AND CURING	2411	HURT (SOMEBODY)
406	Kaufman-1973-1028-406	(A) SORE, SORES, ABSCESS	(A) SORE, SORES, ABSCESS	TK284	PHYSICAL DISORDERS AND SICKNESS AND CURING	51	SORE
407	Kaufman-1973-1028-407	TO SWELL UP	TO SWELL UP	TK285	PHYSICAL DISORDERS AND SICKNESS AND CURING	1573	SWELL
408	Kaufman-1973-1028-408	SWOLLEN	SWOLLEN		PHYSICAL DISORDERS AND SICKNESS AND CURING		
409	Kaufman-1973-1028-409	TO VOMIT, PUKE, THROW UP	TO VOMIT, PUKE, THROW UP	TK286	PHYSICAL DISORDERS AND SICKNESS AND CURING	1278	VOMIT
410	Kaufman-1973-1028-410	PUS	PUS	TK287	PHYSICAL DISORDERS AND SICKNESS AND CURING	1808	PUS
411	Kaufman-1973-1028-411	TO CURE HIM, DOCTOR HIM, HEAL HIM (tv)	TO CURE HIM, DOCTOR HIM, HEAL HIM (tv)	TK288a	PHYSICAL DISORDERS AND SICKNESS AND CURING	499	CURE
412	Kaufman-1973-1028-412	MEDICINE, REMEDY, (A) CURE	MEDICINE, REMEDY, (A) CURE	TK288b	PHYSICAL DISORDERS AND SICKNESS AND CURING	1372	MEDICINE
413	Kaufman-1973-1028-413	CURING (POWER)	CURING (POWER)	TK288c	PHYSICAL DISORDERS AND SICKNESS AND CURING		
414	Kaufman-1973-1028-414	DOCTOR, HEALER	DOCTOR, HEALER	TK290	PHYSICAL DISORDERS AND SICKNESS AND CURING	597	PHYSICIAN
415	Kaufman-1973-1028-415	MEDICINE MAN, SHAMAN, “DOCTOR”, “CONJURER”	MEDICINE MAN, SHAMAN, “DOCTOR”, “CONJURER”	TK291	PHYSICAL DISORDERS AND SICKNESS AND CURING	394	SHAMAN (FOLK HEALER)
416	Kaufman-1973-1028-416	TO SEE (tv)	TO SEE (tv)	TK292a	PERCEPTION//SIGHT (EYES)	1409	SEE
417	Kaufman-1973-1028-417	VISIBLE	VISIBLE	TK292b	PERCEPTION//SIGHT (EYES)	1868	VISIBLE
418	Kaufman-1973-1028-418	TO LOOK (AT) (tv)	TO LOOK (AT) (tv)	TK293a	PERCEPTION//SIGHT (EYES)		
419	Kaufman-1973-1028-419	TO LOOK (iv)	TO LOOK (iv)	TK293b	PERCEPTION//SIGHT (EYES)	1819	LOOK
420	Kaufman-1973-1028-420	TO (STAND) GUARD, WATCH (OVER), OVERSEE	TO (STAND) GUARD, WATCH (OVER), OVERSEE	TK294	PERCEPTION//SIGHT (EYES)	1940	GUARD
421	Kaufman-1973-1028-421	LIGHT	LIGHT	TK295	PERCEPTION//COLOR	630	LIGHT (RADIATION)
422	Kaufman-1973-1028-422	BRIGHT, LIGHT, PLAIN, CLEAR	BRIGHT, LIGHT, PLAIN, CLEAR	TK296a	PERCEPTION//COLOR	679	BRIGHT
423	Kaufman-1973-1028-423	TO BRIGHTEN, BECOME LIGHT, CLEAR (iv)	TO BRIGHTEN, BECOME LIGHT, CLEAR (iv)	TK296b	PERCEPTION//COLOR		
424	Kaufman-1973-1028-424	TO SHINE, FLASH, GLITTER (iv)	TO SHINE, FLASH, GLITTER (iv)	TK297	PERCEPTION//COLOR	708	SHINE
425	Kaufman-1973-1028-425	SHINY	SHINY		PERCEPTION//COLOR	3977	SHINY
426	Kaufman-1973-1028-426	WHITE	WHITE	TK298	PERCEPTION//COLOR	1335	WHITE
427	Kaufman-1973-1028-427	GRAY	GRAY	TK299	PERCEPTION//COLOR	153	GREY
428	Kaufman-1973-1028-428	BROWN	BROWN	TK300	PERCEPTION//COLOR	2409	BROWN
429	Kaufman-1973-1028-429	BLACK	BLACK	TK301	PERCEPTION//COLOR	163	BLACK
430	Kaufman-1973-1028-430	DARK OBSCURE	DARK OBSCURE	TK302a	PERCEPTION//COLOR	706	DARK
431	Kaufman-1973-1028-431	DARK-COLORED	DARK-COLORED	TK302b	PERCEPTION//COLOR		
432	Kaufman-1973-1028-432	DARK(NESS)	DARK(NESS)	TK302c	PERCEPTION//COLOR	11	DARKNESS
433	Kaufman-1973-1028-433	RED	RED	TK303	PERCEPTION//COLOR	156	RED
434	Kaufman-1973-1028-434	YELLOW	YELLOW	TK304	PERCEPTION//COLOR	1424	YELLOW
435	Kaufman-1973-1028-435	GREEN	GREEN	TK305	PERCEPTION//COLOR	1425	GREEN
436	Kaufman-1973-1028-436	BLUE	BLUE	TK306	PERCEPTION//COLOR	837	BLUE
437	Kaufman-1973-1028-437	TO HEAR IT	TO HEAR IT	TK307	PERCEPTION//HEARING (EARS)		
438	Kaufman-1973-1028-438	NOISY, LOUD	LOUD	TK308a	PERCEPTION//HEARING (EARS)	377	LOUD
439	Kaufman-1973-1028-439	NOISY, LOUD	NOISY	TK308a	PERCEPTION//HEARING (EARS)	3883	NOISY
440	Kaufman-1973-1028-440	NOISE, SOUND	NOISE, SOUND	TK308b	PERCEPTION//HEARING (EARS)	1811	SOUND OR NOISE
441	Kaufman-1973-1028-441	TO SMELL, PERCEIVE ODOR (tv)	TO SMELL, PERCEIVE ODOR (tv)	TK309a	PERCEPTION//SMELL (NOSE) AND TASTE (TONGUE)	1586	SMELL (PERCEIVE)
442	Kaufman-1973-1028-442	SMELL, SCENT,ODOR (n)	SMELL, SCENT,ODOR (n)	TK309b	PERCEPTION//SMELL (NOSE) AND TASTE (TONGUE)	3704	ODOR (SMELL)
443	Kaufman-1973-1028-443	TO SMELL (iv)	TO SMELL (iv)	TK310	PERCEPTION//SMELL (NOSE) AND TASTE (TONGUE)	2124	SMELL
444	Kaufman-1973-1028-444	TO STINK (iv)	TO STINK (iv)	TK311a	PERCEPTION//SMELL (NOSE) AND TASTE (TONGUE)	1587	SMELL (STINK)
445	Kaufman-1973-1028-445	STINKING, FETID, SMELLY, EVIL-SMELLIMG	STINKING, FETID, SMELLY, EVIL-SMELLIMG	TK311b	PERCEPTION//SMELL (NOSE) AND TASTE (TONGUE)	42	STINKING
446	Kaufman-1973-1028-446	TO TASTE IT, EXAMINE IT, TEST IT	TO TASTE IT, EXAMINE IT, TEST IT	TK312	PERCEPTION//SMELL (NOSE) AND TASTE (TONGUE)	21	TASTE (SOMETHING)
447	Kaufman-1973-1028-447	TO LICK IT	TO LICK IT	TK313	PERCEPTION//SMELL (NOSE) AND TASTE (TONGUE)	319	LICK
448	Kaufman-1973-1028-448	SWEET	SWEET	TK314	PERCEPTION//SMELL (NOSE) AND TASTE (TONGUE)	717	SWEET
449	Kaufman-1973-1028-449	SOUR, ACID	SOUR, ACID	TK315	PERCEPTION//SMELL (NOSE) AND TASTE (TONGUE)	1906	SOUR
450	Kaufman-1973-1028-450	BITTER	BITTER	TK316	PERCEPTION//SMELL (NOSE) AND TASTE (TONGUE)	887	BITTER
451	Kaufman-1973-1028-451	SPICY	SPICY		PERCEPTION//SMELL (NOSE) AND TASTE (TONGUE)	544	SPICY
452	Kaufman-1973-1028-452	TO TOUCH IT, FEEL IT	TO TOUCH IT, FEEL IT	TK317	PERCEPTION//TOUCH (HANDS AND BODY)	1892	TOUCH
453	Kaufman-1973-1028-453	HARD (not SOFT)	HARD (not SOFT)	TK318	PERCEPTION//TOUCH (HANDS AND BODY)	1884	HARD
454	Kaufman-1973-1028-454	STRONG, MIGHTY, POWERFUL	STRONG, MIGHTY, POWERFUL	TK319a	PERCEPTION//TOUCH (HANDS AND BODY)	3188	MIGHTY OR POWERFUL OR STRONG
455	Kaufman-1973-1028-455	POWER, MIGHT, FORCE, STRENGTH	STRENGTH	TK319b	PERCEPTION//TOUCH (HANDS AND BODY)	202	STRENGTH
456	Kaufman-1973-1028-456	POWER, MIGHT, FORCE, STRENGTH	POWER	TK319b	PERCEPTION//TOUCH (HANDS AND BODY)	2526	POWER
457	Kaufman-1973-1028-457	SOFT, TENDER	SOFT, TENDER	TK320	PERCEPTION//TOUCH (HANDS AND BODY)	1856	SOFT
458	Kaufman-1973-1028-458	FAST, QUICK, RAPIID, SWIFT	FAST, QUICK, RAPIID, SWIFT	TK321	PERCEPTION//TOUCH (HANDS AND BODY)	1631	FAST
459	Kaufman-1973-1028-459	ROUGH, COARSE	ROUGH	TK322	PERCEPTION//TOUCH (HANDS AND BODY)	1923	ROUGH
460	Kaufman-1973-1028-460	ROUGH, COARSE	COARSE	TK322	PERCEPTION//TOUCH (HANDS AND BODY)	2151	COARSE
461	Kaufman-1973-1028-461	SMOOTH	SMOOTH	TK323	PERCEPTION//TOUCH (HANDS AND BODY)	1234	SMOOTH
462	Kaufman-1973-1028-462	SPREAD OUT (aj)	SPREAD OUT (aj)	TK324a	PERCEPTION//TOUCH (HANDS AND BODY)		
463	Kaufman-1973-1028-463	TO SPREAD IT OUT (tv)	TO SPREAD IT OUT (tv)	TK324b	PERCEPTION//TOUCH (HANDS AND BODY)	38	SPREAD OUT
464	Kaufman-1973-1028-464	HEAVY	HEAVY	TK325	PERCEPTION//TOUCH (HANDS AND BODY)	1210	HEAVY
465	Kaufman-1973-1028-465	LIGHT (IN WEIGHT)	LIGHT (IN WEIGHT)	TK326	PERCEPTION//TOUCH (HANDS AND BODY)	1052	LIGHT (WEIGHT)
466	Kaufman-1973-1028-466	(SHARP-)POINTED, “ACUTE”	(SHARP-)POINTED, “ACUTE”	TK327	PERCEPTION//TOUCH (HANDS AND BODY)	372	POINTED
467	Kaufman-1973-1028-467	(SHARP) POINT (n)	(SHARP) POINT (n)	TK328	PERCEPTION//TOUCH (HANDS AND BODY)	2992	TIP (OF OBJECT)
468	Kaufman-1973-1028-468	SHARP-EDGED	SHARP-EDGED	TK329a	PERCEPTION//TOUCH (HANDS AND BODY)		
469	Kaufman-1973-1028-469	TO WHET IT, TO SHARPEN IT(S EDGE) (tv)	TO WHET IT, TO SHARPEN IT(S EDGE) (tv)	TK329b	PERCEPTION//TOUCH (HANDS AND BODY)	251	SHARPEN (SOMETHING)
470	Kaufman-1973-1028-470	TO ADHERE, BE STUCK	TO ADHERE, BE STUCK	TK330	PERCEPTION//TOUCH (HANDS AND BODY)		
471	Kaufman-1973-1028-471	SLIPPERY, SLIPPING	SLIPPERY, SLIPPING	TK331a	PERCEPTION//TOUCH (HANDS AND BODY)	3702	SLIPPERY
472	Kaufman-1973-1028-472	TO SLIP (AND FALL)	TO SLIP (AND FALL)	TK331b	PERCEPTION//TOUCH (HANDS AND BODY)	1324	SLIP
473	Kaufman-1973-1028-473	TO BE, EXIST, “THERE IS”	TO BE, EXIST, “THERE IS”	TK332	STATES	1579	BE
474	Kaufman-1973-1028-474	TO BE SOMEWHERE, BE THERE	TO BE SOMEWHERE, BE THERE	TK333	STATES		
475	Kaufman-1973-1028-475	OLD (OF THINGS), ANCIENT	OLD (OF THINGS), ANCIENT	TK334	STATES	2113	OLD (USED)
476	Kaufman-1973-1028-476	OLD (OF PEOPLE)	OLD (OF PEOPLE)	TK335	STATES	2112	OLD (AGED)
477	Kaufman-1973-1028-477	OLD MAN	OLD MAN	TK336	STATES	406	OLD MAN
478	Kaufman-1973-1028-478	OLD WOMAN	OLD WOMAN	TK337	STATES	907	OLD WOMAN
479	Kaufman-1973-1028-479	NEW	NEW	TK338	STATES	1231	NEW
480	Kaufman-1973-1028-480	YOUNG	YOUNG	TK339	STATES	1207	YOUNG
481	Kaufman-1973-1028-481	RIPE, MATURE	RIPE, MATURE	TK34Oa	STATES	178	RIPE
482	Kaufman-1973-1028-482	TO RIPEN, GET RIPE	TO RIPEN, GET RIPE	TK340b	STATES	179	RIPEN
483	Kaufman-1973-1028-483	COOKED	COOKED	TK341a	STATES	269	COOKED
484	Kaufman-1973-1028-484	TO COOK IT, PREPARE FOOD (tv)	TO COOK IT, PREPARE FOOD (tv)	TK341b	STATES	1100	COOK (SOMETHING)
485	Kaufman-1973-1028-485	RAW	RAW	TK342	STATES	1959	RAW
486	Kaufman-1973-1028-486	DIRTY, DEFILED	DIRTY, DEFILED	TK343	STATES	1230	DIRTY
487	Kaufman-1973-1028-487	FULL, FILLED (aj)	FULL, FILLED (aj)	TK344a	STATES	1429	FULL
488	Kaufman-1973-1028-488	TO BE FULL, FILL SELF	TO BE FULL, FILL SELF	TK344b	STATES		
489	Kaufman-1973-1028-489	TO FILL IT	TO FILL IT	TK344c	STATES	2006	FILL
490	Kaufman-1973-1028-490	EMPTY, HOLLOW	EMPTY	TK345a	STATES	1624	EMPTY
491	Kaufman-1973-1028-491	EMPTY, HOLLOW	HOLLOW	TK345a	STATES	3701	HOLLOW
492	Kaufman-1973-1028-492	TO EMPTY IT, HOLLOW IT OUT (tv)	TO EMPTY IT, HOLLOW IT OUT (tv)	TK345b	STATES	46	HOLLOW OUT
493	Kaufman-1973-1028-493	DEEP, PROFOUND	DEEP, PROFOUND	TK346	SIZES	1593	DEEP
494	Kaufman-1973-1028-494	LONG	LONG	TK347	SIZES	1203	LONG
495	Kaufman-1973-1028-495	HIGH, TALL	HIGH, TALL	TK348	SIZES	2790	HIGH OR TALL
496	Kaufman-1973-1028-496	SHORT, BRIEF	SHORT, BRIEF	TK349	SIZES	3312	SHORT (TIME)
497	Kaufman-1973-1028-497	WIDE, BROAD	WIDE, BROAD	TK350	SIZES	2652	BROAD OR WIDE
498	Kaufman-1973-1028-498	FLAT	FLAT	TK351	SIZES	1633	FLAT
499	Kaufman-1973-1028-499	THICK (grossus)	THICK (grossus)	TK352	SIZES	1244	THICK
500	Kaufman-1973-1028-500	THIN, SLENDER, LEAN, SKINNY	THIN, SLENDER, LEAN, SKINNY	TK354	SIZES	2308	THIN
501	Kaufman-1973-1028-501	BIG, LARGE	BIG, LARGE	TK355	SIZES	1202	BIG
502	Kaufman-1973-1028-502	LITTLE, SMALL	LITTLE, SMALL	TK356	SIZES	1246	SMALL
503	Kaufman-1973-1028-503	GOOD	GOOD	TK357	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1035	GOOD
504	Kaufman-1973-1028-504	BAD	BAD	TK358	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1292	BAD
505	Kaufman-1973-1028-505	TO THINK (ABOUT IT) (tv/iv)	TO THINK (ABOUT IT) (tv)	TK359	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1415	THINK (REFLECT)
506	Kaufman-1973-1028-506	TO THINK (ABOUT IT) (tv/iv)	TO THINK (iv)	TK359	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	2271	THINK
507	Kaufman-1973-1028-507	TO KNOW IT (FACT/THING), TO KNOW HOW	TO KNOW IT (FACT/THING), TO KNOW HOW	TK360	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1410	KNOW (SOMETHING)
508	Kaufman-1973-1028-508	TO KNOW HIM/IT (PERSON/PLACE), RECOGNIZE HIM/IT	TO KNOW HIM/IT (PERSON/PLACE), RECOGNIZE HIM/IT	TK361	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	2248	KNOW (SOMEBODY)
509	Kaufman-1973-1028-509	TO GET/BE ACCUSTOMED/USED TO (IT)	TO GET/BE ACCUSTOMED/USED TO (IT)	TK362	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1118	ACCUSTOM
510	Kaufman-1973-1028-510	TO REMEMBER IT (tv)	TO REMEMBER IT (tv)	TK363	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	707	REMEMBER
511	Kaufman-1973-1028-511	TO FORGET IT (tv)	TO FORGET IT (tv)	TK364	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1523	FORGET
512	Kaufman-1973-1028-512	TO LOSE IT (tv)	TO LOSE IT (tv)	TK365	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1660	LOSE
513	Kaufman-1973-1028-513	TO FAIL (fallarse) (iv)	TO FAIL (fallarse) (iv)	TK366	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	3861	FAIL
514	Kaufman-1973-1028-514	TO DREAM (iv)	TO DREAM (iv)	TK367a	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1920	DREAM (SOMETHING)
515	Kaufman-1973-1028-515	A DREAM (n)	A DREAM (n)	TK367b	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	2374	DREAM
516	Kaufman-1973-1028-516	TO BE AFRAID, SCARED, FRIGHTENED (iv)	TO BE AFRAID, SCARED, FRIGHTENED (iv)	TK368	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1419	FEAR (BE AFRAID)
517	Kaufman-1973-1028-517	TO FEAR IT (tv)	TO FEAR IT (tv)	TK369	EVALUATION AND MENTATION//NON-VERBAL INTERACTION		
518	Kaufman-1973-1028-518	TO FRIGHTEN HIM, SCARE HIM (tv)	TO FRIGHTEN HIM, SCARE HIM (tv)	TK370	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	252	FRIGHTEN
519	Kaufman-1973-1028-519	FEAR, FRIGHT (n)	FEAR, FRIGHT (n)	TK371	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	781	FEAR (FRIGHT)
520	Kaufman-1973-1028-520	TO BE ASHAMED (iv)	TO BE ASHAMED (iv)	TK372a	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1894	ASHAMED
521	Kaufman-1973-1028-521	SHAME (n)	SHAME (n)	TK372b	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1776	SHAME
522	Kaufman-1973-1028-522	TO WAIT (FOR HIM), (A)WAIT (HIM), EXPECT HIM (tv/iv)	TO WAIT (FOR HIM), (A)WAIT (HIM), EXPECT HIM (tv/iv)	TK373	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1590	WAIT (FOR)
523	Kaufman-1973-1028-523	TO SEEK HIM/IT, LOOK FOR HIM/IT, SEARCH FOR HIM/IT (tv)	TO SEEK HIM/IT, LOOK FOR HIM/IT, SEARCH FOR HIM/IT (tv)	TK374	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1468	LOOK FOR
524	Kaufman-1973-1028-524	TO FIND HIM/IT (tv)	TO FIND HIM/IT (tv)	TK375	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	719	FIND
525	Kaufman-1973-1028-525	TO MEET HIM (tv)	TO MEET HIM (tv)	TK376	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1831	MEET
526	Kaufman-1973-1028-526	TO CHOOSE IT, SELECT IT, PICK IT OUT (tv)	TO CHOOSE IT, SELECT IT, PICK IT OUT (tv)	TK377	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1750	CHOOSE
527	Kaufman-1973-1028-527	TO HIDE IT, CONCEAL IT (tv)	TO HIDE IT, CONCEAL IT (tv)	TK378	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	2486	HIDE
528	Kaufman-1973-1028-528	TO BURY IT/HIM (tv)	TO BURY IT/HIM (tv)	TK379	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1719	BURY
529	Kaufman-1973-1028-529	TO CEASE (IT), ABATE, STOP (IT), QUIT IT) (tv/iv)	TO CEASE (IT), ABATE, STOP (IT), QUIT IT) (tv/iv)	TK380	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1928	CEASE
530	Kaufman-1973-1028-530	LAZY, LAX, CARELESS	LAZY, LAX, CARELESS	TK381	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1564	LAZY
531	Kaufman-1973-1028-531	CRAZY	CRAZY	TK382	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1899	MAD
532	Kaufman-1973-1028-532	WILD, FIERCE, UNTAMED	WILD, FIERCE, UNTAMED	TK383	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	2230	UNTAMED OR WILD
533	Kaufman-1973-1028-533	(TO BE/GET) ANGRY, FURIOUS	(TO BE) ANGRY, FURIOUS	TK384	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	2223	BE ANGRY
534	Kaufman-1973-1028-534	(TO BE/GET) ANGRY, FURIOUS	(TO GET) ANGRY, FURIOUS	TK384	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	2215	BECOME ANGRY
535	Kaufman-1973-1028-535	TO HATE HIM, ABOMINATE HIM, DISLIKE HIM	TO HATE HIM, ABOMINATE HIM, DISLIKE HIM	TK385	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	3749	HATE (LOATHING)
536	Kaufman-1973-1028-536	ENEMY, FOE	ENEMY, FOE	TK386	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1358	ENEMY
537	Kaufman-1973-1028-537	TO FIGHT (HIM) (tv/iv)	TO FIGHT (HIM) (tv/iv)	TK387	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1423	FIGHT
538	Kaufman-1973-1028-538	TO HELP HIM, ASSIST HIM	TO HELP HIM, ASSIST HIM	TK388	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1897	HELP
539	Kaufman-1973-1028-539	TO ESCAPE, BE SAVED	TO ESCAPE, BE SAVED	TK389a	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	1615	ESCAPE
540	Kaufman-1973-1028-540	TO RUN AWAY, FLEE	TO RUN AWAY	TK389b	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	2142	RUN AWAY
541	Kaufman-1973-1028-541	TO RUN AWAY, FLEE	FLEE	TK389b	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	956	FLEE
542	Kaufman-1973-1028-542	TO LOVE HIM, ESTEEM HIM (tv)	TO LOVE HIM, ESTEEM HIM (tv)	TK390	EVALUATION AND MENTATION//NON-VERBAL INTERACTION	923	LOVE
