NUMBER	ID	CONCEPT_IN_SOURCE	ENGLISH	ID_IN_SOURCE	SEMANTIC_CATEGORY	CONCEPTICON_ID	CONCEPTICON_GLOSS
868	Kaufman-1973-1028-868	TO SHOOT IT (PROJECTILE)	TO SHOOT IT (PROJECTILE)	TK614	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	1172	SHOOT
869	Kaufman-1973-1028-869	BOW (FOR SHOOTING), THROWING STICK, BOOMERANG	BOW (FOR SHOOTING)	TK615	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	994	BOW
870	Kaufman-1973-1028-870	BOW (FOR SHOOTING), THROWING STICK, BOOMERANG	THROWING STICK, BOOMERANG	TK615	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	135	BOOMERANG
871	Kaufman-1973-1028-871	ARROW	ARROW	TK616	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	977	ARROW
872	Kaufman-1973-1028-872	SPEAR, LANCE	SPEAR, LANCE	TK617	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	945	SPEAR
873	Kaufman-1973-1028-873	TO (SET A) TRAP (tv)	TO (SET A) TRAP (tv)	TK618a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	1170	TRAP (CATCH)
874	Kaufman-1973-1028-874	TRAP, SNARE	SNARE	TK618b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	3320	SNARE (TRAP)
875	Kaufman-1973-1028-875	TRAP, SNARE	TRAP	TK618b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	1075	TRAP (PITFALL)
876	Kaufman-1973-1028-876	STICK	STICK	TK619a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	1295	STICK
877	Kaufman-1973-1028-877	POLE	POLE	TK619b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	282	POLE
878	Kaufman-1973-1028-878	STAFF, CANE	STAFF, CANE	TK619c	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS		
879	Kaufman-1973-1028-879	POST, STAKE, PILLAR, PALING	POST, STAKE, PILLAR, PALING	TK620	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	281	POST
880	Kaufman-1973-1028-880	TO PRICK HIM, STING HIM	TO PRICK HIM, STING HIM	TK621a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS		
881	Kaufman-1973-1028-881	TO STAB HIM	TO STAB HIM	TK631b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1434	STAB
882	Kaufman-1973-1028-882	TO PIERCE IT	TO PIERCE IT	TK622	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	398	PIERCE
883	Kaufman-1973-1028-883	AWL (of bone, for perforating leather)	AWL (of bone, for perforating leather)	TK623	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	278	AWL
884	Kaufman-1973-1028-884	TO PUSH HIM, SHOVE HIM	TO PUSH HIM, SHOVE HIM	TK624	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1452	PUSH
885	Kaufman-1973-1028-885	TO PLUCK IT, UPROOT IT, PULL IT OUT/UP (tv)	TO PLUCK IT, UPROOT IT, PULL IT OUT/UP (tv)	TK625	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	2325	PULL OUT
886	Kaufman-1973-1028-886	TO PULL IT, DRAW IT (not DRAG)	TO PULL IT, DRAW IT (not DRAG)	TK620	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1455	PULL
887	Kaufman-1973-1028-887	TO STRETCH IT, EXTEND IT (tv)	TO STRETCH IT, EXTEND IT (tv)	TK627	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	214	STRETCH
888	Kaufman-1973-1028-888	TO SCRATCH AT IT, SCRATCH AN ITCH (vt)	TO SCRATCH AT IT, SCRATCH AN ITCH (vt)	TK628a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1436	SCRATCH
889	Kaufman-1973-1028-889	TO SCRATCH IT (tv)	TO SCRATCH IT (tv)	TK628b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS		
890	Kaufman-1973-1028-890	TO SCRATCH HIM (WITH CLAWS/NAILS) (tv)	TO SCRATCH HIM (WITH CLAWS/NAILS) (tv)	TK628c	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS		
891	Kaufman-1973-1028-891	TO SCRAPE IT	TO SCRAPE IT	TK629a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1767	SCRAPE
892	Kaufman-1973-1028-892	TO SHAVE IT	TO SHAVE IT	TK629b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	231	SHAVE
893	Kaufman-1973-1028-893	TO (DRAW A) MARK (ON IT)	TO (DRAW A) MARK (ON IT)	TK630a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS		
894	Kaufman-1973-1028-894	MARK	MARK	TK630b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS		
895	Kaufman-1973-1028-895	TO WRITE (IT) (tv/iv)	TO WRITE (IT) (tv/iv)	TK631a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1672	WRITE
896	Kaufman-1973-1028-896	WRITING	WRITING	TK631b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS		
897	Kaufman-1973-1028-897	TRACE, TRACK, FOOTPRINT, SIGN	TRACE, TRACK, FOOTPRINT, SIGN	TK632	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	318	FOOTPRINT
898	Kaufman-1973-1028-898	TO CARRY IT (A LOAD), PACK IT, HAUL IT (tv)	TO CARRY IT (A LOAD), PACK IT, HAUL IT (tv)	TK633a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	700	CARRY
899	Kaufman-1973-1028-899	TO CARRY/PACK IT ON ONE’S BACK (tv)	TO CARRY/PACK IT ON ONE’S BACK (tv)	TK633b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	465	CARRY ON BACK
900	Kaufman-1973-1028-900	TO CARRY IT IN ONE’S ARMS/HANDS (tv)	TO CARRY IT IN ONE’S ARMS/HANDS (tv)	TK633c	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	412	CARRY IN HAND
901	Kaufman-1973-1028-901	TO CARRY IT ON ONE’S SHOULDER (tv)	TO CARRY IT ON ONE’S SHOULDER (tv)	TK633d	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	413	CARRY ON SHOULDER
902	Kaufman-1973-1028-902	TO JOIN THEM, UNITE THEM	TO JOIN THEM, UNITE THEM	TK634a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1743	JOIN
903	Kaufman-1973-1028-903	TO FASTEN IT, ATACH IT	TO FASTEN IT, ATACH IT	TK634b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1094	FASTEN
904	Kaufman-1973-1028-904	TO DESTROY IT, DEMOLISH IT	TO DESTROY IT, DEMOLISH IT	TK635a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	681	DESTROY
905	Kaufman-1973-1028-905	TO SPOIL IT, RUIN IT	TO SPOIL IT, RUIN IT	TK635b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	92	SPOIL (SOMEBODY OR SOMETHING)
906	Kaufman-1973-1028-906	TO SPLIT IT (OPEN) (tv)	TO SPLIT IT (OPEN) (tv)	TK636	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	3080	SPLIT OPEN
907	Kaufman-1973-1028-907	TO SPREAD IT (OUT) (tv)	TO SPREAD IT (OUT) (tv)	TK637	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	38	SPREAD OUT
908	Kaufman-1973-1028-908	TO TEAR IT (OFF), RIP IT (tv)	TO TEAR IT (OFF), RIP IT (tv)	TK638	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1735	TEAR (SHRED)
909	Kaufman-1973-1028-909	TO GET TORN (OPEN) (iv)	TO GET TORN (OPEN) (iv)	TK639	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS		
910	Kaufman-1973-1028-910	TO CUT IT (OFF), SEVER IT	TO CUT IT (OFF), SEVER IT	TK640	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS		
911	Kaufman-1973-1028-911	TO CHOP IT	TO CHOP IT	TK641a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	155	CHOP
912	Kaufman-1973-1028-912	TO CUT IT UP	TO CUT IT UP	TK641b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS		
913	Kaufman-1973-1028-913	AXE, HATCHET OF STONE FOR CHOPPING WOOD	AXE, HATCHET OF STONE FOR CHOPPING WOOD	TK642	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	677	AXE
914	Kaufman-1973-1028-914	KNIFE OF STONE FOR CUTTING MEAT	KNIFE OF STONE FOR CUTTING MEAT	TK643	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS		
915	Kaufman-1973-1028-915	TO PRESS IT (OUT), SQUEEZE IT (OUT) (tv)	TO PRESS IT (OUT), SQUEEZE IT (OUT) (tv)	TK644a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1414	SQUEEZE
916	Kaufman-1973-1028-916	TO WRING IT OUT, MILK IT (tv)	TO WRING IT OUT, MILK IT (tv)	TK644b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	3224	WRING
917	Kaufman-1973-1028-917	TO CLENCH/MAKE.A FIST	TO CLENCH/MAKE.A FIST	TK645	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS		
918	Kaufman-1973-1028-918	FIST	FIST		MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1473	FIST
919	Kaufman-1973-1028-919	TO HIT HIM, STRIKE HIM	TO HIT HIM, STRIKE HIM	TK646a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	3308	STRIKE (SOMEONE)
920	Kaufman-1973-1028-920	WHIP	WHIP	TK646b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	2630	WHIP
921	Kaufman-1973-1028-921	TO BEAT HIM	TO BEAT HIM	TK646c	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1665	BEAT
922	Kaufman-1973-1028-922	TO POUND IT (IN) (tv)	TO POUND IT (IN) (tv)	TK647	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	354	POUND
923	Kaufman-1973-1028-923	TO CRUSH IT, MASH IT, POUND IT (tv)	TO CRUSH IT, MASH IT, POUND IT (tv)	TK646	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1520	CRUSH
924	Kaufman-1973-1028-924	CRUSHED, STAVED IN	CRUSHED, STAVED IN		MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS		
925	Kaufman-1973-1028-925	TO GRIND IT, POUND ACORNS	TO GRIND IT, POUND ACORNS	TK649	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1033	GRIND
926	Kaufman-1973-1028-926	GROUND UP MORTAR, METATE/QUERN, GRINDSTONE, GRINDING BOWL	GROUND UP MORTAR, METATE/QUERN, GRINDSTONE, GRINDING BOWL	TK650	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	2459	GRINDSTONE
927	Kaufman-1973-1028-927	PESTLE, MANO/MULLER	PESTLE, MANO/MULLER	TK651	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	225	PESTLE
928	Kaufman-1973-1028-928	TO BREAK IT	TO BREAK IT	TK652	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	680	BREAK (DESTROY OR GET DESTROYED)
929	Kaufman-1973-1028-929	TO SMASH IT (IN PIECES), TO BREAK IT TO PIECES	TO SMASH IT (IN PIECES), TO BREAK IT TO PIECES	TK653	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	2558	BREAK (CLEAVE)
930	Kaufman-1973-1028-930	TO BURST, EXPLODE (iv)	TO BURST, EXPLODE (iv)	TK654	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	3976	EXPLODE
931	Kaufman-1973-1028-931	TO “TURN” (tv/iv)	TO “TURN” (tv/iv)	TK655	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1588	TURN
932	Kaufman-1973-1028-932	TO SPIN, TURN, REVOLVE (iv)	TO SPIN, TURN, REVOLVE (iv)	TK655a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	121	SPIN
933	Kaufman-1973-1028-933	TO TURN IT (AROUND), INVERT IT (tv)	TO TURN IT (AROUND), INVERT IT (tv)	TK655b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	1444	TURN AROUND
934	Kaufman-1973-1028-934	TO ROLL (OVER), TURN (OVER) (iv)	TO ROLL (OVER), TURN (OVER) (iv)	TK655c	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	827	ROLL
935	Kaufman-1973-1028-935	TO EMBRACE HIM, HUG HIM	TO EMBRACE HIM, HUG HIM	TK656	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	928	EMBRACE
936	Kaufman-1973-1028-936	TO DYE IT, PAINT IT	TO DYE IT, PAINT IT	TK657	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	157	DYE
937	Kaufman-1973-1028-937	TO STIR IT (tv)	TO STIR IT (tv)	TK658	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	696	STIR
938	Kaufman-1973-1028-938	TO MIX IT	TO MIX IT	TK659	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	2017	MIX
939	Kaufman-1973-1028-939	TO DO IT (tv)	TO DO IT (tv)	TK660	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	813	DO
940	Kaufman-1973-1028-940	TO MAKE IT, BUILD IT, FORM IT, CREATE IT	TO MAKE IT, BUILD IT, FORM IT, CREATE IT	TK661	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TECHNIQUES AND ACTIONS: OCCASIONALLY TOOLS	734	MAKE
941	Kaufman-1973-1028-941	INTERROGATIVE MARKER	INTERROGATIVE MARKER	TK662	FUNCTION WORDS AND ELEMENTS		
942	Kaufman-1973-1028-942	BUT	BUT	TK663	FUNCTION WORDS AND ELEMENTS	3843	BUT
943	Kaufman-1973-1028-943	POSSESSIVE MARKER, “OF”	POSSESSIVE MARKER, “OF”	TK664	FUNCTION WORDS AND ELEMENTS		
944	Kaufman-1973-1028-944	INSTRUMENTAL/MEANS MARKER, “BY MEANS OF”	INSTRUMENTAL/MEANS MARKER, “BY MEANS OF”	TK665	FUNCTION WORDS AND ELEMENTS		
945	Kaufman-1973-1028-945	LOCATIVE MARKER, “AT”	LOCATIVE MARKER, “AT”	TK666 = 504	FUNCTION WORDS AND ELEMENTS	1461	AT
946	Kaufman-1973-1028-946	ABLATIVE MARKER, “FROM”	ABLATIVE MARKER, “FROM”	TK667 = 498c	FUNCTION WORDS AND ELEMENTS	693	FROM
947	Kaufman-1973-1028-947	COMITATIVE MARKER, “WITH”	COMITATIVE MARKER, “WITH”	TK668	FUNCTION WORDS AND ELEMENTS	1340	WITH
948	Kaufman-1973-1028-948	AND (joining NPs)	AND (joining NPs)	TK669a	FUNCTION WORDS AND ELEMENTS	1577	AND
949	Kaufman-1973-1028-949	AND (joining sntences)	AND (joining sntences)	TK669b	FUNCTION WORDS AND ELEMENTS	1577	AND
950	Kaufman-1973-1028-950	(TOGETHER) WITH, TOGETHER	(TOGETHER) WITH, TOGETHER	TK670a	FUNCTION WORDS AND ELEMENTS	2482	TOGETHER
951	Kaufman-1973-1028-951	TO ACCOMPANY HIM, GO WITH HIM	TO ACCOMPANY HIM, GO WITH HIM	TK670b	FUNCTION WORDS AND ELEMENTS	1542	ACCOMPANY
952	Kaufman-1973-1028-952	FRIEND	FRIEND	TK671a	FUNCTION WORDS AND ELEMENTS	1325	FRIEND
953	Kaufman-1973-1028-953	COMPANION, MATE	COMPANION, MATE	TK671b	FUNCTION WORDS AND ELEMENTS	3978	COMPANION
954	Kaufman-1973-1028-954	DUAL MARKER	DUAL MARKER	TK672	FUNCTION WORDS AND ELEMENTS		
955	Kaufman-1973-1028-955	NOUN PLURAL MARKER	NOUN PLURAL MARKER	TK673	FUNCTION WORDS AND ELEMENTS		
956	Kaufman-1973-1028-956	COMPLETIVE/PERFECTIVE/PAST MARKER	COMPLETIVE/PERFECTIVE/PAST MARKER	TK674	FUNCTION WORDS AND ELEMENTS		
957	Kaufman-1973-1028-957	FUTURE MARKER	FUTURE MARKER	TK675	FUNCTION WORDS AND ELEMENTS		
958	Kaufman-1973-1028-958	IMPERATIVE SINGULAR	IMPERATIVE SINGULAR	TK676	FUNCTION WORDS AND ELEMENTS		
959	Kaufman-1973-1028-959	IMPERATIVE PLURAL	IMPERATIVE PLURAL	TK677	FUNCTION WORDS AND ELEMENTS		
960	Kaufman-1973-1028-960	VERB PLURAL MARKER	VERB PLURAL MARKER	TK678	FUNCTION WORDS AND ELEMENTS		
961	Kaufman-1973-1028-961	PARTICIPIAL MARKER(S)	PARTICIPIAL MARKER(S)	TK679	FUNCTION WORDS AND ELEMENTS		
962	Kaufman-1973-1028-962	IMERFECTIVE (ACTIVE)	IMERFECTIVE (ACTIVE)		FUNCTION WORDS AND ELEMENTS		
963	Kaufman-1973-1028-963	PERFECTIVE (ACTIVE)	PERFECTIVE (ACTIVE)		FUNCTION WORDS AND ELEMENTS		
964	Kaufman-1973-1028-964	IMPERFECTIVE (PASSIVE)	IMPERFECTIVE (PASSIVE)		FUNCTION WORDS AND ELEMENTS		
965	Kaufman-1973-1028-965	PERFECTIVE (PASSIVE)	PERFECTIVE (PASSIVE)		FUNCTION WORDS AND ELEMENTS		
966	Kaufman-1973-1028-966	INFINITIVE/VERBAL.NOUN MARKER	INFINITIVE/VERBAL.NOUN MARKER	TK680a	FUNCTION WORDS AND ELEMENTS		
967	Kaufman-1973-1028-967	NOMINALIZING MARKER	NOMINALIZING MARKER	TK681b	FUNCTION WORDS AND ELEMENTS		
968	Kaufman-1973-1028-968	I	I	TK681	FUNCTION WORDS AND ELEMENTS	1209	I
969	Kaufman-1973-1028-969	INDEPENDENT	INDEPENDENT	TK681a	FUNCTION WORDS AND ELEMENTS		
970	Kaufman-1973-1028-970	AGENT OF TV	AGENT OF TV	TK681b	FUNCTION WORDS AND ELEMENTS		
971	Kaufman-1973-1028-971	PATIENT OF TV	PATIENT OF TV	TK681c	FUNCTION WORDS AND ELEMENTS		
972	Kaufman-1973-1028-972	POSSESSIVE	POSSESSIVE	TK681d	FUNCTION WORDS AND ELEMENTS		
973	Kaufman-1973-1028-973	THOU	THOU	TK682	FUNCTION WORDS AND ELEMENTS	1215	THOU
974	Kaufman-1973-1028-974	INDEPENDENT	INDEPENDENT	TK682a	FUNCTION WORDS AND ELEMENTS		
975	Kaufman-1973-1028-975	AGENT OF TV	AGENT OF TV	TK682b	FUNCTION WORDS AND ELEMENTS		
976	Kaufman-1973-1028-976	PATIENT OF TV	PATIENT OF TV	TK682c	FUNCTION WORDS AND ELEMENTS		
977	Kaufman-1973-1028-977	POSSESSIVE	POSSESSIVE	TK682d	FUNCTION WORDS AND ELEMENTS		
978	Kaufman-1973-1028-978	WE (EXCLUSIVE)	WE (EXCLUSIVE)	TK683	FUNCTION WORDS AND ELEMENTS	1130	WE (EXCLUSIVE)
979	Kaufman-1973-1028-979	INDEPENDENT	INDEPENDENT	TK683a	FUNCTION WORDS AND ELEMENTS		
980	Kaufman-1973-1028-980	AGENT OF TV	AGENT OF TV	TK683b	FUNCTION WORDS AND ELEMENTS		
981	Kaufman-1973-1028-981	PATIENT OF TV	PATIENT OF TV	TK683c	FUNCTION WORDS AND ELEMENTS		
982	Kaufman-1973-1028-982	POSSESSIVE	POSSESSIVE	TK683d	FUNCTION WORDS AND ELEMENTS		
983	Kaufman-1973-1028-983	WE (INCLUSIVE)	WE (INCLUSIVE)	TK684	FUNCTION WORDS AND ELEMENTS	1131	WE (INCLUSIVE)
984	Kaufman-1973-1028-984	INDEPENDENT	INDEPENDENT	TK684a	FUNCTION WORDS AND ELEMENTS		
985	Kaufman-1973-1028-985	AGENT OF TV	AGENT OF TV	TK684b	FUNCTION WORDS AND ELEMENTS		
986	Kaufman-1973-1028-986	PATIENT OF TV	PATIENT OF TV	TK684c	FUNCTION WORDS AND ELEMENTS		
987	Kaufman-1973-1028-987	POSSESSIVE	POSSESSIVE	TK684d	FUNCTION WORDS AND ELEMENTS		
988	Kaufman-1973-1028-988	YE	YE	TK685	FUNCTION WORDS AND ELEMENTS	1213	YOU
989	Kaufman-1973-1028-989	INDEPENDENT	INDEPENDENT	TK685a	FUNCTION WORDS AND ELEMENTS		
990	Kaufman-1973-1028-990	AGENT OF TV	AGENT OF TV	TK685b	FUNCTION WORDS AND ELEMENTS		
991	Kaufman-1973-1028-991	PATIENT OF TV	PATIENT OF TV	TK685c	FUNCTION WORDS AND ELEMENTS		
992	Kaufman-1973-1028-992	POSSESSIVE	POSSESSIVE	TK685d	FUNCTION WORDS AND ELEMENTS		
993	Kaufman-1973-1028-993	HE	HE	TK686	FUNCTION WORDS AND ELEMENTS	1211	HE
994	Kaufman-1973-1028-994	INDEPENDENT	INDEPENDENT	TK686a	FUNCTION WORDS AND ELEMENTS		
995	Kaufman-1973-1028-995	AGENT OF TV	AGENT OF TV	TK686b	FUNCTION WORDS AND ELEMENTS		
996	Kaufman-1973-1028-996	PATIENT OF TV	PATIENT OF TV	TK686c	FUNCTION WORDS AND ELEMENTS		
997	Kaufman-1973-1028-997	POSSESSIVE	POSSESSIVE	TK686d	FUNCTION WORDS AND ELEMENTS		
998	Kaufman-1973-1028-998	THEY	THEY	TK687	FUNCTION WORDS AND ELEMENTS	817	THEY
999	Kaufman-1973-1028-999	INDEPENDENT	INDEPENDENT	TK687a	FUNCTION WORDS AND ELEMENTS		
1000	Kaufman-1973-1028-1000	AGENT OF TV	AGENT OF TV	TK687b	FUNCTION WORDS AND ELEMENTS		
1001	Kaufman-1973-1028-1001	PATIENT OF TV	PATIENT OF TV	TK687c	FUNCTION WORDS AND ELEMENTS		
1002	Kaufman-1973-1028-1002	POSSESSIVE	POSSESSIVE	TK687d	FUNCTION WORDS AND ELEMENTS		
1003	Kaufman-1973-1028-1003	REFLEXIVE	REFLEXIVE	TK688	FUNCTION WORDS AND ELEMENTS		
1004	Kaufman-1973-1028-1004	OTHER, DIFFERENT	OTHER	TK689	FUNCTION WORDS AND ELEMENTS	197	OTHER
1005	Kaufman-1973-1028-1005	OTHER, DIFFERENT	DIFFERENT	TK689	FUNCTION WORDS AND ELEMENTS	2504	DIFFERENT
1006	Kaufman-1973-1028-1006	SAME, “VERY”, EQUAL	VERY	TK690	FUNCTION WORDS AND ELEMENTS	1311	VERY
1007	Kaufman-1973-1028-1007	SAME, “VERY”, EQUAL	EQUAL	TK690	FUNCTION WORDS AND ELEMENTS	1570	EQUAL
1008	Kaufman-1973-1028-1008	SAME, “VERY”, EQUAL	SAME	TK690	FUNCTION WORDS AND ELEMENTS	200	SAME
1009	Kaufman-1973-1028-1009	EMPHATIC PRONOUN/(ONE)SELF	EMPHATIC PRONOUN/(ONE)SELF	TK691	FUNCTION WORDS AND ELEMENTS		
1010	Kaufman-1973-1028-1010	SOMETHING	SOMETHING	TK692	FUNCTION WORDS AND ELEMENTS		
1011	Kaufman-1973-1028-1011	YES	YES	TK693	FUNCTION WORDS AND ELEMENTS	1268	YES
1012	Kaufman-1973-1028-1012	NO	NO	TK694	FUNCTION WORDS AND ELEMENTS	1269	NO
