ID	NUMBER	ENGLISH	CHINESE	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS	TBL_ENGLISH
Huang-1992-1820-1253	1253	wear (a turban)	戴(~包头)			v.	wear (a turban)
Huang-1992-1820-1254	1254	wear (a bracelet)	戴(~手镯)			v.	wear (a bracelet)
Huang-1992-1820-1255	1255	hold up / delay	耽误	425	BE LATE	v.	hold up / delay
Huang-1992-1820-1256	1256	block (the wind)	挡(~风)	2762	BLOCK (THE WAY)	v.	block (the wind)
Huang-1992-1820-1257	1257	fall down (a wall) / topple	倒(墙~)			v.	fall down (a wall) / topple
Huang-1992-1820-1258	1258	topple / tear down (a wall)	弄倒(~墙)			v.	topple / tear down (a wall)
Huang-1992-1820-1259	1259	pound to pieces	捣碎			v.	pound to pieces
Huang-1992-1820-1260	1260	reverse	倒(~过来)			v.	reverse
Huang-1992-1820-1261	1261	pour or throw out (water)	倒掉(~水)	1487	POUR	v.	pour or throw out (water)
Huang-1992-1820-1262	1262	arrive	到达	1387	ARRIVE	v.	arrive
Huang-1992-1820-1263	1263	get / acquire	得到	694	GET	v.	get / acquire
Huang-1992-1820-1264	1264	wait	等待	1590	WAIT (FOR)	v.	wait
Huang-1992-1820-1265	1265	quake (earth)	地震	6	EARTHQUAKE	v.	quake (earth)
Huang-1992-1820-1266	1266	lower (the head)	低(~头)			v.	lower (the head)
Huang-1992-1820-1267	1267	nod	点(~头)			v.	nod
Huang-1992-1820-1268	1268	light (a fire)	点(~火)	737	LIGHT (IGNITE)	v.	light (a fire)
Huang-1992-1820-1269	1269	burn	燃烧	1428	BURNING	v.	burn
Huang-1992-1820-1270	1270	light (a light)	点(~灯)			v.	light (a light)
Huang-1992-1820-1271	1271	pad	垫			v.	pad
Huang-1992-1820-1272	1272	wither	凋谢			v.	wither
Huang-1992-1820-1273	1273	hold danglingly in the mouth	叼			v.	hold danglingly in the mouth
Huang-1992-1820-1274	1274	drop	掉(~下)	750	DROP	v.	drop
Huang-1992-1820-1275	1275	hang	吊	2884	HANG	v.	hang
Huang-1992-1820-1276	1276	fish	钓(~鱼)	2638	FISHING	v.	fish
Huang-1992-1820-1277	1277	fall over / down	跌倒	2894	TUMBLE (FALL DOWN)	v.	fall over / down
Huang-1992-1820-1278	1278	fold up (a quilt)	叠(~被)	1470	FOLD	v.	fold up (a quilt)
Huang-1992-1820-1279	1279	bite (mosquito)	叮(蚊子~)	571	STING	v.	bite (mosquito)
Huang-1992-1820-1280	1280	hammer in (a nail)	钉(~钉子)	3115	HAMMER (SOMETHING)	v.	hammer in (a nail)
Huang-1992-1820-1281	1281	lose / mislay	丢失	2506	LOOSE	v.	lose / mislay
Huang-1992-1820-1282	1282	understand / grasp	懂	2021	GRASP	v.	understand / grasp
Huang-1992-1820-1283	1283	freeze (meat)	冻(肉~)			v.	freeze (meat)
Huang-1992-1820-1284	1284	frostbitten, be (hand)	冻(手~了)			v.	frostbitten, be (hand)
Huang-1992-1820-1285	1285	move	动(虫子在~)			v.	move
Huang-1992-1820-1286	1286	stir / budge	动(~一~)	2861	BUDGE (ONESELF)	v.	stir / budge
Huang-1992-1820-1287	1287	read	读	724	READ	v.	read
Huang-1992-1820-1288	1288	block up / plug	堵塞			v.	block up / plug
Huang-1992-1820-1289	1289	cross (a river)	渡(~河)			v.	cross (a river)
Huang-1992-1820-1290	1290	snap (thread)	断(绳子~)	460	BREAK (OF ROPE)	v.	snap (thread)
Huang-1992-1820-1291	1291	snap (a thread)	弄断(~线)			v.	snap (a thread)
Huang-1992-1820-1292	1292	break / snap (stick)	断(棍子~)	459	SNAP (OF STICK)	v.	break / snap (stick)
Huang-1992-1820-1293	1293	snap / break (a stick)	弄断(~棍子)	2558	BREAK (CLEAVE)	v.	snap / break (a stick)
Huang-1992-1820-1294	1294	heap / stack (hay, grass)	堆(~草)			v.	heap / stack (hay, grass)
Huang-1992-1820-1295	1295	hide oneself	躲藏	2486	HIDE	v.	hide oneself
Huang-1992-1820-1296	1296	chop / cut (meat)	剁(~肉)			v.	chop / cut (meat)
Huang-1992-1820-1297	1297	stamp (one's foot)	跺(~脚)	3618	STAMP	v.	stamp (one's foot)
Huang-1992-1820-1298	1298	hungry, be	饿	1533	BE HUNGRY	v.	hungry, be
Huang-1992-1820-1299	1299	occur / happen	发生	248	HAPPEN	v.	occur / happen
Huang-1992-1820-1300	1300	develop (career / undertaking)	发展(事业~)			v.	develop (career / undertaking)
Huang-1992-1820-1301	1301	develop (a career / undertaking)	发展(~事业)			v.	develop (a career / undertaking)
Huang-1992-1820-1302	1302	swear / vow	发誓	1939	SWEAR	v.	swear / vow
Huang-1992-1820-1303	1303	shiver / tremble (from fear) (note:shiver (shiver | tremble +cold))	发抖 ((冷得)~)	52	SHIVER	v.	shiver / tremble (from fear) (note:shiver (shiver | tremble +cold))
Huang-1992-1820-1304	1304	ferment	发酵	967	YEAST	v.	ferment
Huang-1992-1820-1305	1305	fever, have	发烧	1534	FEVER	v.	fever, have
Huang-1992-1820-1306	1306	worry / anxious, be	发愁	150	WORRY	v.	worry / anxious, be
Huang-1992-1820-1307	1307	germinate / sprout	发芽	2076	SPROUT (VERB)	v.	germinate / sprout
Huang-1992-1820-1308	1308	punish	罚(处~)	3649	PUNISH	v.	punish
Huang-1992-1820-1309	1309	turn inside out (clothing) or the reverse	翻过来(把衣服~)			v.	turn inside out (clothing) or the reverse
Huang-1992-1820-1310	1310	turn over (on bed)	翻身(在床上~)	3537	TURN OVER	v.	turn over (on bed)
Huang-1992-1820-1311	1311	oppose	反对			v.	oppose
Huang-1992-1820-1312	1312	ruminate (cow) (note:+cow)	反刍 (牛~)	3680	RUMINATE	v.	ruminate (cow) (note:+cow)
Huang-1992-1820-1313	1313	spin (into yarn)	纺(~纱)	121	SPIN	v.	spin (into yarn)
Huang-1992-1820-1314	1314	put sthg. somewhere	放(~置)	998	PUT	v.	put sthg. somewhere
Huang-1992-1820-1315	1315	put in (salt)	放(~盐)			v.	put in (salt)
Huang-1992-1820-1316	1316	put out to pasture (sheep) (note:+sheep)	放牧 (放(羊))	2031	PUT OUT TO PASTURE	v.	put out to pasture (sheep) (note:+sheep)
Huang-1992-1820-1317	1317	set on fire	放火			v.	set on fire
Huang-1992-1820-1318	1318	fly	飞	1441	FLY (MOVE THROUGH AIR)	v.	fly
Huang-1992-1820-1319	1319	divide / share (things)	分(~东西)	884	SHARE	v.	divide / share (things)
Huang-1992-1820-1320	1320	divide family property and live apart (offspring)	分家			v.	divide family property and live apart (offspring)
Huang-1992-1820-1321	1321	separate	分离	1359	SEPARATE	v.	separate
Huang-1992-1820-1322	1322	separate (cause to)	分开(使~)			v.	separate (cause to)
Huang-1992-1820-1323	1323	crazy, become	疯	1899	MAD	v.	crazy, become
Huang-1992-1820-1324	1324	sew (up)	缝	1457	SEW	v.	sew (up)
Huang-1992-1820-1325	1325	apply (ointment)	敷	3650	APPLY (OINTMENT)	v.	apply (ointment)
Huang-1992-1820-1326	1326	hatch / incubate	孵	2075	BROOD (VERB)	v.	hatch / incubate
Huang-1992-1820-1327	1327	put one's hand on (sthg.) for	扶(~着栏杆)			v.	put one's hand on (sthg.) for
Huang-1992-1820-1328	1328	satisfy(conditions, requirements)	符合(~條件)			v.	satisfy(conditions, requirements)
Huang-1992-1820-1329	1329	conform (cause to) / satisfy	符合(使~)			v.	conform (cause to) / satisfy
Huang-1992-1820-1330	1330	rot	腐烂	569	SPOIL (BECOME SPOILED)	v.	rot
Huang-1992-1820-1331	1331	put (soil) on	盖(~土)			v.	put (soil) on
Huang-1992-1820-1332	1332	pull (a quilt) over oneself	盖(~被)			v.	pull (a quilt) over oneself
Huang-1992-1820-1333	1333	dry, be	干(~了)			v.	dry, be
Huang-1992-1820-1334	1334	go (to market / a fair)	赶集			v.	go (to market / a fair)
Huang-1992-1820-1335	1335	dare	敢	1779	DARE	v.	dare
Huang-1992-1820-1336	1336	work / labor	干活儿	1086	WORK (ACTIVITY)	v.	work / labor
Huang-1992-1820-1337	1337	tell	告诉	1458	SAY	v.	tell
Huang-1992-1820-1338	1338	complain about s.b. to his sup	告状			v.	complain about s.b. to his sup
Huang-1992-1820-1339	1339	cut (meat)	割(~肉)	2156	CUT (WITH KNIFE)	v.	cut (meat)
Huang-1992-1820-1340	1340	sever (a rope)	割(~绳)			v.	sever (a rope)
Huang-1992-1820-1341	1341	cut off / sever	割断			v.	cut off / sever
Huang-1992-1820-1342	1342	mow / cut (grass)	割(~草)	190	MOW	v.	mow / cut (grass)
Huang-1992-1820-1343	1343	be on the other side of (a river)	隔（～河）			v.	be on the other side of (a river)
Huang-1992-1820-1344	1344	hurt (the foot from grit in the shoe)	硌(~脚)			v.	hurt (the foot from grit in the shoe)
Huang-1992-1820-1345	1345	give	给	1447	GIVE	v.	give (hand over)||give||give (as a gift)
Huang-1992-1820-1346	1346	follow	跟(~在后面)	1085	FOLLOW	v.	follow
Huang-1992-1820-1347	1347	plough / till	耕	1921	PLOUGH	v.	plough / till
Huang-1992-1820-1348	1348	hook	钩	1071	HOOK	v.	hook
Huang-1992-1820-1349	1349	enough, be	够	1881	ENOUGH	v.	enough, be
Huang-1992-1820-1350	1350	assess / estimate	估计			v.	assess / estimate
Huang-1992-1820-1351	1351	hire / employ (a draught animal) (note:+person)	雇 (~(人))	856	HIRE	v.	hire / employ (a draught animal) (note:+person)
Huang-1992-1820-1352	1352	shave (hairs) / scrape	刮(~毛)			v.	shave (hairs) / scrape
Huang-1992-1820-1353	1353	blow (whirlwind) (note:+whirlwind)	刮(~风) (~(旋风))	175	BLOW (OF WIND)	v.	blow (whirlwind) (note:+whirlwind)
Huang-1992-1820-1354	1354	hang (on the wall)	挂(~在墙上)			v.	hang (on the wall)
Huang-1992-1820-1355	1355	hung, be	挂(被~住)			v.	hung, be
Huang-1992-1820-1356	1356	close (the door)	关(~门)	1046	SHUT	v.	close (the door)
Huang-1992-1820-1357	1357	pen in (sheep)	关(~羊)			v.	pen in (sheep)
Huang-1992-1820-1358	1358	manage (note:manage)	管 (管理)	3073	MANAGE	v.	manage (note:manage)
Huang-1992-1820-1359	1359	fill (with water) (field) (note:irrigate)	灌(~水) (~(田))			v.	fill (with water) (field) (note:irrigate)
Huang-1992-1820-1360	1360	kneel	跪	66	KNEEL	v.	kneel
Huang-1992-1820-1361	1361	roll (transitive) (note:tran)	滚 ((及物动词))	827	ROLL	v.	roll (transitive) (note:tran)
Huang-1992-1820-1362	1362	celebrate (the New Year)	过年	3430	CELEBRATE NEW YEAR	v.	celebrate (the New Year)
Huang-1992-1820-1363	1363	cross (a bridge)	过(~桥)	574	TRANSIT	v.	cross (a bridge)
Huang-1992-1820-1364	1364	go by (two years) / pass	过(~了两年)	1951	PASS	v.	go by (two years) / pass
Huang-1992-1820-1365	1365	shy, be / bashful	害羞	487	SHY	v.	shy, be / bashful
Huang-1992-1820-1366	1366	afraid, be	害怕	1419	FEAR (BE AFRAID)	v.	afraid, be
Huang-1992-1820-1367	1367	ask s.b. to come here / fetch	喊(~人开会)			v.	ask s.b. to come here / fetch
Huang-1992-1820-1368	1368	yell / shout	喊叫	715	SHOUT	v.	yell / shout
Huang-1992-1820-1369	1369	weld / solder	焊			v.	weld / solder
Huang-1992-1820-1370	1370	drink	喝	1401	DRINK	v.	drink
Huang-1992-1820-1371	1371	suitable	合适			v.	suitable
Huang-1992-1820-1372	1372	close (a book)	合上(~书本)			v.	close (a book)
Huang-1992-1820-1373	1373	hate	恨	1607	HATE	v.	hate
Huang-1992-1820-1374	1374	dry by fire	烘			v.	dry by fire
Huang-1992-1820-1375	1375	coax / fool	哄			v.	coax / fool
Huang-1992-1820-1376	1376	regret	后悔	1875	REGRET	v.	regret
Huang-1992-1820-1377	1377	paddle / row	划(~船)	1849	ROW	v.	paddle / row
Huang-1992-1820-1378	1378	draw (a picture)	画(~画儿)	2001	PAINTING	v.	draw (a picture)
Huang-1992-1820-1379	1379	pregnant, be (person) (note:+person)	怀孕 ((指人))	1123	PREGNANT	v.	pregnant, be (person) (note:+person)
Huang-1992-1820-1380	1380	doubt	怀疑	3536	DOUBT (SOMETHING)	v.	doubt
Huang-1992-1820-1381	1381	repay (a debt)	还(~帐)			v.	repay (a debt)
Huang-1992-1820-1382	1382	return (a pen)	还(~钢笔)	85	GIVE BACK	v.	return (a pen)
Huang-1992-1820-1383	1383	change	换	1264	CHANGE	v.	change
Huang-1992-1820-1384	1384	wave / wield	挥动	3544	WAVE (VERB)	v.	wave / wield
Huang-1992-1820-1385	1385	return (come back) (note:+go)	回 (~去)	581	COME BACK	v.	return (come back) (note:+go)
Huang-1992-1820-1386	1386	return, cause to	回(使~)			v.	return, cause to
Huang-1992-1820-1387	1387	turn one's head to the back	回头(~看)			v.	turn one's head to the back
Huang-1992-1820-1388	1388	recall / recollect	回忆			v.	recall / recollect
Huang-1992-1820-1389	1389	answer / reply	回答	1275	ANSWER	v.	answer / reply
Huang-1992-1820-1390	1390	destroy / exterminate	毁灭	681	DESTROY	v.	destroy / exterminate
Huang-1992-1820-1391	1391	destroy (cause to)	毁灭(使~)			v.	destroy (cause to)
Huang-1992-1820-1392	1392	know (to write)	会(~写)	2238	KNOW HOW	v.	know (to write)
Huang-1992-1820-1393	1393	mix / blend / mingle (rice, bread, etc.)	混合 ((米,面等)~)	2017	MIX	v.	mix / blend / mingle (rice, bread, etc.)
Huang-1992-1820-1394	1394	mix (cause to) (rice, bread, etc.)	混合(使~) ((米,面等)~)			v.	mix (cause to) (rice, bread, etc.)
Huang-1992-1820-1395	1395	muddle (the water)	搅浑			v.	muddle (the water)
Huang-1992-1820-1396	1396	alive, become / active (people)	活(~了) ((人)~)			v.	alive, become / active (people)
Huang-1992-1820-1397	1397	support / raise	养活	2134	RAISE (BRING UP)	v.	support / raise
Huang-1992-1820-1398	1398	get / gain	获得			v.	get / gain
Huang-1992-1820-1399	1399	mix (powder) with water (stomp w / feet)	和(~泥) ((用脚)踩)			v.	mix (powder) with water (stomp w / feet)
Huang-1992-1820-1400	1400	gather (of water) / build up	积(~水)			v.	gather (of water) / build up
Huang-1992-1820-1401	1401	accumulate	积攒			v.	accumulate
Huang-1992-1820-1402	1402	gather / assemble	集(聚~)	7	GATHER	v.	gather / assemble
Huang-1992-1820-1403	1403	assemble / muster (a team)	集合(~队伍)			v.	assemble / muster (a team)
Huang-1992-1820-1404	1404	press (a tube of toothpaste)	挤(~牙膏)	1414	SQUEEZE	v.	press (a tube of toothpaste)
Huang-1992-1820-1405	1405	squeeze (for milk)	挤(~奶)	93	DRAW MILK	v.	squeeze (for milk)
Huang-1992-1820-1406	1406	pinch (of a shoe)	挤(~脚)	378	PINCH	v.	pinch (of a shoe)
Huang-1992-1820-1407	1407	remember	记得	707	REMEMBER	v.	remember
Huang-1992-1820-1408	1408	deposit / leave with	寄存			v.	deposit / leave with
Huang-1992-1820-1409	1409	send (a letter)	寄(~信)	1127	SEND	v.	send (a letter)
Huang-1992-1820-1410	1410	envy	忌妒	40	ENVY	v.	envy
Huang-1992-1820-1411	1411	avoid certain food (because of allergy)	忌（~嘴）			v.	avoid certain food (because of allergy)
Huang-1992-1820-1412	1412	buckle up / fasten (a belt)	系(~腰带)	1094	FASTEN	v.	buckle up / fasten (a belt)
Huang-1992-1820-1413	1413	pick up (food with chopsticks)	夹(~菜)			v.	pick up (food with chopsticks)
Huang-1992-1820-1414	1414	pick up	捡	371	PICK UP	v.	pick up
Huang-1992-1820-1415	1415	reduce	减			v.	reduce
Huang-1992-1820-1416	1416	scissor (wool, hair)	剪	2155	CUT (WITH SCISSORS)	v.	scissor (wool, hair)
Huang-1992-1820-1417	1417	tell (a story)	讲(~故事)	1711	TELL	v.	tell (a story)
Huang-1992-1820-1418	1418	land / descend (simplex)	降落 ((自动))	1922	LAND (DESCEND)	v.	land / descend (simplex)
Huang-1992-1820-1419	1419	exchange	交换	2509	EXCHANGE	v.	exchange
Huang-1992-1820-1420	1420	turn / hand over / consign	交付			v.	turn / hand over / consign
Huang-1992-1820-1421	1421	make friends with	交(~朋友)			v.	make friends with
Huang-1992-1820-1422	1422	water / sprinkle / irrigate	浇(~水)	3078	IRRIGATE	v.	water / sprinkle / irrigate
Huang-1992-1820-1423	1423	burnt / scorched	焦(烧~)			v.	burnt / scorched
Huang-1992-1820-1424	1424	chew	嚼	321	CHEW	v.	chew
Huang-1992-1820-1425	1425	teach	教	709	TEACH	v.	teach
Huang-1992-1820-1426	1426	crow (of cocks)	叫(公鸡~)			v.	crow (of cocks)
Huang-1992-1820-1427	1427	crow (of hens)	叫(母鸡~)			v.	crow (of hens)
Huang-1992-1820-1428	1428	meow	(-)			v.	meow
Huang-1992-1820-1429	1429	bray	叫(驴~)			v.	bray
Huang-1992-1820-1430	1430	neigh	叫(马~)			v.	neigh
Huang-1992-1820-1431	1431	moo	叫(牛~)			v.	moo
Huang-1992-1820-1432	1432	bark	叫(狗~)	1206	BARKING	v.	bark
Huang-1992-1820-1433	1433	grunt (of pigs)	叫(猪~)			v.	grunt (of pigs)
Huang-1992-1820-1434	1434	baa / bleat	叫(羊~)			v.	baa / bleat
Huang-1992-1820-1435	1435	growl (of wild animals)	叫(老虎~) ((兽)~)	3679	GROWL	v.	growl (of wild animals)
Huang-1992-1820-1436	1436	howl (of wolves) (lit. 'cry')	叫(狼~) (呻吟)	526	HOWL	v.	howl (of wolves) (lit. 'cry')
Huang-1992-1820-1437	1437	called, be / named (lit. = copula)	叫(~名字) (是)	180	CALL BY NAME	v.	called, be / named (lit. = copula)
Huang-1992-1820-1438	1438	lift (the lid)	揭(~盖子)	501	LIFT	v.	lift (the lid)
Huang-1992-1820-1439	1439	bear (fruit)	结(~果子)	3054	BEAR FRUIT	v.	bear (fruit)
Huang-1992-1820-1440	1440	freeze / ice up	结冰	1431	FREEZE	v.	freeze / ice up
Huang-1992-1820-1441	1441	marry (lit. 'drink liquor')	结婚 (举行完婚仪式)	203	MARRY	v.	marry (lit. 'drink liquor')
Huang-1992-1820-1442	1442	borrow (money)	借(~钱)			v.	borrow (money)
Huang-1992-1820-1443	1443	borrow (tools)	借(~工具)	1823	BORROW	v.	borrow (tools)
Huang-1992-1820-1444	1444	soak / steep	浸泡	2069	SOAK (VERB)	v.	soak / steep
Huang-1992-1820-1445	1445	ban / forbid / prohibit	禁止	83	FORBID	v.	ban / forbid / prohibit
Huang-1992-1820-1446	1446	immerse / submerge	浸入	2069	SOAK (VERB)	v.	immerse / submerge
Huang-1992-1820-1447	1447	enter (a house)	进(~屋)	749	ENTER	v.	enter (a house)
Huang-1992-1820-1448	1448	pass / go by	经过			v.	pass / go by
Huang-1992-1820-1449	1449	startle / disturb	惊动	2883	DISTURB	v.	startle / disturb
Huang-1992-1820-1450	1450	startled, be / shy (of animals)	受惊			v.	startled, be / shy (of animals)
Huang-1992-1820-1451	1451	rescue / save	救	2008	RESCUE	v.	rescue / save
Huang-1992-1820-1452	1452	live / reside (lit. 'be at')	居住 (在)	363	DWELL (LIVE, RESIDE)	v.	live / reside (lit. 'be at')||live / reside (lit. 'sit')||live / reside
Huang-1992-1820-1453	1453	raise (the hand)	举(~手)	501	LIFT	v.	raise (the hand)
Huang-1992-1820-1454	1454	saw	锯	3543	SAW (SOMETHING)	v.	saw
Huang-1992-1820-1455	1455	get together, all / assemble	聚齐	3638	ASSEMBLE (GET TOGETHER)	v.	get together, all / assemble
Huang-1992-1820-1456	1456	roll up (cloth)	卷(~布)			v.	roll up (cloth)
Huang-1992-1820-1457	1457	huddle / curl up	蜷缩			v.	huddle / curl up
Huang-1992-1820-1458	1458	dig / excavate	掘	1418	DIG	v.	dig / excavate
Huang-1992-1820-1459	1459	block / obstruct (by a thorn)	卡主 ((被石头)~)			v.	block / obstruct (by a thorn)
Huang-1992-1820-1460	1460	obstruct (cause to) / block	卡主(使~)			v.	obstruct (cause to) / block
Huang-1992-1820-1461	1461	open (a door)	开(~门)			v.	open (a door)
Huang-1992-1820-1462	1462	boiling, be (water)	开(水~了)	792	BOIL (OF LIQUID)	v.	boiling, be (water)
Huang-1992-1820-1463	1463	blossom (of flowers)	开(花~了)			v.	blossom (of flowers)
Huang-1992-1820-1464	1464	start / drive (a car)	开(~车)	741	DRIVE	v.	start / drive (a car)
Huang-1992-1820-1465	1465	start / begin	开始	3447	BEGIN OR START	v.	start / begin
Huang-1992-1820-1466	1466	open up wasteland	开荒			v.	open up wasteland
Huang-1992-1820-1467	1467	chop down (trees)	砍(~树)	355	CUT DOWN	v.	chop down (trees)
Huang-1992-1820-1468	1468	chop / hew	砍(~骨头)	553	HEW	v.	chop / hew
Huang-1992-1820-1469	1469	watch	看	1650	WATCH	v.	watch
Huang-1992-1820-1470	1470	let s.b. see / show	看(给~)	1039	SHOW	v.	let s.b. see / show
Huang-1992-1820-1471	1471	see	看见	1409	SEE	v.	see
Huang-1992-1820-1472	1472	see (a doctor)	看病(病人~)			v.	see (a doctor)
Huang-1992-1820-1473	1473	shoulder	扛			v.	shoulder
Huang-1992-1820-1474	1474	warm oneself by (a fire)	烤(~火)			v.	warm oneself by (a fire)
Huang-1992-1820-1475	1475	rely / depend on	靠	3370	RELY ON	v.	rely / depend on
Huang-1992-1820-1476	1476	kowtow	磕头			v.	kowtow
Huang-1992-1820-1477	1477	cough	咳嗽	879	COUGH	v.	cough
Huang-1992-1820-1478	1478	thirsty, be	渴	847	THIRSTY	v.	thirsty, be
Huang-1992-1820-1479	1479	woodcut	刻 ((木)~)			v.	woodcut
Huang-1992-1820-1480	1480	agree / consent	肯			v.	agree / consent
Huang-1992-1820-1481	1481	gnaw / nibble	啃	2706	GNAW	v.	gnaw / nibble
Huang-1992-1820-1482	1482	dig out with finger	抠			v.	dig out with finger
Huang-1992-1820-1483	1483	buckle / button up	扣(~扣子)			v.	buckle / button up
Huang-1992-1820-1484	1484	idle, be / unoccupied	空闲			v.	idle, be / unoccupied
Huang-1992-1820-1485	1485	cry	哭			v.	cry
Huang-1992-1820-1486	1486	sleepy, be	困(~倦)	3620	SLEEPY	v.	sleepy, be
Huang-1992-1820-1487	1487	pull / tug	拉	1455	PULL	v.	pull / tug
Huang-1992-1820-1488	1488	empty the bowels	拉屎	676	SHIT (DEFECATE)	v.	empty the bowels
Huang-1992-1820-1489	1489	peppery	辣			v.	peppery
Huang-1992-1820-1490	1490	fall (?)	落(遗漏[?])			v.	
Huang-1992-1820-1491	1491	come (imperative)	来 ((将来时))	1446	COME	v.	come (imperative)||come (1sg)||come (future)||come (past)||come
Huang-1992-1820-1492	1492	drag for / dredge up	捞			v.	drag for / dredge up
Huang-1992-1820-1493	1493	old, be	老			v.	old, be
Huang-1992-1820-1494	1494	rein in	勒			v.	rein in
Huang-1992-1820-1495	1495	tired, be / fatigued	累	1757	TIRED	v.	tired, be / fatigued
Huang-1992-1820-1496	1496	connect / join	连接	2862	CONNECT	v.	connect / join
Huang-1992-1820-1497	1497	measure	量	1506	MEASURE	v.	measure
Huang-1992-1820-1498	1498	dry (clothes) in the air	晾(~衣)	1786	DRY UP	v.	dry (clothes) in the air
Huang-1992-1820-1499	1499	chat	聊天	2903	CHAT (WITH SOMEBODY)	v.	chat
Huang-1992-1820-1500	1500	split open / rend (earth, melon, etc.)	裂开 ((地,瓜等)~)	3080	SPLIT OPEN	v.	split open / rend (earth, melon, etc.)
Huang-1992-1820-1501	1501	drench	淋			v.	drench
Huang-1992-1820-1502	1502	flow (of water)	流(水~)	2003	FLOW	v.	flow (of water)
Huang-1992-1820-1503	1503	reserve (seeds)	留(~种)			v.	reserve (seeds)
Huang-1992-1820-1504	1504	deaf, be	聋	996	DEAF	v.	deaf, be
Huang-1992-1820-1505	1505	cuddle / embrace	搂(~在怀里)			v.	cuddle / embrace
Huang-1992-1820-1506	1506	leak (iron pot)	漏(~水) ((石锅)~)	2253	DRIP (EMIT LIQUID)	v.	leak (iron pot)
Huang-1992-1820-1507	1507	s.b.'s turn be	轮到			v.	s.b.'s turn be
Huang-1992-1820-1508	1508	filter / strain	滤	940	STRAIN	v.	filter / strain
Huang-1992-1820-1509	1509	messy, be / in chaos	乱(~了)			v.	messy, be / in chaos
Huang-1992-1820-1510	1510	mess up	弄乱			v.	mess up
Huang-1992-1820-1511	1511	pile / stack up (books, quilts, etc.)	摞 (~(书,被等))			v.	pile / stack up (books, quilts, etc.)
Huang-1992-1820-1512	1512	set (of the sun)	落(太阳~)	160	SET (HEAVENLY BODIES)	v.	set (of the sun)
Huang-1992-1820-1513	1513	numb, be (hand)	麻木 ((手)~)	2216	BECOME NUMB	v.	numb, be (hand)
Huang-1992-1820-1514	1514	scold	骂	299	SCOLD	v.	scold
Huang-1992-1820-1515	1515	bury	埋	1719	BURY	v.	bury
Huang-1992-1820-1516	1516	buy	买	1869	BUY	v.	buy
Huang-1992-1820-1517	1517	sell	卖	1571	SELL	v.	sell
Huang-1992-1820-1518	1518	full, be / filled up	满(~了)			v.	full, be / filled up
Huang-1992-1820-1519	1519	there isn't / aren't	没有 (~(人))	3363	NOT HAVE	v.	there isn't / aren't
Huang-1992-1820-1520	1520	cover up (objects)	蒙盖			v.	cover up (objects)
Huang-1992-1820-1521	1521	cry / chirp (of birds)	鸣(鸟~)			v.	cry / chirp (of birds)
Huang-1992-1820-1522	1522	die out (of fire)	灭(火~)			v.	die out (of fire)
Huang-1992-1820-1523	1523	close (the mouth) lightly	抿着(~嘴)			v.	close (the mouth) lightly
Huang-1992-1820-1524	1524	understand	明白	1536	UNDERSTAND	v.	understand
Huang-1992-1820-1525	1525	stroke / touch	摸	1892	TOUCH	v.	stroke / touch
Huang-1992-1820-1526	1526	whet (a knife)	磨(~刀)			v.	whet (a knife)
Huang-1992-1820-1527	1527	grind (flour)	磨(~面)	1033	GRIND	v.	grind (flour)
Huang-1992-1820-1528	1528	take / hold / get	拿	2104	HOLD OR TAKE	v.	take / hold / get
Huang-1992-1820-1529	1529	taken hold of, have / gotten	拿到			v.	taken hold of, have / gotten
Huang-1992-1820-1530	1530	scratch (an itch)	挠(~痒)	1436	SCRATCH	v.	scratch (an itch)
Huang-1992-1820-1531	1531	can	能够	972	BE ABLE	v.	can
Huang-1992-1820-1532	1532	shrivel up / wither	蔫(花~)			v.	shrivel up / wither
Huang-1992-1820-1533	1533	twist (a towel)	拧(~毛巾)	430	TWIST	v.	twist (a towel)
Huang-1992-1820-1534	1534	solidify / congeal	凝固	2395	CONGEAL (BLOOD)	v.	solidify / congeal
Huang-1992-1820-1535	1535	throw up / vomit	呕吐	1278	VOMIT	v.	throw up / vomit
Huang-1992-1820-1536	1536	crawl (of people)	爬(人~)	96	CRAWL	v.	crawl (of people)
Huang-1992-1820-1537	1537	crawl (of insects)	爬(虫子~)			v.	crawl (of insects)
Huang-1992-1820-1538	1538	climb (a mountain)	爬(~山)	1102	CLIMB	v.	climb (a mountain)
Huang-1992-1820-1539	1539	climb up (a tree)	爬(~树)			v.	climb up (a tree)
Huang-1992-1820-1540	1540	strike (the table)	拍(~桌子)	2133	STRIKE OR BEAT	v.	strike (the table)
Huang-1992-1820-1541	1541	line up	排(~队)			v.	line up
Huang-1992-1820-1542	1542	send / dispatch (a person)	派(~人)			v.	send / dispatch (a person)
Huang-1992-1820-1543	1543	circle / hover / wheel	盘旋			v.	circle / hover / wheel
Huang-1992-1820-1544	1544	run	跑	1519	RUN	v.	run
Huang-1992-1820-1545	1545	pickle (vegetables)	泡(~菜) (~(菜))			v.	pickle (vegetables)
Huang-1992-1820-1546	1546	compensate	赔偿			v.	compensate
Huang-1992-1820-1547	1547	sustain losses (in business)	赔(~本)			v.	sustain losses (in business)
Huang-1992-1820-1548	1548	wear / bear	佩带			v.	wear / bear
Huang-1992-1820-1549	1549	expand / swell	膨胀			v.	expand / swell
