ID	NUMBER	ENGLISH	CHINESE	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS	TBL_ENGLISH
Huang-1992-1820-303	303	animal / beast (carnivore)	野兽	958	WILD ANIMAL	n	animal / beast (carnivore)
Huang-1992-1820-304	304	tiger	老虎	846	TIGER	n	tiger
Huang-1992-1820-305	305	lion	狮子	1386	LION	n	lion
Huang-1992-1820-306	306	dragon (water) (note:+water)	龙 ((水中的)~)	2038	DRAGON	n	dragon (water) (note:+water)
Huang-1992-1820-307	307	claw / talon	爪子	72	CLAW	n	claw / talon
Huang-1992-1820-308	308	monkey	猴子	1350	MONKEY	n	monkey
Huang-1992-1820-309	309	elephant	象	1290	ELEPHANT	n	elephant
Huang-1992-1820-310	310	leopard / panther	豹子	1139	LEOPARD	n	leopard / panther
Huang-1992-1820-311	311	bear	熊	1820	BEAR	n	bear
Huang-1992-1820-312	312	boar (wild)	野猪	3154	WILD BOAR	n	boar (wild)
Huang-1992-1820-313	313	deer (female) (note:+male)	鹿 (公~)	1936	DEER	n	deer (female) (note:+male)
Huang-1992-1820-314	314	muntjac / deer (barking)	麂子	3152	MUNTJACS	n	muntjac / deer (barking)
Huang-1992-1820-315	315	deer (river) (male) (note:+female)	獐子 (母~)			n	deer (river) (male) (note:+female)
Huang-1992-1820-316	316	musk	麝香			n	musk
Huang-1992-1820-317	317	otter	水獭	15	OTTER	n	otter
Huang-1992-1820-318	318	porcupine	豪猪	2510	PORCUPINE	n	porcupine
Huang-1992-1820-319	319	hedgehog	刺猬	1797	HEDGEHOG	n	hedgehog
Huang-1992-1820-320	320	mouse	老鼠	1491	MOUSE	n	mouse
Huang-1992-1820-321	321	squirrel	松鼠	1628	SQUIRREL	n	squirrel
Huang-1992-1820-322	322	weasel (yellow)	黄鼠狼	3384	WEASEL	n	weasel (yellow)
Huang-1992-1820-323	323	jackal	豺	3313	JACKAL	n	jackal
Huang-1992-1820-324	324	wolf	狼	522	WOLF	n	wolf
Huang-1992-1820-325	325	fox	狐狸	1312	FOX	n	fox
Huang-1992-1820-326	326	bird	鸟	937	BIRD	n	bird
Huang-1992-1820-327	327	nest (bird)	鸟窝	3549	BIRD NEST	n	nest (bird)
Huang-1992-1820-328	328	kite (black-eared) / hawk	老鹰	307	HAWK	n	kite (black-eared) / hawk
Huang-1992-1820-329	329	sparrow hawk	鹞子			n	sparrow hawk
Huang-1992-1820-330	330	eagle / vulture	雕	1905	EAGLE	n	eagle / vulture
Huang-1992-1820-331	331	vulture (cinereous)	秃鹫	1185	VULTURE	n	vulture (cinereous)
Huang-1992-1820-332	332	owl	猫头鹰	735	OWL	n	owl
Huang-1992-1820-333	333	swallow	燕子	3077	SWALLOW (BIRD)	n	swallow
Huang-1992-1820-334	334	goose (wild)	大雁	2776	WILD GOOSE	n	goose (wild)
Huang-1992-1820-335	335	crane	白鹤	1830	CRANE	n	crane
Huang-1992-1820-336	336	sparrow	麻雀	1854	SPARROW	n	sparrow
Huang-1992-1820-337	337	bat	蝙蝠	1793	BAT	n	bat
Huang-1992-1820-338	338	magpie	喜鹊	2039	MAGPIE	n	magpie
Huang-1992-1820-339	339	crow	乌鸦	913	CROW	n	crow
Huang-1992-1820-340	340	pheasant	野鸡	3060	PHEASANT	n	pheasant
Huang-1992-1820-341	341	parrot	鹦鹉	882	PARROT	n	parrot
Huang-1992-1820-342	342	turtledove	斑鸠			n	turtledove
Huang-1992-1820-343	343	woodpecker	啄木鸟	2447	WOODPECKER	n	woodpecker
Huang-1992-1820-344	344	cuckoo	布谷鸟	2934	CUCKOO	n	cuckoo
Huang-1992-1820-345	345	peacock	孔雀	3382	PEACOCK	n	peacock
Huang-1992-1820-346	346	tortoise	乌龟	895	TORTOISE	n	tortoise
Huang-1992-1820-347	347	snake	蛇	730	SNAKE	n	snake
Huang-1992-1820-348	348	lizard	四脚蛇	632	LIZARD	n	lizard
Huang-1992-1820-349	349	frog	青蛙	503	FROG	n	frog
Huang-1992-1820-350	350	tadpole	蝌蚪			n	tadpole
Huang-1992-1820-351	351	fish	鱼	227	FISH	n	fish
Huang-1992-1820-352	352	scale	鳞	266	SCALE	n	scale
Huang-1992-1820-353	353	insect / worm (flying) (note:+flying)	虫 (飞~)	620	INSECT	n	insect / worm (flying) (note:+flying)
Huang-1992-1820-354	354	bedbug	臭虫	1949	BEDBUG	n	bedbug
Huang-1992-1820-355	355	flea	跳蚤	232	FLEA	n	flea
Huang-1992-1820-356	356	louse	虱	1392	LOUSE	n	louse
Huang-1992-1820-357	357	nit	虮子	267	NIT	n	nit
Huang-1992-1820-358	358	fly	苍蝇	1504	FLY (INSECT)	n	fly
Huang-1992-1820-359	359	maggot (meat) (note:+meat)	蛆 (肉~)			n	maggot (meat) (note:+meat)
Huang-1992-1820-360	360	mosquito (relatively small) (note:+larger)	蚊子 ((较大的)~)	1509	MOSQUITO	n	mosquito||mosquito (relatively small)||mosquito (relatively large)
Huang-1992-1820-361	361	spider	蜘蛛	843	SPIDER	n	spider
Huang-1992-1820-362	362	centipede	蜈蚣	1974	CENTIPEDE	n	centipede
Huang-1992-1820-363	363	earthworm	蚯蚓	2350	EARTHWORM	n	earthworm
Huang-1992-1820-364	364	leech	蚂蟥	2273	LEECH	n	leech
Huang-1992-1820-365	365	ant	蚂蚁	587	ANT	n	ant
Huang-1992-1820-366	366	silkworm	蚕	2351	SILKWORM	n	silkworm
Huang-1992-1820-367	367	bee	蜜蜂	665	BEE	n	bee
Huang-1992-1820-368	368	locust	蝗虫(蚂蚱)	810	LOCUST	n	locust
Huang-1992-1820-369	369	dragonfly	蜻蜓	2352	DRAGONFLY	n	dragonfly
Huang-1992-1820-370	370	butterfly	蝴蝶	1791	BUTTERFLY	n	butterfly
Huang-1992-1820-371	371	snail	蜗牛	1543	SNAIL	n	snail
Huang-1992-1820-372	372	tree	树	906	TREE	n	tree
Huang-1992-1820-373	373	trunk	树干	344	TREE TRUNK	n	trunk
Huang-1992-1820-374	374	branch / twig	树枝	1531	BRANCH	n	branch / twig
Huang-1992-1820-375	375	root	根	670	ROOT	n	root
Huang-1992-1820-376	376	leaf	叶子	628	LEAF	n	leaf
Huang-1992-1820-377	377	flower	花	239	FLOWER	n	flower
Huang-1992-1820-378	378	fruit (lit. 'pear peach apricot') (note:plum-peach-apricot)	水果 (梨桃杏)	1507	FRUIT	n	fruit||fruit (lit. 'pear peach apricot')
Huang-1992-1820-379	379	pit / stone	核儿	1762	STONE (OF FRUIT)	n	pit / stone
Huang-1992-1820-380	380	sprout / shoot	芽儿	3358	SPROUT (SHOOT)	n	sprout / shoot
Huang-1992-1820-381	381	bud	蓓蕾	1684	BUD	n	bud
Huang-1992-1820-382	382	willow	柳树	818	WILLOW	n	willow
Huang-1992-1820-383	383	poplar	杨树	821	POPLAR	n	poplar
Huang-1992-1820-384	384	fir (China) (mid-elevation 'hanging' fir)	(-)	1915	FIR	n	fir (China) (mid-elevation 'hanging' fir)
Huang-1992-1820-385	385	pine (said by youth) (note:+elderly{speech})	松树 ((老人语))	1740	PINE	n	pine (said by youth) (note:+elderly{speech})
Huang-1992-1820-386	386	cypress (big)	柏樹	3243	CYPRESS	n	cypress (big)
Huang-1992-1820-387	387	resin / colophony (of a qiang1 pine tree) (note:+qiang_pine)	松香 ((椌松树上的)~)	664	RESIN	n	resin / colophony (of a qiang1 pine tree) (note:+qiang_pine)
Huang-1992-1820-388	388	torches (pine)	松明			n	torches (pine)
Huang-1992-1820-389	389	bamboo (thick, coarse) (note:+thick)	竹子 (粗~)	1927	BAMBOO	n	bamboo (thin, fine)||bamboo (thick, coarse)||bamboo
Huang-1992-1820-390	390	cane / vine (tendrilled) (note:+bamboo)	藤子 (藤竹)	2497	RATTAN	n	cane / vine (tendrilled) (note:+bamboo)
Huang-1992-1820-391	391	thorn / splinter	刺儿	124	THORN	n	thorn / splinter
Huang-1992-1820-392	392	peach	桃子	2043	PEACH	n	peach
Huang-1992-1820-393	393	pear (flat: Ch. 'bian3 li2') (note:+small +yellow)	梨 ((小黄)~)	922	PEAR	n	pear (flat: Ch. 'bian3 li2') (note:+small +yellow)
Huang-1992-1820-394	394	tangerine	桔子	2367	MANDARINE	n	tangerine
Huang-1992-1820-395	395	persimmon	柿子	2044	PERSIMMON	n	persimmon
Huang-1992-1820-396	396	grape	葡萄	920	GRAPE	n	grape
Huang-1992-1820-397	397	chestnut (Chinese)	板栗	2318	CHESTNUT	n	chestnut (Chinese)
Huang-1992-1820-398	398	banana (plantain)	芭蕉	399	PLANTAIN	n	banana (plantain)
Huang-1992-1820-399	399	sugarcane	甘蔗	146	SUGAR CANE	n	sugarcane
Huang-1992-1820-400	400	walnut	核桃	2042	WALNUT	n	walnut
Huang-1992-1820-401	401	crops	庄稼	3081	CROPS	n	crops
Huang-1992-1820-402	402	foodstuff / grain	粮食	605	GRAIN	n	foodstuff / grain
Huang-1992-1820-403	403	rice (paddy)	水稻	3390	WILD RICE	n	rice (paddy)
Huang-1992-1820-404	404	rice (glutinous)	糯米	2750	GLUTINOUS RICE	n	rice (glutinous)
Huang-1992-1820-405	405	seed	种子	714	SEED	n	seed
Huang-1992-1820-406	406	seedling (rice)	秧	3050	SEEDLING	n	seedling (rice)
Huang-1992-1820-407	407	ear / spike	穗[?]	1249	SPIKE	n	ear / spike
Huang-1992-1820-408	408	straw (rice)	稻草	3391	RICE STRAW	n	straw (rice)
Huang-1992-1820-409	409	rice (unhusked)	谷粒	2749	UNHUSKED RICE	n	rice (unhusked)
Huang-1992-1820-410	410	wheat	小麦	1077	WHEAT	n	wheat
Huang-1992-1820-411	411	barley	大麦	932	BARLEY	n	barley
Huang-1992-1820-412	412	barley (highland)	青稞	3079	HIGHLAND BARLEY	n	barley (highland)
Huang-1992-1820-413	413	buckwheat	荞麦	2040	BUCKWHEAT	n	buckwheat
Huang-1992-1820-414	414	straw (wheat)	麦秸	2299	STRAW	n	straw (wheat)
Huang-1992-1820-415	415	awn of wheat	麦芒			n	awn of wheat
Huang-1992-1820-416	416	maize / corn	玉米	506	MAIZE	n	maize / corn
Huang-1992-1820-417	417	millet	小米	931	MILLET	n	millet
Huang-1992-1820-418	418	cotton	棉花	1850	COTTON	n	cotton
Huang-1992-1820-419	419	hemp	麻	2041	HEMP	n	hemp
Huang-1992-1820-420	420	vegetable	蔬菜	924	VEGETABLES	n	vegetable
Huang-1992-1820-421	421	radish	萝卜	2365	RADISH	n	radish
Huang-1992-1820-422	422	pepper (hot) / chili	辣椒	919	CHILI PEPPER	n	pepper (hot) / chili
Huang-1992-1820-423	423	onion / scallion	葱	2366	ONION	n	onion / scallion
Huang-1992-1820-424	424	garlic	蒜	2368	GARLIC	n	garlic
Huang-1992-1820-425	425	ginger	姜	2500	GINGER	n	ginger
Huang-1992-1820-426	426	potato	马铃薯	593	POTATO	n	potato
Huang-1992-1820-427	427	melon / gourd	瓜	411	GOURD	n	melon / gourd
Huang-1992-1820-428	428	pumpkin	南瓜	864	PUMPKIN	n	pumpkin
Huang-1992-1820-429	429	cucumber	黄瓜	496	CUCUMBER	n	cucumber
Huang-1992-1820-430	430	pea / bean	豆	2574	BEAN OR PEA	n	pea / bean
Huang-1992-1820-431	431	soya bean	黄豆	2028	SOYA BEAN	n	soya bean
Huang-1992-1820-432	432	bean (broad)	蚕豆	3820	BROAD BEAN	n	bean (broad)
Huang-1992-1820-433	433	pea	豌豆	2025	PEA	n	pea
Huang-1992-1820-434	434	peanut	花生	2364	PEANUT	n	peanut
Huang-1992-1820-435	435	sesame	芝麻	2797	SESAME	n	sesame
Huang-1992-1820-436	436	grass (not eaten by draught animals) (note:+small)	草 (小~)	606	GRASS	n	grass (not eaten by draught animals)||grass (eaten by draught animals)||grass (long-stemmed)||grass (small)||grass
Huang-1992-1820-437	437	mushroom	蘑菇	641	MUSHROOM	n	mushroom
Huang-1992-1820-438	438	fungus (edible) (lit. 'mouse's ear') (note:old-person ear)	木耳 (老人耳朵)	3392	MUER (FUNGUS)	n	fungus (edible) (lit. 'mouse's ear') (note:old-person ear)
Huang-1992-1820-439	439	rice	米	926	RICE	n	rice
Huang-1992-1820-440	440	cooked rice	饭 ((早晚)~)	1191	COOKED RICE	n	meal (note:meal)
Huang-1992-1820-441	441	gruel / porridge	粥(稀饭)	2049	CONGEE	n	gruel / porridge
Huang-1992-1820-442	442	flour	面粉	1594	FLOUR	n	flour
Huang-1992-1820-443	443	meat	肉	634	MEAT	n	meat
Huang-1992-1820-444	444	meat (lean)	瘦肉	3393	LEAN MEAT	n	meat (lean)
Huang-1992-1820-445	445	oil (animal) (lard)	脂肪油 (熟的大油)	2551	ORGANIC FAT OR OIL	n	oil (animal) (lard)
Huang-1992-1820-446	446	oil (vegetable)	清油	2555	OIL (FROM PLANTS)	n	oil (vegetable)
Huang-1992-1820-447	447	butter	酥油(黄油)	1245	BUTTER	n	butter
Huang-1992-1820-448	448	seed of Chinese prickly ash	花椒	3395	SICHUAN PEPPER	n	seed of Chinese prickly ash
Huang-1992-1820-449	449	sugar	糖	862	SUGAR	n	sugar
Huang-1992-1820-450	450	egg	蛋(鸡~)	744	EGG	n	egg
Huang-1992-1820-451	451	soup (vegetable) (note:+vegetable)	汤 (菜~)	1547	SOUP	n	soup (vegetable) (note:+vegetable)
Huang-1992-1820-452	452	alcoholic beverage (sorghum / maize) (note:+highland_barley)	酒 (青稞~)	404	ALCOHOL (FERMENTED DRINK)	n	alcoholic beverage (sorghum / maize) (note:+highland_barley)
Huang-1992-1820-453	453	water (boiled)	开水	3362	BOILED WATER	n	water (boiled)
Huang-1992-1820-454	454	tea	茶	1373	TEA	n	tea
Huang-1992-1820-455	455	cigarette / tobacco	烟(吸的~)	969	CIGARETTE	n	cigarette / tobacco
Huang-1992-1820-456	456	medicine	药	1372	MEDICINE	n	medicine
Huang-1992-1820-457	457	chaff / bran	糠	2362	BRAN	n	chaff / bran
Huang-1992-1820-458	458	wheat bran	麦麸	2363	CHAFF (HUSK)	n	wheat bran
Huang-1992-1820-459	459	feed (pig) / pigwash	猪食			n	feed (pig) / pigwash
Huang-1992-1820-460	460	fodder / feed (horse)	马料			n	fodder / feed (horse)
Huang-1992-1820-461	461	thread	线	1161	THREAD	n	thread
Huang-1992-1820-462	462	cloth	布	1616	CLOTH	n	cloth
Huang-1992-1820-463	463	silk thread (note:+thread)	丝 (~线)			n	silk thread (note:+thread)
Huang-1992-1820-464	464	fabric (silk)	绸子	1641	SILK	n	fabric (silk)
Huang-1992-1820-465	465	fabric (satin)	缎子			n	fabric (satin)
Huang-1992-1820-466	466	cloth (woollen) (tweed native to area) (note:+homespun)	呢子 (本地粗呢)			n	cloth (woollen) (tweed native to area) (note:+homespun)
Huang-1992-1820-467	467	clothing / garment	衣服	1895	CLOTHES	n	clothing / garment
Huang-1992-1820-468	468	collar	衣领	2012	COLLAR	n	collar
Huang-1992-1820-469	469	sleeve	衣袖	2953	SLEEVE	n	sleeve
Huang-1992-1820-470	470	button	扣子	757	BUTTON	n	button
Huang-1992-1820-471	471	pants / trousers (female's) (note:+male)	裤子 (男裤)	809	TROUSERS	n	pants / trousers (female's) (note:+male)
Huang-1992-1820-472	472	apron (note:apron)	裙子 (围裙)	2046	APRON	n	apron (note:apron)
Huang-1992-1820-473	473	cloth (colorful, worn on the head)	头帕			n	cloth (colorful, worn on the head)
Huang-1992-1820-474	474	head-cloth / turban	包头	331	HEADDRESS	n	head-cloth / turban
Huang-1992-1820-475	475	hat (men's) (note:+male)	帽子 (男帽)	771	HAT	n	hat (men's) (note:+male)
Huang-1992-1820-476	476	belt / girdle (soft) (note:+hard)	腰带 ((硬的)~)	772	BELT	n	belt / girdle (soft) (note:+hard)
Huang-1992-1820-477	477	puttee	裹腿			n	puttee
Huang-1992-1820-478	478	sock / stocking	袜子	1522	SOCK	n	sock / stocking
Huang-1992-1820-479	479	shoe	鞋	1381	SHOE	n	shoe
Huang-1992-1820-480	480	boot	靴子	585	BOOT	n	boot
Huang-1992-1820-481	481	comb	梳子	1475	COMB	n	comb
Huang-1992-1820-482	482	treasured object / treasure	宝贝			n	treasured object / treasure
Huang-1992-1820-483	483	coral	珊瑚	3179	CORAL ROCK	n	coral
Huang-1992-1820-484	484	earrings (small) (note:+large)	耳环 (大~)	770	EARRING	n	earrings (small) (note:+large)
Huang-1992-1820-485	485	necklace / necklet (male's) (note:+male)	项圈 ((男用)~)	1961	NECKLACE	n	necklace / necklet (male's) (note:+male)
Huang-1992-1820-486	486	ring	戒指	1374	RING	n	ring
Huang-1992-1820-487	487	bracelet	手镯	1754	BRACELET	n	bracelet
Huang-1992-1820-488	488	blanket (felt)	毡子	806	BLANKET	n	blanket (felt)
Huang-1992-1820-489	489	cloth (Tibetan, woollen)	氆氇			n	cloth (Tibetan, woollen)
Huang-1992-1820-490	490	pillow	枕头	1044	PILLOW	n	pillow
Huang-1992-1820-491	491	mat (woven bamboo) (note:+straw)	席子 (草~)	195	MAT	n	mat (woven bamboo) (note:+straw)
Huang-1992-1820-492	492	pad / cushion	垫子			n	pad / cushion
Huang-1992-1820-493	493	cape (for rain, of straw or palm bark)	蓑衣	3540	STRAW RAINCOAT	n	cape (for rain, of straw or palm bark)
Huang-1992-1820-494	494	house	房子	1252	HOUSE	n	house
Huang-1992-1820-495	495	roof	房顶	769	ROOF	n	roof
Huang-1992-1820-496	496	eaves	房檐			n	eaves
Huang-1992-1820-497	497	foundation	地基			n	foundation
Huang-1992-1820-498	498	kitchen	厨房	1365	KITCHEN	n	kitchen
Huang-1992-1820-499	499	building	楼房	3396	BUILDING	n	building
Huang-1992-1820-500	500	upstairs	楼上			n	upstairs
Huang-1992-1820-501	501	downstairs	楼下			n	downstairs
Huang-1992-1820-502	502	warehouse / storehouse	仓库	3399	WAREHOUSE	n	warehouse / storehouse
Huang-1992-1820-503	503	shed (cow) / fence (ox)	牛圈	3400	COWSHED	n	shed (cow) / fence (ox)
Huang-1992-1820-504	504	pigsty / pen (hog)	猪圈	3369	PIGSTY	n	pigsty / pen (hog)
Huang-1992-1820-505	505	stable / fence (horse)	马圈	3403	HORSE BARN	n	stable / fence (horse)
Huang-1992-1820-506	506	sheepfold / pen (sheep)	羊圈	3402	SHEEPFOLD	n	sheepfold / pen (sheep)
Huang-1992-1820-507	507	pen (chicken)	鸡圈	3401	HENHOUSE	n	pen (chicken)
Huang-1992-1820-508	508	brick	砖	1006	BRICK	n	brick
Huang-1992-1820-509	509	tile	瓦	3404	TILE	n	tile
Huang-1992-1820-510	510	wall (earthen, cob wall)	墙	933	WALL (OF HOUSE)	n	wall (earthen, cob wall)
Huang-1992-1820-511	511	wood / log	木头	1803	WOOD	n	wood / log
Huang-1992-1820-512	512	plank / board (coffin) (note:+small)	木板 (小~)	1227	BOARD	n	plank / board (coffin) (note:+small)
Huang-1992-1820-513	513	pillar / column	柱子	2045	COLUMN	n	pillar / column
Huang-1992-1820-514	514	door	门	1567	DOOR	n	door
Huang-1992-1820-515	515	threshold	门坎	1727	THRESHOLD	n	threshold
Huang-1992-1820-516	516	door (front) / door (entrance)	大门			n	door (front) / door (entrance)
Huang-1992-1820-517	517	window	窗子	1375	WINDOW	n	window
Huang-1992-1820-518	518	beam (of building)	梁	1132	BEAM	n	beam (of building)
Huang-1992-1820-519	519	rafter (of building)	椽子	829	RAFTER	n	rafter (of building)
Huang-1992-1820-520	520	flight of steps	台阶	1158	STEP	n	flight of steps
Huang-1992-1820-521	521	fence (bamboo / twig)	篱笆	1690	FENCE	n	fence (bamboo / twig)
Huang-1992-1820-522	522	garden (plot)	园子	586	GARDEN	n	garden (plot)
Huang-1992-1820-523	523	thing	东西	738	THING	n	thing
Huang-1992-1820-524	524	table (word used by elderly) (note:younger{language})	桌子 ((青年语))	1775	TABLE	n	table (word used by elderly) (note:younger{language})
Huang-1992-1820-525	525	stool / bench	凳子	2584	BENCH	n	stool / bench
Huang-1992-1820-526	526	bed	床	1663	BED	n	bed
Huang-1992-1820-527	527	chest / box / trunk	箱子	3150	BOX OR CHEST	n	chest / box / trunk
Huang-1992-1820-528	528	cupboard / cabinet	柜子	3357	CUPBOARD	n	cupboard / cabinet
Huang-1992-1820-529	529	box / case	盒子	1465	BOX	n	box / case
Huang-1992-1820-530	530	soap	肥皂	788	SOAP	n	soap
Huang-1992-1820-531	531	mirror	镜子	1171	MIRROR	n	mirror
Huang-1992-1820-532	532	broom	扫帚	245	BROOM	n	broom
Huang-1992-1820-533	533	light / lamp	灯	625	LAMP	n	light / lamp
Huang-1992-1820-534	534	firewood	柴	10	FIREWOOD	n	firewood
Huang-1992-1820-535	535	charcoal (live)	火炭(燃着的炭)			n	charcoal (live)
Huang-1992-1820-536	536	flint	火石			n	flint
Huang-1992-1820-537	537	tinder	火绒			n	tinder
Huang-1992-1820-538	538	steel (for flint)	火镰	2343	STEEL	n	steel (for flint)
Huang-1992-1820-539	539	match	火柴	1133	MATCH	n	match
Huang-1992-1820-540	540	torch	火把	1919	TORCH	n	torch
Huang-1992-1820-541	541	joss stick / incense	香(烧的~)	3356	INCENSE	n	joss stick / incense
Huang-1992-1820-542	542	garbage / rubbish	垃圾	909	GARBAGE	n	garbage / rubbish
Huang-1992-1820-543	543	dye (stuff)	染料			n	dye (stuff)
Huang-1992-1820-544	544	stove (cooking) / range (kitchen)	灶	859	STOVE	n	stove (cooking) / range (kitchen)
Huang-1992-1820-545	545	wok (large, iron) / pan	铁锅	31	PAN	n	wok (large, iron) / pan
Huang-1992-1820-546	546	wok (frying)	炒菜锅	2056	WOK	n	wok (frying)
Huang-1992-1820-547	547	lid / cover	盖子	2319	LID (COVER, CAP)	n	lid / cover
Huang-1992-1820-548	548	steamer (rice) (note:+bottle)	蒸笼 (瓶子)	3431	RICE STEAMER	n	steamer (rice) (note:+bottle)
Huang-1992-1820-549	549	knife (long) (note:+long)	刀 (长~)	1352	KNIFE	n	knife (long) (note:+long)
Huang-1992-1820-550	550	handle (specifically of a knife) (note:+knife)	把儿(刀~) (刀~)	1254	HANDLE	n	handle (specifically of a knife) (note:+knife)
Huang-1992-1820-551	551	ladle (bamboo) (note:+iron)	勺子 (铁~)	2657	LADLE	n	ladle (bamboo) (note:+iron)
Huang-1992-1820-552	552	spoon	匙(调羹)	1378	SPOON	n	spoon
Huang-1992-1820-553	553	bowl (tea) (note:+tea)	碗 (茶~)			n	bowl (tea) (note:+tea)
Huang-1992-1820-554	554	plate / dish	盘子	480	PLATE	n	plate / dish
Huang-1992-1820-555	555	chopsticks (term used by old people) (note:younger{language})	筷子 ((青年语))	1987	CHOPSTICKS	n	chopsticks (term used by old people) (note:younger{language})
Huang-1992-1820-556	556	bottle	瓶子	1321	BOTTLE	n	bottle
Huang-1992-1820-557	557	pot / jar / tin	罐子	3765	STORING POT	n	pot / jar / tin
Huang-1992-1820-558	558	jar (earthen)	坛子	3409	EARTHEN JUG	n	jar (earthen)
Huang-1992-1820-559	559	kettle / pot (glossy porcelain)	壶 ((一般的)~)	854	KETTLE	n	kettle / pot (glossy porcelain)
Huang-1992-1820-560	560	vat / jar	缸	270	JUG	n	vat / jar
Huang-1992-1820-561	561	bucket	水桶	2052	BUCKET	n	bucket
Huang-1992-1820-562	562	tray (wooden)	木盆	2629	TRAY	n	tray (wooden)
Huang-1992-1820-563	563	hoop / band	箍儿			n	hoop / band
Huang-1992-1820-564	564	ladle (gourd) / dipper (calabash) (note:+copper)	瓢 (铜~)			n	ladle (gourd) / dipper (calabash) (note:+copper)
Huang-1992-1820-565	565	trivet	三脚架	2607	TRIPOD	n	trivet
Huang-1992-1820-566	566	tongs (fire)	火钳	272	TONGS	n	tongs (fire)
Huang-1992-1820-567	567	tube (sheepskin pantsleg) for blowing on a fire	吹火筒 (羊皮风装)			n	tube (sheepskin pantsleg) for blowing on a fire
Huang-1992-1820-568	568	section of bamboo used as container (for water) (note:+water)	竹筒 ((装水用的)~)			n	section of bamboo used as container (for water) (note:+water)
Huang-1992-1820-569	569	piece of cloth with straps for carrying a toddler	背带(背小孩用)			n	piece of cloth with straps for carrying a toddler
Huang-1992-1820-570	570	steelyard / scales (small) (note:+small)	秤 (小~)	2687	STEELYARD (BALANCE)	n	steelyard / scales (small) (note:+small)
Huang-1992-1820-571	571	container for measuring grain (=1 decaliter)	斗			n	container for measuring grain (=1 decaliter)
Huang-1992-1820-572	572	container (measuring, 1-liter-volume)	升			n	container (measuring, 1-liter-volume)
Huang-1992-1820-573	573	money (lit. 'conch shell') (note:shells)	钱(货币) (贝壳)	1559	MONEY	n	money (lit. 'conch shell') (note:shells)
Huang-1992-1820-574	574	capital / principal	本钱			n	capital / principal
Huang-1992-1820-575	575	goods / merchandise	货物	3406	MERCHANDISE	n	goods / merchandise
Huang-1992-1820-576	576	interest (financial)	利息	2062	INTEREST	n	interest (financial)
Huang-1992-1820-577	577	ruler (measure)	尺子	3405	RULER	n	ruler (measure)
Huang-1992-1820-578	578	needle	针	1382	NEEDLE (FOR SEWING)	n	needle
Huang-1992-1820-579	579	awl	锥子	278	AWL	n	awl
Huang-1992-1820-580	580	nail / tack	钉子	502	NAIL (TOOL)	n	nail / tack
Huang-1992-1820-581	581	scissors	剪子	356	SHEARS	n	scissors
Huang-1992-1820-582	582	ladder	梯子	1464	LADDER	n	ladder
Huang-1992-1820-583	583	umbrella (lit. 'cloth hat') (note:cloth hat)	伞 (布帽子)	3105	UMBRELLA	n	umbrella (lit. 'cloth hat') (note:cloth hat)
Huang-1992-1820-584	584	lock	锁	1596	LOCK	n	lock
Huang-1992-1820-585	585	key	钥匙	1472	KEY	n	key
Huang-1992-1820-586	586	rod / stick	棍子	1295	STICK	n	rod / stick
Huang-1992-1820-587	587	wheel	轮子	710	WHEEL	n	wheel
Huang-1992-1820-588	588	saddle	马鞍	3065	SADDLE	n	saddle
Huang-1992-1820-589	589	halter / bridle	马笼头			n	halter / bridle
Huang-1992-1820-590	590	bellyband	马肚带			n	bellyband
Huang-1992-1820-591	591	bit (for horse)	马嚼子			n	bit (for horse)
Huang-1992-1820-592	592	stirrup	马蹬子			n	stirrup
Huang-1992-1820-593	593	horseshoe	马掌			n	horseshoe
Huang-1992-1820-594	594	manger	马槽			n	manger
Huang-1992-1820-595	595	crupper-strap	后鞦			n	crupper-strap
Huang-1992-1820-596	596	reins	缰绳			n	reins
Huang-1992-1820-597	597	whip (for urging a cow) (note:+horse)	鞭子 ((赶马用的)~)	2630	WHIP	n	whip (for urging a cow) (note:+horse)
Huang-1992-1820-598	598	rack (pack)	驮架			n	rack (pack)
Huang-1992-1820-599	599	yoke	牛轭	14	YOKE	n	yoke
Huang-1992-1820-600	600	ring in cow's nose used to lead it about	牛鼻圈			n	ring in cow's nose used to lead it about
Huang-1992-1820-601	601	string (oxhide) (thin / fine) (note:+thick)	牛皮绳 (粗~)			n	string (oxhide) (thin / fine) (note:+thick)
Huang-1992-1820-602	602	boat / ship (wooden) (note:+wooden)	船 (木船)	1844	BOAT	n	boat / ship (wooden) (note:+wooden)
Huang-1992-1820-603	603	raft	木筏	1664	RAFT	n	raft
Huang-1992-1820-604	604	tool	工具	1361	TOOL	n	tool
Huang-1992-1820-605	605	axe	斧头	677	AXE	n	axe
Huang-1992-1820-606	606	hammer	锤子	1481	HAMMER	n	hammer
Huang-1992-1820-607	607	chisel (round) (note:+round)	凿子 (园~)	1979	CHISEL	n	chisel (round) (note:+round)
Huang-1992-1820-608	608	saw	锯子	1948	SAW	n	saw
Huang-1992-1820-609	609	drill / auger	钻子	3423	DRILL	n	drill / auger
Huang-1992-1820-610	610	file (tool)	锉	3407	FILE (TOOL)	n	file (tool)
Huang-1992-1820-611	611	plane (tool)	刨子	3408	PLANE (TOOL)	n	plane (tool)
Huang-1992-1820-612	612	marker (ink, carpenter's)	墨斗			n	marker (ink, carpenter's)
