ID	NUMBER	SRCID	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	COMMENT
Nagano-2013-1256-449	449	823	peel (vt)	275	PEEL	
Nagano-2013-1256-450	450	825	knit (vt)	2905	KNIT	
Nagano-2013-1256-451	451	826	twist a rope (v)			
Nagano-2013-1256-452	452	828	spin (vt)	121	SPIN	
Nagano-2013-1256-453	453	830	weave (vt)	133	WEAVE	
Nagano-2013-1256-454	454	833	go (vi)	695	GO	
Nagano-2013-1256-455	455	835	come (vi)	1446	COME	
Nagano-2013-1256-456	456	837	remain (vi)	987	REMAIN	
Nagano-2013-1256-457	457	839	get out (vi)			
Nagano-2013-1256-458	458	841	enter (v)	749	ENTER	
Nagano-2013-1256-459	459	843	turn (vi)	1444	TURN AROUND	
Nagano-2013-1256-460	460	844	twisted			
Nagano-2013-1256-461	461	846	turn around (vi)	1444	TURN AROUND	
Nagano-2013-1256-462	462	847	turn around (vt)	1445	TURN (SOMETHING)	
Nagano-2013-1256-463	463	849	get lost (vi)	423	GET LOST	
Nagano-2013-1256-464	464	851	arrive (vi)	1387	ARRIVE	
Nagano-2013-1256-465	465	852	reach (v)			
Nagano-2013-1256-466	466	854	stop (v)	2880	HALT (STOP)	
Nagano-2013-1256-467	467	855	stop (vt)	3351	STOP DOING	
Nagano-2013-1256-468	468	856	perch on (v)			
Nagano-2013-1256-469	469	860	go over (v)			
Nagano-2013-1256-470	470	862	walk (vi)	1443	WALK	
Nagano-2013-1256-471	471	864	run (vi)	1519	RUN	
Nagano-2013-1256-472	472	866	swift	1631	FAST	
Nagano-2013-1256-473	473	868	slow	701	SLOW	
Nagano-2013-1256-474	474	869	slowly			
Nagano-2013-1256-475	475	871	creep (vi)	3215	CREEP	
Nagano-2013-1256-476	476	873	ride it (vt)	367	RIDE	
Nagano-2013-1256-477	477	875	carry (vt)	700	CARRY	
Nagano-2013-1256-478	478	877	road	667	ROAD	
Nagano-2013-1256-479	479	879	on the way			
Nagano-2013-1256-480	480	881	bridge	1011	BRIDGE	
Nagano-2013-1256-481	481	883	travel (pilgrim) (v)			
Nagano-2013-1256-482	482	884	travel (tourism) (v)			
Nagano-2013-1256-483	483	886	cart	122	CART	
Nagano-2013-1256-484	484	888	wheel	710	WHEEL	
Nagano-2013-1256-485	485	890	boat	1844	BOAT	
Nagano-2013-1256-486	486	891	riverboat (of leather)			
Nagano-2013-1256-487	487	893	oar	3137	OAR	
Nagano-2013-1256-488	488	895	row (vt)	1849	ROW	
Nagano-2013-1256-489	489	898	language	1307	LANGUAGE	
Nagano-2013-1256-490	490	899	word	1599	WORD	
Nagano-2013-1256-491	491	901	speak (v)	1623	SPEAK	
Nagano-2013-1256-492	492	902	explain (v)	1626	EXPLAIN	
Nagano-2013-1256-493	493	904	say (v)/say (v.)	1458	SAY	
Nagano-2013-1256-494	494	906	shut up (vi)			
Nagano-2013-1256-495	495	908	ask (v)	1828	ASK (REQUEST)	
Nagano-2013-1256-496	496	910	answer (v)	1275	ANSWER	
Nagano-2013-1256-497	497	912	lie (n)	2826	LIE (FALSEHOOD)	
Nagano-2013-1256-498	498	913	fake (n)			In the sense of counterfeit, 仿造品
Nagano-2013-1256-499	499	915	truth	1638	TRUTH	
Nagano-2013-1256-500	500	917	letter	1612	LETTER	
Nagano-2013-1256-501	501	919	write (vt)	1672	WRITE	
Nagano-2013-1256-502	502	920	ink	2643	INK	
Nagano-2013-1256-503	503	921	pen	794	PEN	
Nagano-2013-1256-504	504	923	read (v)	724	READ	
Nagano-2013-1256-505	505	925	paper	648	PAPER	
Nagano-2013-1256-506	506	927	point to (vt)	2669	POINT (WITH FINGER)	
Nagano-2013-1256-507	507	929	call (v)	1084	CALL	
Nagano-2013-1256-508	508	931	command (v)	1998	COMMAND	
Nagano-2013-1256-509	509	933	mark	1720	SIGN	
Nagano-2013-1256-510	510	935	name	1405	NAME	
Nagano-2013-1256-511	511	938	play	1413	PLAY	
Nagano-2013-1256-512	512	940	sing (v)	1261	SING	
Nagano-2013-1256-513	513	942	dance (v)	1879	DANCE	
Nagano-2013-1256-514	514	945	give, hand (v)	1447	GIVE	
Nagano-2013-1256-515	515	947	obtain (v)	694	GET	
Nagano-2013-1256-516	516	949	sell (vt)	1571	SELL	
Nagano-2013-1256-517	517	951	buy (vt)	1869	BUY	
Nagano-2013-1256-518	518	952	wages	1122	WAGES	
Nagano-2013-1256-519	519	953	commerce			
Nagano-2013-1256-520	520	954	profit	2929	BENEFIT	
Nagano-2013-1256-521	521	955	loss			
Nagano-2013-1256-522	522	956	price	657	PRICE	
Nagano-2013-1256-523	523	957	expensive	1426	EXPENSIVE	
Nagano-2013-1256-524	524	958	cheap	1887	CHEAP	
Nagano-2013-1256-525	525	959	bank note			
Nagano-2013-1256-526	526	961	lend (v)	582	LEND	
Nagano-2013-1256-527	527	963	borrow (v)	1823	BORROW	
Nagano-2013-1256-528	528	965	send (v)	1127	SEND	
Nagano-2013-1256-529	529	968	meet, crush (v)			碰上
Nagano-2013-1256-530	530	970	wait (v)	1590	WAIT (FOR)	
Nagano-2013-1256-531	531	972	imitate (v)	117	IMITATE	
Nagano-2013-1256-532	532	974	praise (v)	3455	COMMEND	
Nagano-2013-1256-533	533	976	scold (v)	299	SCOLD	
Nagano-2013-1256-534	534	978	deceive (v)	3230	DECEIVE	
Nagano-2013-1256-535	535	980	hit (vt)	1433	HIT	
Nagano-2013-1256-536	536	981	clap (v)	3110	CLAP	
Nagano-2013-1256-537	537	983	help (v)	1897	HELP	
Nagano-2013-1256-538	538	986	bite (v)	1403	BITE	
Nagano-2013-1256-539	539	988	take (v)	1749	TAKE	
Nagano-2013-1256-540	540	990	hold (v)	1448	HOLD	
Nagano-2013-1256-541	541	992	seize (vt)	855	SEIZE	
Nagano-2013-1256-542	542	993	seize (vt)	855	SEIZE	
Nagano-2013-1256-543	543	995	release (v)	1095	LET GO OR SET FREE	
Nagano-2013-1256-544	544	997	throw (v)	1456	THROW	
Nagano-2013-1256-545	545	999	throw stg into (v)			
Nagano-2013-1256-546	546	1000	throw away (v)			
Nagano-2013-1256-547	547	1001	scatter (vt)			
Nagano-2013-1256-548	548	1003	touch (v)	1892	TOUCH	
Nagano-2013-1256-549	549	1005	rub (v)	1449	RUB	
Nagano-2013-1256-550	550	1007	wave (v)			
Nagano-2013-1256-551	551	1009	shake (v)	1909	SHAKE	
Nagano-2013-1256-552	552	1010	stir (v)	696	STIR	
Nagano-2013-1256-553	553	1011	earthquake	6	EARTHQUAKE	
Nagano-2013-1256-554	554	1013	push (vt)	1452	PUSH	
Nagano-2013-1256-555	555	1015	press (vt)	1913	PRESS	
Nagano-2013-1256-556	556	1016	oppress (vt)	401	OPPRESS	
Nagano-2013-1256-557	557	1018	pull (vt)	1455	PULL	
Nagano-2013-1256-558	558	1020	lengthen (vt)			
Nagano-2013-1256-559	559	1021	postpone (v)			
Nagano-2013-1256-560	560	1023	squeeze (v)	1414	SQUEEZE	
Nagano-2013-1256-561	561	1024	buckle, tie (v)	1917	TIE	
Nagano-2013-1256-562	562	1026	carry on the back (v)	465	CARRY ON BACK	
Nagano-2013-1256-563	563	1028	kick (v)	1135	KICK	
Nagano-2013-1256-564	564	1030	tread on it	575	TREAD	
Nagano-2013-1256-565	565	1032	use (v)	2072	USE (VERB)	
Nagano-2013-1256-566	566	1033	useful			
Nagano-2013-1256-567	567	1035	lose it (v)	1660	LOSE	
Nagano-2013-1256-568	568	1037	hide it (v)	2486	HIDE	
Nagano-2013-1256-569	569	1038	cover, conceal (v)	602	HIDE (CONCEAL)	
Nagano-2013-1256-570	570	1040	put it away (v)			
Nagano-2013-1256-571	571	1041	think a great deal of (v)			
Nagano-2013-1256-572	572	1043	seek it (v)	1468	LOOK FOR	
Nagano-2013-1256-573	573	1045	find it (v)	719	FIND	
Nagano-2013-1256-574	574	1047	show it (v)	1039	SHOW	
Nagano-2013-1256-575	575	1049	put it (v)	998	PUT	
Nagano-2013-1256-576	576	1051	wrap it (v)	1113	WRAP	
Nagano-2013-1256-577	577	1053	spread it out (v)	38	SPREAD OUT	
Nagano-2013-1256-578	578	1054	spread it out (v)	38	SPREAD OUT	
Nagano-2013-1256-579	579	1056	hang it on (v)			
Nagano-2013-1256-580	580	1058	leash (v)	2959	LEASH	
Nagano-2013-1256-581	581	1060	put it in (v)			
Nagano-2013-1256-582	582	1061	put it in, pour (v)	1487	POUR	
Nagano-2013-1256-583	583	1063	put it out (v)			
Nagano-2013-1256-584	584	1065	collect (v)	7	GATHER	
Nagano-2013-1256-585	585	1066	save, store up (v)			
Nagano-2013-1256-586	586	1068	make (v)	734	MAKE	
Nagano-2013-1256-587	587	1070	destroy it (v)	681	DESTROY	
Nagano-2013-1256-588	588	1072	repair it (v)	2243	REPAIR	
Nagano-2013-1256-589	589	1074	split (vi)	1437	SPLIT	
Nagano-2013-1256-590	590	1075	split (vi)	1437	SPLIT	
Nagano-2013-1256-591	591	1076	tear (vt)	1735	TEAR (SHRED)	
Nagano-2013-1256-592	592	1078	bend it (v)	2224	BEND (SOMETHING)	
Nagano-2013-1256-593	593	1080	fold (v)	1470	FOLD	
Nagano-2013-1256-594	594	1081	fold (v)	1470	FOLD	
Nagano-2013-1256-595	595	1083	wash it (v)	1453	WASH	
Nagano-2013-1256-596	596	1085	roll it (v)	827	ROLL	
Nagano-2013-1256-597	597	1086	wind it (v)	1113	WRAP	
Nagano-2013-1256-598	598	1088	tie it (v)	1917	TIE	
Nagano-2013-1256-599	599	1091	untie it (v)	352	UNTIE	
Nagano-2013-1256-600	600	1092	untie it (v)	352	UNTIE	
Nagano-2013-1256-601	601	1093	come loose (vi)			
Nagano-2013-1256-602	602	1094	come loose (vi)			
Nagano-2013-1256-603	603	1096	cover it (up) (v)	761	COVER	
Nagano-2013-1256-604	604	1098	swell (v)	1573	SWELL	
Nagano-2013-1256-605	605	1099	swell (v)	1573	SWELL	
Nagano-2013-1256-606	606	1101	make it bulge (v)			
Nagano-2013-1256-607	607	1103	join them (vt)			
Nagano-2013-1256-608	608	1104	join them (vt)			
Nagano-2013-1256-609	609	1105	connect (vt)	2862	CONNECT	
Nagano-2013-1256-610	610	1106	leash, drag (v)	2959	LEASH	
Nagano-2013-1256-611	611	1107	be thrown into (v)			
Nagano-2013-1256-612	612	1109	separate (vt)	1359	SEPARATE	
Nagano-2013-1256-613	613	1111	pull it out (v)	2325	PULL OUT	
Nagano-2013-1256-614	614	1112	pull it out (v)	2325	PULL OUT	
Nagano-2013-1256-615	615	1114	stub (v)			
Nagano-2013-1256-616	616	1116	cut (vt)	1432	CUT	
Nagano-2013-1256-617	617	1117	cut off, sever (v)			
Nagano-2013-1256-618	618	1118	snap (vi)	459	SNAPP (OF STICK)	
Nagano-2013-1256-619	619	1119	chop up (vt)	2149	CHOP (INTO PIECES)	
Nagano-2013-1256-620	620	1120	shear (v)	1532	SHEAR	
Nagano-2013-1256-621	621	1121	cut out cloth (v)			
Nagano-2013-1256-622	622	1122	cut (hair) (vt)			
Nagano-2013-1256-623	623	1124	mix it (v)	2017	MIX	
Nagano-2013-1256-624	624	1126	carve it (v)	228	CARVE	
Nagano-2013-1256-625	625	1128	dig (a hole) (vt)	1418	DIG	
Nagano-2013-1256-626	626	1129	dig (vt)	1418	DIG	
Nagano-2013-1256-627	627	1130	dig (vt)	1418	DIG	
Nagano-2013-1256-628	628	1133	do it (v)	813	DO	
Nagano-2013-1256-629	629	1134	do it (v)	813	DO	
Nagano-2013-1256-630	630	1135	do it (v)	813	DO	
Nagano-2013-1256-631	631	1137	begin it (vt)	1806	BEGIN	
Nagano-2013-1256-632	632	1138	begin (vi)	3449	START	
Nagano-2013-1256-633	633	1140	end (vi)	1928	CEASE	
Nagano-2013-1256-634	634	1142	exhaust (vi)			
Nagano-2013-1256-635	635	1145	continue (v)			
Nagano-2013-1256-636	636	1147	stop it (v)	3351	STOP DOING	
Nagano-2013-1256-637	637	1148	give up (v)	1097	ABANDON	
Nagano-2013-1256-638	638	1149	decline (v)			
Nagano-2013-1256-639	639	1150	stop (a habit) (vt)			
Nagano-2013-1256-640	640	1152	move (v)	765	MOVE	
Nagano-2013-1256-641	641	1154	slide (v)			
Nagano-2013-1256-642	642	1156	fall down (v)	2894	TUMBLE (FALL DOWN)	
Nagano-2013-1256-643	643	1157	fall upside down (v)			
Nagano-2013-1256-644	644	1159	assemble (vi)			
Nagano-2013-1256-645	645	1160	meet, assemble (v)			
Nagano-2013-1256-646	646	1162	bounce (v)			
Nagano-2013-1256-647	647	1164	jump (v)	1829	JUMP	
Nagano-2013-1256-648	648	1166	rise (v)/rise (上去) (v)	3207	GO UP OR RISE (ONESELF)	
Nagano-2013-1256-649	649	1167	rise (v)			
Nagano-2013-1256-650	650	1169	go down, step down (v)	2014	GO DOWN (DESCEND)	
Nagano-2013-1256-651	651	1170	fall down (v)	2894	TUMBLE (FALL DOWN)	
Nagano-2013-1256-652	652	1172	fall (v)	1280	FALL	
Nagano-2013-1256-653	653	1174	get wet (v)	2324	GET WET	
Nagano-2013-1256-654	654	1175	humid	143	HUMID	
Nagano-2013-1256-655	655	1177	dry (vt)	1786	DRY UP	
Nagano-2013-1256-656	656	1179	compare (v)			
Nagano-2013-1256-657	657	1181	choose it (v)	1750	CHOOSE	
Nagano-2013-1256-658	658	1183	get used (vi)			
Nagano-2013-1256-659	659	1184	close to, intimate with (be v)			
Nagano-2013-1256-660	660	1186	hurry, rush (v)	754	HURRY	
Nagano-2013-1256-661	661	1188	change (vi)	1264	CHANGE	
Nagano-2013-1256-662	662	1189	change (vt)	1264	CHANGE	
Nagano-2013-1256-663	663	1191	skilful			
Nagano-2013-1256-664	664	1194	think (v)	2271	THINK	
Nagano-2013-1256-665	665	1195	think (v)	2271	THINK	
Nagano-2013-1256-666	666	1196	think (v)	2271	THINK	
Nagano-2013-1256-667	667	1197	decide (v)	685	DECIDE	
Nagano-2013-1256-668	668	1198	agree (v)			
Nagano-2013-1256-669	669	1200	know (v)	1410	KNOW (SOMETHING)	
Nagano-2013-1256-670	670	1202	understand (v)	1536	UNDERSTAND	
Nagano-2013-1256-671	671	1204	learn it (by heart), memorize it (v)	71	BY HEART	
Nagano-2013-1256-672	672	1205	learn it (by heart), memorize it (v)	71	BY HEART	
Nagano-2013-1256-673	673	1207	forget (v)	1523	FORGET	
Nagano-2013-1256-674	674	1209	recall it (v)	707	REMEMBER	
Nagano-2013-1256-675	675	1211	teach (v)	709	TEACH	
Nagano-2013-1256-676	676	1213	learn it (v)	504	LEARN	
Nagano-2013-1256-677	677	1215	afraid			
Nagano-2013-1256-678	678	1217	get surprised (v)			
Nagano-2013-1256-679	679	1219	like it (v)	1117	LIKE	
Nagano-2013-1256-680	680	1220	tender at (be v)			
Nagano-2013-1256-681	681	1222	dislike it (v)			
Nagano-2013-1256-682	682	1223	hate (v)	1607	HATE	
Nagano-2013-1256-683	683	1225	envy (v)	40	ENVY	
Nagano-2013-1256-684	684	1226	jealous	2821	JEALOUS	
Nagano-2013-1256-685	685	1227	avaricious	1774	STINGY	
Nagano-2013-1256-686	686	1228	stingy/stingy (小气，舍不得)			parsimonious
Nagano-2013-1256-687	687	1230	glad			
Nagano-2013-1256-688	688	1231	comfortable, happy	1495	HAPPY	
Nagano-2013-1256-689	689	1233	sad	699	SAD	
Nagano-2013-1256-690	690	1235	hesitate (v)			
Nagano-2013-1256-691	691	1236	doubt it (v)	3536	DOUBT (SOMETHING)	
Nagano-2013-1256-692	692	1237	strange, rare, odd	600	STRANGE	
Nagano-2013-1256-693	693	1238	strange	600	STRANGE	
Nagano-2013-1256-694	694	1240	believe it (v)	1890	BELIEVE	
Nagano-2013-1256-695	695	1242	get angry (v)	2215	BECOME ANGRY	
Nagano-2013-1256-696	696	1243	get angry (v)	2215	BECOME ANGRY	
Nagano-2013-1256-697	697	1245	forgive (v)	1528	FORGIVE	
Nagano-2013-1256-698	698	1246	Sorry.			
Nagano-2013-1256-699	699	1247	cautious (be v)			
Nagano-2013-1256-700	700	1249	feel bashful (v)			
Nagano-2013-1256-701	701	1251	worry (v)	150	WORRY	
Nagano-2013-1256-702	702	1252	worry about (v)	150	WORRY	
Nagano-2013-1256-703	703	1253	busy (be v)	2755	BUSY	
Nagano-2013-1256-704	704	1255	be patient, bear (v)			
Nagano-2013-1256-705	705	1257	dull, slow (be v)			
Nagano-2013-1256-706	706	1258	foolish			
Nagano-2013-1256-707	707	1260	clever	1310	CLEVER	
Nagano-2013-1256-708	708	1261	clever	1310	CLEVER	
Nagano-2013-1256-709	709	1262	clever	1310	CLEVER	
Nagano-2013-1256-710	710	1264	mind	1562	MIND	
Nagano-2013-1256-711	711	1265	mind	1562	MIND	
Nagano-2013-1256-712	712	1266	mind	1562	MIND	
Nagano-2013-1256-713	713	1268	mad	1899	MAD	
Nagano-2013-1256-714	714	1271	sky	1732	SKY	
Nagano-2013-1256-715	715	1273	weather	952	WEATHER	
Nagano-2013-1256-716	716	1275	cloud	1489	CLOUD	
Nagano-2013-1256-717	717	1277	fog	249	FOG	
Nagano-2013-1256-718	718	1279	rain	658	RAIN (PRECIPITATION)	
Nagano-2013-1256-719	719	1280	rain (v)	1253	RAIN (RAINING)	
Nagano-2013-1256-720	720	1282	thunder	1150	THUNDER	
Nagano-2013-1256-721	721	1284	lightning	1654	LIGHTNING	
Nagano-2013-1256-722	722	1286	rainbow	1733	RAINBOW	
Nagano-2013-1256-723	723	1288	snow	784	SNOW	
Nagano-2013-1256-724	724	1290	ice	617	ICE	
Nagano-2013-1256-725	725	1292	freeze (v)	1431	FREEZE	
Nagano-2013-1256-726	726	1294	melt (v)	2334	MELT	
Nagano-2013-1256-727	727	1296	sun	1343	SUN	
Nagano-2013-1256-728	728	1298	moon	1313	MOON	
Nagano-2013-1256-729	729	1299	menses/menses ('the waist hurts')	766	MENSTRUATION	
Nagano-2013-1256-730	730	1301	star	1430	STAR	
Nagano-2013-1256-731	731	1303	light	630	LIGHT (RADIATION)	
Nagano-2013-1256-732	732	1305	shadow	1388	SHADE	
Nagano-2013-1256-733	733	1307	bright, light	679	BRIGHT	
Nagano-2013-1256-734	734	1308	bright, clear	679	BRIGHT	
Nagano-2013-1256-735	735	1310	dark	706	DARK	
Nagano-2013-1256-736	736	1312	wind	960	WIND	
Nagano-2013-1256-737	737	1313	wind	960	WIND	
Nagano-2013-1256-738	738	1315	blow (vi)	175	BLOW (OF WIND)	
Nagano-2013-1256-739	739	1316	blow (vt)	176	BLOW (WITH MOUTH)	
Nagano-2013-1256-740	740	1318	quiet	1314	QUIET	
Nagano-2013-1256-741	741	1320	hot	1286	HOT	
Nagano-2013-1256-742	742	1322	cold	1287	COLD	
Nagano-2013-1256-743	743	1324	cool			
Nagano-2013-1256-744	744	1326	warm (of weather)	2110	WARM (OF WEATHER)	
Nagano-2013-1256-745	745	1328	mountain	639	MOUNTAIN	
Nagano-2013-1256-746	746	1330	valley	921	VALLEY	
Nagano-2013-1256-747	747	1332	forest	420	FOREST	
Nagano-2013-1256-748	748	1334	plain	652	PLAIN	
Nagano-2013-1256-749	749	1336	marsh			
Nagano-2013-1256-750	750	1338	lake	624	LAKE	
Nagano-2013-1256-751	751	1339	pond	2035	POND	
Nagano-2013-1256-752	752	1341	spring	849	SPRING (OF WATER)	
Nagano-2013-1256-753	753	1343	river	666	RIVER	
Nagano-2013-1256-754	754	1344	stream	947	STREAM	
Nagano-2013-1256-755	755	1346	water	948	WATER	
Nagano-2013-1256-756	756	1348	bubble			
Nagano-2013-1256-757	757	1350	sink (v)	1088	SINK (DESCEND)	
Nagano-2013-1256-758	758	1352	float (v)	1574	FLOAT	
Nagano-2013-1256-759	759	1354	flow (v)	2003	FLOW	
Nagano-2013-1256-760	760	1356	waterfall	943	WATERFALL	
Nagano-2013-1256-761	761	1358	shore	113	SHORE	
Nagano-2013-1256-762	762	1359	bank	3463	RIVERBANK	
Nagano-2013-1256-763	763	1361	cliff	992	CLIFF	
Nagano-2013-1256-764	764	1362	rocky mountain			
Nagano-2013-1256-765	765	1364	wave	978	WAVE	
Nagano-2013-1256-766	766	1366	island	622	ISLAND	
Nagano-2013-1256-767	767	1368	stone	857	STONE	
Nagano-2013-1256-768	768	1370	rock	668	ROCK	
Nagano-2013-1256-769	769	1372	sand	671	SAND	
Nagano-2013-1256-770	770	1374	earth	1228	EARTH (SOIL)	
Nagano-2013-1256-771	771	1375	red clay			
Nagano-2013-1256-772	772	1377	mud	640	MUD	
Nagano-2013-1256-773	773	1379	clay	1399	CLAY	
Nagano-2013-1256-774	774	1381	iron	621	IRON	
Nagano-2013-1256-775	775	1382	stain	3064	RUST	
Nagano-2013-1256-776	776	1384	gold	1369	GOLD	
Nagano-2013-1256-777	777	1386	silver	759	SILVER	
Nagano-2013-1256-778	778	1388	copper	1825	COPPER	
Nagano-2013-1256-779	779	1390	lead	627	LEAD (CHEMICAL ELEMENT)	
Nagano-2013-1256-780	780	1391	brass			
Nagano-2013-1256-781	781	1394	juniper			
Nagano-2013-1256-782	782	1395	pine	1740	PINE	
Nagano-2013-1256-783	783	1396	tree	906	TREE	
Nagano-2013-1256-784	784	1398	grass	606	GRASS	
Nagano-2013-1256-785	785	1400	trunk	344	TREE TRUNK	
Nagano-2013-1256-786	786	1402	bark	1204	BARK	
Nagano-2013-1256-787	787	1404	stem	2628	PLANT STEM	
Nagano-2013-1256-788	788	1406	branch	1531	BRANCH	
Nagano-2013-1256-789	789	1408	leaf	628	LEAF	
Nagano-2013-1256-790	790	1409	leaf	628	LEAF	
Nagano-2013-1256-791	791	1411	vine	343	VINE	
Nagano-2013-1256-792	792	1413	thorn	124	THORN	
Nagano-2013-1256-793	793	1415	flower	239	FLOWER	
Nagano-2013-1256-794	794	1417	root	670	ROOT	
Nagano-2013-1256-795	795	1419	come out (v)			
Nagano-2013-1256-796	796	1421	bear fruit (v)/bear fruit (果物) (v)	3054	BEAR FRUIT	
Nagano-2013-1256-797	797	1423	wither (v)			
Nagano-2013-1256-798	798	1425	bamboo	1927	BAMBOO	
Nagano-2013-1256-799	799	1426	cane			wisteria
Nagano-2013-1256-800	800	1428	mushroom	641	MUSHROOM	
Nagano-2013-1256-801	801	1431	animal	619	ANIMAL	
Nagano-2013-1256-802	802	1433	quadruped			
Nagano-2013-1256-803	803	1434	beast	958	WILD ANIMAL	
Nagano-2013-1256-804	804	1435	pack animal			
Nagano-2013-1256-805	805	1436	livestock	631	LIVESTOCK	
Nagano-2013-1256-806	806	1438	bird	937	BIRD	
Nagano-2013-1256-807	807	1440	fish	227	FISH	
Nagano-2013-1256-808	808	1442	worm	1219	WORM	
Nagano-2013-1256-809	809	1444	dog	2009	DOG	
Nagano-2013-1256-810	810	1446	cat	1208	CAT	
Nagano-2013-1256-811	811	1447	lynx	3314	LYNX	
Nagano-2013-1256-812	812	1448	wildcat	2241	WILD CAT	
Nagano-2013-1256-813	813	1450	horse	615	HORSE	
Nagano-2013-1256-814	814	1451	donkey	1862	DONKEY	
Nagano-2013-1256-815	815	1452	saddle	3065	SADDLE	
Nagano-2013-1256-816	816	1453	mule	890	MULE	
Nagano-2013-1256-817	817	1455	cattle	1153	CATTLE	
Nagano-2013-1256-818	818	1456	cattle	1153	CATTLE	
Nagano-2013-1256-819	819	1457	yak	2477	YAK	
Nagano-2013-1256-820	820	1458	female yak	2479	FEMALE YAK	
Nagano-2013-1256-821	821	1459	wild yak			
Nagano-2013-1256-822	822	1460	dzo (ox x female yak)			
Nagano-2013-1256-823	823	1462	sheep	1331	SHEEP	
Nagano-2013-1256-824	824	1463	bharal, blue sheep			
Nagano-2013-1256-825	825	1464	argali sheep			
Nagano-2013-1256-826	826	1466	goat	1502	GOAT	
Nagano-2013-1256-827	827	1468	pig	1337	PIG	
Nagano-2013-1256-828	828	1470	hen, cock	1318	CHICKEN	
Nagano-2013-1256-829	829	1472	tiger	846	TIGER	
Nagano-2013-1256-830	830	1474	bear	1820	BEAR	
Nagano-2013-1256-831	831	1476	wolf	522	WOLF	
Nagano-2013-1256-832	832	1478	fox	1312	FOX	
Nagano-2013-1256-833	833	1480	deer	1936	DEER	
Nagano-2013-1256-834	834	1482	ape			
Nagano-2013-1256-835	835	1483	monkey	1350	MONKEY	
Nagano-2013-1256-836	836	1485	rabbit	1136	RABBIT	
Nagano-2013-1256-837	837	1487	mouse	1491	MOUSE	
Nagano-2013-1256-838	838	1489	elephant	1290	ELEPHANT	
Nagano-2013-1256-839	839	1491	camel	1871	CAMEL	
Nagano-2013-1256-840	840	1493	bat	1793	BAT	
Nagano-2013-1256-841	841	1495	eagle	1905	EAGLE	
Nagano-2013-1256-842	842	1497	crane	1830	CRANE	
Nagano-2013-1256-843	843	1499	swallow	3077	SWALLOW (BIRD)	
Nagano-2013-1256-844	844	1500	little cuckoo	2934	CUCKOO	
Nagano-2013-1256-845	845	1502	pigeon	1853	DOVE	
Nagano-2013-1256-846	846	1503	pigeon	1853	DOVE	
Nagano-2013-1256-847	847	1505	crow	913	CROW	
Nagano-2013-1256-848	848	1506	crow	913	CROW	
Nagano-2013-1256-849	849	1507	owl	735	OWL	
Nagano-2013-1256-850	850	1509	sparrow	1854	SPARROW	
Nagano-2013-1256-851	851	1511	butterfly	1791	BUTTERFLY	
Nagano-2013-1256-852	852	1513	ant	587	ANT	
Nagano-2013-1256-853	853	1515	spider	843	SPIDER	
Nagano-2013-1256-854	854	1517	honey-bee	665	BEE	
Nagano-2013-1256-855	855	1519	mosquito	1509	MOSQUITO	
Nagano-2013-1256-856	856	1521	fly			
Nagano-2013-1256-857	857	1523	flea	232	FLEA	
Nagano-2013-1256-858	858	1525	louse	1392	LOUSE	
Nagano-2013-1256-859	859	1527	snake	730	SNAKE	
Nagano-2013-1256-860	860	1529	lizard	632	LIZARD	
Nagano-2013-1256-861	861	1530	frog	503	FROG	
Nagano-2013-1256-862	862	1532	horn	1393	HORN (ANATOMY)	
Nagano-2013-1256-863	863	1534	hair			
Nagano-2013-1256-864	864	1535	mane	1918	MANE	
Nagano-2013-1256-865	865	1537	skin, fur	580	FUR	
Nagano-2013-1256-866	866	1539	claw	72	CLAW	
Nagano-2013-1256-867	867	1540	hoof	152	HOOF	
Nagano-2013-1256-868	868	1542	tail	1220	TAIL	
Nagano-2013-1256-869	869	1543	tail (long)			
Nagano-2013-1256-870	870	1545	beak	73	BEAK	
Nagano-2013-1256-871	871	1547	wing	1257	WING	
Nagano-2013-1256-872	872	1549	feather	1201	FEATHER	
Nagano-2013-1256-873	873	1551	scales of fish	266	SCALE	
Nagano-2013-1256-874	874	1552	scales of snake			
Nagano-2013-1256-875	875	1554	nest	539	NEST	
Nagano-2013-1256-876	876	1556	fly (v)	1441	FLY (MOVE THROUGH AIR)	
Nagano-2013-1256-877	877	1558	swim (v)	1439	SWIM	
Nagano-2013-1256-878	878	1560	cry (v)			
Nagano-2013-1256-879	879	1562	lay an egg (v)	2464	LAY EGGS	
Nagano-2013-1256-880	880	1564	raise (v)	2134	RAISE (A CHILD)	
Nagano-2013-1256-881	881	1567	shape			
Nagano-2013-1256-882	882	1569	round	1395	ROUND	
Nagano-2013-1256-883	883	1570	round	1395	ROUND	
Nagano-2013-1256-884	884	1572	sharp	1396	SHARP	
Nagano-2013-1256-885	885	1574	blunt	379	BLUNT	
Nagano-2013-1256-886	886	1576	level and smooth	1234	SMOOTH	
Nagano-2013-1256-887	887	1577	flat	1633	FLAT	
Nagano-2013-1256-888	888	1578	flat	1633	FLAT	
Nagano-2013-1256-889	889	1580	hole	1667	HOLE	
Nagano-2013-1256-890	890	1582	hollow			
Nagano-2013-1256-891	891	1584	straight	1404	STRAIGHT	
Nagano-2013-1256-892	892	1585	straight (adv)	1404	STRAIGHT	
Nagano-2013-1256-893	893	1587	line	1048	LINE	
