ID	NUMBER	ENGLISH	PORTUGUESE	SEMANTIC_FIELD	CONCEPTICON_ID	CONCEPTICON_GLOSS	EOL
Gerardi-2021-414-276	276	RETURN / COME BACK	VIRAR / VOLTAR	MOTION	581	COME BACK	
Gerardi-2021-414-277	277	RIPE	MADURO	FOOD_AND_DRINK	178	RIPE	
Gerardi-2021-414-278	278	RIVER	RIO	PHYSICAL_WORLD	666	RIVER	
Gerardi-2021-414-279	279	ROAST	ASSAR	FOOD_AND_DRINK	1962	ROAST (SOMETHING)	
Gerardi-2021-414-280	280	ROOT	RAÍZ	AGRICULTURE_AND_VEGETATION	670	ROOT	
Gerardi-2021-414-281	281	ROPE	CORDA	BASIC_ACTIONS_AND_TECHNOLOGY	1218	ROPE	
Gerardi-2021-414-282	282	ROTTEN	PODRE / APODRECIDO	FOOD_AND_DRINK	1728	ROTTEN	
Gerardi-2021-414-283	283	ROUND	REDONDO	SPATIAL_RELATIONS	1395	ROUND	
Gerardi-2021-414-284	284	ROW / PADDLE	REMAR	MOTION	1849	ROW	
Gerardi-2021-414-285	285	RUN	CORRER	MOTION	1519	RUN	
Gerardi-2021-414-286	286	SAD (NESS)	TRISTE (ZA)	EMOTIONS_AND_VALUES	699	SAD	
Gerardi-2021-414-287	287	SALIVA	SALIVA	BODY	1503	SALIVA	
Gerardi-2021-414-288	288	SALT	SAL	FOOD_AND_DRINK	1274	SALT	
Gerardi-2021-414-289	289	SAND	AREIA	PHYSICAL_WORLD	671	SAND	
Gerardi-2021-414-290	290	SAY	DIZER	SPEECH_AND_LANGUAGE	1458	SAY	
Gerardi-2021-414-291	291	SCARE	ASSUSTAR / AMEDRONTAR	EMOTIONS_AND_VALUES	252	FRIGHTEN	
Gerardi-2021-414-292	292	SCORPION	ESCORPIÃO	ANIMALS	1538	SCORPION	
Gerardi-2021-414-293	293	SEE	VER	SENSE_PERCEPTION	1409	SEE	
Gerardi-2021-414-294	294	SEED	SEMENTE	AGRICULTURE_AND_VEGETATION	714	SEED	
Gerardi-2021-414-295	295	SEEK / LOOK FOR / SEARCH	BUSCAR / PROCURAR	POSSESSION	1468	LOOK FOR	
Gerardi-2021-414-296	296	SEND	ENVIAR	MOTION	1127	SEND	
Gerardi-2021-414-297	297	SHADOW	SOMBRA	THE_PHYSICAL_WORLD	2275	SHADOW	
Gerardi-2021-414-298	298	SHAMAN	PAJÉ	RELIGION_AND_BELIEF	394	SHAMAN (FOLK HEALER)	
Gerardi-2021-414-299	299	SHARPEN	AFIAR	SENSE_PERCEPTION	251	SHARPEN (SOMETHING)	
Gerardi-2021-414-300	300	SHELL / BARK	CASCA / PELE	AGRICULTURE_AND_VEGETATION	3865	BARK OR SHELL	
Gerardi-2021-414-301	301	SHELL	CONCHA	ANIMALS	598	SHELL	
Gerardi-2021-414-302	302	SHOOT	ATIRAR	WARFARE_AND_HUNTING	1172	SHOOT	
Gerardi-2021-414-303	303	SHORT	CURTO	SPATIAL_RELATIONS	1645	SHORT	
Gerardi-2021-414-304	304	SICK / ILL	DOENTE	BODY	1847	SICK	
Gerardi-2021-414-305	305	SING	CANTAR	SPEECH_AND_LANGUAGE	1261	SING	
Gerardi-2021-414-306	306	SISTER	IRMÃ	KINSHIP	1263	SISTER	
Gerardi-2021-414-307	307	SISTER, younger of woman	IRMÃ	KINSHIP			
Gerardi-2021-414-308	308	SISTER, older of woman	IRMÃ	KINSHIP			
Gerardi-2021-414-309	309	SISTER, older of man	IRMÃ	KINSHIP			
Gerardi-2021-414-413	413	SISTER, younger of man	IRMÃ	KINSHIP			
Gerardi-2021-414-310	310	SIT (down)	SENTAR (-SE)	SPATIAL_RELATIONS	1416	SIT	
Gerardi-2021-414-311	311	SKIN	PELE	BODY	763	SKIN	
Gerardi-2021-414-312	312	SKY	CÉU	PHYSICAL_WORLD	1732	SKY	
Gerardi-2021-414-313	313	SLEEP	DORMIR	BODY	1585	SLEEP	
Gerardi-2021-414-314	314	SLOTH	BICHO PREGUIÇA	ANIMALS	2446	SLOTH	
Gerardi-2021-414-315	315	SMALL	PEQUENO	SPATIAL_RELATIONS	1246	SMALL	
Gerardi-2021-414-316	316	SMOKE (n)	FUMAÇA	PHYSICAL_WORLD	778	SMOKE (EXHAUST)	
Gerardi-2021-414-317	317	SNAIL	CARACOL / LESMA	ANIMALS	1543	SNAIL	
Gerardi-2021-414-318	318	SNAKE	COBRA	ANIMALS	730	SNAKE	
Gerardi-2021-414-319	319	SNORE	RONCAR	BODY	1983	SNORE	
Gerardi-2021-414-320	320	SON OF WOMAN	FILHO DE MULHER	KINSHIP	1620	SON	
Gerardi-2021-414-321	321	SON OF MAN	FILHO DE HOMEN	KINSHIP	1620	SON	
Gerardi-2021-414-322	322	SOUR / ACID /BITTER	AZEDO / AMARGO	SENSE_PERCEPTION	1906	SOUR	
Gerardi-2021-414-323	323	SPEAK	FALAR	SPEECH_AND_LANGUAGE	1623	SPEAK	
Gerardi-2021-414-324	324	SPIDER	ARANHA	ANIMALS	843	SPIDER	166
Gerardi-2021-414-325	325	SPIDER MONKEY	MACACO PRETO / MACACO ARANHA / COATÁ	ANIMALS	434	SPIDER MONKEY	41555
Gerardi-2021-414-326	326	SPROUT	BROTAR / GERMINAR	BASIC_ACTIONS_AND_TECHNOLOGY	2076	SPROUT (VERB)	
Gerardi-2021-414-327	327	SQUIRREL	ESQUILO / CAXINGUELÊ/ QUATIMIRIM / QUATIPURU / SERELEPE	ANIMALS	1628	SQUIRREL	34612
Gerardi-2021-414-328	328	STAND	ESTAR DE / EM PÉ / LEVANTAR	BODY	1442	STAND	
Gerardi-2021-414-329	329	STAR	ESTRELA	PHYSICAL_WORLD	1430	STAR	
Gerardi-2021-414-330	330	STINGRAY	ARRAIA	ANIMALS	1910	STINGRAY	46560356
Gerardi-2021-414-331	331	STOMACH	ESTÔMAGO	BODY	819	STOMACH	
Gerardi-2021-414-332	332	STONE	PEDRA	PHYSICAL_WORLD	857	STONE	
Gerardi-2021-414-333	333	STRONG	FORTE	BODY	785	STRONG	
Gerardi-2021-414-334	334	SUCK	SUGAR / CHUPAR	FOOD_AND_DRINK	1421	SUCK	
Gerardi-2021-414-335	335	SUN	SOL	PHYSICAL_WORLD	1343	SUN	
Gerardi-2021-414-336	336	SURUBIM_FISH	PINTADO / BAGRE	ANIMALS			356148
Gerardi-2021-414-337	337	SWEAT	SUOR	BODY	125	SWEAT (SUBSTANCE)	
Gerardi-2021-414-338	338	SWEEP	VARRER	BASIC_ACTIONS_AND_TECHNOLOGY	230	SWEEP	
Gerardi-2021-414-339	339	SWEET	DOCE	SENSE_PERCEPTION	717	SWEET	
Gerardi-2021-414-340	340	SWEET POTATO	BATAT-DOCE	FOOD_AND_DRINK	159	SWEET POTATO	580962
Gerardi-2021-414-341	341	SWIM	NADAR	MOTION	1439	SWIM	
Gerardi-2021-414-342	342	TAIL	RABO / CAUDA	BODY	1220	TAIL	
Gerardi-2021-414-343	343	TAPIR	ANTA	ANIMALS	312	TAPIR	
Gerardi-2021-414-344	344	TAYRA	IRARA	ANIMALS			328036
Gerardi-2021-414-345	345	TEACH	ENSINAR	COGNITION	709	TEACH	
Gerardi-2021-414-346	346	TELL / NARRATE	CONTAR	SPEECH_AND_LANGUAGE	1711	TELL	
Gerardi-2021-414-347	347	TERMINATE / FINISH	ACABAR / TERMINAR	TIME	1766	FINISH	
Gerardi-2021-414-348	348	TERMITE	CUPIM	ANIMALS	883	TERMITE	
Gerardi-2021-414-349	349	TESTICLES	TESTÍCULOS	BODY	797	TESTICLES	
Gerardi-2021-414-350	350	THAT	AQUELE / AQUILO	MISCELLANEOUS_FUNCTION_WORDS	78	THAT	
Gerardi-2021-414-351	351	THICK	GROSSO	SPATIAL_RELATIONS	1244	THICK	
Gerardi-2021-414-352	352	THING	COISA	POSSESSION	738	THING	
Gerardi-2021-414-353	353	THIS	ESTE	MISCELLANEOUS_FUNCTION_WORDS	1214	THIS	
Gerardi-2021-414-354	354	THREE	TRÊS	QUANTITY	492	THREE	
Gerardi-2021-414-355	355	THORN	ESPINHO	AGRICULTURE_AND_VEGETATION	124	THORN	
Gerardi-2021-414-356	356	THUNDER	TROVÃO	PHYSICAL_WORLD	1150	THUNDER	
Gerardi-2021-414-357	357	THROAT	GARGANTA	BODY	1346	THROAT	
Gerardi-2021-414-358	358	THROW	JOGAR /LANÇAR	MOTION	1456	THROW	
Gerardi-2021-414-359	359	TICK	CARRAPATO	ANIMALS	1527	TICK	
Gerardi-2021-414-360	360	TIE	ATAR / AMARRAR	BASIC_ACTIONS_AND_TECHNOLOGY	1917	TIE	
Gerardi-2021-414-361	361	TIMBO LIANA	TIMBÓ	AGRICULTURE_AND_VEGETATION	2388	LIANA	
Gerardi-2021-414-362	362	TINAMOU	INHAMBU / NAMBU / PERDIZ / XORORÓ	ANIMALS			8669
Gerardi-2021-414-363	363	TIRED	CANSADO	BODY	1757	TIRED	
Gerardi-2021-414-364	364	TOBACCO	FUMO / TABACO	AGRICULTURE_AND_VEGETATION	974	TOBACCO	38459
Gerardi-2021-414-365	365	TODAY	HOJE	TIME	1283	TODAY	
Gerardi-2021-414-366	366	TOMORROW	AMANHÃ	TIME	1329	TOMORROW	
Gerardi-2021-414-367	367	TONGUE	LÍNGUA	BODY	1205	TONGUE	
Gerardi-2021-414-368	368	TOOTH	DENTE	BODY	1380	TOOTH	
Gerardi-2021-414-369	369	TOUCAN	TUCANO	ANIMALS	308	TOUCAN	1593
Gerardi-2021-414-370	370	TRAHIRA FISH	TRAÍRA	ANIMALS			6903
Gerardi-2021-414-371	371	TREE	ÁRVORE	AGRICULTURE_AND_VEGETATION	906	TREE	
Gerardi-2021-414-372	372	TUCUMA_PALM	TUCUMÃ	AGRICULTURE_AND_VEGETATION	2439	TUCUMA PALM	29370
Gerardi-2021-414-373	373	TURTLE	TARTARUGA / JABOTI / JABUTI	ANIMALS	3949	RED-FOOTED TORTOISE	794307
Gerardi-2021-414-374	374	TWO	DOIS / DUAS	QUANTITY	1498	TWO	
Gerardi-2021-414-375	375	UGLY	FEIO	EMOTIONS_AND_VALUES	1548	UGLY	
Gerardi-2021-414-376	376	UNCLE (MoBr)	TIO (MATERNO)	KINSHIP	2692	MATERNAL UNCLE (MOTHER'S BROTHER)	
Gerardi-2021-414-377	377	UNTIE	DESATAR / DESAMARRAR / SOLTAR	BASIC_ACTIONS_AND_TECHNOLOGY	352	UNTIE	
Gerardi-2021-414-378	378	URINATE	URINAR	BODY	592	PISS	
Gerardi-2021-414-379	379	VEIN	VEIA	BODY	1924	VEIN	
Gerardi-2021-414-380	380	VILLAGE	ALDEIA	SOCIAL_AND_POLITICAL_RELATIONS	930	VILLAGE	
Gerardi-2021-414-381	381	VILLAGE SQUARE	PÁTIO /PRAÇA	SOCIAL_AND_POLITICAL_RELATIONS			
Gerardi-2021-414-382	382	VOMIT	VOMITAR	BODY	1278	VOMIT	
Gerardi-2021-414-383	383	VULTURE	URUBÚ	ANIMALS	1185	VULTURE	2922049
Gerardi-2021-414-384	384	WAKE UP	ACORDAR	THE_BODY	1602	WAKE UP	
Gerardi-2021-414-385	385	WALK	ANDAR / CAMINHAR	MOTION	1443	WALK	
Gerardi-2021-414-386	386	WANT	QUERER	EMOTIONS_AND_VALUES	1784	WANT	
Gerardi-2021-414-387	387	WASH	LAVAR	BASIC_ACTIONS_AND_TECHNOLOGY	1453	WASH	
Gerardi-2021-414-388	388	WASP	VESPA	ANIMALS	1517	WASP	
Gerardi-2021-414-389	389	WATER	ÁGUA	PHYSICAL_WORLD	948	WATER	
Gerardi-2021-414-390	390	WATERFALL	CACHOEIRA	PHYSICAL_WORLD	943	WATERFALL	
Gerardi-2021-414-391	391	WAX	CERA	ANIMALS			
Gerardi-2021-414-392	392	WE (EXCL)	NÓS	KINSHIP	1130	WE (EXCLUSIVE)	
Gerardi-2021-414-393	393	WE (INCL)	NÓS	KINSHIP	1131	WE (INCLUSIVE)	
Gerardi-2021-414-394	394	WEAVE	TECER	BASIC_ACTIONS_AND_TECHNOLOGY	133	WEAVE	
Gerardi-2021-414-395	395	WET	MOLHADO	SENSE_PERCEPTION	1726	WET	
Gerardi-2021-414-396	396	WHAT	OQUÊ	MISCELLANEOUS_FUNCTION_WORDS	1236	WHAT	
Gerardi-2021-414-397	397	WHITE	BRANCO	SENSE_PERCEPTION	1335	WHITE	
Gerardi-2021-414-398	398	WHO	QUEM	MISCELLANEOUS_FUNCTION_WORDS	1235	WHO	
Gerardi-2021-414-399	399	WIFE	ESPOSA	KINSHIP	1199	WIFE	
Gerardi-2021-414-400	400	WILD CAT	GATO DO MATO	ANIMALS	2241	WILD CAT	311661
Gerardi-2021-414-401	401	WILD DOG	CACHORRO DO MATO	ANIMALS	2448	WILD DOG	328685
Gerardi-2021-414-402	402	WIND	VENTO	PHYSICAL_WORLD	960	WIND	
Gerardi-2021-414-403	403	WING	ASA	BODY	1257	WING	
Gerardi-2021-414-404	404	WOODPECKER	PICA-PAU	ANIMALS	2447	WOODPECKER	1595
Gerardi-2021-414-405	405	WOMAN	MULHER	KINSHIP	962	WOMAN	
Gerardi-2021-414-406	406	WORM (EARTH)	VERME / MINHOCA	ANIMALS	2350	EARTHWORM	
Gerardi-2021-414-407	407	WOUND	FERIDA	THE_BODY	1109	WOUND	
Gerardi-2021-414-408	408	YELLOW	AMARELO	SENSE_PERCEPTION	1424	YELLOW	
Gerardi-2021-414-409	409	YESTERDAY	ONTEM	FUNCTION_WORD	1174	YESTERDAY	
Gerardi-2021-414-410	410	YOU (sg)	VOCÊ / TU	KINSHIP	1215	THOU	
Gerardi-2021-414-411	411	YOU (pl)	VOCÊS / VÓS	KINSHIP	1213	YOU	
Gerardi-2021-414-412	412	NECKLACE	COLAR	CLOTHING_AND_GROOMING	1961	NECKLACE	
