ID	NUMBER	ENGLISH	DATABASE_ID	SEMANTIC_CATEGORY	LIST	CONCEPTICON_ID	CONCEPTICON_GLOSS
Bowern-2021-342b-283	283	spotted skunk	99	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-284	284	squash	218	flora-fauna	Flora Fauna Vocabulary	864	PUMPKIN
Bowern-2021-342b-285	285	squirrel	219	flora-fauna	Flora Fauna Vocabulary	1628	SQUIRREL
Bowern-2021-342b-286	286	stingray (generic)	220	flora-fauna	Flora Fauna Vocabulary	1910	STINGRAY
Bowern-2021-342b-287	287	stripe-faced dunnart	335	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-288	288	sugarbag wax	336	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-289	289	sulphur-crested cockatoo	337	flora-fauna	Flora Fauna Vocabulary	3009	WHITE COCKATOO
Bowern-2021-342b-290	290	swamp eel	338	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-291	291	swamp leech	339	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-292	292	tannia, yautia	240	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-293	293	tapir	222	flora-fauna	Flora Fauna Vocabulary	312	TAPIR
Bowern-2021-342b-294	294	tawny frogmouth	340	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-295	295	termite mounds, ant hills	341	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-296	296	termites, white-ants	223	flora-fauna	Flora Fauna Vocabulary	883	TERMITE
Bowern-2021-342b-297	297	ti-tree	343	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-298	298	tick	224	flora-fauna	Flora Fauna Vocabulary	1527	TICK
Bowern-2021-342b-299	299	tiger shark	344	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-300	300	tigerfish	225	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-301	301	tinamou	226	flora-fauna	Flora Fauna Vocabulary	3921	TINAMOU
Bowern-2021-342b-302	302	toad	100	flora-fauna	Flora Fauna Vocabulary	894	TOAD
Bowern-2021-342b-303	303	tobacco	227	flora-fauna	Flora Fauna Vocabulary	974	TOBACCO
Bowern-2021-342b-304	304	torresian crow	345	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-305	305	tortoise (red foot, yellow foot/giant)	228	flora-fauna	Flora Fauna Vocabulary	895	TORTOISE
Bowern-2021-342b-306	306	toucan	229	flora-fauna	Flora Fauna Vocabulary	308	TOUCAN
Bowern-2021-342b-307	307	tree	101	flora-fauna	Flora Fauna Vocabulary	906	TREE
Bowern-2021-342b-308	308	tree yucca	102	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-309	309	tufted capuchin monkey	230	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-310	310	turkey buzzard	103	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-311	311	turtle (generic)	104	flora-fauna	Flora Fauna Vocabulary	112	TURTLE
Bowern-2021-342b-312	312	ucuqui	232	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-313	313	valley live oak	105	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-314	314	valley oak	106	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-315	315	valley quail	107	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-316	316	vulture	233	flora-fauna	Flora Fauna Vocabulary	1185	VULTURE
Bowern-2021-342b-317	317	Washington clam	108	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-318	318	wasp	234	flora-fauna	Flora Fauna Vocabulary	1517	WASP
Bowern-2021-342b-319	319	waterlily	346	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-320	320	wattle	347	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-321	321	wedge-tailed eagle	348	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-322	322	Western Canada goose	109	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-323	323	whale	110	flora-fauna	Flora Fauna Vocabulary	957	WHALE
Bowern-2021-342b-324	324	white pelican	111	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-325	325	white-fronted capuchin	235	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-326	326	white-fronted spider monkey	236	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-327	327	white-lipped peccary	237	flora-fauna	Flora Fauna Vocabulary	436	WHITE-LIPPED PECCARY
Bowern-2021-342b-328	328	wild grapevine	112	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-329	329	wild oats	113	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-330	330	wild rose	114	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-331	331	wild sunflower	115	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-332	332	willie wagtail	349	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-333	333	willow	116	flora-fauna	Flora Fauna Vocabulary	818	WILLOW
Bowern-2021-342b-334	334	witchetty grub	350	flora-fauna	Flora Fauna Vocabulary	3011	GRUB
Bowern-2021-342b-335	335	woma	351	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-336	336	wood rat, round-tail	117	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-337	337	woodpecker	239	flora-fauna	Flora Fauna Vocabulary	2447	WOODPECKER
Bowern-2021-342b-338	338	worm, hairy caterpillar	118	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-339	339	worm, smooth caterpillar	119	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-340	340	yellow jacket	120	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-341	341	yellowbird	121	flora-fauna	Flora Fauna Vocabulary		
Bowern-2021-342b-342	342	yerba santa	122	flora-fauna	Flora Fauna Vocabulary		
