ID	NUMBER	PAGE	ENGLISH	CHINESE	CONCEPTICON_ID	CONCEPTICON_GLOSS
Wang-2004-471-419	1638	252	(fruit) be ripe	熟（果子）	178	RIPE
Wang-2004-471-420	1643	252	fling; toss	甩	1456	THROW
Wang-2004-471-421	1645	252	tie (a cow) to	栓（牛）		
Wang-2004-471-422	1648	252	suck	吮	1421	SUCK
Wang-2004-471-423	1649	252	say	说	1458	SAY
Wang-2004-471-424	1650	252	tear up, rip	撕	1735	TEAR (SHRED)
Wang-2004-471-425	1651	252	die	死	1494	DIE
Wang-2004-471-426	1656	252	lock (the door)	锁（门）		
Wang-2004-471-427	1663	252	escape; run away	逃跑	956	FLEE
Wang-2004-471-428	1666	252	(head) ache	痛（头痛）	1815	ACHE
Wang-2004-471-429	1668	252	shave (the head)	剃头	231	SHAVE
Wang-2004-471-430	1674	252	lick, lap	添	319	LICK
Wang-2004-471-431	1681	252	listen	听	1608	LISTEN
Wang-2004-471-432	1688	252	spit (noun or verb?)	吐（痰）		
Wang-2004-471-433	1707	252	to smell	闻（嗅）	2124	SMELL
Wang-2004-471-434	1708	252	ask; question	问	1309	ASK (INQUIRE)
Wang-2004-471-435	1715	252	be blind	瞎	1653	BLIND
Wang-2004-471-436	1718	252	lay (eggs)	下（蛋）	2464	LAY EGGS
Wang-2004-471-437	1719	253	(rain) fall	下（雨）	2234	FALL (OF SNOW AND RAIN)
Wang-2004-471-438	1726	253	think	想	2271	THINK
Wang-2004-471-439	1733	253	pare/peel with a knife	削		PEEL
Wang-2004-471-440	1735	253	laugh	笑	1355	LAUGH
Wang-2004-471-441	1740	253	to rest	休息		
Wang-2004-471-442	1741	253	embroider	绣		
Wang-2004-471-443	1742	253	study, learn	学	1929	STUDY
Wang-2004-471-444	1745	253	press, push down	压	1913	PRESS
Wang-2004-471-445	1746	253	[castrate (chicken)]	阉（鸡）		
Wang-2004-471-446	1749	253	to itch/tickle	痒	148	ITCH
Wang-2004-471-447	1754	253	scoop up (water); ladle out	舀（水）	2788	LADLE (WATER)
Wang-2004-471-448	1755	253	want; need	要	1784	WANT
Wang-2004-471-449	1764	253	have (you)	有（钱）	773	HAVE
Wang-2004-471-450	1793	253	(wasps) sting	蜇（马蜂）	571	STING
Wang-2004-471-451	1797	253	steam	蒸	1193	STEAM
Wang-2004-471-452	1799	253	weave; knit	织	2905	KNIT
Wang-2004-471-453	1802	253	swell	肿	1573	SWELL
Wang-2004-471-454	1803	253	use or lean on (a walking stick)	拄	2072	USE (VERB)
Wang-2004-471-455	1804	253	cook; boil	煮	1100	COOK (SOMETHING)
Wang-2004-471-456	1806	253	turn around	转（身）	1444	TURN AROUND
Wang-2004-471-457	1813	253	catch; capture	捉	702	CATCH
Wang-2004-471-458	1819	253	sit	坐	1416	SIT
Wang-2004-471-459	1823	253	[loach]	泥鳅		
Wang-2004-471-460	1829	253	leg	腿	1297	LEG
Wang-2004-471-461	1852	253	bark	树皮	1204	BARK
Wang-2004-471-462	1858	253	jar	甄子	1462	POT
Wang-2004-471-463	1863	253	price	价	657	PRICE
Wang-2004-471-464	2073	253	[cow louse]	牛虱		
Wang-2004-471-465	2075	253	[ethanol]	酒精		
Wang-2004-471-466	2086	253	bamboo piece	蔑		
Wang-2004-471-467	2105	253	paint	漆	647	PAINT (PIGMENTS)
Wang-2004-471-468	2109	253	stomach [bird crop]	嗉子		
Wang-2004-471-469	2118	253	eagle fern	蕨菜		
Wang-2004-471-470	2121	253	[pull up weeds]	蒿草		
Wang-2004-471-471	2124	253	(xx language) 	语言	1307	LANGUAGE
