ID	NUMBER	ENGLISH	LEXIBANK_GLOSS_ENGLISH	LEXIBANK_GLOSS_FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Gravina-2014-717-315	315	hoe (n)	hoe (n)	houe	284	HOE
Gravina-2014-717-316	316	hold	hold	tenir // tenir bien	1448	HOLD
Gravina-2014-717-317	317	hole	hole	trou // trou d'animal // trou d'argile // trou dans l'oreille // trou trop ouvert // trou_(dans le sol)	1667	HOLE
Gravina-2014-717-318	318	honey	honey	miel	942	HONEY
Gravina-2014-717-319	319	hoof	hoof	sabot	152	HOOF
Gravina-2014-717-320	320	horn	horn	cor // corne	1393	HORN (ANATOMY)
Gravina-2014-717-321	321	horse	horse	cheval	615	HORSE
Gravina-2014-717-322	322	house	house	maison	1252	HOUSE
Gravina-2014-717-323	323	how?	how?	comment // comment?	1239	HOW
Gravina-2014-717-324	324	how many?	how many?	combien // combien?	822	HOW MANY
Gravina-2014-717-325	325	hundred (100)	hundred (100)	cent // cent (100)	1634	HUNDRED
Gravina-2014-717-326	326	hunger	hunger	faim // famine; faim	1864	HUNGER
Gravina-2014-717-327	327	hunter	hunter	chasseur // spécialiste en chasse	1053	HUNTER
Gravina-2014-717-328	328	husband	husband	mari // mari, mâle // mari, époux // maître; mari	1200	HUSBAND
Gravina-2014-717-329	329	hut	hut	case // case ; chambre // case, chambre à coucher, pièce // hutte	1678	HUT
Gravina-2014-717-330	330	hyena	hyena	hyène // l'hyène	1799	HYENA
Gravina-2014-717-331	331	I	I	1s // je // je, moi // moi	1209	I
Gravina-2014-717-332	332	if	if	dans le cas que // lorsque // si // si; quand	1459	IF
Gravina-2014-717-333	333	in front of, before	in front of, before	devant	1883	IN FRONT OF
Gravina-2014-717-334	334	insect	insect	insecte // insecte(esp.)	620	INSECT
Gravina-2014-717-335	335	inside	inside	dedans // intérieur // là-dedans // à l' intérieure // à l'intérieur	1606	INSIDE
Gravina-2014-717-336	336	intestinal worm	intestinal worm	ténia (ver) // ver intestinal // vermiforme	3623	INTESTINAL WORM
Gravina-2014-717-337	337	intestines	intestines	intestins	1991	INTESTINES
Gravina-2014-717-338	338	iron	iron	fer // fer à repassage // fer, métal	621	IRON
Gravina-2014-717-339	339	jackal	jackal	chacal	3313	JACKAL
Gravina-2014-717-340	340	jaw	jaw	machoir // mâchoire	798	JAW
Gravina-2014-717-341	341	jump (v)	jump (v)	sauter	1829	JUMP
Gravina-2014-717-342	342	kick	kick	coup de pied // donner un coup de pied // heurter_de_pied	1135	KICK
Gravina-2014-717-343	343	kidney	kidney	rein // rognon	489	KIDNEY
Gravina-2014-717-344	344	kitchen	kitchen	cuisine	1365	KITCHEN
Gravina-2014-717-345	345	knee	knee	genou	1371	KNEE
Gravina-2014-717-346	346	kneel	kneel	agenouiller // agénouiller // s'agenouiller	66	KNEEL
Gravina-2014-717-347	347	knife	knife	couteau // coutelas	1352	KNIFE
Gravina-2014-717-348	348	knot	knot	Noeud // nœud	760	KNOT
Gravina-2014-717-349	349	ladder	ladder	échelle	1464	LADDER
Gravina-2014-717-350	350	ladle	ladle	louche	2657	LADLE
Gravina-2014-717-351	351	lake	lake	lac // lac ; mare ; étang	624	LAKE
Gravina-2014-717-352	352	language	language	langue // langue, langage // langue, language	1307	LANGUAGE
Gravina-2014-717-353	353	late	late	tard	477	LATE
Gravina-2014-717-354	354	laugh	laugh	rire	1355	LAUGH
Gravina-2014-717-355	355	law	law	bras aprés l'épaule; loi // loi	1062	LAW
Gravina-2014-717-356	356	leaf	leaf	feuille // feuille (d'arbre) // feuille d'arbre	628	LEAF
Gravina-2014-717-357	357	learn	learn	apprendre	504	LEARN
Gravina-2014-717-358	358	leave	leave	partir // partir ; quitter // repartir	1752	LEAVE
Gravina-2014-717-359	359	left (direction)	left (direction)	( ) gauche // () gauche // (à) gauche	244	LEFT
Gravina-2014-717-360	360	leg	leg	jambe	1297	LEG
Gravina-2014-717-361	361	lend	lend	prêter	582	LEND
Gravina-2014-717-362	362	leopard	leopard	caracal // leopard // léopard // léopard, panthère // panthère	1139	LEOPARD
Gravina-2014-717-363	363	leprosy	leprosy	lèpre	3624	LEPROSY
Gravina-2014-717-364	364	lick	lick	lécher	319	LICK
Gravina-2014-717-365	365	lie	lie	mentir	601	LIE (MISLEAD)
Gravina-2014-717-366	366	lie down	lie down	coucher // s'étaler // se coucher	215	LIE DOWN
Gravina-2014-717-367	367	life	life	vie	210	LIFE
Gravina-2014-717-368	368	(be) light (not heavy)	(be) light (not heavy)	(être) léger	1052	LIGHT (WEIGHT)
Gravina-2014-717-369	369	lightning	lightning	éclair // éclaire	1654	LIGHTNING
Gravina-2014-717-370	370	like	like	aimer // vouloir; aimer	1117	LIKE
Gravina-2014-717-371	371	limp	limp	boiter // boîter	366	LIMP
Gravina-2014-717-372	372	lion	lion	lion	1386	LION
Gravina-2014-717-373	373	lip	lip	lèvre	478	LIP
Gravina-2014-717-374	374	liver	liver	foie	1224	LIVER
Gravina-2014-717-375	375	lizard	lizard	agame // lézard // lézard ; margouillat // lézard esp. // lézard(esp.) // margouillard // margouillat	632	LIZARD
Gravina-2014-717-376	376	locust	locust	locuste // locuste, criquet	810	LOCUST
Gravina-2014-717-377	377	long	(be) long // long	(être) long // long	1203	LONG
Gravina-2014-717-378	378	look at	look at	regarder	1819	LOOK
Gravina-2014-717-379	379	look for	look for	chercher // chercher, essayer de trouver	1468	LOOK FOR
Gravina-2014-717-380	380	louse	louse	pou // pou (de tête) // poux ; parasite des poules	1392	LOUSE
Gravina-2014-717-381	381	lung	lung	poumon	688	LUNG
Gravina-2014-717-382	382	machete, cutlass	machete, cutlass	machette, coupe-coupe	2680	MACHETE
Gravina-2014-717-383	383	witchcraft	witchcraft	sorcellerie	392	MAGIC
Gravina-2014-717-384	384	maize, corn	maize, corn	maïs	506	MAIZE
Gravina-2014-717-385	385	male (sex)	male (sex)	mâle // mâle (sexe)	1553	MALE
Gravina-2014-717-386	386	he-goat, billy goat	he-goat, billy goat	bouc	2475	MALE GOAT
Gravina-2014-717-387	387	man (male)	man (male)	homme (mâle)	2106	MALE PERSON
Gravina-2014-717-388	388	man	man	homme	1554	MAN
Gravina-2014-717-389	389	praying mantis	praying mantis	mante // mante religieuse	3279	MANTIS
Gravina-2014-717-390	390	many	many	beaucoup // beaucoup (de) // beaucoup ; grand // beaucoup de // beaucoup; nombreux // en masse // nombreux	1198	MANY
Gravina-2014-717-391	391	bone marrow	bone marrow	moelle // moëlle	1835	MARROW
Gravina-2014-717-392	392	marry	marry	se marier // se marier, épouser // épouser	203	MARRY
Gravina-2014-717-393	393	mat	mat	la natte // natte	195	MAT
Gravina-2014-717-394	394	mother's sister (aunt)	mother's sister (aunt)	tante maternelle	2693	MATERNAL AUNT (MOTHER'S SISTER)
Gravina-2014-717-395	395	mother's brother (uncle)	mother's brother (uncle)	oncle maternel	2692	MATERNAL UNCLE (MOTHER'S BROTHER)
Gravina-2014-717-396	396	meat	meat	viande	634	MEAT
Gravina-2014-717-397	397	medicine	medicine	médicament // médicament, remède // remède	1372	MEDICINE
Gravina-2014-717-398	398	meet	meet	rencontrer	1831	MEET
Gravina-2014-717-399	399	melon	melon	melon	507	MELON
Gravina-2014-717-400	400	noon	noon	midi	12	MIDDAY
Gravina-2014-717-401	401	middle	middle	au milieu // milieu // milieu, centre	1093	MIDDLE
Gravina-2014-717-402	402	millet	millet	mil // mil blanc au moment du mûrissage // mil violet // mil_chandelle	931	MILLET
Gravina-2014-717-403	403	molar tooth	molar tooth	dent_molaire // molaire	1049	MOLAR TOOTH
Gravina-2014-717-404	404	money	money	argent // argent, monnaie	1559	MONEY
Gravina-2014-717-405	405	monitor lizard	monitor lizard	varan // varan (terrestre) // varan terrestre // varan(esp.) // varant	3017	MONITOR LIZARD
Gravina-2014-717-406	406	monkey	monkey	singe // singe (esp.) // singe(noir, gros)	1350	MONKEY
Gravina-2014-717-407	407	month	month	mois	1370	MONTH
Gravina-2014-717-408	408	moon	moon	lune // lune ; mois	1313	MOON
Gravina-2014-717-409	409	morning	morning	le matin // matin	1339	MORNING
Gravina-2014-717-410	410	mortar	mortar	mortier	224	MORTAR
Gravina-2014-717-411	411	mosquito	mosquito	moustique // moustique(esp.)	1509	MOSQUITO
Gravina-2014-717-412	412	mother	mother	ma mère // maman // mère	1216	MOTHER
Gravina-2014-717-413	413	mother-in-law	mother-in-law	belle-mère	1050	MOTHER-IN-LAW
Gravina-2014-717-414	414	mountain	mountain	montagne // étagère en argile et branches, qui relie deux toits de greniers, sur laquelle on pose valise et affaires; montagne; montagne, parce que le village ouldémé est sur la montagne et anciennement quand on allait au village on montait la montagne	639	MOUNTAIN
Gravina-2014-717-415	415	mouse	mouse	(souris) // souris	1491	MOUSE
Gravina-2014-717-416	416	mouth	mouth	bouche	674	MOUTH
Gravina-2014-717-417	417	move	move	bouger // bouger, se déplacer // déplacer // se bouger // se déplacer	765	MOVE
Gravina-2014-717-418	418	mud	mud	bou // boue // boue; s'embourber, s'enliser dans la boue	640	MUD
Gravina-2014-717-419	419	muscle	muscle	muscle	1004	MUSCLE
Gravina-2014-717-420	420	mushroom	mushroom	champignon	641	MUSHROOM
Gravina-2014-717-421	421	naked	naked	nu	590	NAKED
Gravina-2014-717-422	422	name	name	nom	1405	NAME
Gravina-2014-717-423	423	nape of neck	nape of neck	nuque	1347	NAPE (OF NECK)
Gravina-2014-717-424	424	navel	navel	nombril	1838	NAVEL
Gravina-2014-717-425	425	near	near	proche // proche, près // près // près; prochain	1942	NEAR
Gravina-2014-717-426	426	neck	neck	cou // cou, voix	1333	NECK
Gravina-2014-717-427	427	necklace	necklace	collier // collier, bracelet	1961	NECKLACE
Gravina-2014-717-428	428	needle	needle	aiguille	1382	NEEDLE (FOR SEWING)
Gravina-2014-717-429	429	never	never	jamais // jamais ; pas du tout // pas du tout	1656	NEVER
Gravina-2014-717-430	430	(be) new	(be) new	(être) nouveau, neuf	1231	NEW
Gravina-2014-717-431	431	news	news	actualité ; motif // nouvelles	2964	NEWS
Gravina-2014-717-432	432	night	night	nuit // nuit; soir	1233	NIGHT
Gravina-2014-717-433	433	nine (9)	nine // nine (9)	neuf // neuf (9)	1483	NINE
Gravina-2014-717-434	434	ninety (90)	ninety (90)	quatre-vingt-dix (90)	1724	NINETY
Gravina-2014-717-435	435	no	no	non // non ! // non!	1269	NO
Gravina-2014-717-436	436	north	north	Nord	1598	NORTH
Gravina-2014-717-437	437	nose	nose	nez	1221	NOSE
Gravina-2014-717-438	438	not	not	ne...pas // pas	1240	NOT
Gravina-2014-717-439	439	nothing	nothing	ne_rien // rien	687	NOTHING
Gravina-2014-717-440	440	now	now	maintenant // maintenent	1376	NOW
Gravina-2014-717-441	441	oath	oath	serment	1712	OATH
Gravina-2014-717-442	442	often	often	souvent	1852	OFTEN
Gravina-2014-717-443	443	oil	oil	huile	1484	OIL (ORGANIC SUBSTANCE)
Gravina-2014-717-444	444	okra	okra	okra	1737	OKRA
Gravina-2014-717-445	445	old man	old man	vieillard	406	OLD MAN
Gravina-2014-717-446	446	old woman	old woman	femme, vieille // vieille femme // vieille femme; femme (vieille)	907	OLD WOMAN
Gravina-2014-717-447	447	one	one	un // un (chiffre)	1493	ONE
Gravina-2014-717-448	448	onion	onion	oignon	2366	ONION
Gravina-2014-717-449	449	only	only	ne...que // ne_que // rien que // sauf ; seulement // seul ; seulement // seulement // uniquement	1580	ONLY
Gravina-2014-717-450	450	open	open	ouvrir // ouvrir brusquement // ouvrir; enlever; perdre	1156	OPEN
Gravina-2014-717-451	451	orphan	orphan	orphelin // orphelin,	1149	ORPHAN
Gravina-2014-717-452	452	ostrich	ostrich	autruche	3797	OSTRICH
Gravina-2014-717-453	453	outside	outside	(en) dehors // dehors // extérieur	762	OUTSIDE
Gravina-2014-717-454	454	owl	owl	hibou // hibou ; effraie africaine	735	OWL
Gravina-2014-717-455	455	pawpaw, papaya	pawpaw, papaya	papaye	2445	PAPAYA
Gravina-2014-717-456	456	father's sister (aunt)	father's sister (aunt)	tante paternelle	2691	PATERNAL AUNT (FATHER'S SISTER)
Gravina-2014-717-457	457	path, road	path, road	chemin // chemin, route	2457	PATH OR ROAD
Gravina-2014-717-458	458	penis	penis	penis // pénis // sexe, pénis	1222	PENIS
Gravina-2014-717-459	459	perhaps	perhaps	peut être (même) // peut-être	2278	PERHAPS
Gravina-2014-717-460	460	person	person	gens // personne // personne; quelqu'un // une personne // une_personne; gens	683	PERSON
Gravina-2014-717-461	461	pestle	pestle	pilon	225	PESTLE
Gravina-2014-717-462	462	piece	piece	morceau	594	PIECE
Gravina-2014-717-463	463	pierce	pierce	percer // percer; percer rapidement une boîte // piercer // pique // transpercer	398	PIERCE
Gravina-2014-717-464	464	pig	pig	cochon // cochon ; porc // porc // porc, cochon	1337	PIG
Gravina-2014-717-465	465	urinate	urinate	uriner	592	PISS
Gravina-2014-717-466	466	place	place	endroit // endroit ; sol // endroit, lieu // lieu // lieu; place // place	723	PLACE (POSITION)
Gravina-2014-717-467	467	stem, stalk (of maize, millet, etc.)	stem, stalk (of maize, millet, etc.)	tige (de maïs, de mil)	2628	PLANT STEM
Gravina-2014-717-468	468	pocket	pocket	poche // poche; sac	1851	POCKET
Gravina-2014-717-469	469	porcupine	porcupine	porc-épic	2510	PORCUPINE
Gravina-2014-717-470	470	belongings	belongings	biens, possessions	3860	POSSESSIONS
Gravina-2014-717-471	471	pound	pound	piler	354	POUND
Gravina-2014-717-472	472	pour	pour	action de verser_de_l'eau en grand bruit // pour // verser	1487	POUR
Gravina-2014-717-473	473	pray	pray	prier	24	PRAY
Gravina-2014-717-474	474	prepare (food to cook)	prepare (food to cook)	préparer (la nourriture)	2909	PREPARE
Gravina-2014-717-475	475	price	price	commerce; prix // le prix // prix	657	PRICE
Gravina-2014-717-476	476	prison	prison	prison // tôle ; ondulée	1281	PRISON
Gravina-2014-717-477	477	prostitute	prostitute	prostituée	1610	PROSTITUTE
Gravina-2014-717-478	478	protect	protect	proteger // protéger // protéger; faire cuire	2900	PROTECT
Gravina-2014-717-479	479	proverb	proverb	proverbe // proverbe,parabole	3646	PROVERB
Gravina-2014-717-480	480	pull	pull	attirer // tirer // tirer, retirer	1455	PULL
Gravina-2014-717-481	481	pus	pus	pus // pus ; glaires	1808	PUS
Gravina-2014-717-482	482	push	push	pousser // pousser pour faire tomber // pousser(qqch/qqn)	1452	PUSH
Gravina-2014-717-483	483	python	python	boa // python // python de Séba	1563	PYTHON
Gravina-2014-717-484	484	quarrel	quarrel	quereller // querreller // se quereller	3302	QUARREL (VERB)
Gravina-2014-717-485	485	quickly	quickly	rapidement // rapidement et nombreux // vite	3365	QUICKLY
Gravina-2014-717-486	486	rainbow	rainbow	arc en ciel // arc-en-ciel	1733	RAINBOW
Gravina-2014-717-487	487	rain	rain	pleuvoir // pluie		RAINING OR RAIN
Gravina-2014-717-488	488	rainy season	rainy season	saison de pluie // saison de pluies // saison des pluies // saison_des_pluies	453	RAINY SEASON
Gravina-2014-717-489	489	sheep	ram // sheep	belier // bélier // mouton	1344	RAM
Gravina-2014-717-490	490	rat	rat	rat // raton	1490	RAT
Gravina-2014-717-491	491	razor	razor	couteau à raser // rasoir // rasoir_traditionnel	151	RAZOR
Gravina-2014-717-492	492	red	(be) red // red	(être) rouge // rouge	156	RED
Gravina-2014-717-493	493	refuse	refuse	refuser	49	REFUSE
Gravina-2014-717-494	494	remember	remember	rappeler // se rappeler ; se souvenir ; penser à // se souvenir // se souvenir de // se souvenir, se rappeler // souvenir_(se)	707	REMEMBER
Gravina-2014-717-495	495	resemble	resemble	ressembler	1777	RESEMBLE
Gravina-2014-717-496	496	rest	rest	repos // reposer // réposer; attendre // se reposer	168	REST
Gravina-2014-717-497	497	rib	rib	côte	801	RIB
Gravina-2014-717-498	498	rice	rice	riz	926	RICE
Gravina-2014-717-499	499	right (direction)	right (direction)	( ) droite // () droite // (à) droite	1019	RIGHT
Gravina-2014-717-500	500	ringworm	ringworm	teigne	3171	RINGWORM
Gravina-2014-717-501	501	river	river	fleuve // mayo, rivière // rivière // rivière ; fleuve // rivière, fleuve	666	RIVER
Gravina-2014-717-502	502	river bank	river bank	bord (de rivière)	3463	RIVERBANK
Gravina-2014-717-503	503	road	road	grande route // route // rue	667	ROAD
Gravina-2014-717-504	504	roast	roast	rôtir	1962	ROAST (SOMETHING)
Gravina-2014-717-505	505	rock	rock	pierre, montagne // rocher // rocher plat	668	ROCK
Gravina-2014-717-506	506	roof	roof	couvrir d'une toit // toit // toiture	769	ROOF
Gravina-2014-717-507	507	room	room	chambre // pièce (de maison)	1450	ROOM
Gravina-2014-717-508	508	rooster (cock)	rooster (cock)	coq	1511	ROOSTER
Gravina-2014-717-509	509	root	root	racine // racine; base, tronc	670	ROOT
Gravina-2014-717-510	510	rope	rope	corde	1218	ROPE
Gravina-2014-717-511	511	rub	rub	frotter // frotter (le corps)	1449	RUB
Gravina-2014-717-512	512	run	run	courir // courir, fuire; courir vite	1519	RUN
Gravina-2014-717-513	513	sacrifice	sacrifice	faire un sacrifice, sacrifier // sacrifice // sacrifier	1103	SACRIFICE
Gravina-2014-717-514	514	saliva	saliva	salive	1503	SALIVA
Gravina-2014-717-515	515	salt	salt	sel	1274	SALT
Gravina-2014-717-516	516	sand	sand	le sable // sable	671	SAND
Gravina-2014-717-517	517	say	say	dire // dire ; annoncer à ; informer ; parler à // dire à lui	1458	SAY
Gravina-2014-717-518	518	scar	scar	balafre // cicatrice	497	SCAR
Gravina-2014-717-519	519	scorpion	scorpion	(scorpion) // scorpion	1538	SCORPION
Gravina-2014-717-520	520	ocean, sea	ocean, sea	mer // océan, mer	2282	SEA OR OCEAN
Gravina-2014-717-521	521	see	see	voir // voir ; contempler ; admirer	1409	SEE
Gravina-2014-717-522	522	seed	seed	graine, semence // semence	714	SEED
Gravina-2014-717-523	523	snatch	snatch	arracher // saisir, arracher // saisir, arracher [voir 0874]	855	SEIZE
Gravina-2014-717-524	524	sell	sell	vendre	1571	SELL
Gravina-2014-717-525	525	semen	semen	sperme	2283	SEMEN
Gravina-2014-717-526	526	servant	servant	berceuse // jeune fille qui garde un bébé // servant // serviteur	255	SERVANT
Gravina-2014-717-527	527	sesame seed	sesame seed	(graines de) sésame	2797	SESAME
Gravina-2014-717-528	528	seven	seven // seven (7)	sept // sept (7)	1704	SEVEN
Gravina-2014-717-529	529	seventeen (17)	seventeen (17)	dix-sept (17)	2453	SEVENTEEN
Gravina-2014-717-530	530	seventy (70)	seventy (70)	soixante-dix (70)	1721	SEVENTY
Gravina-2014-717-531	531	sew	sew	coudre	1457	SEW
Gravina-2014-717-532	532	shadow	shadow	ombre	1388	SHADE
Gravina-2014-717-533	533	medicine man, traditional healer	medicine man, traditional healer	guérisseur traditionnel, chaman	394	SHAMAN (FOLK HEALER)
Gravina-2014-717-534	534	shame (n)	shame (n)	honte	1776	SHAME
Gravina-2014-717-535	535	shin	shin	tibia	186	SHIN
Gravina-2014-717-536	536	shine	shine	briller // briller; faire jour	708	SHINE
Gravina-2014-717-537	537	shirt	shirt	chemise	1622	SHIRT
Gravina-2014-717-538	538	defecate	defecate	déféquer // déféquer, chier	676	SHIT (DEFECATE)
Gravina-2014-717-539	539	shoe	shoe	chaussure // chaussure ; babouche	1381	SHOE
Gravina-2014-717-540	540	shoot	shoot	tirer (une arme)	1172	SHOOT
Gravina-2014-717-541	541	short	(be) short // short	(être) court // court // court; court de longueur // court; court en taille // court; mince	1645	SHORT
Gravina-2014-717-542	542	shoulder	shoulder	epaule // épaule	1482	SHOULDER
Gravina-2014-717-543	543	show	show	indiquer; montrer // montrer // montrer en présentant	1039	SHOW
Gravina-2014-717-544	544	close	close	fermer // fermer (un carton)	1046	SHUT
Gravina-2014-717-545	545	sickle	sickle	faucille	341	SICKLE
Gravina-2014-717-546	546	sin	sin	péché	2971	SIN
Gravina-2014-717-547	547	sing	sing	chanter	1261	SING
Gravina-2014-717-548	548	singe	singe	brûler légèrement, roussir	3698	SINGE
Gravina-2014-717-549	549	sit	sit	s'asseoir	1416	SIT
Gravina-2014-717-550	550	six	six // six (6)	six // six (6)	1703	SIX
Gravina-2014-717-551	551	sixty (60)	sixty (60)	soixante (60)	1718	SIXTY
Gravina-2014-717-552	552	skin	skin	dépouiller // dépouiller ; écorcher // peau // pelant (peau); muant (peau) // écorcher // égorger	763	SKIN
Gravina-2014-717-553	553	hide (of animal)	hide (of animal)	peau (d'animal)	2614	SKIN (ANIMAL)
Gravina-2014-717-554	554	skin (of man)	skin (of man)	peau (d'homme)	2613	SKIN (HUMAN)
Gravina-2014-717-555	555	skull	skull	crâne	1605	SKULL
Gravina-2014-717-556	556	sky	sky	ciel	1732	SKY
Gravina-2014-717-557	557	slave	slave	esclave	812	SLAVE
Gravina-2014-717-558	558	slip	slip	glisser // glisser ; échapper ; dépasser // slip	1324	SLIP
Gravina-2014-717-559	559	small	(be) small // small	(être) petit // petit	1246	SMALL
Gravina-2014-717-560	560	smile	smile	sourire	1451	SMILE
Gravina-2014-717-561	561	snail	snail	escargot	1543	SNAIL
Gravina-2014-717-562	562	snake	snake	(serpent) // serpent // serpent (en générale) // serpent (nom gén.) // serpent (type) // serpent_inoffensif	730	SNAKE
Gravina-2014-717-563	563	snore	snore	ronfler	1983	SNORE
Gravina-2014-717-564	564	soak	soak	(faire) tremper // mouiller // tremper	2069	SOAK (VERB)
Gravina-2014-717-565	565	soldier	soldier	soldat	1941	SOLDIER
Gravina-2014-717-566	566	sometimes	sometimes	parfois // quelque fois // quelque_fois // quelquefois, parfois	1544	SOMETIMES
Gravina-2014-717-567	567	son	son	fils // son	1620	SON
Gravina-2014-717-568	568	song	song	chanson // chanson; chant // chant // chant, chanson	1096	SONG
Gravina-2014-717-569	569	soul, spirit (of living person)	soul, spirit (of living person)	âme, esprit	811	SOUL
Gravina-2014-717-570	570	soup, broth	soup, broth	soupe	1547	SOUP
Gravina-2014-717-571	571	(be) sour	(be) sour	(être) acide, sur, aigre // (être) acide, sûr, aigre // (être) aigre	1906	SOUR
Gravina-2014-717-572	572	south	south	Sud	1595	SOUTH
Gravina-2014-717-573	573	sow	sow	semer	748	SOW SEEDS
Gravina-2014-717-574	574	lance (spear) (n)	lance (spear) (n)	lance (épée)	945	SPEAR
Gravina-2014-717-575	575	spider	spider	araignée // araignée,grosse // araignée; un animal à huit/six pattes qui file vite et transporte les scorpions // arraignée	843	SPIDER
Gravina-2014-717-576	576	spine, backbone	spine, backbone	colonne vertébrale, épine dorsale	805	SPINE
Gravina-2014-717-577	577	spit	spit	cracher // cracher; - je me mouche	1440	SPIT
Gravina-2014-717-578	578	squeeze	squeeze	extraire // presser // presser_avec_la_main // serrer	1414	SQUEEZE
Gravina-2014-717-579	579	squirrel	squirrel	écureuil	1628	SQUIRREL
Gravina-2014-717-580	580	stab	stab	poignarder	1434	STAB
Gravina-2014-717-581	581	stand	stand	(être, se tenir) debout // se tenir debout	1442	STAND
Gravina-2014-717-582	582	star	star	étoile	1430	STAR
Gravina-2014-717-583	583	steal	steal	dérober // voler // voler (dérober) // voler, dérober // voler; dérober	713	STEAL
Gravina-2014-717-584	584	stir	stir	agiter // remuer // remuer; bouger // tourner	696	STIR
Gravina-2014-717-585	585	stomach (internal)	stomach (internal)	ventre (interne)	819	STOMACH
Gravina-2014-717-586	586	stone	stone	caillou // pierre // pierre plate // pierre_(très dur)	857	STONE
Gravina-2014-717-587	587	stool	stool	tabouret // tabouret_sculpté	2058	STOOL
Gravina-2014-717-588	588	story (tale)	story (tale)	conte, histoire	2060	STORY
Gravina-2014-717-589	589	stranger	stranger	étranger // étranger (inconnu)	791	STRANGER
Gravina-2014-717-590	590	strength	strength	force	202	STRENGTH
Gravina-2014-717-591	591	stretch	stretch	(s')étirer // distance // etirer, tendre // s'étirer // étirer // étirer, tendre	214	STRETCH
Gravina-2014-717-592	592	stutter	stutter	bégayer	1866	STUTTER
Gravina-2014-717-593	593	suck	suck	sucer // sucer ; laper // téter	1421	SUCK
Gravina-2014-717-594	594	suffer	suffer	souffrir // supporter_la_douleur ; pardonner ; excuser_(s') ; tolérer	1101	SUFFER
Gravina-2014-717-595	595	sugar cane	sugar cane	canne de sorgho // canne sucre // canne à sucre // canne à sucre (prêt à manger) // canne_à_sucre	146	SUGAR CANE
Gravina-2014-717-596	596	sun	sun	soleil	1343	SUN
Gravina-2014-717-597	597	sunset	sunset	coucher du soleil // coucher_du_soleil	2295	SUNSET
Gravina-2014-717-598	598	swallow	swallow	avaler // avaler (sans mâcher) ; manger qqch de poudreux; nielaista (pureskelematta), // hirondelle // hirondelle ; martinet des palmiers	897	SWALLOW
Gravina-2014-717-599	599	swear	swear	jurer // jurer, imprécation // jurer, prêter serment	1939	SWEAR
Gravina-2014-717-600	600	sweep	sweep	balayer	230	SWEEP
Gravina-2014-717-601	601	sweet	sweet	sucré // sucré, doux	717	SWEET
Gravina-2014-717-602	602	sweet potato	sweet potato	patate douce	159	SWEET POTATO
Gravina-2014-717-603	603	swelling	swelling	aine ; enflure // cicatrice boursouflée // enflure // gonflé	1903	SWELLING
Gravina-2014-717-604	604	swim	swim	nager // nager; se baigner	1439	SWIM
Gravina-2014-717-605	605	sword	sword	epée // épée	1535	SWORD
Gravina-2014-717-606	606	tail	tail	queue	1220	TAIL
Gravina-2014-717-607	607	take	take	prend ! // prendre // prendre_quelque_chose_en_jetant // tiens	1749	TAKE
Gravina-2014-717-608	608	tamarind tree	tamarind tree	tamarinier	35	TAMARIND
Gravina-2014-717-609	609	taste	taste	goût // goûter // saveur // savoureux ; gout	21	TASTE (SOMETHING)
Gravina-2014-717-610	610	teach	teach	enseigner	709	TEACH
Gravina-2014-717-611	611	ten	ten // ten (10)	dix // dix (10)	1515	TEN
Gravina-2014-717-612	612	tendon	tendon	tendon	1137	TENDON
Gravina-2014-717-613	613	termite	termite	termite	883	TERMITE
Gravina-2014-717-614	614	testicle	testicle	testicule	797	TESTICLES
Gravina-2014-717-615	615	thank	thank	remercier	2412	THANK (SOMEBODY)
Gravina-2014-717-616	616	that	that	ce-là // cela // celui // celui-là // là // que	78	THAT
Gravina-2014-717-617	617	then	then	alors // après; puis // donc // ensuite // et puis // puis // puis ; alors	2921	THEN
Gravina-2014-717-618	618	there	there	ici, là // là-bas // là; ce // sur // vers là // vers là (plus loin que |fv{akitu} // vers là-bas; vers là-bas ; à partir d'ici jusqu'à là // |fb{a)} là ; là-bas (plus distant que |fv{aàkitu})	1937	THERE
Gravina-2014-717-619	619	they	they	3pP eux // elles // eux // ils // ils/elles	817	THEY
Gravina-2014-717-620	620	thief	thief	voleur	1160	THIEF
Gravina-2014-717-621	621	thin	thin	fin // maigre // mince	2308	THIN
Gravina-2014-717-622	622	(be) thin	(be) thin	(être) maigre, mince // (être) mince	1400	THIN (SLIM)
Gravina-2014-717-623	623	thing	thing	chose // chose ; affaire - |fi{utilisé dans beaucoup de collocations diverses, telles que:}	738	THING
Gravina-2014-717-624	624	think	think	penser // penser ; réfléchir // réfléchir	2271	THINK
Gravina-2014-717-625	625	thirty (30)	thirty (30)	trente (30)	1715	THIRTY
Gravina-2014-717-626	626	this	this	(ce...)-ci // -ci // ce // ce/cet/cette // ceci // celui-ci ; celle-ci // le, la	1214	THIS
Gravina-2014-717-627	627	thorn	thorn	épine // épines ; une épine	124	THORN
Gravina-2014-717-628	628	thousand (1000)	thousand (1000)	mille // mille (1000)	1843	THOUSAND
Gravina-2014-717-629	629	three	three // three (3)	trois // trois (3)	492	THREE
Gravina-2014-717-630	630	throat	throat	gorge // gorge ; trachée-artère	1346	THROAT
Gravina-2014-717-631	631	throw	throw	jet // jeter // jeter; s'en débarasser // lancer	1456	THROW
