ID	NUMBER	GERMAN	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	GERMAN_FREQUENCY_PM	GERMAN_VALENCE_MEAN_FEMALE_YOUNG	GERMAN_VALENCE_MEAN_MALE_YOUNG	GERMAN_VALENCE_MEAN_FEMALE_OLD	GERMAN_VALENCE_MEAN_MALE_OLD	GERMAN_VALENCE_MEAN_YOUNG	GERMAN_VALENCE_MEAN_OLD	GERMAN_VALENCE_MEAN	GERMAN_AROUSAL_MEAN_FEMALE_YOUNG	GERMAN_AROUSAL_MEAN_MALE_YOUNG	GERMAN_AROUSAL_MEAN_FEMALE_OLD	GERMAN_AROUSAL_MEAN_MALE_OLD	GERMAN_AROUSAL_MEAN_YOUNG	GERMAN_AROUSAL_MEAN_OLD	GERMAN_AROUSAL_MEAN	GERMAN_DOMINANCE_MEAN_FEMALE_YOUNG	GERMAN_DOMINANCE_MEAN_MALE_YOUNG	GERMAN_DOMINANCE_MEAN_FEMALE_OLD	GERMAN_DOMINANCE_MEAN_MALE_OLD	GERMAN_DOMINANCE_MEAN_YOUNG	GERMAN_DOMINANCE_MEAN_OLD	GERMAN_DOMINANCE_MEAN	GERMAN_IMAGEABILITY_MEAN_FEMALE_YOUNG	GERMAN_IMAGEABILITY_MEAN_MALE_YOUNG	GERMAN_IMAGEABILITY_MEAN_FEMALE_OLD	GERMAN_IMAGEABILITY_MEAN_MALE_OLD	GERMAN_IMAGEABILITY_MEAN_YOUNG	GERMAN_IMAGEABILITY_MEAN_OLD	GERMAN_IMAGEABILITY_MEAN	GERMAN_EGO_MEAN_FEMALE_YOUNG	GERMAN_EGO_MEAN_MALE_YOUNG	GERMAN_EGO_MEAN_FEMALE_OLD	GERMAN_EGO_MEAN_MALE_OLD	GERMAN_EGO_MEAN_YOUNG	GERMAN_EGO_MEAN_OLD	GERMAN_EGO_MEAN	GERMAN_AGE_RELEVANCE_MEAN_FEMALE_YOUNG	GERMAN_AGE_RELEVANCE_MEAN_MALE_YOUNG	GERMAN_AGE_RELEVANCE_MEAN_FEMALE_OLD	GERMAN_AGE_RELEVANCE_MEAN_MALE_OLD	GERMAN_AGE_RELEVANCE_MEAN_YOUNG	GERMAN_AGE_RELEVANCE_MEAN_OLD	GERMAN_AGE_RELEVANCE_MEAN	GERMAN_VALENCE_SELF_MEAN	GERMAN_VALENCE_OTHER_MEAN	GERMAN_RELEVANCE_SELF_OTHER_MEAN
Gruehn-2008-200-185	185	verlogen	mendacious			1.225	1.167	1.583	1.25	1.333	1.375	1.292	1.333	6	5.5	6.083	5.5	5.75	5.792	5.771	4	3.25	4.167	3.083	3.625	3.625	3.625	3.25	3.583	3.25	3.083	3.417	3.167	3.292	1.667	2.417	1.667	1.5	2.042	1.583	1.813	2.75	2.917	2.917	2.833	2.833	2.875	2.854	1.25	1.25	1.167
Gruehn-2008-200-186	186	vernuenftig	reasonable			9.813	4.5	5.083	5.5	5.833	4.792	5.667	5.229	3.25	3.25	2.583	3.083	3.25	2.833	3.042	5.667	5.583	5.083	5.083	5.625	5.083	5.354	2.417	3	4.417	3.333	2.708	3.875	3.292	5.167	4.75	5.917	5.917	4.958	5.917	5.438	3.417	3.5	3.5	3.917	3.458	3.708	3.583	5.5	5.5	1.958
Gruehn-2008-200-187	187	verspielt	pretty			7.084	5.75	5.75	3.917	2.917	5.75	3.417	4.583	2.25	2.5	2.583	2.75	2.375	2.667	2.521	2.917	3.333	3.5	2.167	3.125	2.833	2.979	5.5	4.833	5.333	5.167	5.167	5.25	5.208	5.333	5.5	3	2.333	5.417	2.667	4.042	2.167	2.083	1.833	2.167	2.125	2	2.063	5.375	5.063	2
Gruehn-2008-200-188	188	vertraeumt	dreamy			.75	5.167	4.1	4.333	3.5	5.087	3.917	4.489	1.833	2.167	2.083	2	2	2.042	2.021	2.417	2.583	2.917	2.417	2.5	2.667	2.583	6.091	5.667	4.909	4.333	5.87	4.609	5.239	4.5	4.917	3.417	3.667	4.708	3.542	4.125	2.667	2.25	2.083	2.667	2.458	2.375	2.417	5.25	4.875	2
Gruehn-2008-200-189	189	verwirrt	bewildered	3858	CONFUSED	6.307	2.75	3.167	2.364	2.25	2.958	2.304	2.638	4.667	4.333	5.917	4.333	4.5	5.125	4.813	1.667	1.583	2.083	2.333	1.625	2.208	1.917	4.833	5.833	4.083	4.167	5.333	4.125	4.729	2.583	2.5	1.167	1.333	2.542	1.25	1.896	4.083	4.167	4.083	3.75	4.125	3.917	4.021	2	2.563	1.958
Gruehn-2008-200-190	190	verwoehnt	spoiled			3.296	2.833	2.833	2.75	2.75	2.833	2.75	2.792	3.75	3.75	3.5	3.091	3.75	3.304	3.532	3	3.167	3.667	2.833	3.083	3.25	3.167	3.917	4.25	3.667	4.083	4.083	3.875	3.979	4	3.333	1.667	3	3.667	2.333	3	2.167	1.583	1.5	1.833	1.875	1.667	1.771	3.063	1.875	1.625
Gruehn-2008-200-191	191	vorsichtig	cautious	2758	CAREFUL	22.973	4.417	3.917	4.833	4.833	4.167	4.833	4.5	4.667	4.667	4.417	4.167	4.667	4.292	4.479	4.75	4.583	5.167	4.5	4.667	4.833	4.75	4.5	4.667	3.75	4.167	4.583	3.958	4.271	4.75	4.333	5.5	5.083	4.542	5.292	4.917	4.083	4	4.5	3.909	4.043	4.217	4.13	4.813	4.5	1.917
Gruehn-2008-200-192	192	wach	awake	825	AWAKE	8.071	5.833	5.583	6.417	5.833	5.708	6.125	5.917	3.75	4	4.333	5.417	3.875	4.875	4.375	5.833	5.75	5.5	5.75	5.792	5.625	5.708	5.667	4.417	6	4.25	5.042	5.125	5.083	5.167	5	5.5	5.75	5.083	5.625	5.354	1.75	2.083	1.917	2.417	1.917	2.167	2.042	5.938	5.625	2
Gruehn-2008-200-193	193	waehlerisch	particular			738	4.167	3.667	4.25	4.583	3.917	4.417	4.167	4.917	4.417	4.083	3.833	4.667	3.958	4.313	5.667	5.167	4.667	5.083	5.417	4.875	5.146	3.917	4.167	3.667	3.091	4.042	3.391	3.723	5.917	4.667	4.818	5.083	5.292	4.957	5.128	2.583	2.583	2.833	3	2.583	2.917	2.75	4.125	3.938	1.583
Gruehn-2008-200-194	194	weich	soft-hearted			7.782	5.833	5.25	5.75	3.833	5.542	4.792	5.167	1.583	2.083	1.75	2.083	1.833	1.917	1.875	3.5	2.75	2.667	2.833	3.125	2.75	2.938	5.833	4.75	4.583	4.417	5.292	4.5	4.896	5	4.083	3.833	2.583	4.542	3.208	3.875	3.333	3.417	3.75	3.417	3.375	3.583	3.479	4.333	4.267	1.917
Gruehn-2008-200-195	195	weise	wise	698	WISE	8.563	6.5	6.417	6.667	5.917	6.458	6.292	6.375	2.167	2.333	3.417	3.5	2.25	3.458	2.854	6.417	5.75	4.75	5.75	6.083	5.25	5.667	4.167	5.833	3.583	4.5	5	4.042	4.521	4.75	4.083	3.727	4.667	4.417	4.217	4.319	4.417	4.333	4.333	4.417	4.375	4.375	4.375	6	6.188	1.708
Gruehn-2008-200-196	196	zaghaft	timid			2.715	3.583	3.417	3.25	3.083	3.5	3.167	3.333	3.75	3.75	3.5	3.5	3.75	3.5	3.625	2.417	2.333	3.667	3	2.375	3.333	2.854	3.333	3.75	4.25	3.75	3.542	4	3.771	3.167	2.917	2.25	2.417	3.042	2.333	2.688	3.75	3.333	3	3.5	3.542	3.25	3.396	3.25	3.813	1.833
Gruehn-2008-200-197	197	zaertlich	tender			4.348	6.667	6.5	6.083	6.167	6.583	6.125	6.354	1.583	1.833	2.417	2.636	1.708	2.522	2.106	4.583	3.917	4.083	4.5	4.25	4.292	4.271	5.333	6.417	6.5	6.083	5.875	6.292	6.083	6.25	6.167	5.5	5.167	6.208	5.333	5.771	2.667	2.667	2.833	2.25	2.667	2.542	2.604	6.188	6.375	1.292
Gruehn-2008-200-198	198	zerstreut	absent-minded			3.067	3.167	3.25	2.917	3	3.208	2.958	3.083	3.917	3.417	5.25	4	3.667	4.625	4.146	2	1.5	2.333	2	1.75	2.167	1.958	4.455	5.667	4.667	4	5.087	4.333	4.702	3.25	3.333	2.5	2.25	3.292	2.375	2.833	4.167	4.25	3.917	3.833	4.208	3.875	4.042	2.5	2.688	1.792
Gruehn-2008-200-199	199	zornig	furious			5.534	1.833	1.833	1.667	1.917	1.833	1.792	1.813	6.25	6.25	6.5	6.083	6.25	6.292	6.271	3.333	3	4	3.25	3.167	3.625	3.396	5.833	6.25	5.5	5.917	6.042	5.708	5.875	2.167	3.25	1.833	2.5	2.708	2.167	2.438	3	2.667	2.75	2.417	2.833	2.583	2.708	1.75	1.563	1.333
Gruehn-2008-200-200	200	zufrieden	content			52.64	6.5	6.167	6.5	6.083	6.333	6.292	6.313	1.417	1.667	1.417	1.667	1.542	1.542	1.542	5.167	4.417	4.667	4.833	4.792	4.75	4.771	4.833	5.583	5.417	4.364	5.208	4.913	5.064	5.833	5.5	6	5.75	5.667	5.875	5.771	3.333	2.75	3.667	3.667	3.042	3.667	3.354	6.813	6.688	2
