ID	ENGLISH	NUMBER	IDS_ID	URL	FRENCH	PORTUGUESE	RUSSIAN	SPANISH	CHAPTER	SUBCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS
Key-2016-1310-317	strike (hit, beat)	317	9-210	http://ids.clld.org/parameters/9-210	frapper, battre	bater, golpear	бить	golpear	9	210	2133	STRIKE OR BEAT
Key-2016-1310-318	knot (noun)	318	9-192	http://ids.clld.org/parameters/9-192	noeud	nó	узел	nudo	9	192	760	KNOT
Key-2016-1310-319	rope, cord	319	9-190	http://ids.clld.org/parameters/9-190	corde	corda, cordel	веревка	cuerda, soga	9	190	1218	ROPE
Key-2016-1310-320	chain	320	9-180	http://ids.clld.org/parameters/9-180	chaîne	cadeia	цепь	cadena	9	180	1627	CHAIN
Key-2016-1310-321	untie	321	9-161	http://ids.clld.org/parameters/9-161	détacher, délier	desatar	развязывать	desatar	9	161	352	UNTIE
Key-2016-1310-322	tie, bind	322	9-160	http://ids.clld.org/parameters/9-160	attacher, lier	amarrar, atar	связывать	amarrar, atar	9	160	1917	TIE
Key-2016-1310-323	fold	323	9-150	http://ids.clld.org/parameters/9-150	plier	dobrar	сворачивать, складывать	doblar	9	150	1470	FOLD
Key-2016-1310-324	bend	324	9-140	http://ids.clld.org/parameters/9-140	plier, courber	dobrar, curvar	сгибать	encorvar, doblar	9	140	2004	BEND
Key-2016-1310-325	work	325	9-120	http://ids.clld.org/parameters/9-120	travailler	trabalhar	работа	trabajar	9	120	984	WORK (LABOUR)
Key-2016-1310-326	do, make	326	9-110	http://ids.clld.org/parameters/9-110	faire	fazer	делать	hacer	9	110	2575	DO OR MAKE
Key-2016-1310-327	mushroom	327	8-980	http://ids.clld.org/parameters/8-980	champignon	cogumelo	гриб	hongo, seta	8	980	641	MUSHROOM
Key-2016-1310-328	nettle	328	8-970	http://ids.clld.org/parameters/8-970	ortie	urtiga	крапива	ortiga	8	970	33	NETTLE
Key-2016-1310-329	fish poison (root)	329	8-960	http://ids.clld.org/parameters/8-960	poison a poisson, verbascum	raízes venenosas	рыбий яд (корень)	veneno (raíz), barbasco	8	960	348	FISH POISON
Key-2016-1310-330	sugar cane	330	8-941	http://ids.clld.org/parameters/8-941	canne à sucre	cana de açúcar	сахарный тростник	caña de azúcar	8	941	146	SUGAR CANE
Key-2016-1310-331	bamboo	331	8-940	http://ids.clld.org/parameters/8-940	bambou	bambu	бамбук	bambú	8	940	1927	BAMBOO
Key-2016-1310-332	pumpkin, squash	332	8-931	http://ids.clld.org/parameters/8-931	courge, potiron, citrouille	abóbora	тыква	zapallo, calabaza, calabazo	8	931	864	PUMPKIN
Key-2016-1310-333	gourd	333	8-930	http://ids.clld.org/parameters/8-930	calebasse	cabaça	бутылочная тыква (разновидность)	calabaza	8	930	411	GOURD
Key-2016-1310-334	tapioca, manioc, cassava	334	8-920	http://ids.clld.org/parameters/8-920	manioc	mandioca	тапиока (крупа), маниока	mandioca, yuca	8	920	925	CASSAVA
Key-2016-1310-335	yam	335	8-912	http://ids.clld.org/parameters/8-912	igname	inhame, cará	ямс (разн. батата)	ñame	8	912	410	YAM
Key-2016-1310-336	sweet potato	336	8-910	http://ids.clld.org/parameters/8-910	patate douce	batata doce	батат	camote, batata	8	910	159	SWEET POTATO
Key-2016-1310-337	banyan	337	8-850	http://ids.clld.org/parameters/8-850	banian (higuera de la India)	baniana (figueira da India)	смоковница	baniano	8	850	346	BANYAN
Key-2016-1310-338	banana tree	338	8-840	http://ids.clld.org/parameters/8-840	bananier	bananeira	банановое дерево	plátano, banano	8	840	1795	BANANA TREE
Key-2016-1310-339	citrus fruit	339	8-830	http://ids.clld.org/parameters/8-830	citrique	fruta cítrica	цитрусовый фрукт	cítrico	8	830	1126	CITRUS FRUIT
Key-2016-1310-340	coconut	340	8-820	http://ids.clld.org/parameters/8-820	noix de coco	coco	кокос	coco	8	820	970	COCONUT
Key-2016-1310-341	palm tree	341	8-810	http://ids.clld.org/parameters/8-810	palmier	palmeira	пальма	palmera	8	810	1181	PALM TREE
Key-2016-1310-342	sap	342	8-760	http://ids.clld.org/parameters/8-760	sève	seiva	сок растений	savia	8	760	345	SAP
Key-2016-1310-343	bark	343	8-750	http://ids.clld.org/parameters/8-750	écorce	casca	кора	corteza	8	750	1204	BARK
Key-2016-1310-344	forked branch	344	8-740	http://ids.clld.org/parameters/8-740	branche fourchue, branche bifurquée	rama bifurcada	ветка с развилкой	rama bifurcada	8	740	409	FORKED BRANCH
Key-2016-1310-345	tree trunk	345	8-730	http://ids.clld.org/parameters/8-730	tronc d'arbre	tronco	ствол дерева	tronco	8	730	344	TREE TRUNK
Key-2016-1310-346	tree stump	346	8-720	http://ids.clld.org/parameters/8-720	souche d'arbre	toco	пень	tocón, cepa	8	720	241	TREE STUMP
Key-2016-1310-347	pipe	347	8-691	http://ids.clld.org/parameters/8-691	pipe	cachimbo	трубка	pipa	8	691	1124	PIPE
Key-2016-1310-348	smoke (tobacco)	348	8-690	http://ids.clld.org/parameters/8-690	fumer	fumar	табачный дым	fumar	8	690	1689	SMOKE (INHALE)
Key-2016-1310-349	tobacco	349	8-680	http://ids.clld.org/parameters/8-680	tabac	tabaco	табак	tabaco	8	680	974	TOBACCO
Key-2016-1310-350	vine	350	8-670	http://ids.clld.org/parameters/8-670	vigne	vinha	виноградная лоза, ползучее растение	enredadera, bejuco, liana	8	670	343	VINE
Key-2016-1310-351	acorn	351	8-660	http://ids.clld.org/parameters/8-660	gland	bolota	желудь	bellota	8	660	968	ACORN
Key-2016-1310-352	fir	352	8-650	http://ids.clld.org/parameters/8-650	sapin, conifère	abeto	ель, пихта	abeto	8	650	1915	FIR
Key-2016-1310-353	pine	353	8-640	http://ids.clld.org/parameters/8-640	pin	pinheiro	сосна	pino	8	640	1740	PINE
Key-2016-1310-354	birch	354	8-630	http://ids.clld.org/parameters/8-630	bouleau	bétula	береза	abedul	8	630	1855	BIRCH
Key-2016-1310-355	beech	355	8-620	http://ids.clld.org/parameters/8-620	hêtre	faia	бук	haya	8	620	1950	BEECH
Key-2016-1310-356	oak	356	8-610	http://ids.clld.org/parameters/8-610	chêne	carvalho	дуб	roble	8	610	644	OAK
Key-2016-1310-357	tree	357	8-600	http://ids.clld.org/parameters/8-600	arbre	árvore	дерево	árbol	8	600	906	TREE
Key-2016-1310-358	flower	358	8-570	http://ids.clld.org/parameters/8-570	fleur	flor	цветок	flor	8	570	239	FLOWER
Key-2016-1310-359	leaf	359	8-560	http://ids.clld.org/parameters/8-560	feuille	folha	лист	hoja	8	560	628	LEAF
Key-2016-1310-360	branch	360	8-550	http://ids.clld.org/parameters/8-550	branche, rameau	ramo, galho	ветка	rama	8	550	3223	BRANCH OR TWIG
Key-2016-1310-361	root	361	8-540	http://ids.clld.org/parameters/8-540	racine	raiz	корень	raíz	8	540	670	ROOT
Key-2016-1310-362	plant (vb)	362	8-531	http://ids.clld.org/parameters/8-531	planter	plantar, semear	выращивать	plantar, sembrar	8	531	1486	PLANT (SOMETHING)
Key-2016-1310-363	hay	363	8-520	http://ids.clld.org/parameters/8-520	foin	palha, feno	сено	heno, paja	8	520	342	HAY
Key-2016-1310-364	plant (noun)	364	8-530	http://ids.clld.org/parameters/8-530	plante	planta	растение	planta	8	530	653	PLANT (VEGETATION)
Key-2016-1310-365	grass	365	8-510	http://ids.clld.org/parameters/8-510	herbe	erva, grama, relva	трава	hierba, pasto	8	510	606	GRASS
Key-2016-1310-366	rice	366	8-480	http://ids.clld.org/parameters/8-480	riz	arroz	рис	arroz	8	480	926	RICE
Key-2016-1310-367	maize, corn	367	8-470	http://ids.clld.org/parameters/8-470	maïs	milho	кукуруза	maíz	8	470	506	MAIZE
Key-2016-1310-368	oats	368	8-460	http://ids.clld.org/parameters/8-460	avoine	aveia	овес	avena	8	460	60	OAT
Key-2016-1310-369	rye	369	8-450	http://ids.clld.org/parameters/8-450	seigle	centeio	рожь	centeno	8	450	23	RYE
Key-2016-1310-370	wheat	370	8-430	http://ids.clld.org/parameters/8-430	blé	trigo	пшеница	trigo	8	430	1077	WHEAT
Key-2016-1310-371	barley	371	8-440	http://ids.clld.org/parameters/8-440	orge	cevada	ячмень	cebada	8	440	932	BARLEY
Key-2016-1310-372	grain (barley, oats etc)	372	8-420	http://ids.clld.org/parameters/8-420	grain, graine	grão	зерно (ячмень, овес и др.)	grano	8	420	605	GRAIN
Key-2016-1310-373	crop, harvest	373	8-410	http://ids.clld.org/parameters/8-410	moisson	colheita	урожай	cosecha, siega	8	410	611	HARVEST
Key-2016-1310-374	threshing-floor	374	8-350	http://ids.clld.org/parameters/8-350	aire	eira	ток	era, lugar para trillar	8	350	223	THRESHING-FLOOR
Key-2016-1310-375	thresh	375	8-340	http://ids.clld.org/parameters/8-340	battre le blé	debulhar	молотить	trillar, desgranar	8	340	285	THRESH
Key-2016-1310-376	sickle, scythe	376	8-330	http://ids.clld.org/parameters/8-330	faux, faucille	foice, gadanha	серп, коса	hoz, guadaña	8	330	2132	SICKLE OR SCYTHE
Key-2016-1310-377	mow, reap	377	8-320	http://ids.clld.org/parameters/8-320	tondre, récolter	ceifar, segar	косить, жать	segar, cosechar	8	320	190	MOW
Key-2016-1310-378	seed	378	8-311	http://ids.clld.org/parameters/8-311	graine, semence	semente	семя	semilla	8	311	714	SEED
Key-2016-1310-379	sow	379	8-310	http://ids.clld.org/parameters/8-310	semer	semear	сеять, засевать	sembrar, desparramar	8	310	748	SOW SEEDS
Key-2016-1310-380	rake	380	8-270	http://ids.clld.org/parameters/8-270	rateau	ancinho	грабли	rastro, rastrillo	8	270	338	RAKE
Key-2016-1310-381	fork	381	8-260	http://ids.clld.org/parameters/8-260	fourche, fourchette	forcado, forquilha	вилка, вилы	horqueta	8	260	337	PITCHFORK
Key-2016-1310-382	hoe	382	8-250	http://ids.clld.org/parameters/8-250	houe, binette	enxada	мотыга	azadón, azada	8	250	284	HOE
Key-2016-1310-383	shovel	383	8-240	http://ids.clld.org/parameters/8-240	pelle	pá	лопата, совок	pala	8	240	1901	SHOVEL
Key-2016-1310-384	spade	384	8-230	http://ids.clld.org/parameters/8-230	bêche	pá	лопата	laya	8	230	1176	SPADE
Key-2016-1310-385	furrow	385	8-212	http://ids.clld.org/parameters/8-212	sillon	sulco	пашня, борозда	surco	8	212	1794	FURROW
Key-2016-1310-386	dig	386	8-220	http://ids.clld.org/parameters/8-220	creuser, piocher	cavar, escavar	капать	excavar, cavar	8	220	1418	DIG
Key-2016-1310-387	plow	387	8-210	http://ids.clld.org/parameters/8-210	labourer, charrue	arar	пахать	arar	8	210	1921	PLOUGH
Key-2016-1310-388	ditch	388	8-170	http://ids.clld.org/parameters/8-170	fossé	fosso, canal, vala	канава, ров	zanja	8	170	2002	DITCH
Key-2016-1310-389	fence	389	8-160	http://ids.clld.org/parameters/8-160	barrière	cerca	забор	cerca, cerco	8	160	1690	FENCE
Key-2016-1310-390	cultivate, till	390	8-150	http://ids.clld.org/parameters/8-150	cultiver, labourer	cultivar	возделывать землю	cultivar, labrar	8	150	1541	CULTIVATE
Key-2016-1310-391	garden	391	8-130	http://ids.clld.org/parameters/8-130	jardin	jardim, horta	сад	jardín, huerto	8	130	586	GARDEN
Key-2016-1310-392	field (for cultivation)	392	8-120	http://ids.clld.org/parameters/8-120	champ	campo	поле (для обработки)	campo (de cultivo), chacra	8	120	212	FIELD
Key-2016-1310-393	farmer	393	8-110	http://ids.clld.org/parameters/8-110	fermier	lavrador, fazendeiro	фермер	labrador, ranchero	8	110	979	FARMER
Key-2016-1310-394	adobe	394	7-640	http://ids.clld.org/parameters/7-640	adobe	adobe	глинобитная постройка	adobe	7	640	901	ADOBE
Key-2016-1310-395	mortar	395	7-630	http://ids.clld.org/parameters/7-630	mortier	argamassa	известковый раствор	argamasa	7	630	1731	MORTAR BINDER
Key-2016-1310-396	brick	396	7-620	http://ids.clld.org/parameters/7-620	brique	tijolo	кирпич	ladrillo	7	620	1006	BRICK
Key-2016-1310-397	arch	397	7-580	http://ids.clld.org/parameters/7-580	arche	arco	арка	arco	7	580	876	ARCH
Key-2016-1310-398	mason	398	7-610	http://ids.clld.org/parameters/7-610	maçon	pedreiro	каменщик	albañil	7	610	877	MASON
Key-2016-1310-399	board	399	7-570	http://ids.clld.org/parameters/7-570	planche	tábua	доска	tabla	7	570	1227	BOARD
Key-2016-1310-400	post, pole	400	7-560	http://ids.clld.org/parameters/7-560	poteau, piquet	poste, vara	столб	poste	7	560	281	POST
Key-2016-1310-401	beam	401	7-550	http://ids.clld.org/parameters/7-550	poutre	viga, trave	балка, перекладина	viga	7	550	1132	BEAM
Key-2016-1310-402	rafter	402	7-540	http://ids.clld.org/parameters/7-540	poutre, chevron	viga, barrote	стропило, балка	viga	7	540	829	RAFTER
Key-2016-1310-403	ridgepole	403	7-530	http://ids.clld.org/parameters/7-530	poutre de faîte	espinhaço, ombreira	распорка	cumbrera	7	530	280	RIDGEPOLE
Key-2016-1310-404	thatch	404	7-520	http://ids.clld.org/parameters/7-520	toiture de chaume	palha, colmo, sapé	соломенная крыша	paja (para techumbre)	7	520	279	THATCH
Key-2016-1310-405	roof	405	7-510	http://ids.clld.org/parameters/7-510	toit	telhado, teto	крыша	techo	7	510	769	ROOF
Key-2016-1310-406	trough	406	7-480	http://ids.clld.org/parameters/7-480	auge, abreuvoir	gamela	желоб для стока воды	batea, artesa	7	480	205	TROUGH
Key-2016-1310-407	shelf	407	7-470	http://ids.clld.org/parameters/7-470	étagère	prateleira	полка	repisa	7	470	745	SHELF
Key-2016-1310-408	candle	408	7-460	http://ids.clld.org/parameters/7-460	bougie, cierge, chandelle	vela	свеча	vela	7	460	1273	CANDLE
Key-2016-1310-409	lamp, torch	409	7-450	http://ids.clld.org/parameters/7-450	lampe	candeeiro, tocha	лампа, фонарь	lámpara, antorcha	7	450	2131	TORCH OR LAMP
Key-2016-1310-410	table	410	7-440	http://ids.clld.org/parameters/7-440	table	mesa	стол	mesa	7	440	1775	TABLE
Key-2016-1310-411	chair	411	7-430	http://ids.clld.org/parameters/7-430	chaise, siège	cadeira	стул	silla	7	430	1476	CHAIR
Key-2016-1310-412	blanket	412	7-422	http://ids.clld.org/parameters/7-422	couverture	cobertor	одеяло	frazada, cobija	7	422	806	BLANKET
Key-2016-1310-413	pillow	413	7-421	http://ids.clld.org/parameters/7-421	oreiller	almofada, travesseiro	подушка	almohada	7	421	1044	PILLOW
Key-2016-1310-414	bed	414	7-420	http://ids.clld.org/parameters/7-420	lit	cama	кровать	cama	7	420	1663	BED
Key-2016-1310-415	ladder	415	7-370	http://ids.clld.org/parameters/7-370	échelle	escada	лестница (приставная)	escalera	7	370	1464	LADDER
Key-2016-1310-416	chimney	416	7-330	http://ids.clld.org/parameters/7-330	cheminée	chaminé	дымоход	chimenea	7	330	1305	CHIMNEY
Key-2016-1310-417	stove	417	7-320	http://ids.clld.org/parameters/7-320	poêle	fogão	печь	estufa	7	320	859	STOVE
Key-2016-1310-418	fireplace	418	7-310	http://ids.clld.org/parameters/7-310	foyer	lareira	камин	fogón	7	310	185	FIREPLACE
Key-2016-1310-419	wall	419	7-270	http://ids.clld.org/parameters/7-270	mûr	parede	стена	pared, muro	7	270	933	WALL (OF HOUSE)
Key-2016-1310-420	floor	420	7-260	http://ids.clld.org/parameters/7-260	plancher, sol	chão, soalho	пол	suelo	7	260	1632	FLOOR
Key-2016-1310-421	window	421	7-250	http://ids.clld.org/parameters/7-250	fenêtre	janela	окно	ventana	7	250	1375	WINDOW
Key-2016-1310-422	key	422	7-240	http://ids.clld.org/parameters/7-240	clef	chave	ключ	llave	7	240	1472	KEY
Key-2016-1310-423	latch, door-bolt	423	7-231	http://ids.clld.org/parameters/7-231	verrou	trinco	запор, засов	cerrojo	7	231	1012	LATCH
Key-2016-1310-424	lock (noun)	424	7-230	http://ids.clld.org/parameters/7-230	serrure, cadenas	fechadura, cadeado	замок	cerradura, candado	7	230	1596	LOCK
Key-2016-1310-425	doorpost, jamb	425	7-221	http://ids.clld.org/parameters/7-221	pied-droit, montant de porte	umbral, ombreira da porta	дверной косяк	jamba de puerta, larguero	7	221	80	DOORPOST
Key-2016-1310-426	room	426	7-210	http://ids.clld.org/parameters/7-210	piéce	quarto, peça	комната	cuarto, pieza	7	210	1450	ROOM
Key-2016-1310-427	door, gate	427	7-220	http://ids.clld.org/parameters/7-220	porte	porta, portão	дверь, ворота	puerta	7	220	1567	DOOR
Key-2016-1310-428	meeting house	428	7-180	http://ids.clld.org/parameters/7-180	maison de réunion	casa de reunião	дом для собраний	casa de reunión	7	180	335	MEETING HOUSE
Key-2016-1310-429	cookhouse	429	7-170	http://ids.clld.org/parameters/7-170	cuisine	cozinha	кухня (помещение)	cocina (lugar)	7	170	334	COOKHOUSE
Key-2016-1310-430	men's house	430	7-160	http://ids.clld.org/parameters/7-160	maison réservée aux hommes	casa de homens	дом для мужчин	casa de hombres	7	160	408	MEN'S HOUSE
Key-2016-1310-431	yard, court	431	7-150	http://ids.clld.org/parameters/7-150	cour	quintal, pátio	двор	cancha, patio	7	150	736	YARD
Key-2016-1310-432	tent	432	7-140	http://ids.clld.org/parameters/7-140	tente	tenda, barraca	палатка	toldo	7	140	1316	TENT
Key-2016-1310-433	garden-house	433	7-131	http://ids.clld.org/parameters/7-131	abri de jardin, cabane	casa de jardim	дачный домик	casa de huerta, granja	7	131	403	GARDEN-HOUSE
Key-2016-1310-434	hut	434	7-130	http://ids.clld.org/parameters/7-130	hutte	cabana	хижина	cabaña, choza	7	130	1678	HUT
Key-2016-1310-435	house	435	7-120	http://ids.clld.org/parameters/7-120	maison	casa	дом	casa	7	120	1252	HOUSE
Key-2016-1310-436	dwell, live	436	7-110	http://ids.clld.org/parameters/7-110	habiter, demeurer	morar, residir	проживать, жить	habitar, vivir	7	110	363	DWELL (LIVE, RESIDE)
Key-2016-1310-437	mirror	437	6-960	http://ids.clld.org/parameters/6-960	miroir, glace	espelho	зеркало	espejo	6	960	1171	MIRROR
Key-2016-1310-438	soap	438	6-950	http://ids.clld.org/parameters/6-950	savon	sabão	мыло	jabón	6	950	788	SOAP
Key-2016-1310-439	ointment	439	6-940	http://ids.clld.org/parameters/6-940	pommade, onguent	ungüento	мазь	ungüento	6	940	1926	OINTMENT
Key-2016-1310-440	razor	440	6-930	http://ids.clld.org/parameters/6-930	rasoir	navalha de barba	бритва	navaja de afeitar	6	930	151	RAZOR
Key-2016-1310-441	braid	441	6-921	http://ids.clld.org/parameters/6-921	tresser	trança	коса	trenzar	6	921	1043	BRAID
Key-2016-1310-442	brush	442	6-920	http://ids.clld.org/parameters/6-920	brosse	escova	расческа	cepillo	6	920	1821	BRUSH
Key-2016-1310-443	comb	443	6-910	http://ids.clld.org/parameters/6-910	peigne	pente	грбень	peine	6	910	1475	COMB
Key-2016-1310-444	towel	444	6-820	http://ids.clld.org/parameters/6-820	serviette	toalha	полотенце	toalla	6	820	1021	TOWEL
Key-2016-1310-445	handkerchief, rag	445	6-810	http://ids.clld.org/parameters/6-810	mouchoir, chiffon	lenço, trapo	носовой платок	pañuelo, trapo	6	810	332	RAG
Key-2016-1310-446	tattoo	446	6-790	http://ids.clld.org/parameters/6-790	tatouage	tatuagem	татуировка	tatuaje	6	790	68	TATTOO
Key-2016-1310-447	headband, headdress	447	6-780	http://ids.clld.org/parameters/6-780	couronne, bandeau	fita para cabeça	повязка на голову, головной убор	cinta (para la cabeza), tocado	6	780	3457	HEADBAND OR HEADDRESS
Key-2016-1310-448	earring	448	6-770	http://ids.clld.org/parameters/6-770	boucle d'oreille	brinco	сережка	arete, aro, pendiente	6	770	770	EARRING
Key-2016-1310-449	bead	449	6-760	http://ids.clld.org/parameters/6-760	graine	contas, miçanga	бусина	chaquira, abalorio	6	760	1860	BEAD
Key-2016-1310-450	necklace	450	6-750	http://ids.clld.org/parameters/6-750	collier	colar	ожерелье, бусы	collar	6	750	1961	NECKLACE
Key-2016-1310-451	bracelet	451	6-740	http://ids.clld.org/parameters/6-740	bracelet	bracelete, pulseira	браслет	brazalete, pulsera	6	740	1754	BRACELET
Key-2016-1310-452	ring (for finger)	452	6-730	http://ids.clld.org/parameters/6-730	bague, anneau	anel	кольцо	anillo, sortija	6	730	1374	RING
Key-2016-1310-453	jewel	453	6-720	http://ids.clld.org/parameters/6-720	bijou, joyau	jóia	драгоценный камень, ювелирное изделие	joya	6	720	1029	JEWEL
Key-2016-1310-454	ornament, adornment	454	6-710	http://ids.clld.org/parameters/6-710	ornement	adorno, enfeite	орнамент, украшение	adorno, ornato	6	710	917	ORNAMENT
Key-2016-1310-455	pin	455	6-630	http://ids.clld.org/parameters/6-630	épingle	alfinete	булавка	alfiler	6	630	64	PIN
Key-2016-1310-456	button	456	6-620	http://ids.clld.org/parameters/6-620	bouton	botão	пуговица	botón	6	620	757	BUTTON
Key-2016-1310-457	pocket	457	6-610	http://ids.clld.org/parameters/6-610	poche	bolso	карман	bolsillo	6	610	1851	POCKET
Key-2016-1310-458	veil	458	6-590	http://ids.clld.org/parameters/6-590	voile	véu	вуаль	velo	6	590	1151	VEIL
Key-2016-1310-459	glove	459	6-580	http://ids.clld.org/parameters/6-580	gant	luva	перчатка	guante	6	580	867	GLOVE
Key-2016-1310-460	belt, girdle	460	6-570	http://ids.clld.org/parameters/6-570	ceinture, gaine	cinto	ремень	cinturón, faja	6	570	772	BELT
Key-2016-1310-461	hat, cap	461	6-550	http://ids.clld.org/parameters/6-550	chapeau, casquette	chapéu, gorro, boina	шляпа	sombrero, gorro	6	550	2130	HEADGEAR
Key-2016-1310-462	shoemaker, cobbler	462	6-540	http://ids.clld.org/parameters/6-540	cordonnier	sapateiro	сапожник	zapatero	6	540	875	SHOEMAKER
Key-2016-1310-463	shoe	463	6-510	http://ids.clld.org/parameters/6-510	chaussure, soulier	sapato	туфель	zapato	6	510	1381	SHOE
Key-2016-1310-464	boot	464	6-520	http://ids.clld.org/parameters/6-520	botte	bota	ботинок	bota	6	520	585	BOOT
Key-2016-1310-465	stocking, sock	465	6-490	http://ids.clld.org/parameters/6-490	bas, chaussette	meia, peúga	чулок, носок	media, calcetín	6	490	329	STOCKING
Key-2016-1310-466	trousers	466	6-480	http://ids.clld.org/parameters/6-480	pantalon	calças	штаны, брюки	pantalones, calzones	6	480	809	TROUSERS
Key-2016-1310-467	grass-skirt	467	6-461	http://ids.clld.org/parameters/6-461	jupe en rafia	saia de palha/capin	юбка из листьев	falda de hierbas	6	461	328	GRASS-SKIRT
Key-2016-1310-468	skirt	468	6-460	http://ids.clld.org/parameters/6-460	jupe	saia	юбка	falda	6	460	1600	SKIRT
Key-2016-1310-469	collar	469	6-450	http://ids.clld.org/parameters/6-450	col	colarinho	воротник	cuello	6	450	2012	COLLAR
Key-2016-1310-470	shirt	470	6-440	http://ids.clld.org/parameters/6-440	chemise	camisa	рубашка	camisa	6	440	1622	SHIRT
Key-2016-1310-471	coat	471	6-430	http://ids.clld.org/parameters/6-430	manteau, pardessus	casaco	пальто	abrigo, saco	6	430	603	COAT
Key-2016-1310-472	woman's dress	472	6-420	http://ids.clld.org/parameters/6-420	robe de femme	vestido	женское платье	vestido	6	420	474	DRESS
Key-2016-1310-473	poncho	473	6-411	http://ids.clld.org/parameters/6-411	poncho	poncho, capa	пончо	poncho, ruana	6	411	327	PONCHO
Key-2016-1310-474	dye	474	6-390	http://ids.clld.org/parameters/6-390	teindre	corante, tingir	краска	teñir	6	390	157	DYE
Key-2016-1310-475	cloak	475	6-410	http://ids.clld.org/parameters/6-410	cape	capa, manto	плащ	capa	6	410	326	CLOAK
Key-2016-1310-476	thread	476	6-380	http://ids.clld.org/parameters/6-380	fil	linha, fio	нитка	hilo	6	380	1161	THREAD
Key-2016-1310-477	needle	477	6-360	http://ids.clld.org/parameters/6-360	aiguille	agulha	игла	aguja	6	360	1382	NEEDLE (FOR SEWING)
Key-2016-1310-478	awl	478	6-370	http://ids.clld.org/parameters/6-370	alène	sovela	шило	punzón	6	370	278	AWL
Key-2016-1310-479	sew	479	6-350	http://ids.clld.org/parameters/6-350	coudre	costurar	шить	coser	6	350	1457	SEW
Key-2016-1310-480	loom	480	6-340	http://ids.clld.org/parameters/6-340	métier à tisser	tear	ткацкий станок	telar	6	340	1787	LOOM
Key-2016-1310-481	weave	481	6-330	http://ids.clld.org/parameters/6-330	tisser	tecer	плести	tejer	6	330	133	WEAVE
Key-2016-1310-482	spindle	482	6-320	http://ids.clld.org/parameters/6-320	fuseau	fuso	веретено	huso	6	320	277	SPINDLE
Key-2016-1310-483	spin	483	6-310	http://ids.clld.org/parameters/6-310	filer	fiar	прясть	hilar	6	310	121	SPIN
Key-2016-1310-484	leather	484	6-290	http://ids.clld.org/parameters/6-290	cuir	couro	кожа	cuero, piel	6	290	629	LEATHER
Key-2016-1310-485	fur	485	6-280	http://ids.clld.org/parameters/6-280	fourrure	pele	мех	piel (de animal)	6	280	580	FUR
Key-2016-1310-486	felt	486	6-270	http://ids.clld.org/parameters/6-270	feutre	feltro	фетр, войлок	fieltro	6	270	325	FELT
Key-2016-1310-487	silk	487	6-250	http://ids.clld.org/parameters/6-250	soie	seda	шелк	seda	6	250	1641	SILK
Key-2016-1310-488	cotton	488	6-240	http://ids.clld.org/parameters/6-240	coton	algodão	хлопок (хлопчатобумажная ткань)	algodón	6	240	1850	COTTON
Key-2016-1310-489	linen, flax	489	6-230	http://ids.clld.org/parameters/6-230	lin	linho	лен (льняная ткань)	lino	6	230	3462	FLAX OR LINEN
Key-2016-1310-490	wool	490	6-220	http://ids.clld.org/parameters/6-220	laine	lã	шерсть (шерстяная ткань)	lana	6	220	964	WOOL
Key-2016-1310-491	cloth	491	6-210	http://ids.clld.org/parameters/6-210	étoffe, tissu	tecido, pano	ткань, сукно	tela	6	210	1616	CLOTH
Key-2016-1310-492	tailor	492	6-130	http://ids.clld.org/parameters/6-130	tailleur	alfaiate	портной	sastre	6	130	881	TAILOR
Key-2016-1310-493	clothing, clothes	493	6-120	http://ids.clld.org/parameters/6-120	habit, vêtement	roupa	одежда	ropa	6	120	1895	CLOTHES
Key-2016-1310-494	put on (clothes)	494	6-110	http://ids.clld.org/parameters/6-110	porter, mettre (vêtement)	vestir	одевать	vestirse	6	110	158	PUT ON
Key-2016-1310-495	egg yolk	495	5-971	http://ids.clld.org/parameters/5-971	jaune d'oeuf	gema (de ovo)	желток	yema (de huevo)	5	971	1556	YOLK
Key-2016-1310-496	egg	496	5-970	http://ids.clld.org/parameters/5-970	oeuf	ovo	яйцо	huevo	5	970	744	EGG
Key-2016-1310-497	fermented drink	497	5-940	http://ids.clld.org/parameters/5-940	boisson fermentée	bebida fermentada	брага	bebida fermentada	5	940	404	ALCOHOL (FERMENTED DRINK)
Key-2016-1310-498	beer	498	5-930	http://ids.clld.org/parameters/5-930	bière	cerveja	пиво	cerveza	5	930	1639	BEER
Key-2016-1310-499	wine	499	5-920	http://ids.clld.org/parameters/5-920	vin	vinho	вино	vino	5	920	1524	WINE
Key-2016-1310-500	mead	500	5-910	http://ids.clld.org/parameters/5-910	hydromel	mulso, hidromel	мед (напиток)	aguamiel	5	910	941	MEAD
Key-2016-1310-501	beverage, drink	501	5-900	http://ids.clld.org/parameters/5-900	boisson	bebida	напиток	bebida	5	900	731	BEVERAGE
Key-2016-1310-502	butter	502	5-890	http://ids.clld.org/parameters/5-890	beurre	manteiga	сливочное масло	mantequilla, manteca	5	890	1245	BUTTER
Key-2016-1310-503	cheese	503	5-880	http://ids.clld.org/parameters/5-880	fromage	queijo	сыр	queso	5	880	1569	CHEESE
Key-2016-1310-504	milk (vb)	504	5-870	http://ids.clld.org/parameters/5-870	traire	ordenhar	доить	ordeñar	5	870	93	DRAW MILK
