ID	NUMBER	CHINESE	ENGLISH	SWADESH_1952_200	CONCEPTICON_ID	CONCEPTICON_GLOSS
Castro-2010-511-427	427	生(肉)	raw (meat)	0	1959	RAW
Castro-2010-511-428	428	熟	ripe	0	178	RIPE
Castro-2010-511-429	429	恶心 (想吐)	nauseating	0		
Castro-2010-511-430	430	饱	full, satiated	0	106	SATIATED
Castro-2010-511-431	431	嚼	to chew (back teeth)	0	321	CHEW
Castro-2010-511-432	432	舔	to lick	0	319	LICK
Castro-2010-511-433	433	吞	to swallow (bit by bit)	0	897	SWALLOW
Castro-2010-511-434	434	吻	to kiss	0	578	KISS
Castro-2010-511-435	435	打哈欠	to yawn	0	1028	YAWN
Castro-2010-511-436	436	打鼾	to snore	0	1983	SNORE
Castro-2010-511-437	437	打喷嚏	to sneeze	0	1621	SNEEZE
Castro-2010-511-438	438	喊	to shout (not at others)	0	715	SHOUT
Castro-2010-511-439	439	骂	to scold	0	299	SCOLD
Castro-2010-511-440	440	哭	to cry	0	1839	CRY
Castro-2010-511-441	441	告诉	to tell	0	1711	TELL
Castro-2010-511-442	442	张(嘴)	to open (mouth)	0	3437	OPEN (MOUTH)
Castro-2010-511-443	443	开(门)	to open	0	1156	OPEN
Castro-2010-511-444	444	关(门)	to close	0	1046	SHUT
Castro-2010-511-445	445	跑	to run	0	1519	RUN
Castro-2010-511-446	446	骑	to ride	0	367	RIDE
Castro-2010-511-447	447	爬(在地上爬)	to crawl	0	96	CRAWL
Castro-2010-511-448	448	爬上(树)	to climb (a tree)	0	1102	CLIMB
Castro-2010-511-449	449	跳	to jump	0	1829	JUMP
Castro-2010-511-450	450	踢	to kick	0	1135	KICK
Castro-2010-511-451	451	跳舞	to dance	0	1879	DANCE
Castro-2010-511-452	452	拥抱 (两个～起来)	to embrace	0	928	EMBRACE
Castro-2010-511-453	453	弯(腰)	to bend (down)	0	2761	BEND (ONESELF)
Castro-2010-511-454	454	跪	to kneel	0	66	KNEEL
Castro-2010-511-455	455	挑(水)	to carry (on a pole)	0	3438	CARRY (WITH POLE ON SHOULDER)
Castro-2010-511-456	456	抬	to lift	0	700	CARRY
Castro-2010-511-457	457	去	to go	0	695	GO
Castro-2010-511-458	458	进入	to enter	0	749	ENTER
Castro-2010-511-459	459	出	to go out	0	1107	GO OUT
Castro-2010-511-460	460	回来	to return	0	581	COME BACK
Castro-2010-511-461	461	干活	to do work	0	1086	WORK (ACTIVITY)
Castro-2010-511-462	462	做	to do	0	813	DO
Castro-2010-511-463	463	买	to buy	0	1869	BUY
Castro-2010-511-464	464	卖	to sell	0	1571	SELL
Castro-2010-511-465	465	偷	to steal	0	713	STEAL
Castro-2010-511-466	466	缴,交(税)	to pay (taxes)	0	718	PAY
Castro-2010-511-467	467	捆绑	to tie up	0	1917	TIE
Castro-2010-511-468	468	拴(马)	to tether	0	2891	TIE UP (TETHER)
Castro-2010-511-469	469	解开	to untie	0	352	UNTIE
Castro-2010-511-470	470	炒	to fry	0	2162	STIR FRY
Castro-2010-511-471	471	蒸	to steam	0	2067	STEAM (VERB)
Castro-2010-511-472	472	煮	to boil	0	792	BOIL (OF LIQUID)
Castro-2010-511-473	473	熬 (酒)	to boil(wine)	0		
Castro-2010-511-474	474	舂(米)	to pound (rice)	0	3768	POUND (FOOD)
Castro-2010-511-475	475	磨(米)	to mill (rice)	0		
Castro-2010-511-476	476	织(布)	to weave	0	133	WEAVE
Castro-2010-511-477	477	缝	to sew	0	1457	SEW
Castro-2010-511-478	478	染(布)	to dye	0	157	DYE
Castro-2010-511-479	479	穿	to wear	0	976	WEAR
Castro-2010-511-480	480	脱	to take off	0	1755	UNDRESS
Castro-2010-511-481	481	放(下)	to put down	0	998	PUT
Castro-2010-511-482	482	晾(衣物)	to dry (clothes)	0	1786	DRY UP
Castro-2010-511-483	483	晒	to dry (in the sun)	0	3364	DRY IN SUN
Castro-2010-511-484	484	剪(绳子)	to cut (rope)	0	2155	CUT (WITH SCISSORS)
Castro-2010-511-485	485	割(草)	to cut (grass)	0	190	MOW
Castro-2010-511-486	486	挤	to squeeze, pinch (with fingers)	0	1414	SQUEEZE
Castro-2010-511-487	487	搓 (绳)	to rub, twist	0	430	TWIST
Castro-2010-511-488	488	剃	to shave	0	231	SHAVE
Castro-2010-511-489	489	破	to break	0	3020	BREAK (BREAKING)
Castro-2010-511-490	490	灭	to put out	0	127	EXTINGUISH
Castro-2010-511-491	491	熄(灯)	to put out (a light)	0		
Castro-2010-511-492	492	埋	to bury	0	1719	BURY
Castro-2010-511-493	493	挑选	to select	0	1750	CHOOSE
Castro-2010-511-494	494	沉	to sink	0	1088	SINK (DESCEND)
Castro-2010-511-495	495	想要	to want	0	1784	WANT
Castro-2010-511-496	496	有	to have	0	2152	THERE IS OR THERE ARE
Castro-2010-511-497	497	发抖	to tremble	0	52	SHIVER
Castro-2010-511-498	498	隐藏	to hide	0	2486	HIDE
Castro-2010-511-499	499	隐瞒	to hide, keep secret	0	602	HIDE (CONCEAL)
Castro-2010-511-500	500	数 (动词)	to count	0	1420	COUNT
Castro-2010-511-501	501	做梦	to dream	0	1920	DREAM (SOMETHING)
Castro-2010-511-502	502	忘记	to forget	0	1523	FORGET
Castro-2010-511-503	503	听见	to hear	0	1408	HEAR
Castro-2010-511-504	504	爱	to love	0	923	LOVE
Castro-2010-511-505	505	射击	to shoot	0	1172	SHOOT
Castro-2010-511-506	506	种(菜)	to grow	0	3461	GROW PLANTS
Castro-2010-511-507	507	结(果子)	to bear (fruit)	0	3054	BEAR FRUIT
Castro-2010-511-508	508	洗澡	to wash (in the river)	0	3371	WASH (ONESELF)
Castro-2010-511-509	509	还没有	not yet	0		
Castro-2010-511-510	510	是	to be	0	1579	BE
Castro-2010-511-511	511	把(一把刀)	measure (word for a knife)	0	2082	KNIFE (CLASSIFIER)
