ID	NUMBER	CHINESE	GLOSS	PAGE	CONCEPTICON_ID	CONCEPTICON_GLOSS	TYPOS	HUANG_1992_1888	CATEGORY
Chen-2012-888-356	356	弓	bow	685	994	BOW		636	用品工具
Chen-2012-888-357	357	箭	arrow	685	977	ARROW		637	用品工具
Chen-2012-888-358	358	锍	some kind of weapon (meaning unclear)	686			銃	0	用品工具
Chen-2012-888-359	359	火药	gunpowder	686	1798	GUNPOWDER		640	用品工具
Chen-2012-888-360	360	风箱	bellow	686				0	用品工具
Chen-2012-888-361	361	网	net	687	2653	NET (FOR CATCHING)		642	用品工具
Chen-2012-888-362	362	囱	chimney	687	1305	CHIMNEY		0	用品工具
Chen-2012-888-363	363	石磨	stone mill	687	636	MILL		631	用品工具
Chen-2012-888-364	364	筛子	sieve	688	3353	SIEVE (TOOL)		629	用品工具
Chen-2012-888-365	365	簸箕	winnowing fan	688	2051	DUSTPAN		630	用品工具
Chen-2012-888-366	366	钩子	hook	688	1071	HOOK		1348	用品工具
Chen-2012-888-367	367	床	bed	689	1663	BED		526	用品工具
Chen-2012-888-368	368	桌子	table	689	1775	TABLE		524	用品工具
Chen-2012-888-369	369	椅子	chair	689	1476	CHAIR		0	用品工具
Chen-2012-888-370	370	凳子	stool (bench)	690	2058	STOOL		525	用品工具
Chen-2012-888-371	371	箱子	box	690	1465	BOX		527	用品工具
Chen-2012-888-372	372	柜子	cupboard	690	3357	CUPBOARD		528	用品工具
Chen-2012-888-373	373	架子	shelf	691	745	SHELF		0	用品工具
Chen-2012-888-374	374	扫帚	broom	691	245	BROOM		532	用品工具
Chen-2012-888-375	375	刷子	brush	691	1821	BRUSH		0	用品工具
Chen-2012-888-376	376	柴	firewood	692	10	FIREWOOD		534	用品工具
Chen-2012-888-377	377	灶	stove	692	859	STOVE		544	用品工具
Chen-2012-888-378	378	锅	wok (or pan)	692	2056	WOK			用品工具
Chen-2012-888-379	379	甑子	rice steamer	693	3431	RICE STEAMER		0	用品工具
Chen-2012-888-380	380	菜刀	vegetable knife	693	2772	KITCHEN KNIFE		0	用品工具
Chen-2012-888-381	381	碗	bowl	693	1530	BOWL		553	用品工具
Chen-2012-888-382	382	筷子	chopsticks	694	1987	CHOPSTICKS		555	用品工具
Chen-2012-888-383	383	勺子	spoon	694	1378	SPOON		551	用品工具
Chen-2012-888-384	384	酒杯	wine glass	694				0	用品工具
Chen-2012-888-385	385	坛子	earthen jar	695	3409	EARTHEN JUG		558	用品工具
Chen-2012-888-386	386	水缸	water tank	695				0	用品工具
Chen-2012-888-387	387	水桶	bucket	695	2052	BUCKET		561	用品工具
Chen-2012-888-388	388	罐子	can (jar)	696	1051	CAN		557	用品工具
Chen-2012-888-389	389	水瓢	gourd ladle (wooden dipper)	696	2657	LADLE		0	用品工具
Chen-2012-888-390	390	火钳	fire tongs	696				566	用品工具
Chen-2012-888-391	391	吹火筒	tube (bamboo) for blowing on a fire	697				567	用品工具
Chen-2012-888-392	392	篮子	basket	697	1539	BASKET		0	用品工具
Chen-2012-888-393	393	背带	a piece of cloth with straps for carrying a toddler steelyard on the back	697	2973	STRAP		569	用品工具
Chen-2012-888-394	394	扇子	fan (can be held by single hand)	698	1971	FAN (OBJECT)		0	用品工具
Chen-2012-888-395	395	秤	scales	698	2783	SCALES (MEASURE INSTRUMENT)		570	用品工具
Chen-2012-888-396	396	尺子	ruler	698	3405	RULER		577	用品工具
Chen-2012-888-397	397	针	needle	699	1382	NEEDLE (FOR SEWING)		578	用品工具
Chen-2012-888-398	398	剪刀	scissors	699	356	SHEARS		581	用品工具
Chen-2012-888-399	399	梯子	ladder	699	1464	LADDER		582	用品工具
Chen-2012-888-400	400	锁	lock	700	1596	LOCK		584	用品工具
Chen-2012-888-401	401	钥匙	key	700	1472	KEY		585	用品工具
Chen-2012-888-402	402	灯	light/ lamp	700	625	LAMP		533	用品工具
Chen-2012-888-403	403	灯笼	lantern	701				0	用品工具
Chen-2012-888-404	404	镜子	mirror	701	1171	MIRROR		531	用品工具
Chen-2012-888-405	405	耳环	earring	701	770	EARRING		484	衣着
Chen-2012-888-406	406	手镯	bracelet	702	1754	BRACELET		487	衣着
Chen-2012-888-407	407	梳子	comb	702	1475	COMB		481	衣着
Chen-2012-888-408	408	棺材	coffin	702	2011	COFFIN		0	用品工具
Chen-2012-888-409	409	钱	money	703	1559	MONEY		573	用品工具
Chen-2012-888-410	410	货物	goods (merchandise)	703	3406	MERCHANDISE		575	用品工具
Chen-2012-888-411	411	鼓	drum	703	908	DRUM		659	文化娱乐
Chen-2012-888-412	412	锣	gong	704	2502	GONG		660	文化娱乐
Chen-2012-888-413	413	钟	bell	704	2246	BELL		662	文化娱乐
Chen-2012-888-414	414	喇叭	loudspeaker	704				667	文化娱乐
Chen-2012-888-415	415	香	incense	705	3356	INCENSE		0	文化娱乐
Chen-2012-888-416	416	蜡烛	candle	705	1273	CANDLE		0	文化娱乐
Chen-2012-888-417	417	话	word (speech)	705	1115	SPEECH		651	文化娱乐
Chen-2012-888-418	418	歌	song	706	1096	SONG		656	文化娱乐
Chen-2012-888-419	419	故事	story	706	2060	STORY		652	文化娱乐
Chen-2012-888-420	420	谜语	riddle	706	2970	RIDDLE		655	文化娱乐
Chen-2012-888-421	421	笔	pen	707	794	PEN		648	文化娱乐
Chen-2012-888-422	422	书	book	707	963	BOOK		646	文化娱乐
Chen-2012-888-423	423	纸	paper	707	648	PAPER		647	文化娱乐
Chen-2012-888-424	424	信	letter	708	1612	LETTER		644	文化娱乐
Chen-2012-888-425	425	球	ball	708	1845	BALL		0	文化娱乐
Chen-2012-888-426	426	旗子	flag	708	2623	FLAG		0	文化娱乐
Chen-2012-888-427	427	牌	card	709	2619	CARD		0	文化娱乐
Chen-2012-888-428	428	一	one	709	1493	ONE		797	数量词
Chen-2012-888-429	429	二	two	709	1498	TWO		798	数量词
Chen-2012-888-430	430	三	three	710	492	THREE		799	数量词
Chen-2012-888-431	431	四	four	710	1500	FOUR		800	数量词
Chen-2012-888-432	432	五	five	710	493	FIVE		801	数量词
Chen-2012-888-433	433	六	six	711	1703	SIX		802	数量词
Chen-2012-888-434	434	七	seven	711	1704	SEVEN		803	数量词
Chen-2012-888-435	435	八	eight	711	1705	EIGHT		804	数量词
Chen-2012-888-436	436	九	nine	712	1483	NINE		805	数量词
Chen-2012-888-437	437	十	ten	712	1515	TEN		806	数量词
Chen-2012-888-438	438	十一	eleven	712	1706	ELEVEN		807	数量词
Chen-2012-888-439	439	十二	twelve	713	1707	TWELVE		808	数量词
Chen-2012-888-440	440	十三	thirteen	713	1708	THIRTEEN		809	数量词
Chen-2012-888-441	441	十四	fourteen	713	2451	FOURTEEN		810	数量词
Chen-2012-888-442	442	十五	fifteen	714	1709	FIFTEEN		811	数量词
Chen-2012-888-443	443	十六	sixteen	714	2454	SIXTEEN		812	数量词
Chen-2012-888-444	444	十七	seventeen	714	2453	SEVENTEEN		813	数量词
Chen-2012-888-445	445	十八	eighteen	715	1713	EIGHTEEN		814	数量词
Chen-2012-888-446	446	十九	nineteen	715	1714	NINETEEN		815	数量词
Chen-2012-888-447	447	二十	twenty	715	1710	TWENTY		816	数量词
Chen-2012-888-448	448	三十	thirty	716	1715	THIRTY		817	数量词
Chen-2012-888-449	449	百	hundred	716	1634	HUNDRED		824	数量词
Chen-2012-888-450	450	位（客）	classifier for person	716	516	PERSON (CLASSIFIER)		0	数量词
Chen-2012-888-451	451	个（蛋）	classifier for egg	717	3417	EGG (CLASSIFIER)		841	数量词
Chen-2012-888-452	452	只（鸡）	classifier for birds	717	2081	CHICKEN (CLASSIFIER)		842	数量词
Chen-2012-888-453	453	条（河）	classifier for rivers	717	3418	RIVER (CLASSIFIER)		837	数量词
Chen-2012-888-454	454	棵（树）	classifier for trees	718	2721	TREE (CLASSIFIER)		848	数量词
Chen-2012-888-455	455	根（棍）	classifier for sticks	718	2085	STICK (CLASSIFIER)		843	数量词
Chen-2012-888-456	456	块	classifier for stones	718	3419	STONE (CLASSIFIER)		859	数量词
Chen-2012-888-457	457	双	classifier for pairs	719	2089	PAIR (CLASSIFIER)		865	数量词
Chen-2012-888-458	458	层	classifier for storeys	719	3420	STOREY (CLASSIFIER)		887	数量词
Chen-2012-888-459	459	件	classifier for clothing	719	2088	CLOTHING (CLASSIFIER)		864	数量词
Chen-2012-888-460	460	句	sentence (of speech)	720	3421	SENTENCE (CLASSIFIER)		862	数量词
Chen-2012-888-461	461	首	classifier for songs	720	3422	SONG (CLASSIFIER)		863	数量词
Chen-2012-888-462	462	斤	jin (=0.5 kg.)	720	2647	CATTY (MASS UNIT)		893	数量词
Chen-2012-888-463	463	两	tael (-50 grams)	721				894	数量词
Chen-2012-888-464	464	丈	zhang (=10 feet)	721					数量词
Chen-2012-888-465	465	尺	foot (=1/3 meter)	721	2782	FOOT (MEASURE)		900	数量词
Chen-2012-888-466	466	元	yuan (unit of payment)	722				906	数量词
Chen-2012-888-467	467	年	year	722	1226	YEAR		777	方位时间
Chen-2012-888-468	468	月	month	722	1370	MONTH		771	方位时间
Chen-2012-888-469	469	天	day	723	1260	DAY (24 HOURS)		910	数量词
Chen-2012-888-470	470	岁	classifier for years	723				914	数量词
Chen-2012-888-471	471	每天	everyday	723				925	数量词
Chen-2012-888-472	472	前面	front	724	2194	FRONT (PART)		712	方位时间
Chen-2012-888-473	473	后面	back	724	1686	BEHIND		713	方位时间
Chen-2012-888-474	474	左边	left	724	244	LEFT		710	方位时间
Chen-2012-888-475	475	右边	right	725	1019	RIGHT		711	方位时间
Chen-2012-888-476	476	上边	on	725	57	ATOP		724	方位时间
Chen-2012-888-477	477	下边	under	725	1485	BELOW OR UNDER		725	方位时间
Chen-2012-888-478	478	里边	inside	726	1606	INSIDE		715	方位时间
Chen-2012-888-479	479	外边	outside	726	762	OUTSIDE		714	方位时间
Chen-2012-888-480	480	中间	middle	726	1093	MIDDLE		708	方位时间
Chen-2012-888-481	481	旁边	side	727	682	SIDE		709	方位时间
Chen-2012-888-482	482	今天	today	727	1283	TODAY		738	方位时间
Chen-2012-888-483	483	明天	tomorrow	727	1329	TOMORROW		742	方位时间
Chen-2012-888-484	484	昨天	yesterday	728	1174	YESTERDAY		739	方位时间
Chen-2012-888-485	485	后天	day after tomorrow	728	1179	DAY AFTER TOMORROW		743	方位时间
Chen-2012-888-486	486	上午	forenoon	728	2775	FORENOON		0	方位时间
Chen-2012-888-487	487	中午	noon	729	12	MIDDAY		750	方位时间
Chen-2012-888-488	488	下午	afternoon	729	1807	AFTERNOON		0	方位时间
Chen-2012-888-489	489	早晨	morning	729	1339	MORNING		749	方位时间
Chen-2012-888-490	490	晚上	evening	730	1629	EVENING		752	方位时间
Chen-2012-888-491	491	半夜	midnight	730				754	方位时间
Chen-2012-888-492	492	初一	1st day of the lunar month	730	3354	FIRST DAY OF THE MONTH		769	方位时间
Chen-2012-888-493	493	初二	2nd day of the lunar month	731	3355	SECOND DAY OF THE MONTH		770	方位时间
Chen-2012-888-494	494	初三	3rd day of the lunar month	731	3352	THIRD DAY OF THE MONTH		0	方位时间
Chen-2012-888-495	495	正月	January	731	2036	JANUARY		772	方位时间
Chen-2012-888-496	496	二月	February	732	2037	FEBRUARY		773	方位时间
Chen-2012-888-497	497	三月	March	732	2846	MARCH		0	方位时间
Chen-2012-888-498	498	四月	April	732	2847	APRIL		0	方位时间
Chen-2012-888-499	499	五月	May	733	2848	MAY (MONTH)		0	方位时间
Chen-2012-888-500	500	六月	June	733	2849	JUNE		0	方位时间
Chen-2012-888-501	501	七月	July	733	2850	JULY		0	方位时间
Chen-2012-888-502	502	八月	August	734	2851	AUGUST		0	方位时间
Chen-2012-888-503	503	九月	September	734	2852	SEPTEMBER		0	方位时间
Chen-2012-888-504	504	十月	October	734	2853	OCTOBER		0	方位时间
Chen-2012-888-505	505	十一月	November	735	2854	NOVEMBER		0	方位时间
Chen-2012-888-506	506	十二月	December	735	2855	DECEMBER		0	方位时间
Chen-2012-888-507	507	今年	this year	735	513	THIS YEAR		778	方位时间
Chen-2012-888-508	508	去年	last year	736	514	LAST YEAR		779	方位时间
Chen-2012-888-509	509	明年	next year	736	515	NEXT YEAR		781	方位时间
Chen-2012-888-510	510	现在	now	736	1376	NOW		785	方位时间
Chen-2012-888-511	511	将来	in the future	737				787	方位时间
Chen-2012-888-512	512	从前	in the past	737				783	方位时间
Chen-2012-888-513	513	我	I	737	1209	I		928	代词
Chen-2012-888-514	514	我们	we	738	1212	WE		930	代词
Chen-2012-888-515	515	你	you (singular)	738	1215	THOU		931	代词
Chen-2012-888-516	516	你们	you (plural)	738	1213	YOU		933	代词
Chen-2012-888-517	517	他	he or she	739	2642	HE OR SHE		934	代词
Chen-2012-888-518	518	他们	they	739	817	THEY		936	代词
Chen-2012-888-519	519	大家	everybody	739	98	ALL		939	代词
Chen-2012-888-520	520	自己	oneself	740	1993	SELF		940	代词
Chen-2012-888-521	521	别人	another person	740				941	代词
Chen-2012-888-522	522	这	this	740	1214	THIS		942	代词
Chen-2012-888-523	523	那	that	741	78	THAT		947	代词
Chen-2012-888-524	524	什么	what	741	1236	WHAT		954	代词
Chen-2012-888-525	525	哪个	which	741	727	WHICH		0	代词
Chen-2012-888-526	526	哪里	where	742	1237	WHERE		955	代词
Chen-2012-888-527	527	大	big (large)	742	1202	BIG		964	形容词
Chen-2012-888-528	528	小	small	742	1246	SMALL		965	形容词
Chen-2012-888-529	529	高	high (tall)	743	1265	HIGH		968	形容词
Chen-2012-888-530	530	矮、低	low (short)	743	721	LOW		969	形容词
Chen-2012-888-531	531	长	long	743	1203	LONG		972	形容词
Chen-2012-888-532	532	短	short	744	1645	SHORT		973	形容词
Chen-2012-888-533	533	远	far/ distant	744	1406	FAR		974	形容词
Chen-2012-888-534	534	近	near	744	1942	NEAR		975	形容词
Chen-2012-888-535	535	宽	wide	745	1243	WIDE		976	形容词
Chen-2012-888-536	536	窄	narrow	745	1267	NARROW		977	形容词
Chen-2012-888-537	537	厚	thick	745	1244	THICK		980	形容词
Chen-2012-888-538	538	薄	thin	746	2306	THIN (OF LEAF AND CLOTH)		981	形容词
Chen-2012-888-539	539	深	deep	746	1593	DEEP		982	形容词
Chen-2012-888-540	540	浅	shallow	746	193	SHALLOW		983	形容词
Chen-2012-888-541	541	满	full	747	1429	FULL		984	形容词
Chen-2012-888-542	542	空	empty	747	1624	EMPTY		985	形容词
Chen-2012-888-543	543	多	many	747	1198	MANY		987	形容词
Chen-2012-888-544	544	少	few	748	1242	FEW		988	形容词
Chen-2012-888-545	545	方	angular	748	2757	ANGULAR (SQUAREFORMED)		989	形容词
Chen-2012-888-546	546	圆	round	748	1395	ROUND		990	形容词
Chen-2012-888-547	547	扁	flat (and shallow)	749				991	形容词
Chen-2012-888-548	548	尖	pointed	749	372	POINTED		992	形容词
Chen-2012-888-549	549	平	flat (level)	749	1633	FLAT		994	形容词
Chen-2012-888-550	550	直	straight	750	1404	STRAIGHT		1003	形容词
Chen-2012-888-551	551	横	horizontal	750	2376	HORIZONTAL		1003	形容词
Chen-2012-888-552	552	弯	bend (curved)	750	297	CROOKED		1004	形容词
Chen-2012-888-553	553	黑	black	751	163	BLACK		1005	形容词
Chen-2012-888-554	554	白	white	751	1335	WHITE		1006	形容词
Chen-2012-888-555	555	红	red	751	156	RED		1007	形容词
Chen-2012-888-556	556	黄	yellow	752	1424	YELLOW		1008	形容词
Chen-2012-888-557	557	绿	green	752	1425	GREEN		1009	形容词
Chen-2012-888-558	558	蓝	blue	752	837	BLUE		1010	形容词
Chen-2012-888-559	559	亮	bright	753	679	BRIGHT		1012	形容词
Chen-2012-888-560	560	暗	dark	753	706	DARK		1013	形容词
Chen-2012-888-561	561	重	heavy	753	1210	HEAVY		1014	形容词
Chen-2012-888-562	562	轻	light (weight)	754	1052	LIGHT (WEIGHT)		1015	形容词
Chen-2012-888-563	563	快	quick/ fast	754	1631	FAST		1016	形容词
Chen-2012-888-564	564	慢	slow	754	701	SLOW		1017	形容词
Chen-2012-888-565	565	早	early	755	672	EARLY		1018	形容词
Chen-2012-888-566	566	迟	late	755	425	BE LATE		1019	形容词
Chen-2012-888-567	567	锋利	sharp	755	1396	SHARP		1020	形容词
Chen-2012-888-568	568	清	clear (water)	756	1147	PURE		1022	形容词
Chen-2012-888-569	569	稀（疏）	thin (hair)	756	2305	THIN (OF HAIR AND THREAD)		1033	形容词
Chen-2012-888-570	570	蜜（稠）	tightly woven (fabric)	756			密	1032	形容词
Chen-2012-888-571	571	浓	heavy (in taste)	757	2718	STRONG (OF DRINK)		0	形容词
Chen-2012-888-572	572	稠（浊）	muddy	757				1023	形容词
Chen-2012-888-573	573	淡	light (in taste)	757	2181	LIGHT (IN TASTE)		1077	形容词
Chen-2012-888-574	574	胖	fat	758	1279	FAT (OBESE)		1024	形容词
Chen-2012-888-575	575	痩	thin (slim)	758	1400	THIN (SLIM)		1026	形容词
Chen-2012-888-576	576	干枯	dry	758	1398	DRY		1028	形容词
Chen-2012-888-577	577	湿	wet	759	1726	WET		1029	形容词
Chen-2012-888-578	578	硬	hard	759	1884	HARD		1034	形容词
Chen-2012-888-579	579	软	soft	759	1856	SOFT		1035	形容词
Chen-2012-888-580	580	活	alive (living)	760	1422	BE ALIVE		1087	形容词
Chen-2012-888-581	581	死	die	760	1494	DIE		1089	形容词
Chen-2012-888-582	582	光	light	760	630	LIGHT (RADIATION)		1037	形容词
Chen-2012-888-583	583	松	loose	761	2506	LOOSE		1041	形容词
Chen-2012-888-584	584	紧	tight 	761	3053	TIGHT		1040	形容词
Chen-2012-888-585	585	齐	neat	761				0	形容词
Chen-2012-888-586	586	对	right (correct)	762	1725	CORRECT (RIGHT)		1045	形容词
Chen-2012-888-587	587	错	wrong	762	1390	WRONG		1046	形容词
Chen-2012-888-588	588	真	true	762	1657	TRUE		1047	形容词
Chen-2012-888-589	589	假	false	763	3069	FALSE		1048	形容词
Chen-2012-888-590	590	生	raw (uncooked)	763	1959	RAW		1049	形容词
Chen-2012-888-591	591	熟	cooked	763	269	COOKED		0	形容词
Chen-2012-888-592	592	新	new	764	1231	NEW		1050	形容词
Chen-2012-888-593	593	旧	old (used)	764	2113	OLD (USED)		1051	形容词
Chen-2012-888-594	594	好	good	764	1035	GOOD		1052	形容词
Chen-2012-888-595	595	坏	bad	765	1292	BAD		1053	形容词
Chen-2012-888-596	596	贵	high social status	765				0	形容词
Chen-2012-888-597	597	贱	low social status	765				0	形容词
Chen-2012-888-598	598	老	old (aged)	766	2112	OLD (AGED)		1493	形容词
Chen-2012-888-599	599	嫩	tender (young)	766				1057	形容词
Chen-2012-888-600	600	美	beautiful	766	1427	BEAUTIFUL		1060	形容词
Chen-2012-888-601	601	丑	ugly	767	1548	UGLY		1061	形容词
Chen-2012-888-602	602	热	hot	767	1286	HOT		1062	形容词
Chen-2012-888-603	603	冷	cold	767	1287	COLD		1063	形容词
Chen-2012-888-604	604	难	difficult	768	584	DIFFICULT		1067	形容词
Chen-2012-888-605	605	容易	easy	768	686	EASY		1068	形容词
Chen-2012-888-606	606	香	fragrant (smell)	768	376	FRAGRANT		1069	形容词
Chen-2012-888-607	607	臭	stinky (smell)	769	42	STINKING		1070	形容词
Chen-2012-888-608	608	酸	sour	769	1906	SOUR		1072	形容词
Chen-2012-888-609	609	甜	sweet	769	717	SWEET		1073	形容词
Chen-2012-888-610	610	苦	bitter	770	887	BITTER		1074	形容词
Chen-2012-888-611	611	辣	spicy	770	544	SPICY		1075	形容词
Chen-2012-888-612	612	咸	salty	770	1091	SALTY		1076	形容词
Chen-2012-888-613	613	醒	awake	771	825	AWAKE		0	形容词
Chen-2012-888-614	614	忙	busy	771	2755	BUSY		1082	形容词
Chen-2012-888-615	615	富	rich	771	712	RICH		1083	形容词
Chen-2012-888-616	616	穷	poor	772	1674	POOR		1084	形容词
Chen-2012-888-617	617	干净	clean	772	704	CLEAN		1085	形容词
Chen-2012-888-618	618	脏	dirty	772	1230	DIRTY		1086	形容词
Chen-2012-888-619	619	饱	satiated	773	106	SATIATED		1148	形容词
Chen-2012-888-620	620	饿	be hungry	773	1533	BE HUNGRY		1298	形容词
Chen-2012-888-621	621	渴	be thirsty	773	847	THIRSTY		1478	形容词
Chen-2012-888-622	622	困	be sleepy	774				0	形容词
Chen-2012-888-623	623	累	be tired	774	1757	TIRED		1495	形容词
Chen-2012-888-624	624	急	in haste	774				1097	形容词
Chen-2012-888-625	625	聪明	smart	775	2530	SMART		1099	形容词
Chen-2012-888-626	626	傻	stupid	775	1518	STUPID		1100	形容词
Chen-2012-888-627	627	勤快	diligent	775	2077	DILIGENT		1111	形容词
Chen-2012-888-628	628	懒	lazy	776	1564	LAZY		1112	形容词
Chen-2012-888-629	629	凶	fierce	776				1107	形容词
Chen-2012-888-630	630	响	loud	776	377	LOUD		1094	形容词
Chen-2012-888-631	631	熬	decoct (herbal medicine)	777				1130	形容词
Chen-2012-888-632	632	拔	pull up	777				1131	动词
Chen-2012-888-633	633	搻	divide	777	1119	DIVIDE	掰	1133	动词
Chen-2012-888-634	634	搬	move (something)	778	765	MOVE		1139	动词
Chen-2012-888-635	635	帮助	help	778	1897	HELP		1140	动词
Chen-2012-888-636	636	捆绑	bind (tie up)	778	1917	TIE		1141	动词
Chen-2012-888-637	637	剥	peel (something)	779	275	PEEL		1144	动词
Chen-2012-888-638	638	抱	hug (embrace)	779	928	EMBRACE		1149	动词
Chen-2012-888-639	639	背	carry on back	779	465	CARRY ON BACK		1151	动词
Chen-2012-888-640	640	比	compare	780	3429	COMPARE		1154	动词
Chen-2012-888-641	641	编（辫子）	braid (something)	780	1043	BRAID		1156	动词
Chen-2012-888-642	642	编（篮子）	weave (a basket)	780	3294	BRAID (VERB) OR WEAVE (BASKET)		1157	动词
Chen-2012-888-643	643	变	change	781	1264	CHANGE		1159	动词
Chen-2012-888-644	644	病	sick	781	1847	SICK		1160	动词
Chen-2012-888-645	645	补	patch (repair)	781	2243	REPAIR		1161	动词
Chen-2012-888-646	646	猜	guess (a riddle)	782	1932	GUESS		1165	动词
Chen-2012-888-647	647	踩	step (verb)	782	575	TREAD		1168	动词
Chen-2012-888-648	648	藏	hide (something)	782	2486	HIDE		1169	动词
Chen-2012-888-649	649	插	poke (something)	783				1171	动词
Chen-2012-888-650	650	折	fold	783	1470	FOLD		0	动词
Chen-2012-888-651	651	缠	to wind( thread one a keel)	783	1113	WRAP		1179	动词
Chen-2012-888-652	652	唱	sing	784	1261	SING		1184	动词
Chen-2012-888-653	653	炒	stir-fry	784	2162	STIR FRY		1186	动词
Chen-2012-888-654	654	沉	sink	784	1088	SINK (DESCEND)		1187	动词
Chen-2012-888-655	655	称	weigh (food)	785	1098	WEIGH		1188	动词
Chen-2012-888-656	656	成	be done/ accomplished	785	1990	BECOME		1192	动词
Chen-2012-888-657	657	吃	eat	785	1336	EAT		1198	动词
Chen-2012-888-658	658	舂	pestle	786	225	PESTLE		1201	动词
Chen-2012-888-659	659	出	go out	786	1107	GO OUT		1206	动词
Chen-2012-888-660	660	锄（革）	hoe up (weeds)	786				1210	动词
Chen-2012-888-661	661	穿（衣）	wear (a garment)	787	976	WEAR		1211	动词
Chen-2012-888-662	662	穿（鞋）	put on (shoes)	787	158	PUT ON		1212	动词
Chen-2012-888-663	663	吹（喇叭）	blow (trumpet)	787	176	BLOW (WITH MOUTH)		1218	动词
Chen-2012-888-664	664	搓	twist (hemp fibers)	788	430	TWIST		1225	动词
Chen-2012-888-665	665	答应	promise	788	1675	PROMISE		1227	动词
Chen-2012-888-666	666	打鸣	crow (of cocks)	788	2074	CROW (VERB)		1426	动词
Chen-2012-888-667	667	打（人）	hit (a person)	789	1433	HIT		1228	动词
Chen-2012-888-668	668	打（枪）	fire (a shot)	789	3180	SHOOT (WITH SLINGSHOT)		1231	动词
Chen-2012-888-669	669	戴（帽）	wear (a hat)	789	3428	WEAR (ON HEAD)		1252	动词
Chen-2012-888-670	670	戴（手镯）	wear (a bracelet)	790				1254	动词
Chen-2012-888-671	671	倒（下）	fall down	790				1257	动词
Chen-2012-888-672	672	到	arrive	790	1387	ARRIVE		1262	动词
Chen-2012-888-673	673	倒（水）	pour out	791	1487	POUR		1261	动词
Chen-2012-888-674	674	得到	get (acquire)	791	694	GET		1263	动词
Chen-2012-888-675	675	等	wait	791	1590	WAIT (FOR)		1264	动词
Chen-2012-888-676	676	掉	drop (something)	792	750	DROP		1274	动词
Chen-2012-888-677	677	吊	hang	792	2884	HANG		1275	动词
Chen-2012-888-678	678	跌倒	fall over/ down	792	2894	TUMBLE (FALL DOWN)		1277	动词
Chen-2012-888-679	679	动	set in movement	793				1286	动词
Chen-2012-888-680	680	堵塞	plug (something)	793				1288	动词
Chen-2012-888-681	681	（线）断	break (rope)	793	460	BREAK (OF ROPE)		1290	动词
Chen-2012-888-682	682	（扁担）断	break (stick)	794	459	SNAP (OF STICK)		1292	动词
Chen-2012-888-683	683	躲避	dodge	794				0	动词
Chen-2012-888-684	684	剁	chop into pieces	794	2149	CHOP (INTO PIECES)		1296	动词
Chen-2012-888-685	685	翻	turn over (on bed)	795	3537	TURN OVER		1310	动词
Chen-2012-888-686	686	发烧	have a fever	795	2713	HAVE A FEVER		1305	动词
Chen-2012-888-687	687	纺	spin (into yarn)	795	121	SPIN		1313	动词
Chen-2012-888-688	688	放（牛）	put out to pasture	796				1316	动词
Chen-2012-888-689	689	飞	fly	796	1441	FLY (MOVE THROUGH AIR)		1318	动词
Chen-2012-888-690	690	分	separate	796	1359	SEPARATE		1321	动词
Chen-2012-888-691	691	缝	sew (up)	797	1457	SEW		1324	动词
Chen-2012-888-692	692	孵	brood	797	2075	BROOD (VERB)		1326	动词
Chen-2012-888-693	693	扶	put one's hand on something for support	797				1327	动词
Chen-2012-888-694	694	浮	float	798	1574	FLOAT		1553	动词
Chen-2012-888-695	695	（应）该	shall	798				0	动词
Chen-2012-888-696	696	改	change (something)	798	2856	CHANGE (SOMETHING)		0	动词
Chen-2012-888-697	697	盖（被）	pull (a quilt) over oneself	799				1332	动词
Chen-2012-888-698	698	盖（锅）	cover up (objects)	799	761	COVER		1520	动词
Chen-2012-888-699	699	赶走	dispel	799	30	DISPEL		0	动词
Chen-2012-888-700	700	敢	dare	800	1779	DARE		1335	动词
Chen-2012-888-701	701	告诉	tell	800	1711	TELL		1337	动词
Chen-2012-888-702	702	割（草）	mow (cut grass)	800				1342	动词
Chen-2012-888-703	703	给	give	801	1447	GIVE		1345	动词
Chen-2012-888-704	704	耕	plough (something)	801	1921	PLOUGH		1347	动词
Chen-2012-888-705	705	（猪）拱（土）	dig the soil (pig’s behavior)	801				0	动词
Chen-2012-888-706	706	刮	(wind) blow	802	175	BLOW (OF WIND)		1353	动词
Chen-2012-888-707	707	挂	hang (on the wall)	802	357	HANG UP		1354	动词
Chen-2012-888-708	708	关（门）	close (the door)	802	1046	SHUT		1356	动词
Chen-2012-888-709	709	滚	roll	803	827	ROLL		1361	动词
Chen-2012-888-710	710	过（桥）	cross (a bridge)	803	1367	CROSS		1363	动词
Chen-2012-888-711	711	害羞	be shy/bashful	803	487	SHY		1365	动词
Chen-2012-888-712	712	喝	drink	804	1401	DRINK		1370	动词
Chen-2012-888-713	713	哼	hum	804				0	动词
Chen-2012-888-714	714	划	paddle	804	1849	ROW		1377	动词
Chen-2012-888-715	715	化	change (become different)	805	2857	CHANGE (BECOME DIFFERENT)		1158	动词
Chen-2012-888-716	716	怀孕	be pregnant	805	1123	PREGNANT		1379	动词
Chen-2012-888-717	717	还帐	repay (a dept)	805				1381	动词
Chen-2012-888-718	718	换	exchange	806	2509	EXCHANGE		1383	动词
Chen-2012-888-719	719	回来	return	806	581	COME BACK		1385	动词
