NUMBER	ID	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
512	Nurse-1975-1589-512	face	1560	FACE
513	Nurse-1975-1589-513	face downwards		
514	Nurse-1975-1589-514	fade, disappear	485	DISAPPEAR
515	Nurse-1975-1589-515	faint, lose consciousness		
516	Nurse-1975-1589-516	fall	1276	AUTUMN
517	Nurse-1975-1589-517	fall short		
518	Nurse-1975-1589-518	falling trap	1075	TRAP (PITFALL)
519	Nurse-1975-1589-519	fan, wave	1971	FAN (OBJECT)
520	Nurse-1975-1589-520	far	1406	FAR
521	Nurse-1975-1589-521	farmer	979	FARMER
522	Nurse-1975-1589-522	fasten	1094	FASTEN
523	Nurse-1975-1589-523	fat (of animals)	1282	FAT (FROM ANIMALS)
524	Nurse-1975-1589-524	fat/grease/oil	323	FAT (ORGANIC SUBSTANCE)
525	Nurse-1975-1589-525	father	1217	FATHER
526	Nurse-1975-1589-526	father-in-law, mother-in-law	306	PARENTS-IN-LAW
527	Nurse-1975-1589-527	fear	781	FEAR (FRIGHT)
528	Nurse-1975-1589-528	feather	1201	FEATHER
529	Nurse-1975-1589-529	feathers, fur	1201	FEATHER
530	Nurse-1975-1589-530	female slave		
531	Nurse-1975-1589-531	fence, enclosure	1690	FENCE
532	Nurse-1975-1589-532	ferment, turn sour	2229	BECOME SOUR
533	Nurse-1975-1589-533	few	1242	FEW
534	Nurse-1975-1589-534	field	212	FIELD
535	Nurse-1975-1589-535	field rat		
536	Nurse-1975-1589-536	fierce, sharp	1396	SHARP
537	Nurse-1975-1589-537	fig mulberry tree		
538	Nurse-1975-1589-538	fig tree		
539	Nurse-1975-1589-539	fig-mulberry tree		
540	Nurse-1975-1589-540	fig-tree		
541	Nurse-1975-1589-541	fight	1423	FIGHT
542	Nurse-1975-1589-542	fill	2006	FILL
543	Nurse-1975-1589-543	filter, strain	940	STRAIN
544	Nurse-1975-1589-544	filth	1230	DIRTY
545	Nurse-1975-1589-545	final, decisive	1529	LAST (FINAL)
546	Nurse-1975-1589-546	find	719	FIND
547	Nurse-1975-1589-547	fine, excellent		
548	Nurse-1975-1589-548	finger	1303	FINGER
549	Nurse-1975-1589-549	finger-nail	1258	FINGERNAIL
550	Nurse-1975-1589-550	fingernail	1258	FINGERNAIL
551	Nurse-1975-1589-551	finish	1766	FINISH
552	Nurse-1975-1589-552	fire	221	FIRE
553	Nurse-1975-1589-553	fireplace	185	FIREPLACE
554	Nurse-1975-1589-554	fireplace, hearth, kitchen	185	FIREPLACE
555	Nurse-1975-1589-555	firewood	10	FIREWOOD
556	Nurse-1975-1589-556	fish	227	FISH
557	Nurse-1975-1589-557	fish (old Swahili nswi)	227	FISH
558	Nurse-1975-1589-558	fish up, pull out	2325	PULL OUT
559	Nurse-1975-1589-559	fish with a line	2796	FISHING (WITH A HOOK)
560	Nurse-1975-1589-560	fish with line	2796	FISHING (WITH A HOOK)
561	Nurse-1975-1589-561	fish-hook	1074	FISHHOOK
562	Nurse-1975-1589-562	fishhook	1074	FISHHOOK
563	Nurse-1975-1589-563	fishing line	19	FISHING LINE
564	Nurse-1975-1589-564	fist	1473	FIST
565	Nurse-1975-1589-565	five	493	FIVE
566	Nurse-1975-1589-566	flap (wings)		
567	Nurse-1975-1589-567	flap the wings wildly, flutter		
568	Nurse-1975-1589-568	flap wings		
569	Nurse-1975-1589-569	flat of hand		
570	Nurse-1975-1589-570	flatulence		
571	Nurse-1975-1589-571	float	1574	FLOAT
572	Nurse-1975-1589-572	flow	2003	FLOW
573	Nurse-1975-1589-573	flower	239	FLOWER
574	Nurse-1975-1589-574	fly		
575	Nurse-1975-1589-575	foam	1768	FOAM
576	Nurse-1975-1589-576	foam/froth	1768	FOAM
577	Nurse-1975-1589-577	fog	249	FOG
578	Nurse-1975-1589-578	fold	1470	FOLD
579	Nurse-1975-1589-579	follow	1085	FOLLOW
580	Nurse-1975-1589-580	follow (in order)	1085	FOLLOW
581	Nurse-1975-1589-581	food	256	FOOD
582	Nurse-1975-1589-582	food supply for a journey		
583	Nurse-1975-1589-583	foot	1301	FOOT
584	Nurse-1975-1589-584	footfall		
585	Nurse-1975-1589-585	forest	420	FOREST
586	Nurse-1975-1589-586	forge	288	FORGE
587	Nurse-1975-1589-587	forgent		
588	Nurse-1975-1589-588	forget	1523	FORGET
589	Nurse-1975-1589-589	forgive	1528	FORGIVE
590	Nurse-1975-1589-590	fork (in road, etc.)		
591	Nurse-1975-1589-591	fork, bifurcation		
592	Nurse-1975-1589-592	four	1500	FOUR
593	Nurse-1975-1589-593	free food (Sw: kimoshi kando)		
594	Nurse-1975-1589-594	free food (kimoshi kando)		
595	Nurse-1975-1589-595	freeze	1431	FREEZE
596	Nurse-1975-1589-596	friend	1325	FRIEND
597	Nurse-1975-1589-597	frog	503	FROG
598	Nurse-1975-1589-598	fruit	1507	FRUIT
599	Nurse-1975-1589-599	fry		
600	Nurse-1975-1589-600	fry; roast	2146	ROAST OR FRY
601	Nurse-1975-1589-601	full	1429	FULL
602	Nurse-1975-1589-602	fur	580	FUR
603	Nurse-1975-1589-603	gall-bladder		
604	Nurse-1975-1589-604	garden	586	GARDEN
605	Nurse-1975-1589-605	gather (flowers, fruit)		
606	Nurse-1975-1589-606	gather up	7	GATHER
607	Nurse-1975-1589-607	genet	3018	NATIVE CAT
608	Nurse-1975-1589-608	genet (=kind of speckled civet	3018	NATIVE CAT
609	Nurse-1975-1589-609	genet (kind of speckled civet	3018	NATIVE CAT
610	Nurse-1975-1589-610	genet (kind of speckled civet)	3018	NATIVE CAT
611	Nurse-1975-1589-611	get accustomed	1118	ACCUSTOM
612	Nurse-1975-1589-612	get dark		
613	Nurse-1975-1589-613	get fat (of animals)		
614	Nurse-1975-1589-614	get intoxicated		
615	Nurse-1975-1589-615	get light		
616	Nurse-1975-1589-616	get lost	423	GET LOST
617	Nurse-1975-1589-617	get obtain		
618	Nurse-1975-1589-618	get washed		
619	Nurse-1975-1589-619	get wet	2324	GET WET
620	Nurse-1975-1589-620	get, obtain	694	GET
621	Nurse-1975-1589-621	giraffe	3089	GIRAFFE
622	Nurse-1975-1589-622	give	1447	GIVE
623	Nurse-1975-1589-623	give away	196	DONATE
624	Nurse-1975-1589-624	give away (present)	196	DONATE
625	Nurse-1975-1589-625	give birth to		
626	Nurse-1975-1589-626	give birth to a child		
627	Nurse-1975-1589-627	give in marriage (of parents,		
628	Nurse-1975-1589-628	give leave, send away		
629	Nurse-1975-1589-629	give light to		
630	Nurse-1975-1589-630	give out smoke		
631	Nurse-1975-1589-631	glide, trickle		
632	Nurse-1975-1589-632	go		
633	Nurse-1975-1589-633	go back	581	COME BACK
634	Nurse-1975-1589-634	go back, return	581	COME BACK
635	Nurse-1975-1589-635	go down	2014	GO DOWN (DESCEND)
636	Nurse-1975-1589-636	go home from work		
637	Nurse-1975-1589-637	go in, come in	749	ENTER
638	Nurse-1975-1589-638	go out, go away	1752	LEAVE
639	Nurse-1975-1589-639	go round, turn round	1445	TURN (SOMETHING)
640	Nurse-1975-1589-640	go through		
641	Nurse-1975-1589-641	go up (climb up)	705	GO UP (ASCEND)
642	Nurse-1975-1589-642	goat	1502	GOAT
643	Nurse-1975-1589-643	god	1944	GOD
644	Nurse-1975-1589-644	good	1035	GOOD
645	Nurse-1975-1589-645	grain	605	GRAIN
646	Nurse-1975-1589-646	grain (ya mtama)	605	GRAIN
647	Nurse-1975-1589-647	grandfather	1383	GRANDFATHER
648	Nurse-1975-1589-648	grandmother	1496	GRANDMOTHER
649	Nurse-1975-1589-649	grasp, hold in arm	1448	HOLD
650	Nurse-1975-1589-650	grass	606	GRASS
651	Nurse-1975-1589-651	grass (one piece)	606	GRASS
652	Nurse-1975-1589-652	grass, reeds	659	REED
653	Nurse-1975-1589-653	grate		
654	Nurse-1975-1589-654	great, powerful	3001	POWERFUL
655	Nurse-1975-1589-655	green	1425	GREEN
656	Nurse-1975-1589-656	grief, sorrow	1668	GRIEF
657	Nurse-1975-1589-657	grind	1033	GRIND
658	Nurse-1975-1589-658	grind (grain with a millstone)	1033	GRIND
659	Nurse-1975-1589-659	grind coarsely		
660	Nurse-1975-1589-660	groan	716	GROAN
661	Nurse-1975-1589-661	groove, furrow	1794	FURROW
662	Nurse-1975-1589-662	ground	2159	GROUND
663	Nurse-1975-1589-663	grow (of plants)		
664	Nurse-1975-1589-664	grow up		
665	Nurse-1975-1589-665	grow up, get large, become gre		
666	Nurse-1975-1589-666	gruel	1167	GRUEL
667	Nurse-1975-1589-667	grunt with effort		
668	Nurse-1975-1589-668	grunt, grumble		
669	Nurse-1975-1589-669	guess	1932	GUESS
670	Nurse-1975-1589-670	guide aright		
671	Nurse-1975-1589-671	guinea fowl (Swahili: kanga)	456	GUINEA FOWL
672	Nurse-1975-1589-672	guinea fowl (kanga)	456	GUINEA FOWL
673	Nurse-1975-1589-673	guinea-fowl	456	GUINEA FOWL
674	Nurse-1975-1589-674	gun	1566	GUN
675	Nurse-1975-1589-675	guts	1334	GUTS
676	Nurse-1975-1589-676	guts/intestine	1991	INTESTINES
677	Nurse-1975-1589-677	hair	1040	HAIR
678	Nurse-1975-1589-678	half-wild tomcat		
679	Nurse-1975-1589-679	half-wild tomcat (also shume l		
680	Nurse-1975-1589-680	hammer	1481	HAMMER
681	Nurse-1975-1589-681	hand	1277	HAND
682	Nurse-1975-1589-682	handle, haft	1254	HANDLE
683	Nurse-1975-1589-683	hang in mid-air		
684	Nurse-1975-1589-684	hang in midair		
685	Nurse-1975-1589-685	hard	1884	HARD
686	Nurse-1975-1589-686	hardship, distress		
687	Nurse-1975-1589-687	hare		
688	Nurse-1975-1589-688	haste		
689	Nurse-1975-1589-689	hate	1607	HATE
690	Nurse-1975-1589-690	hate, detest	1607	HATE
691	Nurse-1975-1589-691	have	773	HAVE
692	Nurse-1975-1589-692	have enough to eat or drink, b		
693	Nurse-1975-1589-693	have sexual intercourse with		
694	Nurse-1975-1589-694	hay	342	HAY
695	Nurse-1975-1589-695	he	1211	HE
696	Nurse-1975-1589-696	he who begets (=parent)	505	PARENTS
697	Nurse-1975-1589-697	he who begets (parent)	505	PARENTS
698	Nurse-1975-1589-698	he-goat	264	HE-GOAT
699	Nurse-1975-1589-699	head	1256	HEAD
700	Nurse-1975-1589-700	head of arrow, spear head		
701	Nurse-1975-1589-701	head, chief person	1256	HEAD
702	Nurse-1975-1589-702	head-pad		
703	Nurse-1975-1589-703	headpad		
704	Nurse-1975-1589-704	heap		
705	Nurse-1975-1589-705	heap up, ready, set on fire		
706	Nurse-1975-1589-706	heap up, ready/set on fire		
707	Nurse-1975-1589-707	heap, hump	534	HUMP
708	Nurse-1975-1589-708	hear	1408	HEAR
709	Nurse-1975-1589-709	heart	1223	HEART
710	Nurse-1975-1589-710	hearthstone for putting pots o		
711	Nurse-1975-1589-711	heavy	1210	HEAVY
712	Nurse-1975-1589-712	heavy, serious, dull		
713	Nurse-1975-1589-713	heel	980	HEEL
714	Nurse-1975-1589-714	heel (cha mguu)	980	HEEL
715	Nurse-1975-1589-715	heifer		
716	Nurse-1975-1589-716	held, arrest		
717	Nurse-1975-1589-717	hem, make a border		
718	Nurse-1975-1589-718	hen, fowl	265	FOWL
719	Nurse-1975-1589-719	here	136	HERE
720	Nurse-1975-1589-720	hiccup		
721	Nurse-1975-1589-721	hide	602	HIDE (CONCEAL)
722	Nurse-1975-1589-722	highest point, utmost	2205	PEAK
723	Nurse-1975-1589-723	highway		
724	Nurse-1975-1589-724	hill	614	HILL
725	Nurse-1975-1589-725	him, her	2642	HE OR SHE
726	Nurse-1975-1589-726	hip	1745	HIP
727	Nurse-1975-1589-727	hippopotamus		
728	Nurse-1975-1589-728	hit	1433	HIT
729	Nurse-1975-1589-729	hit with a hammer		
730	Nurse-1975-1589-730	hit with hammer		
731	Nurse-1975-1589-731	hoe	284	HOE
732	Nurse-1975-1589-732	hold	1448	HOLD
733	Nurse-1975-1589-733	hold in arm		
734	Nurse-1975-1589-734	hold, arrest		
735	Nurse-1975-1589-735	hold/take	2104	HOLD OR TAKE
736	Nurse-1975-1589-736	hole, nest	539	NEST
737	Nurse-1975-1589-737	hollow out	46	HOLLOW OUT
738	Nurse-1975-1589-738	home	2406	HOME
739	Nurse-1975-1589-739	honey	942	HONEY
740	Nurse-1975-1589-740	honor		
741	Nurse-1975-1589-741	honour		
742	Nurse-1975-1589-742	hook (to pull down banches in	1071	HOOK
743	Nurse-1975-1589-743	hook (to pull down branches in	1071	HOOK
744	Nurse-1975-1589-744	horn	1393	HORN (ANATOMY)
745	Nurse-1975-1589-745	horn (animal)	1393	HORN (ANATOMY)
746	Nurse-1975-1589-746	horn, ivory		
747	Nurse-1975-1589-747	horse	615	HORSE
748	Nurse-1975-1589-748	hot	1286	HOT
749	Nurse-1975-1589-749	house	1678	HUT
750	Nurse-1975-1589-750	house/hut	1678	HUT
751	Nurse-1975-1589-751	how	1239	HOW
752	Nurse-1975-1589-752	how many?	822	HOW MANY
753	Nurse-1975-1589-753	how?	1239	HOW
754	Nurse-1975-1589-754	hump (of cow)	534	HUMP
755	Nurse-1975-1589-755	hump (of hunchback)	534	HUMP
756	Nurse-1975-1589-756	hundred	1634	HUNDRED
757	Nurse-1975-1589-757	hunger	1864	HUNGER
758	Nurse-1975-1589-758	hunt	1435	HUNT
759	Nurse-1975-1589-759	hunting	1435	HUNT
760	Nurse-1975-1589-760	husband	1200	HUSBAND
761	Nurse-1975-1589-761	hut	1678	HUT
762	Nurse-1975-1589-762	hyena	1799	HYENA
763	Nurse-1975-1589-763	ice	617	ICE
764	Nurse-1975-1589-764	idleness, sloth	2446	SLOTH
765	Nurse-1975-1589-765	if	1459	IF
766	Nurse-1975-1589-766	ill	1847	SICK
767	Nurse-1975-1589-767	imitate	117	IMITATE
768	Nurse-1975-1589-768	in	1460	IN
769	Nurse-1975-1589-769	in front of		
770	Nurse-1975-1589-770	in the middle of		
771	Nurse-1975-1589-771	incite		
772	Nurse-1975-1589-772	increase	1041	INCREASE
773	Nurse-1975-1589-773	increase, make greater	1041	INCREASE
774	Nurse-1975-1589-774	inheritance		
775	Nurse-1975-1589-775	insect	620	INSECT
776	Nurse-1975-1589-776	inside	1606	INSIDE
777	Nurse-1975-1589-777	intestines	1991	INTESTINES
778	Nurse-1975-1589-778	iron	621	IRON
779	Nurse-1975-1589-779	iron ore		
780	Nurse-1975-1589-780	iron-ore		
781	Nurse-1975-1589-781	island	622	ISLAND
782	Nurse-1975-1589-782	itch	148	ITCH
783	Nurse-1975-1589-783	jaw (bone)	798	JAW
784	Nurse-1975-1589-784	jaw/chin	798	JAW
785	Nurse-1975-1589-785	jealousy	2016	JEALOUSY
786	Nurse-1975-1589-786	journey	2393	JOURNEY
787	Nurse-1975-1589-787	judge	1818	ADJUDICATE
788	Nurse-1975-1589-788	jump	1829	JUMP
789	Nurse-1975-1589-789	jump, leap	1829	JUMP
790	Nurse-1975-1589-790	keep livestock		
791	Nurse-1975-1589-791	kidney	489	KIDNEY
792	Nurse-1975-1589-792	kill	1417	KILL
793	Nurse-1975-1589-793	kind of antelope		
794	Nurse-1975-1589-794	kind of bean		
795	Nurse-1975-1589-795	kind of eagle		
796	Nurse-1975-1589-796	kind of hawk		
797	Nurse-1975-1589-797	kind of pigeon		
798	Nurse-1975-1589-798	kind of poisonous snake		
799	Nurse-1975-1589-799	kind of rat		
800	Nurse-1975-1589-800	kind of snail		
801	Nurse-1975-1589-801	king	1508	KING
802	Nurse-1975-1589-802	kite	307	HAWK
803	Nurse-1975-1589-803	knead	274	KNEAD
804	Nurse-1975-1589-804	knee	1371	KNEE
805	Nurse-1975-1589-805	kneel	66	KNEEL
806	Nurse-1975-1589-806	knife	1352	KNIFE
807	Nurse-1975-1589-807	knot	760	KNOT
808	Nurse-1975-1589-808	know		
809	Nurse-1975-1589-809	know (as: I know him)		
810	Nurse-1975-1589-810	lake	624	LAKE
811	Nurse-1975-1589-811	lame person	2322	LAME PERSON
812	Nurse-1975-1589-812	lamp	625	LAMP
813	Nurse-1975-1589-813	large, great	1202	BIG
814	Nurse-1975-1589-814	laugh	1355	LAUGH
815	Nurse-1975-1589-815	lay over on one side		
816	Nurse-1975-1589-816	lazy	1564	LAZY
817	Nurse-1975-1589-817	leaf	628	LEAF
818	Nurse-1975-1589-818	leaf (of tree)	628	LEAF
819	Nurse-1975-1589-819	leaf (tree)	628	LEAF
820	Nurse-1975-1589-820	leaf, blade of grass		
821	Nurse-1975-1589-821	leak, ooze out		
822	Nurse-1975-1589-822	lean	2219	LEAN (MEAT)
823	Nurse-1975-1589-823	lean on, rely on		
824	Nurse-1975-1589-824	lean, bend down, slope		
825	Nurse-1975-1589-825	learn	504	LEARN
826	Nurse-1975-1589-826	leave	1752	LEAVE
827	Nurse-1975-1589-827	leave (off)	1752	LEAVE
828	Nurse-1975-1589-828	leave over		
829	Nurse-1975-1589-829	leave(off)	1752	LEAVE
830	Nurse-1975-1589-830	leave, go away	1752	LEAVE
831	Nurse-1975-1589-831	leave, permission	1752	LEAVE
832	Nurse-1975-1589-832	leep livestock		
833	Nurse-1975-1589-833	left-hand	244	LEFT
834	Nurse-1975-1589-834	leftside	244	LEFT
835	Nurse-1975-1589-835	leg	1297	LEG
836	Nurse-1975-1589-836	leg, foot	2098	FOOT OR LEG
837	Nurse-1975-1589-837	lend, borrow	1823	BORROW
838	Nurse-1975-1589-838	leopard	1139	LEOPARD
839	Nurse-1975-1589-839	lick	319	LICK
840	Nurse-1975-1589-840	lie down	215	LIE DOWN
841	Nurse-1975-1589-841	lie on back	1411	LIE (REST)
842	Nurse-1975-1589-842	lie on one's back	1411	LIE (REST)
843	Nurse-1975-1589-843	lift	501	LIFT
844	Nurse-1975-1589-844	lift up, pick up	371	PICK UP
845	Nurse-1975-1589-845	light in weight	1052	LIGHT (WEIGHT)
846	Nurse-1975-1589-846	light, sky	1732	SKY
847	Nurse-1975-1589-847	lightning	1654	LIGHTNING
848	Nurse-1975-1589-848	like	1117	LIKE
849	Nurse-1975-1589-849	like/as		
850	Nurse-1975-1589-850	lime, whitewash	2540	LIME (MATERIAL)
851	Nurse-1975-1589-851	line of objects	1048	LINE
852	Nurse-1975-1589-852	line, row	1048	LINE
853	Nurse-1975-1589-853	lion	1386	LION
854	Nurse-1975-1589-854	lip	478	LIP
855	Nurse-1975-1589-855	listen	1608	LISTEN
856	Nurse-1975-1589-856	live	2309	LIVE
857	Nurse-1975-1589-857	liver	1224	LIVER
858	Nurse-1975-1589-858	lizard	632	LIZARD
859	Nurse-1975-1589-859	lobster	2397	LOBSTER
860	Nurse-1975-1589-860	locust	810	LOCUST
861	Nurse-1975-1589-861	long	1203	LONG
862	Nurse-1975-1589-862	long straight hair (of animals		
863	Nurse-1975-1589-863	look	1819	LOOK
864	Nurse-1975-1589-864	look after	253	CARE FOR
865	Nurse-1975-1589-865	look after a child	253	CARE FOR
866	Nurse-1975-1589-866	look after a child	253	CARE FOR
867	Nurse-1975-1589-867	look after grazing cattle		
868	Nurse-1975-1589-868	look after grazing cattle,		
869	Nurse-1975-1589-869	look after grazing cattle, hel		
870	Nurse-1975-1589-870	look after, care for	253	CARE FOR
871	Nurse-1975-1589-871	look at, examine	1819	LOOK
872	Nurse-1975-1589-872	look for	1468	LOOK FOR
873	Nurse-1975-1589-873	look for, hand around (to get	1468	LOOK FOR
874	Nurse-1975-1589-874	look round		
875	Nurse-1975-1589-875	lose	1660	LOSE
876	Nurse-1975-1589-876	louse	1392	LOUSE
877	Nurse-1975-1589-877	love, want	1784	WANT
878	Nurse-1975-1589-878	lung	688	LUNG
879	Nurse-1975-1589-879	magic	392	MAGIC
880	Nurse-1975-1589-880	maize	506	MAIZE
881	Nurse-1975-1589-881	make	734	MAKE
882	Nurse-1975-1589-882	make offerings to the dead	1103	SACRIFICE
883	Nurse-1975-1589-883	make pottery		
884	Nurse-1975-1589-884	make straight		
885	Nurse-1975-1589-885	male	1553	MALE
886	Nurse-1975-1589-886	male slave		
887	Nurse-1975-1589-887	man	1554	MAN
888	Nurse-1975-1589-888	man/a male	1554	MAN
889	Nurse-1975-1589-889	many	1198	MANY
890	Nurse-1975-1589-890	market	633	MARKET
891	Nurse-1975-1589-891	marriage	2432	MARRIAGE
892	Nurse-1975-1589-892	marry	203	MARRY
893	Nurse-1975-1589-893	marry (of man)		
894	Nurse-1975-1589-894	master	383	MASTER
895	Nurse-1975-1589-895	mat	195	MAT
896	Nurse-1975-1589-896	match, harmonise	1133	MATCH
897	Nurse-1975-1589-897	mature		
898	Nurse-1975-1589-898	meat	2615	FLESH OR MEAT
899	Nurse-1975-1589-899	meat/flesh	2615	FLESH OR MEAT
900	Nurse-1975-1589-900	medecine	1372	MEDICINE
901	Nurse-1975-1589-901	medicine	1372	MEDICINE
902	Nurse-1975-1589-902	medicine (=art of medicine man	1372	MEDICINE
903	Nurse-1975-1589-903	medicine (art of medicine man)	1372	MEDICINE
904	Nurse-1975-1589-904	medicine man	394	SHAMAN (FOLK HEALER)
905	Nurse-1975-1589-905	medicine, remedy		
906	Nurse-1975-1589-906	meet	1831	MEET
907	Nurse-1975-1589-907	meet someone	1831	MEET
908	Nurse-1975-1589-908	melt	2334	MELT
909	Nurse-1975-1589-909	metal pot		
910	Nurse-1975-1589-910	midwife		
911	Nurse-1975-1589-911	milk	635	MILK
912	Nurse-1975-1589-912	milk (kwa kunywa)	635	MILK
913	Nurse-1975-1589-913	millipede		
914	Nurse-1975-1589-914	mix	2017	MIX
915	Nurse-1975-1589-915	mix (ingredients)	2017	MIX
916	Nurse-1975-1589-916	mix (ingredients, e.g. unga ch	2017	MIX
917	Nurse-1975-1589-917	mix, put together	2017	MIX
918	Nurse-1975-1589-918	monkey	1350	MONKEY
919	Nurse-1975-1589-919	monkey (small, dark-coloured)	1350	MONKEY
920	Nurse-1975-1589-920	moon	1313	MOON
921	Nurse-1975-1589-921	moonlight		
922	Nurse-1975-1589-922	morning	1339	MORNING
923	Nurse-1975-1589-923	mosquito	1509	MOSQUITO
924	Nurse-1975-1589-924	mother	1216	MOTHER
925	Nurse-1975-1589-925	mould (pottery)	289	MOLD
926	Nurse-1975-1589-926	mould pottery	1166	MOULD
927	Nurse-1975-1589-927	mountain	639	MOUNTAIN
928	Nurse-1975-1589-928	mourning		
929	Nurse-1975-1589-929	mouse	1491	MOUSE
930	Nurse-1975-1589-930	mouth	674	MOUTH
931	Nurse-1975-1589-931	move away, migrate	229	MOVE AWAY
932	Nurse-1975-1589-932	movement		
933	Nurse-1975-1589-933	mud, mire	640	MUD
934	Nurse-1975-1589-934	mushroom	641	MUSHROOM
935	Nurse-1975-1589-935	my father	1217	FATHER
936	Nurse-1975-1589-936	my mother	1216	MOTHER
937	Nurse-1975-1589-937	name	1405	NAME
938	Nurse-1975-1589-938	namely		
939	Nurse-1975-1589-939	nape (of neck)	1347	NAPE (OF NECK)
940	Nurse-1975-1589-940	nape of neck	1347	NAPE (OF NECK)
941	Nurse-1975-1589-941	narrow	1267	NARROW
942	Nurse-1975-1589-942	navel	1838	NAVEL
943	Nurse-1975-1589-943	near	1942	NEAR
944	Nurse-1975-1589-944	neck	1333	NECK
945	Nurse-1975-1589-945	need, request		
946	Nurse-1975-1589-946	new	1231	NEW
947	Nurse-1975-1589-947	next	1354	NEXT
948	Nurse-1975-1589-948	next year	515	NEXT YEAR
949	Nurse-1975-1589-949	night	1233	NIGHT
950	Nurse-1975-1589-950	nine	1483	NINE
951	Nurse-1975-1589-951	nine (=tisa)		
952	Nurse-1975-1589-952	nose	1221	NOSE
953	Nurse-1975-1589-953	not	1240	NOT
954	Nurse-1975-1589-954	not (as: I am not going)	1240	NOT
955	Nurse-1975-1589-955	now	1376	NOW
956	Nurse-1975-1589-956	number	1356	NUMBER
957	Nurse-1975-1589-957	oar	108	RUDDER
958	Nurse-1975-1589-958	obstruct		
959	Nurse-1975-1589-959	offer		
960	Nurse-1975-1589-960	offspring	1801	CHILD (DESCENDANT)
961	Nurse-1975-1589-961	oil		
962	Nurse-1975-1589-962	oil (from plants)		
963	Nurse-1975-1589-963	oil palm		
964	Nurse-1975-1589-964	old	1229	OLD
965	Nurse-1975-1589-965	old age	1789	AGE
966	Nurse-1975-1589-966	old people (male)		
967	Nurse-1975-1589-967	old person	725	OLD PERSON
968	Nurse-1975-1589-968	old times		
969	Nurse-1975-1589-969	older brother	1759	OLDER BROTHER
970	Nurse-1975-1589-970	older brother or sister		
971	Nurse-1975-1589-971	on	2379	UP OR ABOVE
972	Nurse-1975-1589-972	one	1493	ONE
973	Nurse-1975-1589-973	one (=moja)	1493	ONE
974	Nurse-1975-1589-974	open	1156	OPEN
975	Nurse-1975-1589-975	open (=set ajar) a door	1156	OPEN
976	Nurse-1975-1589-976	open (set ajar) a door	1156	OPEN
977	Nurse-1975-1589-977	open space		
978	Nurse-1975-1589-978	open the mouth		
979	Nurse-1975-1589-979	open the mouth wide		
980	Nurse-1975-1589-980	order, direct	1128	ORDER
981	Nurse-1975-1589-981	ostrich		
982	Nurse-1975-1589-982	other	197	OTHER
983	Nurse-1975-1589-983	our(s)	780	OUR
984	Nurse-1975-1589-984	our(s) Pl. 1st person)	780	OUR
985	Nurse-1975-1589-985	outside	762	OUTSIDE
986	Nurse-1975-1589-986	overcome, win, vanquish	1999	OVERCOME
987	Nurse-1975-1589-987	overcome; win, vanquish	1999	OVERCOME
988	Nurse-1975-1589-988	owner	1036	OWNER
989	Nurse-1975-1589-989	oyster	2830	OYSTERS
990	Nurse-1975-1589-990	pack		
991	Nurse-1975-1589-991	pack (mizigo)		
992	Nurse-1975-1589-992	pack carefully		
993	Nurse-1975-1589-993	pack, bale, bundle		
994	Nurse-1975-1589-994	pack, flock, group		
995	Nurse-1975-1589-995	pack, press together		
996	Nurse-1975-1589-996	paddle	234	PADDLE
997	Nurse-1975-1589-997	palate	540	PALATE
998	Nurse-1975-1589-998	palm (of hand)	1183	PALM OF HAND
999	Nurse-1975-1589-999	palm of hand	1183	PALM OF HAND
1000	Nurse-1975-1589-1000	palm tree	1181	PALM TREE
1001	Nurse-1975-1589-1001	palm-tree	1181	PALM TREE
1002	Nurse-1975-1589-1002	palm-wine		
1003	Nurse-1975-1589-1003	palpitate		
1004	Nurse-1975-1589-1004	parrot	882	PARROT
1005	Nurse-1975-1589-1005	pass		
1006	Nurse-1975-1589-1006	pass in running		
1007	Nurse-1975-1589-1007	pass the night		
1008	Nurse-1975-1589-1008	pass, surpass	402	SURPASS
1009	Nurse-1975-1589-1009	path	2252	PATH
1010	Nurse-1975-1589-1010	pay	718	PAY
1011	Nurse-1975-1589-1011	pay attention, take care		
1012	Nurse-1975-1589-1012	peel, shell		
1013	Nurse-1975-1589-1013	peg	361	PEG
1014	Nurse-1975-1589-1014	penetrate		
1015	Nurse-1975-1589-1015	penis	1222	PENIS
1016	Nurse-1975-1589-1016	penknife		
1017	Nurse-1975-1589-1017	person	683	PERSON
1018	Nurse-1975-1589-1018	person related by blood	1644	RELATIVES
1019	Nurse-1975-1589-1019	pestle	225	PESTLE
1020	Nurse-1975-1589-1020	pierce	398	PIERCE
1021	Nurse-1975-1589-1021	pierce/make hole in	398	PIERCE
1022	Nurse-1975-1589-1022	pig	1337	PIG
1023	Nurse-1975-1589-1023	pigeon	1853	DOVE
1024	Nurse-1975-1589-1024	pile up, pile loads on head	1576	PILE UP
1025	Nurse-1975-1589-1025	pinch, make narrow	378	PINCH
1026	Nurse-1975-1589-1026	pit	1667	HOLE
1027	Nurse-1975-1589-1027	pit, hole	1667	HOLE
1028	Nurse-1975-1589-1028	place	723	PLACE (POSITION)
1029	Nurse-1975-1589-1029	place of the dead		
1030	Nurse-1975-1589-1030	place, put	998	PUT
