ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	IDS_ID	ENGLISH	RELATION	PWN_WORD_SENSE_ID	PWN_DEFINITION	PWN_SYNSET	PWN_POS	OMW_URL
Borin-2015-1532-355	1810	DANGER	355	S16.540	the danger	ss	danger%1:26:00::	the condition of being susceptible to harm or injury; &quot;you are in no danger&quot;; &quot;there was widespread danger of disease&quot;	n14540765	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=14540765-n
Borin-2015-1532-356	953	RAPE	356	S21.440	the rape	ss	rape%1:04:00::	the crime of forcing a woman to submit to sexual intercourse against her will	n00773402	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00773402-n
Borin-2015-1532-357	1008	BULL	357	S03.210	the bull	ss	bull%1:05:01::	uncastrated adult male of domestic cattle	n02403325	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02403325-n
Borin-2015-1532-358	952	WEATHER	358	S01.780	the weather	ss	weather%1:19:00::	the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation; &quot;they were hoping for good weather&quot;; &quot;every day we have weather conditions and yesterday was no exception&quot;; &quot;the conditions were too rainy for playing in the snow&quot;	n11524662	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=11524662-n
Borin-2015-1532-359	969	CIGARETTE	359	S23.5900	the cigarette	ss	cigarette%1:06:00::	finely ground tobacco wrapped in paper; for smoking	n03030663	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03030663-n
Borin-2015-1532-360	105	MATTRESS	360	S23.5300	the mattress	ss	mattress%1:06:00::	a large thick pad filled with resilient material and often incorporating coiled springs, used as a bed or part of a bed	n03731164	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03731164-n
Borin-2015-1532-361	809	TROUSERS	361	S06.480	the trousers	ss	trouser%1:06:00::	(usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately; &quot;he had a sharp crease in his trousers&quot;	n04489008	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04489008-n
Borin-2015-1532-362	1743	JOIN	362	S12.220	to join	ss	join%2:35:01::	cause to become joined or linked; &quot;join these two parts so that they fit together&quot;	v01295275	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01295275-v
Borin-2015-1532-363	1121	SECRET	363	S17.360	secret	ss	secret%5:00:00:concealed:00	not open or public; kept private or not revealed; &quot;a secret formula&quot;; &quot;secret ingredients&quot;; &quot;secret talks&quot;	a02090069	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02090069-a
Borin-2015-1532-364	1269	NO	364	S17.560	no	ss	no%4:02:00::	used to express refusal or denial or disagreement etc or especially to emphasize a negative statement; &quot;no, you are wrong&quot;	r00024356	r	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00024356-r
Borin-2015-1532-365	861	JUDGE	365	S21.180	the judge	ss	judge%1:18:00::	a public official authorized to decide questions brought before a court of justice	n10225219	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10225219-n
Borin-2015-1532-366	966	BRAKE	366	S23.1800	to brake	ss	brake%2:38:00::	cause to stop by applying the brakes; &quot;brake the car before you go into a curve&quot;	v01863593	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01863593-v
Borin-2015-1532-367	70	BRACKISH	367	S15.390	brackish	ss	brackish%5:00:00:salty:00	slightly salty (especially from containing a mixture of seawater and fresh water); &quot;a brackish lagoon&quot;; &quot;the briny deep&quot;	a01074062	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01074062-a
Borin-2015-1532-368	911	TEMPLE	368	S22.130	the temple	ss	temple%1:06:00::	place of worship consisting of an edifice for the worship of a deity	n04407435	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04407435-n
Borin-2015-1532-369	568	RISE (MOVE UPWARDS)	369	S10.210	to rise	ss	rise%2:38:00::	move upward; &quot;The fog lifted&quot;; &quot;The smoke arose from the forest fire&quot;; &quot;The mist uprose from the meadows&quot;	v01968569	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01968569-v
Borin-2015-1532-370	621	IRON	370	S09.670	the iron	ss	iron%1:27:00::	a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood	n14642417	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=14642417-n
Borin-2015-1532-371	136	HERE	371	S24.0900	here	ss	here%4:02:00::	in or at this place; where the speaker or writer is; &quot;I work here&quot;; &quot;turn here&quot;; &quot;radio waves received here on Earth&quot;	r00108479	r	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00108479-r
Borin-2015-1532-372	1216	MOTHER	372	S02.360	the mother	ss	mother%1:18:00::	a woman who has given birth to a child (also used as a term of address to your mother); &quot;the mother of three children&quot;	n10332385	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10332385-n
Borin-2015-1532-373	289	MOLD	373	S09.720	to mould/mold	ui	mold%2:36:00::	form by pouring (e.g., wax or hot metal) into a cast or mold; &quot;cast a bronze sculpture&quot;	v01662771	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01662771-v
Borin-2015-1532-374	1128	ORDER	374	S19.450	to command or order	ui	order%2:32:01::	give instructions to or direct somebody to do something with authority; &quot;I said to him to go home&quot;; &quot;She ordered him to do the shopping&quot;; &quot;The mother told the child to get dressed&quot;	v00746718	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00746718-v
Borin-2015-1532-375	1877	EAST	375	S12.450	the east	ss	east%1:24:00::	the cardinal compass point that is at 90 degrees	n13832355	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=13832355-n
Borin-2015-1532-376	1396	SHARP	376	S15.780	sharp	ss	sharp%3:00:00::	having or made by a thin edge or sharp point; suitable for cutting or piercing; &quot;a sharp knife&quot;; &quot;a pencil with a sharp point&quot;	a00800826	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00800826-a
Borin-2015-1532-377	1884	HARD	377	S15.740	hard	ss	hard%3:00:01::	resisting weight or pressure	a01150915	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01150915-a
Borin-2015-1532-378	1171	MIRROR	378	S06.960	the mirror	ss	mirror%1:06:00::	polished surface that forms images by reflecting light	n03773035	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03773035-n
Borin-2015-1532-379	279	THATCH	379	S07.520	the thatch	ss	thatch%1:27:00::	plant stalks used as roofing material	n15069712	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=15069712-n
Borin-2015-1532-380	1267	NARROW	380	S12.620	narrow	ss	narrow%3:00:00::	not wide; &quot;a narrow bridge&quot;; &quot;a narrow line across the page&quot;	a02561888	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02561888-a
Borin-2015-1532-381	1612	LETTER	381	S23.4200	the letter	ss	letter%1:10:00::	a written message addressed to a person or organization; &quot;mailed an indignant letter to the editor&quot;	n06624161	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=06624161-n
Borin-2015-1532-382	1241	SOME	382	S13.181	some	ss	some%3:00:00::	quantifier; used with either mass nouns or plural count nouns to indicate an unspecified number or quantity; &quot;have some milk&quot;; &quot;some roses were still blooming&quot;; &quot;having some friends over&quot;; &quot;some apples&quot;; &quot;some paper&quot;	a02267308	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02267308-a
Borin-2015-1532-383	1700	SATURDAY	383	S14.680	Saturday	ss	saturday%1:28:00::	the seventh and last day of the week; observed as the Sabbath by Jews and some Christians	n15164570	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=15164570-n
Borin-2015-1532-384	1585	SLEEP	384	S04.610	to sleep	ss	sleep%2:29:00::	be asleep	v00014742	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00014742-v
Borin-2015-1532-385	1258	FINGERNAIL	385	S04.344	the fingernail	ss	fingernail%1:08:00::	the nail at the end of a finger	n05584265	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=05584265-n
Borin-2015-1532-386	1550	PREVENT	386	S19.590	to prevent	ss	prevent%2:41:00::	stop (someone or something) from doing something or being in a certain state; &quot;We must prevent the cancer from spreading&quot;; &quot;His snoring kept me from falling asleep&quot;; &quot;Keep the child from eating the marbles&quot;	v02450505	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02450505-v
Borin-2015-1532-387	304	PREACH	387	S22.220	to preach	ss	preach%2:32:02::	deliver a sermon; &quot;The minister is not preaching this Sunday&quot;	v00828003	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00828003-v
Borin-2015-1532-388	482	NOBLE	388	S19.360	the noble	ss	noble%1:18:00::	a titled peer of the realm	n10271677	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10271677-n
Borin-2015-1532-389	1104	NURSE	389	S23.2100	the nurse	ss	nurse%1:18:00::	one skilled in caring for young children or the sick (usually under the supervision of a physician)	n10366966	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10366966-n
Borin-2015-1532-390	1682	GUILTY	390	S21.350	guilty	ss	guilty%3:00:00::	responsible for or chargeable with a reprehensible act; &quot;guilty of murder&quot;; &quot;the guilty person&quot;; &quot;secret guilty deeds&quot;	a01320988	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01320988-a
Borin-2015-1532-391	1125	BALD	391	S04.930	bald	ss	bald%5:00:00:hairless:00	lacking hair on all or most of the scalp; &quot;a bald pate&quot;; &quot;a bald-headed gentleman&quot;	a00210848	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00210848-a
Borin-2015-1532-392	665	BEE	392	S03.820	the bee	ss	bee%1:05:00::	any of numerous hairy-bodied insects including social and solitary species	n02206856	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02206856-n
Borin-2015-1532-393	1383	GRANDFATHER	393	S02.460	the grandfather	ss	grandfather%1:18:00::	the father of your father or mother	n10142391	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10142391-n
Borin-2015-1532-394	1923	ROUGH	394	S15.760	rough(1)	ss	rough%3:00:00::	having or caused by an irregular surface; &quot;trees with rough bark&quot;; &quot;rough ground&quot;; &quot;rough skin&quot;; &quot;rough blankets&quot;; &quot;his unsmooth face&quot;	a02238462	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02238462-a
Borin-2015-1532-395	365	SPLASH	395	S10.352	to splash	ss	splash%2:35:01::	cause (a liquid) to spatter about, especially with force; &quot;She splashed the water around her&quot;	v01374767	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01374767-v
Borin-2015-1532-396	33	NETTLE	396	S08.970	the nettle	ss	nettle%1:20:00::	any of numerous plants having stinging hairs that cause skin irritation on contact (especially of the genus Urtica or family Urticaceae)	n12392070	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=12392070-n
Borin-2015-1532-397	221	FIRE	397	S01.810	the fire	ss	fire%1:22:00::	the process of combustion of inflammable materials producing heat and light and (often) smoke; &quot;fire was one of our ancestors' first discoveries&quot;	n13480848	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=13480848-n
Borin-2015-1532-398	1181	PALM TREE	398	S08.810	the palm tree	ss	palm_tree%1:20:00::	any plant of the family Palmae having an unbranched trunk crowned by large pinnate or palmate leaves	n12582231	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=12582231-n
Borin-2015-1532-399	116	LARCH	399	S08.9910	the larch	ss	larch%1:20:00::	any of numerous conifers of the genus Larix all having deciduous needlelike leaves	n11618861	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=11618861-n
Borin-2015-1532-400	1116	DAMAGE	400	S11.2900	to damage	ss	damage%2:30:00::	inflict damage upon; &quot;The snow damaged the roof&quot;; &quot;She damaged the car when she hit the tree&quot;	v00258857	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00258857-v
Borin-2015-1532-401	1939	SWEAR	401	S21.240	to swear	ss	swear%2:32:02::	promise solemnly; take an oath	v00889947	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00889947-v
Borin-2015-1532-402	1366	BOY	402	S02.250	the boy	ss	boy%1:18:00::	a youthful male person; &quot;the baby was a boy&quot;; &quot;she made the boy brush his teeth every night&quot;; &quot;most soldiers are only boys in uniform&quot;	n10285313	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10285313-n
Borin-2015-1532-403	1294	ZERO	403	S13.0000	zero	ss	zero%5:00:00:cardinal:00	indicating the absence of any or all units under consideration; &quot;a zero score&quot;	a02186132	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02186132-a
Borin-2015-1532-404	877	MASON	404	S07.610	the mason	ss	mason%1:18:00::	a craftsman who works with stone or brick	n10297531	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10297531-n
Borin-2015-1532-405	1368	BREAD	405	S05.510	the bread	ss	bread%1:13:00::	food made from dough of flour or meal and usually raised with yeast or baking powder and then baked	n07679356	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07679356-n
Borin-2015-1532-406	707	REMEMBER	406	S17.310	to remember	ss	remember%2:31:00::	recall knowledge from memory; have a recollection; &quot;I can't remember saying any such thing&quot;; &quot;I can't think what her last name was&quot;; &quot;can you remember her phone number?&quot;; &quot;Do you remember that he once loved you?&quot;; &quot;call up memories&quot;	v00607780	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00607780-v
Borin-2015-1532-407	1529	LAST, FINAL	407	S13.350	last	ss	last%3:00:00::	coming after all others in time or space or degree or being the only one remaining; &quot;the last time I saw Paris&quot;; &quot;the last day of the month&quot;; &quot;had the last word&quot;; &quot;waited until the last minute&quot;; &quot;he raised his voice in a last supreme call&quot;; &quot;the last game of the season&quot;; &quot;down to his last nickel&quot;	a01013279	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01013279-a
Borin-2015-1532-408	280	RIDGEPOLE	408	S07.530	the ridgepole	ss	ridgepole%1:06:00::	a beam laid along the edge where two sloping sides of a roof meet at the top; provides an attachment for the upper ends of rafters	n04089152	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04089152-n
Borin-2015-1532-409	1769	AXLE	409	S10.770	the axle	ss	axle%1:06:00::	a shaft on which a wheel rotates	n02764779	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02764779-n
Borin-2015-1532-410	723	PLACE (POSITION)	410	S12.110	the place	ss	place%1:15:05::	the particular portion of space occupied by something; &quot;he put the lamp back in its place&quot;	n08621598	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=08621598-n
Borin-2015-1532-411	1513	THINK (BELIEVE)	411	S17.140	to think(2)	ui	think%2:31:03::	expect, believe, or suppose; &quot;I imagine she earned a lot of money with her new novel&quot;; &quot;I thought to find her in a bad state&quot;; &quot;he didn't think to find her in the kitchen&quot;; &quot;I guess she is angry at me for standing her up&quot;	v00631737	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00631737-v
Borin-2015-1532-412	610	PORT	412	S10.910	the port	ss	port%1:15:00::	a place (seaport or airport) where people and merchandise can enter or leave a country	n08633957	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=08633957-n
Borin-2015-1532-413	36	PUBIC HAIR	413	S04.145	the pubic hair	ss	pubic_hair%1:08:00::	hair growing in the pubic area	n05263587	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=05263587-n
Borin-2015-1532-414	988	ACQUIT	414	S21.340	to acquit	ss	acquit%2:32:00::	pronounce not guilty of criminal charges; &quot;The suspect was cleared of the murder charges&quot;	v00904046	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00904046-v
Borin-2015-1532-415	42	STINKING	415	S15.260	stinking	ss	stinking%5:00:00:malodorous:00	offensively malodorous; &quot;a foul odor&quot;; &quot;the kitchen smelled really funky&quot;	a01053634	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01053634-a
Borin-2015-1532-416	803	ANKLE	416	S04.371	the ankle	ss	ankle%1:08:00::	a gliding joint between the distal ends of the tibia and fibula and the proximal end of the talus	n05578442	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=05578442-n
Borin-2015-1532-417	1414	SQUEEZE	417	S09.343	to squeeze	ss	squeeze%2:35:00::	press firmly; &quot;He squeezed my hand&quot;	v01447868	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01447868-v
Borin-2015-1532-418	1579	BE	418	S24.0100	to be	ui	be%2:42:05::	occupy a certain position or area; be somewhere; &quot;Where is my umbrella?&quot; &quot;The toolshed is in the back&quot;; &quot;What is behind this behavior?&quot;	v02655135	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02655135-v
Borin-2015-1532-419	1226	YEAR	419	S14.730	the year	ss	year%1:28:01::	a period of time containing 365 (or 366) days; &quot;she is 4 years old&quot;; &quot;in the year 1920&quot;	n15203791	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=15203791-n
Borin-2015-1532-420	146	SUGAR CANE	420	S08.941	the sugar cane	ss	sugar_cane%1:20:02::	juicy canes whose sap is a source of molasses and commercial sugar; fresh canes are sometimes chewed for the juice	n12132754	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=12132754-n
Borin-2015-1532-421	1416	SIT	421	S12.130	to sit	ui	sit%2:38:00::	take a seat	v01984902	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01984902-v
Borin-2015-1532-422	585	BOOT	422	S06.520	the boot	ss	boot%1:06:00::	footwear that covers the whole foot and lower leg	n02872752	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02872752-n
Borin-2015-1532-423	215	LIE DOWN	423	S12.140	to lie down	ss	lie_down%2:38:00::	assume a reclining position; &quot;lie down on the bed until you feel better&quot;	v01985029	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01985029-v
Borin-2015-1532-424	129	CHOKE	424	S05.190	to choke	ss	choke%2:29:04::	constrict (someone's) throat and keep from breathing	v00077950	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00077950-v
Borin-2015-1532-425	978	WAVE	425	S01.350	the wave	ss	wave%1:11:01::	one of a series of ridges that moves across the surface of a liquid (especially across a large body of water)	n07352190	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07352190-n
Borin-2015-1532-426	2017	MIX	426	S05.490	to stir or to mix	ui	mix%2:30:01::	add as an additional element or part; &quot;mix water into the drink&quot;	v00184117	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00184117-v
Borin-2015-1532-427	2146	ROAST OR FRY	427	S05.230	to roast or fry	ui	fry%2:30:00::	cook on a hot surface using fat; &quot;fry the pancakes&quot;	v00325328	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00325328-v
Borin-2015-1532-428	93	DRAW MILK	428	S05.870	to milk	ss	milk%2:30:00::	take milk from female mammals; &quot;Cows need to be milked every morning&quot;	v00194170	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00194170-v
Borin-2015-1532-429	1010	BOUNDARY	429	S19.170	the boundary	ss	boundary%1:25:00::	a line determining the limits of an area	n13903079	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=13903079-n
Borin-2015-1532-430	679	BRIGHT	430	S15.570	bright	ss	bright%3:00:00::	bright%5:00:00:light:06	having lots of light either natural or artificial; &quot;the room was bright and airy&quot;; &quot;a stage bright with spotlights&quot;	a00278551	a
Borin-2015-1532-431	1203	LONG	431	S12.570	long	ss	long%3:00:01::	primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified; &quot;a long road&quot;; &quot;a long distance&quot;; &quot;contained many long words&quot;; &quot;ten miles long&quot;	a01433493	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01433493-a
Borin-2015-1532-432	1286	HOT	432	S15.850	hot	ss	hot%3:00:01::	used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning; &quot;hot stove&quot;; &quot;hot water&quot;; &quot;a hot August day&quot;; &quot;a hot stuffy room&quot;; &quot;she's hot and tired&quot;; &quot;a hot forehead&quot;	a01247240	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01247240-a
Borin-2015-1532-433	1132	BEAM	433	S07.550	the beam	ss	beam%1:06:00::	long thick piece of wood or metal or concrete, etc., used in construction	n02815950	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02815950-n
Borin-2015-1532-434	1275	ANSWER	434	S18.320	to answer	ss	answer%2:32:00::	react verbally; &quot;She didn't want to answer&quot;; &quot;answer the question&quot;; &quot;We answered that we would accept the invitation&quot;	v00815686	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00815686-v
Borin-2015-1532-435	1656	NEVER	435	S14.340	never	ss	never%4:02:00::	not ever; at no time in the past or future; &quot;I have never been to China&quot;; &quot;I shall never forget this day&quot;; &quot;had never seen a circus&quot;; &quot;never on Sunday&quot;; &quot;I will never marry you!&quot;	r00020759	r	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00020759-r
Borin-2015-1532-436	326	CLOAK	436	S06.410	the cloak	ss	cloak%1:06:00::	a loose outer garment	n03045337	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03045337-n
Borin-2015-1532-437	1989	CALF	437	S03.240	the calf	ss	calf%1:05:00::	young of domestic cattle	n01887896	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01887896-n
Borin-2015-1532-438	264	HE-GOAT	438	S03.370	the he-goat	ss	he-goat%1:05:00::	male goat	n02416880	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02416880-n
Borin-2015-1532-439	232	FLEA	439	S03.813	the flea	ss	flea%1:05:00::	any wingless bloodsucking parasitic insect noted for ability to leap	n02186153	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02186153-n
Borin-2015-1532-440	618	PRECIPICE	440	S01.222	the cliff or precipice	ui	precipice%1:17:00::	a very steep cliff	n09398677	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=09398677-n
Borin-2015-1532-441	68	TATTOO	441	S06.790	the tattoo	ss	tattoo%1:06:00::	a design on the skin made by tattooing	n04395651	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04395651-n
Borin-2015-1532-442	1613	COLOR	442	S15.610	the colour/color	ui	color%1:07:00::	a visual attribute of things that results from the light they emit or transmit or reflect; &quot;a white color is made up of many different wavelengths of light&quot;	n04956594	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04956594-n
Borin-2015-1532-443	151	RAZOR	443	S06.930	the razor	ss	razor%1:06:00::	edge tool used in shaving	n04057047	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04057047-n
Borin-2015-1532-444	1902	BETRAY	444	S17.441	to betray	ss	betray%2:37:00::	disappoint, prove undependable to; abandon, forsake; &quot;His sense of smell failed him this time&quot;; &quot;His strength finally failed him&quot;; &quot;His children failed him in the crisis&quot;	v01799235	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01799235-v
Borin-2015-1532-445	1888	PAIR	445	S13.370	the pair	ss	pair%1:14:01::	a set of two similar things considered as a unit	n07985223	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07985223-n
Borin-2015-1532-446	1783	PAIN	446	S16.310	the pain	ss	pain%1:09:00::	a somatic sensation of acute discomfort; &quot;as the intensity increased the sensation changed from tickle to pain&quot;	n05724694	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=05724694-n
Borin-2015-1532-447	1510	CHIN	447	S04.209	the chin	ss	chin%1:08:00::	the protruding part of the lower jaw	n05599617	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=05599617-n
Borin-2015-1532-448	2261	MALE (OF PERSON)	448	S03.120	male(2)	ss	male%3:00:00::	being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation; &quot;a male infant&quot;; &quot;a male holly tree&quot;	a01476685	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01476685-a
Borin-2015-1532-449	526	HOWL	449	S18.190	to howl	ss	howl%2:32:03::	cry loudly, as of animals; &quot;The coyotes were howling in the desert&quot;	v01047381	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01047381-v
Borin-2015-1532-450	1931	BEESWAX	450	S03.821	the beeswax	ss	beeswax%1:27:00::	a yellow to brown wax secreted by honeybees to build honeycombs	n15094824	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=15094824-n
Borin-2015-1532-451	962	WOMAN	451	S02.220	the woman	ss	woman%1:18:00::	an adult female person (as opposed to a man); &quot;the woman kept house while the man hunted&quot;	n10787470	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10787470-n
Borin-2015-1532-452	837	BLUE	452	S15.670	blue	ss	blue%5:00:00:chromatic:00	of the color intermediate between green and violet; having a color similar to that of a clear unclouded sky; &quot;October's bright blue weather&quot;- Helen Hunt Jackson; &quot;a blue flame&quot;; &quot;blue haze of tobacco smoke&quot;	a00370869	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00370869-a
