ID	NUMBER	ENGLISH	ALTERNATIVE_NAME	CONCEPTICON_ID	CONCEPTICON_GLOSS
LSDO-2019-462-427	427	to be strong	to be strong	785	STRONG
LSDO-2019-462-428	428	to be weak	to be weak	1601	WEAK
LSDO-2019-462-429	429	to be tired	to be tired	1757	TIRED
LSDO-2019-462-430	430	to be ill	to be ill, sick	1847	SICK
LSDO-2019-462-431	431	to be blind	to be blind	1653	BLIND
LSDO-2019-462-432	432	to be deaf	to be deaf	996	DEAF
LSDO-2019-462-433	433	to be bald	bald	1125	BALD
LSDO-2019-462-434	434	to be good	to be good	1035	GOOD
LSDO-2019-462-435	435	to be bad	to be bad	1292	BAD
LSDO-2019-462-436	436	to be correct	to be correct	1725	CORRECT (RIGHT)
LSDO-2019-462-437	437	to be wrong	to be wrong	1390	WRONG
LSDO-2019-462-438	438	when (past)	when (past)	1238	WHEN
LSDO-2019-462-439	439	when (future)	when (future)	1238	WHEN
LSDO-2019-462-440	440	where	where	1237	WHERE
LSDO-2019-462-441	441	who	who	1235	WHO
LSDO-2019-462-442	442	what	what	1236	WHAT
LSDO-2019-462-443	443	how many	how many (persons)	822	HOW MANY
LSDO-2019-462-444	444	I	I (1s)	1209	I
LSDO-2019-462-445	445	you (sg)	you (2s)	1215	THOU
LSDO-2019-462-446	446	he, she	he/she (3s)	2642	HE OR SHE
LSDO-2019-462-447	447	we (pl)	we (1p)	1212	WE
LSDO-2019-462-448	448	you(pl)	you (2p)	1213	YOU
LSDO-2019-462-449	449	they	they (3p)	817	THEY
LSDO-2019-462-450	450	to take	to take	1749	TAKE
LSDO-2019-462-451	451	to put, place	to put/place	998	PUT
LSDO-2019-462-452	452	to be lost	to be lost or disappear		
LSDO-2019-462-453	453	to bend	to bend	2224	BEND (SOMETHING)
LSDO-2019-462-454	454	to lift	to lift	501	LIFT
LSDO-2019-462-455	455	to do, make	to do/make (something)	2575	DO OR MAKE
LSDO-2019-462-456	456	don't do it	don't do it	2660	DO NOT DO IT
LSDO-2019-462-457	457	to be difficult	to be difficult	584	DIFFICULT
LSDO-2019-462-458	458	to be easy	to be easy	686	EASY
LSDO-2019-462-459	459	to be loose	to be loose	2506	LOOSE
LSDO-2019-462-460	460	to be tight	to be tight	3053	TIGHT
LSDO-2019-462-461	461	to set free	to set free, let go (animal)	1095	LET GO OR SET FREE
LSDO-2019-462-462	462	to squeeze	to squeeze	1414	SQUEEZE
