ID	NUMBER	DUTCH	ENGLISH	GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS	TYPE	DUTCH_CATEGORY	DUTCH_AROUSAL_MEAN	DUTCH_VALENCE_MEAN	DUTCH_TABOO_GENERAL_MEAN	DUTCH_TABOO_PERSONAL_MEAN	DUTCH_INSULT_MEAN
Roest-2018-672-220	220	kogelstoten	shot-put	kogelstoten			V	Neutral	sport	2.89	3.88	1.14	01.09	01.05
Roest-2018-672-221	221	kokosnoot	coconut	kokosnoot	970	COCONUT	N	Neutral	fruit	2.48	4.33	1	1	01.03
Roest-2018-672-222	222	kom	bowl	kom			V	Neutral	kitchen	2.11	04.02	1	1	1
Roest-2018-672-223	223	komkommer	cucumber	komkommer	496	CUCUMBER	N	Neutral	vegetable	2.11	4.19	1	01.02	01.01
Roest-2018-672-224	224	konijn	bunny/ rabbit	konijn	1136	RABBIT	N	Neutral	mammal	2.34	4.47	1	1	01.05
Roest-2018-672-225	225	kontenlikker	lit. asslicker	kontenlikker			N	Taboo	taboo	4	2.14	4.13	3.62	4.66
Roest-2018-672-226	226	kontlikker	lit. asslicker	kontlikker			N	Taboo	taboo	4.18	2.12	4.32	3.63	4.57
Roest-2018-672-227	227	kontneuker	lit. assfucker	kontneuker			N	Taboo	taboo	4.66	1.88	5.45	4.52	5.18
Roest-2018-672-228	228	kostuum	costume	kostuum			N	Neutral	clothing	2.34	4.28	1.15	01.07	01.01
Roest-2018-672-229	229	kots	vomit	kots			N	Taboo	taboo	3.27	2.51	2.22	1.82	1.6
Roest-2018-672-230	230	kraai	crow	kraai	913	CROW	N	Neutral	bird	2.41	3.91	01.08	01.03	1.14
Roest-2018-672-231	231	kristal	cristal	kristal	4039	CRYSTAL	N	Positive	pos low arousal	2.36	4.67	01.01	1	1
Roest-2018-672-232	232	kruiwagen	wheelbarrow	kruiwagen			N	Neutral	tool	2.25	4	1	1	1
Roest-2018-672-233	233	kruk	stool	kruk	2058	STOOL	N	Neutral	livingroom	2.14	04.07	01.01	1	01.03
Roest-2018-672-234	234	kunst	art	kunst			N	Positive	pos low arousal	2.57	4.51	1.11	01.09	1
Roest-2018-672-235	235	kus	kiss	kus	3454	KISS (NOUN)	N	Positive	pos high arousal	3.8	5.58	1.36	1.18	01.02
Roest-2018-672-236	236	kussen	to kiss/ pillow	kussen	578	KISS	V	Neutral	livingroom	3	5.12	1.39	1.11	01.01
Roest-2018-672-237	237	kut	cunt	kut			A	Taboo	taboo	3.64	2.7	3.18	2.17	2.63
Roest-2018-672-238	238	kuthoer	lit. cunt whore	kuthoer			N	Taboo	taboo	4.66	1.65	4.75	3.89	5.45
Roest-2018-672-239	239	kutwijf	lit. cunt bitch	kutwijf			N	Taboo	taboo	4.41	1.74	04.01	3.16	4.78
Roest-2018-672-240	240	kwellen	afflict/ torment	kwellen			V	Negative	neg high arousal	3.18	2.49	1.91	1.77	1.62
Roest-2018-672-241	241	kwetsen	to hurt	kwetsen	2411	HURT (SOMEBODY)	V	Negative	neg high arousal	3.59	2.26	2.16	02.01	1.9
Roest-2018-672-242	242	laarzen	boots	laarzen	585	BOOT	N	Neutral	clothing	2.2	4.26	1	1	1
Roest-2018-672-243	243	lach	laugh	lach	2958	LAUGHTER	V	Positive	pos high arousal	3.59	5.93	01.05	01.02	01.01
Roest-2018-672-244	244	lachen	to laugh	lachen	1355	LAUGH	V	Positive	pos high arousal	3.75	6.16	01.05	01.01	01.07
Roest-2018-672-245	245	lade	drawer	lade			N	Neutral	livingroom	2.25	04.09	1	01.01	1
Roest-2018-672-246	246	laf	cowardly	laf	3812	COWARDLY	A	Negative	neg low arousal	2.77	2.86	1.95	1.74	2.69
Roest-2018-672-247	247	lafbek	approx. coward	lafbek	1319	COWARD	N	Taboo	taboo	3.23	2.35	2.57	2.32	3.56
Roest-2018-672-248	248	lama	lama	lama			N	Neutral	mammal	2.45	4.14	01.09	01.09	1.29
Roest-2018-672-249	249	lamp	lamp	lamp	625	LAMP	N	Neutral	livingroom	2.16	4.21	01.03	1	01.06
Roest-2018-672-250	250	leeuw	lion	leeuw	1386	LION	N	Neutral	mammal	2.93	4.23	01.07	1.1	01.03
Roest-2018-672-251	251	lelie	lily	lelie			N	Positive	pos low arousal	2.16	4.49	1	1	1
Roest-2018-672-252	252	lepel	spoon	lepel	1378	SPOON	N	Neutral	kitchen	2.23	4.12	01.02	01.05	01.03
Roest-2018-672-253	253	lesbisch	lesbian	lesbisch			A	Taboo	taboo	3.32	3.91	3.17	1.51	1.92
Roest-2018-672-254	254	lesbo	lesbian	lesbo			N	Taboo	taboo	3.59	2.88	3.82	2.3	3.44
Roest-2018-672-255	255	leuter	dick/ cock/ prick	leuter			V	Taboo	taboo	03.09	3.47	2.52	02.06	1.72
Roest-2018-672-256	256	leven	life	leven	210	LIFE	N	Positive	pos high arousal	3.18	5.16	01.07	01.01	1
Roest-2018-672-257	257	levendig	lively	levendig			A	Positive	pos high arousal	3.48	5.49	01.02	01.06	01.05
Roest-2018-672-258	258	levenslustig	approx. high-spirited/ cheerfull	levenslustig			A	Positive	pos high arousal	3.61	5.67	01.07	01.06	1
Roest-2018-672-259	259	liefde	love	liefde	3834	LOVE (AFFECTION)	N	Positive	pos high arousal	3.89	6.23	1.25	1.23	01.01
Roest-2018-672-260	260	liegen	to lie	liegen	601	LIE (MISLEAD)	V	Negative	neg high arousal	3.41	2.37	2.45	2.34	02.06
Roest-2018-672-261	261	lijk	corpse	lijk	767	CORPSE	N	Negative	neg low arousal	3.43	2.21	2.33	1.86	1.97
Roest-2018-672-262	262	likken	to lick	likken	319	LICK	V	Taboo	taboo	3.68	4.14	2.11	1.6	01.09
Roest-2018-672-263	263	limoen	lime	limoen	982	LIME (FRUIT)	N	Neutral	fruit	2.25	4.23	01.01	1	1
Roest-2018-672-264	264	linzen	lentils	linzen	3330	LENTILS	N	Neutral	vegetable	2.32	3.95	01.05	01.03	01.01
Roest-2018-672-265	265	lol	fun	lol			N	Positive	pos high arousal	3.41	5.6	1.11	01.06	01.01
Roest-2018-672-266	266	lounge	lounge	lounge			N	Positive	pos low arousal	02.05	4.6	01.01	1	1
Roest-2018-672-267	267	luchtballon	air-balloon	luchtballon	3083	BALLOON	N	Neutral	vehicle	2.8	4.42	01.01	1	1
Roest-2018-672-268	268	lui	lazy	lui	1564	LAZY	N	Negative	neg low arousal	1.95	03.02	1.77	1.56	2.29
Roest-2018-672-269	269	lul	dick/ penis	lul			N	Taboo	taboo	3.89	2.72	3.25	2.24	3.61
Roest-2018-672-270	270	luldebehanger	lit. penis the paperer	luldebehanger			A	Taboo	taboo	3.59	2.74	2.92	2.33	3.11
Roest-2018-672-271	271	lust	lust	lust			V	Taboo	taboo	3.7	4.35	2.32	1.56	1.13
Roest-2018-672-272	272	lychee	lychee	lychee	3731	LYCHEE	N	Neutral	fruit	2.39	4.14	1.17	1.1	1.11
Roest-2018-672-273	273	maagd	virgin	maagd	2298	VIRGIN	N	Taboo	taboo	3.11	3.95	2.98	1.95	1.79
Roest-2018-672-274	274	machteloos	powerless	machteloos			A	Negative	neg low arousal	2.7	2.6	1.74	1.75	1.68
Roest-2018-672-275	275	magnetron	microwave	magnetron			N	Neutral	kitchen	2.27	4.16	1	1	01.01
Roest-2018-672-276	276	ma•s	maize/ corn	maïs	506	MAIZE	N	Neutral	vegetable	2.14	4.14	1	1	1
Roest-2018-672-277	277	malloot	fool/ goof	malloot	1438	FOOL	N	Taboo	taboo	3.34	3.16	2.14	1.71	2.86
Roest-2018-672-278	278	mals	tender	mals	1856	SOFT	A	Positive	pos low arousal	2.59	4.72	01.05	01.01	01.02
Roest-2018-672-279	279	mango	mango	mango	2398	MANGO	N	Neutral	fruit	2.27	4.56	01.03	01.03	1
Roest-2018-672-280	280	manwijf	manwoman	manwijf			N	Taboo	taboo	3.93	2.33	3.89	03.02	4.43
Roest-2018-672-281	281	masturberen	to masturbate	masturberen			V	Taboo	taboo	4.18	3.93	4.57	3.29	1.37
Roest-2018-672-282	282	matennaaier	lit. friend fucker	matennaaier			N	Taboo	taboo	3.8	02.05	3.55	3	4.47
Roest-2018-672-283	283	mees	tit (bird)	mees			N	Neutral	bird	2.41	4.12	1	1	1
Roest-2018-672-284	284	meeuw	gull	meeuw	950	SEAGULL	N	Neutral	bird	2.55	04.05	01.01	01.02	1
Roest-2018-672-285	285	meloen	melon	meloen	507	MELON	N	Neutral	fruit	2.2	4.44	01.02	1	1.11
Roest-2018-672-286	286	merel	blackbird	merel			N	Neutral	bird	2.27	4.33	1	1	01.02
Roest-2018-672-287	287	mes	knife	mes	1352	KNIFE	N	Neutral	kitchen	2.64	3.4	1.18	01.08	01.01
Roest-2018-672-288	288	metro	subway/ metro	metro			N	Neutral	vehicle	2.48	04.05	01.06	1	1
Roest-2018-672-289	289	mierenneuker	approx. nitpicker lit. ant fucker	mierenneuker			N	Taboo	taboo	3.75	2.3	3.24	2.52	3.53
Roest-2018-672-290	290	mietje	sissy/ faggot	mietje			N	Taboo	taboo	2.95	2.72	2.32	1.9	3.18
Roest-2018-672-291	291	miezerig	pitiful/ insignificant	miezerig			A	Negative	neg low arousal	2.61	2.84	1.55	1.47	2.24
Roest-2018-672-292	292	misbruik	abuse	misbruik	1953	ABUSE	N	Negative	neg high arousal	4.48	1.95	04.01	3.32	2.2
Roest-2018-672-293	293	misdrijf	offence/ crime	misdrijf	1066	CRIME	N	Negative	neg high arousal	3.64	2.58	2.4	2.14	1.36
Roest-2018-672-294	294	mixer	blender	mixer			N	Neutral	kitchen	2.39	04.05	01.01	1	01.01
Roest-2018-672-295	295	modekut	lit. fashion cunt	modekut			A	Taboo	taboo	3.8	2.28	3.33	2.62	3.77
Roest-2018-672-296	296	moe	tired	moe	1757	TIRED	A	Negative	neg low arousal	02.02	3.28	1.21	1.18	1.21
Roest-2018-672-297	297	moedig	courageous	moedig	3	BRAVE	A	Positive	pos high arousal	2.91	5.51	01.05	01.01	01.01
Roest-2018-672-298	298	moersleutel	wrench	moersleutel			N	Neutral	tool	2.25	3.91	01.02	01.01	01.05
Roest-2018-672-299	299	mof	kraut	mof			N	Taboo	taboo	3.8	2.12	4	03.05	4.17
Roest-2018-672-300	300	mongool	mongoloid/ moron/ retard	mongool			N	Taboo	taboo	3.93	2.4	3.63	2.77	4.32
Roest-2018-672-301	301	moord	murder	moord	845	MURDER	N	Negative	neg high arousal	04.05	1.6	3.43	2.92	1.91
Roest-2018-672-302	302	motherfucker	motherfucker	motherfucker			A	Taboo	taboo	04.07	02.09	3.72	2.9	04.08
Roest-2018-672-303	303	motor	engine/ motor	motor	110	MOTOR	N	Neutral	vehicle	2.77	4.23	01.01	01.03	01.02
Roest-2018-672-304	304	muf	stale	muf			A	Negative	neg low arousal	2.45	3.21	1.46	1.37	1.85
Roest-2018-672-305	305	muis	mouse	muis	1491	MOUSE	N	Neutral	mammal	2.41	3.93	1.11	1.13	1.13
Roest-2018-672-306	306	mus	sparrow	mus	1854	SPARROW	N	Neutral	bird	2.25	4.26	01.01	1	01.06
Roest-2018-672-307	307	muts	cap/ stupid woman/ vagina	muts			N	Taboo	taboo	2.59	3.86	1.49	1.36	1.85
Roest-2018-672-308	308	naaien	to sew/ to fuck	naaien			V	Taboo	taboo	3.61	3.6	2.41	2	1.72
Roest-2018-672-309	309	naakt	naked	naakt	590	NAKED	A	Taboo	taboo	3.48	4.21	03.06	1.94	1.21
Roest-2018-672-310	310	nageboorte	afterbirth	nageboorte			N	Taboo	taboo	3.14	3.42	02.05	1.57	1.51
Roest-2018-672-311	311	nalatig	negligent	nalatig			A	Negative	neg low arousal	2.45	03.07	1.63	1.54	02.06
Roest-2018-672-312	312	necrofiel	necrophiliac	necrofiel			N	Taboo	taboo	4.39	1.67	5.4	4.77	4.41
Roest-2018-672-313	313	nectarine	nectarine	nectarine			N	Neutral	fruit	2.2	4.51	01.01	1	1
Roest-2018-672-314	314	neerslachtig	gloomy/ disheartened	neerslachtig	1552	GLOOMY	A	Negative	neg low arousal	2.34	2.79	1.67	1.44	1.83
Roest-2018-672-315	315	neger	nigger/ negro	neger	2806	BLACK MAN	N	Taboo	taboo	3.66	2.86	4.2	03.09	3.62
Roest-2018-672-316	316	negerlul	niggercock	negerlul			N	Taboo	taboo	4.66	1.81	5.15	4.55	4.78
Roest-2018-672-317	317	neuken	to fuck	neuken	549	COPULATE	V	Taboo	taboo	4.66	3.67	4.25	03.03	1.91
Roest-2018-672-318	318	neukfout	lit. fuck error	neukfout			N	Taboo	taboo	4.36	2	4.6	3.77	4.93
Roest-2018-672-319	319	neushoorn	rhinoceros	neushoorn	2591	RHINOCEROS	N	Neutral	mammal	2.5	4.16	01.07	01.03	1.18
Roest-2018-672-320	320	nicht	niece/ cousin also homosexual	nicht			N	Taboo	taboo	2.7	3.42	1.8	1.52	2.83
Roest-2018-672-321	321	nietig	puny	nietig			A	Negative	neg low arousal	2.41	3.19	1.62	1.39	1.94
Roest-2018-672-322	322	nijlpaard	hippo	nijlpaard	3145	HIPPOPOTAMUS	N	Neutral	mammal	2.57	3.86	1.17	01.06	02.08
Roest-2018-672-323	323	nikker	nigger	nikker			N	Taboo	taboo	3.95	2.19	4.6	3.82	4.38
Roest-2018-672-324	324	oelewapper	approx. nincompoop	oelewapper			N	Taboo	taboo	3.18	3	02.01	1.61	2.49
Roest-2018-672-325	325	oetlul	approx. asshole	oetlul			N	Taboo	taboo	3.82	2.28	3.31	2.47	3.69
Roest-2018-672-326	326	oliespuit	oil can	oliespuit			N	Neutral	tool	2.32	3.91	01.03	01.02	01.05
Roest-2018-672-327	327	olifant	elephant	olifant	1290	ELEPHANT	N	Neutral	mammal	2.7	4.3	1.15	1.14	1.9
Roest-2018-672-328	328	onderbroek	underpants	onderbroek			N	Neutral	clothing	2.39	04.07	1.49	1.18	1
Roest-2018-672-329	329	onderdanig	submissive	onderdanig			A	Negative	neg low arousal	2.68	3.12	1.97	1.67	1.95
Roest-2018-672-330	330	ondergeschikt	subservient	ondergeschikt			A	Negative	neg low arousal	2.8	2.86	02.06	1.77	2.4
Roest-2018-672-331	331	onderlegger	coaster	onderlegger			N	Neutral	kitchen	2.27	4	01.01	01.01	01.08
Roest-2018-672-332	332	onemotioneel	un-emotional	onemotioneel			A	Negative	neg low arousal	2.41	03.07	1.75	1.57	2.16
Roest-2018-672-333	333	ongeluk	accident	ongeluk			N	Negative	neg high arousal	3.66	2.42	1.53	1.41	1.49
Roest-2018-672-334	334	oninteressant	un-interesting	oninteressant			A	Negative	neg low arousal	2.45	2.93	1.62	1.52	2.3
Roest-2018-672-335	335	onproductief	non-productive	onproductief			A	Negative	neg low arousal	2.41	2.98	1.77	1.63	2.14
Roest-2018-672-336	336	onschuld	innocence	onschuld			N	Positive	pos low arousal	2.18	4.49	1.15	01.03	1
Roest-2018-672-337	337	onschuldig	innocent	onschuldig	90	INNOCENT	A	Positive	pos low arousal	2.39	4.7	1.13	01.07	01.05
Roest-2018-672-338	338	ontmoedigd	discouraging	ontmoedigd			V	Negative	neg low arousal	2.52	2.84	1.39	1.38	1.48
Roest-2018-672-339	339	ontspannen	relax/ unwind	ontspannen			V	Positive	pos low arousal	1.86	5.47	01.03	01.02	1
Roest-2018-672-340	340	onverschillig	indifferent	onverschillig	4052	INDIFFERENT	A	Negative	neg low arousal	2.16	3.3	1.48	1.44	1.91
Roest-2018-672-341	341	ooievaar	stork	ooievaar	3724	STORK	N	Neutral	bird	2.36	4.21	01.01	1	01.02
Roest-2018-672-342	342	oorlog	war	oorlog	935	WAR	N	Negative	neg high arousal	3.98	1.93	2.53	02.03	1.39
Roest-2018-672-343	343	opa	grandpa	opa	1383	GRANDFATHER	N	Positive	pos low arousal	2.43	5.3	01.07	01.03	1.28
Roest-2018-672-344	344	opgetogen	elated	opgetogen			A	Positive	pos high arousal	3.18	05.09	1.11	01.03	01.02
Roest-2018-672-345	345	opgewekt	cheerful	opgewekt	4037	CHEERFUL	A	Positive	pos high arousal	3.59	5.37	01.02	01.01	1
Roest-2018-672-346	346	opgewonden	excited/ agitated/ horny	opgewonden			V	Taboo	taboo	3.73	5	2.37	1.76	1.11
Roest-2018-672-347	347	oppervlakkig	superficial	oppervlakkig			A	Negative	neg low arousal	2.23	3.26	1.47	1.39	2.2
Roest-2018-672-348	348	optimistisch	optimistic	optimistisch			A	Positive	pos high arousal	3.36	5.72	01.05	01.01	1
Roest-2018-672-349	349	opwekkend	stimulating	opwekkend			A	Positive	pos high arousal	3.41	5.28	01.09	1.1	01.01
Roest-2018-672-350	350	oraal	oral	oraal			A	Taboo	taboo	4.14	3.88	3.38	2.43	1.39
Roest-2018-672-351	351	orgasme	orgasm	orgasme			N	Taboo	taboo	4.55	5.16	3.9	2.64	1.3
Roest-2018-672-352	352	orgie	orgy	orgie			N	Taboo	taboo	4.23	3.33	4.74	3.75	1.79
Roest-2018-672-353	353	oven	oven	oven	1143	OVEN	N	Neutral	kitchen	02.07	4.14	01.01	01.01	01.01
Roest-2018-672-354	354	paard	horse	paard	615	HORSE	N	Neutral	mammal	2.77	4.37	01.03	1	1.23
Roest-2018-672-355	355	paardrijden	horse riding	paardrijden			V	Neutral	sport	03.05	04.05	01.05	01.01	01.01
Roest-2018-672-356	356	paleis	palace	paleis			N	Positive	pos low arousal	2.55	5.12	01.07	01.01	1
Roest-2018-672-357	357	pan	pan	pan	31	PAN	N	Neutral	kitchen	2.23	4.12	1	1	1
Roest-2018-672-358	358	paniek	panic	paniek			N	Negative	neg high arousal	3.86	2.72	1.6	1.41	1.22
Roest-2018-672-359	359	papaya	papaya	papaya	2445	PAPAYA	N	Neutral	fruit	2.11	4.21	01.03	1	01.01
Roest-2018-672-360	360	papegaai	parrot	papegaai	882	PARROT	N	Neutral	bird	2.55	4.3	1	01.05	1.25
Roest-2018-672-361	361	paprika	paprika/ bell pepper	paprika			N	Neutral	vegetable	2.16	04.07	1	1	01.01
Roest-2018-672-362	362	parel	pearl	parel	3325	PEARL	N	Positive	pos low arousal	2.59	5	01.01	1	1
Roest-2018-672-363	363	parfum	perfume	parfum			N	Positive	pos low arousal	2.64	4.72	01.02	01.01	01.05
Roest-2018-672-364	364	park	park	park			N	Positive	pos low arousal	2.14	4.3	01.02	01.01	1
Roest-2018-672-365	365	parkiet	parakeet	parkiet	886	PARAKEET	N	Neutral	bird	2.36	4.19	1	1	01.01
Roest-2018-672-366	366	passie	passion	passie			N	Positive	pos high arousal	3.48	5.42	1.38	1.2	1
Roest-2018-672-367	367	passief	passive	passief			A	Negative	neg low arousal	1.77	3.49	1.38	1.25	1.56
Roest-2018-672-368	368	passievrucht	passion fruit	passievrucht			N	Neutral	fruit	2.23	4.58	01.03	1	1
Roest-2018-672-369	369	pauw	peacock	pauw	3382	PEACOCK	N	Neutral	bird	2.5	4.56	01.06	01.05	01.07
Roest-2018-672-370	370	pedofiel	pedophile	pedofiel			N	Taboo	taboo	4.68	1.33	5.14	4.34	4.56
Roest-2018-672-371	371	peer	pear	peer	922	PEAR	N	Neutral	fruit	02.09	4.26	01.02	01.02	01.07
Roest-2018-672-372	372	pelikaan	pelican	pelikaan	472	PELICAN	N	Neutral	bird	2.34	4.16	01.02	1	01.03
Roest-2018-672-373	373	penetreren	to penetrate	penetreren			V	Taboo	taboo	4.41	3.4	3.95	2.9	1.69
Roest-2018-672-374	374	penis	penis	penis	1222	PENIS	N	Taboo	taboo	3.61	3.77	3.33	2.25	1.77
Roest-2018-672-375	375	penislikker	penislicker	penislikker			A	Taboo	taboo	4.57	02.02	05.06	4.23	05.03
Roest-2018-672-376	376	perzik	peach	perzik	2043	PEACH	N	Neutral	fruit	2.16	4.33	01.02	01.01	1
Roest-2018-672-377	377	pesten	to bully	pesten			V	Negative	neg high arousal	3.91	1.88	3.31	2.83	2.55
Roest-2018-672-378	378	pet	cap	pet	1288	CAP	N	Neutral	clothing	2.18	04.09	01.05	01.03	01.07
Roest-2018-672-379	379	peterselie	parsley	peterselie			N	Neutral	vegetable	2.2	4.14	01.01	1	1
Roest-2018-672-380	380	pijn	pain	pijn	1783	PAIN	N	Negative	neg high arousal	3.82	2.56	1.63	1.56	1.18
Roest-2018-672-381	381	pijnloos	painless	pijnloos			A	Positive	pos low arousal	2.11	4.95	01.09	01.08	01.01
Roest-2018-672-382	382	pijpen	blowjob/ pipes	pijpen			N	Taboo	taboo	4.27	3.63	4.52	3.22	1.69
Roest-2018-672-383	383	pijphoer	blowjob whore	pijphoer			N	Taboo	taboo	05.05	1.63	5.4	4.67	5.75
Roest-2018-672-384	384	pijpslet	blowjob slut	pijpslet			A	Taboo	taboo	4.8	1.63	5.1	4.55	5.8
Roest-2018-672-385	385	 pingu•n	penguin	pinguïn	2831	PENGUIN	N	Neutral	bird	2.48	4.44	01.07	01.01	01.01
Roest-2018-672-386	386	pis	piss	pis	592	PISS	N	Taboo	taboo	03.05	2.98	2.37	1.89	1.6
Roest-2018-672-387	387	pisnicht	lit. piss homo	pisnicht			A	Taboo	taboo	4.34	1.88	4.45	3.84	5.17
Roest-2018-672-388	388	plamuurmes	spatula	plamuurmes			N	Neutral	tool	2.27	3.91	01.03	01.01	01.07
Roest-2018-672-389	389	plasser	approx. willy	plasser			N	Taboo	taboo	3	3.58	2.37	1.79	1.46
Roest-2018-672-390	390	plezier	pleasure	plezier	2524	JOY	N	Positive	pos high arousal	3.57	6.12	01.05	01.07	01.03
Roest-2018-672-391	391	ploeg	plow/ team	ploeg			N	Neutral	tool	2.43	4	01.07	01.01	01.03
Roest-2018-672-392	392	pluim	plume	pluim	1201	FEATHER	N	Positive	pos low arousal	2.57	4.77	01.06	1	1
Roest-2018-672-393	393	poef	footstool	poef			N	Neutral	livingroom	2.25	04.09	01.01	01.01	01.03
Roest-2018-672-394	394	poepslet	lit. poo slut	poepslet			A	Taboo	taboo	4.55	1.7	4.94	4.38	5.47
Roest-2018-672-395	395	pokkewijf	lit. smallpox bitch	pokkewijf			A	Taboo	taboo	4.14	1.95	3.77	3.13	4.47
Roest-2018-672-396	396	polio	polio	polio			N	Taboo	taboo	3.55	2.56	2.74	2.16	2.74
Roest-2018-672-397	397	pompoen	pumpkin	pompoen	864	PUMPKIN	N	Neutral	fruit	2.18	04.09	1	01.02	01.07
Roest-2018-672-398	398	pooier	pimp	pooier			N	Taboo	taboo	3.89	2.16	3.6	2.89	03.01
Roest-2018-672-399	399	porno	porn	porno			N	Taboo	taboo	4.41	3.42	4.82	3.37	1.54
Roest-2018-672-400	400	pot	pot/ lesbian	pot			N	Taboo	taboo	2.61	3.42	02.07	1.66	2.4
Roest-2018-672-401	401	pothoer	lit. lesbian whore	pothoer			A	Taboo	taboo	4.39	1.67	4.83	4.24	5.45
Roest-2018-672-402	402	prei	leek	prei			N	Neutral	vegetable	2.16	3.95	01.01	1	01.01
Roest-2018-672-403	403	pret	fun	pret			N	Positive	pos high arousal	3.59	5.84	01.03	01.01	01.01
Roest-2018-672-404	404	priem	awl/ prime	priem			N	Neutral	tool	2.3	04.02	01.05	01.07	01.06
Roest-2018-672-405	405	productief	productive	productief			A	Positive	pos high arousal	03.09	5.44	01.02	01.01	1
Roest-2018-672-406	406	prostituee	prostitute	prostituee	1610	PROSTITUTE	N	Taboo	taboo	3.73	2.58	4	03.08	3.57
Roest-2018-672-407	407	pruim	plum	pruim			N	Neutral	fruit	2.27	3.91	1.1	01.06	1.14
Roest-2018-672-408	408	pukkelkop	approx. crater face	pukkelkop			A	Taboo	taboo	3.41	2.19	2.95	2.67	4.14
Roest-2018-672-409	409	pyjama	pajamas	pyjama			N	Neutral	clothing	02.07	4.53	01.05	01.02	1
Roest-2018-672-410	410	radijs	radish	radijs	2365	RADISH	N	Neutral	vegetable	02.09	3.93	1	1	1
Roest-2018-672-411	411	raket	rocket	raket			N	Neutral	vehicle	2.73	04.07	1.13	1.1	1
Roest-2018-672-412	412	ramp	disaster	ramp			A	Taboo	taboo	3.86	2.33	3.2	2.41	3.9
Roest-2018-672-413	413	randdebiel	approx. moron	randdebiel			N	Negative	neg high arousal	3.45	2.42	1.82	1.53	1.6
Roest-2018-672-414	414	rasp	grater	rasp			N	Neutral	kitchen	02.07	04.05	01.02	1.13	01.01
Roest-2018-672-415	415	razernij	fury	razernij			N	Negative	neg high arousal	3.39	2.81	1.63	1.4	1.25
Roest-2018-672-416	416	redder	saviour	redder			N	Positive	pos high arousal	2.98	5.56	01.05	01.01	01.01
Roest-2018-672-417	417	redding	rescue	redding			N	Positive	pos high arousal	3.16	5.28	01.02	1	1
Roest-2018-672-418	418	reet	ass	reet	834	BUTTOCKS	N	Taboo	taboo	3.2	3.28	2.34	1.77	1.78
Roest-2018-672-419	419	reetkever	lit. ass beetle	reetkever			N	Taboo	taboo	3.61	2.63	3.22	2.67	3.34
Roest-2018-672-420	420	regenboog	rainbow	regenboog	1733	RAINBOW	N	Positive	pos low arousal	2.68	5.38	01.01	1	1
Roest-2018-672-421	421	reiger	heron	reiger	758	HERON	N	Neutral	bird	2.43	04.02	01.02	01.02	01.05
Roest-2018-672-422	422	riem	belt	riem	772	BELT	N	Neutral	clothing	2.11	3.98	01.03	01.02	1
Roest-2018-672-423	423	rode kool	Red cabbage	rode kool			N	Neutral	vegetable	02.07	3.98	1	01.05	01.06
Roest-2018-672-424	424	rok	skirt	rok	1600	SKIRT	N	Neutral	clothing	2.3	4.23	1.16	01.01	1
Roest-2018-672-425	425	roman	novel	roman			N	Positive	pos low arousal	2.45	4.4	1.11	01.01	01.01
Roest-2018-672-426	426	roodborstje	robin	roodborstje	2402	ROBIN	N	Neutral	bird	2.3	4.37	1	1	01.01
Roest-2018-672-427	427	roomijs	ice cream	roomijs			N	Positive	pos low arousal	2.55	5	01.05	01.06	01.02
Roest-2018-672-428	428	roos	rose	roos	3882	ROSE	N	Positive	pos low arousal	2.55	4.77	01.03	01.01	1
Roest-2018-672-429	429	rubbertje	small rubber/ condom	rubbertje			N	Taboo	taboo	3	3.84	2.46	1.83	1.17
Roest-2018-672-430	430	rugby	rugby	rugby			N	Neutral	sport	2.91	04.05	01.08	01.03	1
Roest-2018-672-431	431	rukken	to pull/ also approx. wanking	rukken	1455	PULL	V	Taboo	taboo	3.95	3.44	4.3	3.15	1.72
Roest-2018-672-432	432	rust	peace/calm	rust	1338	PEACE	N	Positive	pos low arousal	1.61	5.19	01.06	01.05	01.03
Roest-2018-672-433	433	rustig	peacefull/ quiet	rustig			A	Positive	pos low arousal	1.59	4.58	01.08	1.11	01.08
Roest-2018-672-434	434	ruzie	quarrel/ fight	ruzie	1848	QUARREL	N	Negative	neg high arousal	3.61	2.51	1.69	1.52	1.39
Roest-2018-672-435	435	saai	boring	saai	905	BORING	A	Negative	neg low arousal	2.23	03.02	1.55	1.4	2.4
Roest-2018-672-436	436	sadist	sadist	sadist			N	Negative	neg high arousal	3.77	2.19	3.28	2.69	3.56
Roest-2018-672-437	437	satan	satan	satan	3917	DEVIL	N	Negative	neg high arousal	3.7	2.23	3.32	2.4	3.17
Roest-2018-672-438	438	satijn	satin	satijn			N	Positive	pos low arousal	2.16	4.56	01.01	1	1
Roest-2018-672-439	439	sauna	sauna	sauna			N	Positive	pos low arousal	2.36	4.74	1.15	01.06	1
Roest-2018-672-440	440	schaaf	slicer	schaaf			N	Neutral	tool	2.32	04.05	01.08	1	01.05
Roest-2018-672-441	441	schaamhaar	pubic hair	schaamhaar	36	PUBIC HAIR	N	Taboo	taboo	3.3	3.33	3.68	2.85	1.83
Roest-2018-672-442	442	schaap	sheep	schaap	1331	SHEEP	N	Neutral	mammal	2.3	4.12	01.07	01.07	1.24
Roest-2018-672-443	443	schaar	scissors	schaar	356	SHEARS	N	Neutral	kitchen	2.34	4	01.01	01.01	1
