ID	NUMBER	ENGLISH	NCHARS	COMPLEXITY	_ConfidenceIntervalHigh	_ConfidenceIntervalLow	CONCEPTICON_ID	CONCEPTICON_GLOSS
Lewis-2016-499-342	342	python	6	2.6666666667	0.6666666667	0.6666666667	1563	PYTHON
Lewis-2016-499-343	343	racket	6	2.8333333333	0.7222222222	0.6666666667		
Lewis-2016-499-344	344	rattle	6	3.3846153846	0.6942307692	0.7692307692	300	RATTLE
Lewis-2016-499-345	345	rocket	6	5.3	1.1	1.2		
Lewis-2016-499-346	346	rubber	6	2.1	0.55	0.55		
Lewis-2016-499-347	347	safety	6	3.7058823529	0.7058823529	0.7058823529		
Lewis-2016-499-348	348	savant	6	5.2	0.8	0.9		
Lewis-2016-499-349	349	soccer	6	2.8666666667	0.6666666667	0.6		
Lewis-2016-499-350	350	social	6	4	0.6386363636	0.7272727273		
Lewis-2016-499-351	351	spirit	6	4.5714285714	0.7142857143	0.6428571429	53	SPIRIT
Lewis-2016-499-352	352	squeak	6	2.4	0.55	0.55		
Lewis-2016-499-353	353	stifle	6	4.7916666667	0.5	0.5416666667		
Lewis-2016-499-354	354	stride	6	2.9	0.9	0.8		
Lewis-2016-499-355	355	stupid	6	3	1.0666666667	0.8683333333	1518	STUPID
Lewis-2016-499-356	356	sucker	6	3.4285714286	0.7160714286	0.7142857143		
Lewis-2016-499-357	357	suffix	6	2.4285714286	0.7857142857	0.7142857143		
Lewis-2016-499-358	358	summer	6	2.7647058824	0.9411764706	0.8823529412	1342	SUMMER
Lewis-2016-499-359	359	sunset	6	2.2727272727	0.5909090909	0.5909090909	2295	SUNSET
Lewis-2016-499-360	360	thwart	6	4.6	0.85	0.85		
Lewis-2016-499-361	361	tomato	6	2.0625	0.875	0.6875	986	TOMATO
Lewis-2016-499-362	362	tunnel	6	2.8235294118	0.8823529412	0.7647058824		
Lewis-2016-499-363	363	unjust	6	4.8181818182	0.8181818182	1		
Lewis-2016-499-364	364	weight	6	2.8461538462	1.3076923077	1.1538461538	2466	WEIGHT
Lewis-2016-499-365	365	bandage	7	3.375	1.125	1.0625		
Lewis-2016-499-366	366	because	7	3	1.25	1.253125	1157	BECAUSE
Lewis-2016-499-367	367	beehive	7	4.0714285714	1	0.9285714286	88	BEEHIVE
Lewis-2016-499-368	368	biology	7	6.0476190476	0.4761904762	0.4761904762		
Lewis-2016-499-369	369	chuckle	7	2.8	0.5333333333	0.4666666667		
Lewis-2016-499-370	370	citizen	7	3.8	0.9333333333	0.935	1032	CITIZEN
Lewis-2016-499-371	371	comfort	7	3.9166666667	0.9166666667	0.9166666667		
Lewis-2016-499-372	372	commode	7	4.2222222222	1.4444444444	1.5555555556		
Lewis-2016-499-373	373	concept	7	5.3636363636	0.9090909091	1		
Lewis-2016-499-374	374	concert	7	4	1.0666666667	1		
Lewis-2016-499-375	375	dreamer	7	4.3157894737	0.7368421053	0.8421052632		
Lewis-2016-499-376	376	embrace	7	3.9090909091	1.0909090909	1.0931818182	928	EMBRACE
Lewis-2016-499-377	377	eternal	7	5.5454545455	1.0909090909	1.2727272727		
Lewis-2016-499-378	378	evening	7	2.35	0.55	0.55	1629	EVENING
Lewis-2016-499-379	379	express	7	4.7857142857	0.7160714286	0.9285714286		
Lewis-2016-499-380	380	extreme	7	4.7692307692	0.7692307692	0.8480769231		
Lewis-2016-499-381	381	fantasy	7	5.875	0.625	0.75		
Lewis-2016-499-382	382	fashion	7	4.3333333333	1.0833333333	1.1666666667		
Lewis-2016-499-383	383	glitter	7	2.5714285714	0.7142857143	0.5714285714		
Lewis-2016-499-384	384	grammar	7	5.25	0.75	0.875		
Lewis-2016-499-385	385	hostage	7	4.2727272727	0.9090909091	0.8181818182		
Lewis-2016-499-386	386	however	7	3.4705882353	0.7058823529	0.7647058824		
Lewis-2016-499-387	387	literal	7	3.4	1	1		
Lewis-2016-499-388	388	nowhere	7	3.4545454545	1.2727272727	1.1818181818		
Lewis-2016-499-389	389	oatmeal	7	2.2	0.6	0.5333333333		
Lewis-2016-499-390	390	oblique	7	5.1333333333	0.8	0.8016666667		
Lewis-2016-499-391	391	paradox	7	6.2307692308	0.4615384615	0.4615384615		
Lewis-2016-499-392	392	placard	7	3.0833333333	1.3333333333	1.1666666667		
Lewis-2016-499-393	393	quickly	7	2.4117647059	0.5294117647	0.5308823529	1631	FAST
Lewis-2016-499-394	394	racquet	7	3.4166666667	1.0833333333	1	2585	RACQUET
Lewis-2016-499-395	395	reality	7	5.8666666667	0.6666666667	0.6683333333		
Lewis-2016-499-396	396	sampler	7	4.5833333333	0.5020833333	0.5		
Lewis-2016-499-397	397	scooter	7	3.375	0.75	0.8125		
Lewis-2016-499-398	398	selling	7	3.1818181818	0.8181818182	0.9090909091		
Lewis-2016-499-399	399	sulphur	7	3.9411764706	0.8823529412	0.9411764706		
Lewis-2016-499-400	400	tweezer	7	2.7058823529	0.9411764706	0.7647058824		
Lewis-2016-499-401	401	unknown	7	4.6	1.5	1.5		
Lewis-2016-499-402	402	vinegar	7	3.5	1.1	1	985	VINEGAR
Lewis-2016-499-403	403	walking	7	1.3333333333	0.3333333333	0.3333333333		
Lewis-2016-499-404	404	wedding	7	3.5625	1.125	0.875	1259	WEDDING
Lewis-2016-499-405	405	welfare	7	4.7894736842	0.7894736842	0.7894736842		
Lewis-2016-499-406	406	alphabet	8	3.5714285714	1	0.8589285714		
Lewis-2016-499-407	407	although	8	4.4	0.8	0.7333333333		
Lewis-2016-499-408	408	approach	8	3.8571428571	0.8571428571	0.7875		
Lewis-2016-499-409	409	capacity	8	5	0.5477272727	0.6363636364		
Lewis-2016-499-410	410	chlorine	8	4.7777777778	1.0027777778	1.2222222222		
Lewis-2016-499-411	411	creature	8	5.3888888889	0.7222222222	0.8333333333		
Lewis-2016-499-412	412	cucumber	8	2.7857142857	1	1	496	CUCUMBER
Lewis-2016-499-413	413	derelict	8	5.1333333333	1	1.0016666667		
Lewis-2016-499-414	414	distinct	8	3.7857142857	0.7857142857	0.7857142857		
Lewis-2016-499-415	415	educator	8	4.9	0.8	0.8		
Lewis-2016-499-416	416	herdsman	8	3.5625	1	0.9375	263	HERDSMAN
Lewis-2016-499-417	417	industry	8	6	0.6666666667	0.7520833333		
Lewis-2016-499-418	418	material	8	5.0666666667	0.7333333333	0.735		
Lewis-2016-499-419	419	mischief	8	4.4615384615	0.6153846154	0.6153846154		
Lewis-2016-499-420	420	optimism	8	4.8333333333	0.5555555556	0.6111111111		
Lewis-2016-499-421	421	portrait	8	3.3684210526	0.7368421053	0.7894736842		
Lewis-2016-499-422	422	prisoner	8	3.4285714286	0.6666666667	0.619047619	1072	PRISONER
Lewis-2016-499-423	423	sapphire	8	3.4666666667	0.8666666667	0.8666666667		
Lewis-2016-499-424	424	stranger	8	3.1176470588	0.5294117647	0.5294117647	791	STRANGER
Lewis-2016-499-425	425	sunshine	8	2.625	1	0.875		
Lewis-2016-499-426	426	surprise	8	4.4666666667	0.8683333333	0.8		
Lewis-2016-499-427	427	transfer	8	3.875	0.625	0.625		
Lewis-2016-499-428	428	unbelief	8	4.5	0.8571428571	0.8571428571		
Lewis-2016-499-429	429	attendant	9	4.0714285714	0.7857142857	0.8571428571		
Lewis-2016-499-430	430	authentic	9	4.8	1	1.1		
Lewis-2016-499-431	431	beginning	9	3.5384615385	0.8461538462	0.7692307692	1557	BEGINNING
Lewis-2016-499-432	432	causality	9	5.8333333333	0.6666666667	0.6666666667		
Lewis-2016-499-433	433	comforter	9	3.4285714286	1.1428571429	1.1428571429		
Lewis-2016-499-434	434	composure	9	5.0666666667	0.7333333333	0.8666666667		
Lewis-2016-499-435	435	criterion	9	6.1818181818	0.5454545455	0.5454545455		
Lewis-2016-499-436	436	dictation	9	4.8125	0.8140625	0.875		
Lewis-2016-499-437	437	diversity	9	5.7647058824	0.5882352941	0.7058823529		
Lewis-2016-499-438	438	elopement	9	5.7142857143	0.5714285714	0.5		
Lewis-2016-499-439	439	encounter	9	5.1578947368	0.6842105263	0.6842105263		
Lewis-2016-499-440	440	expulsion	9	4.6875	1	1.0625		
Lewis-2016-499-441	441	following	9	4.0476190476	0.7142857143	0.7154761905		
Lewis-2016-499-442	442	foreigner	9	4.8181818182	0.9090909091	0.9090909091		
Lewis-2016-499-443	443	greenness	9	4.1666666667	0.9166666667	0.9166666667		
Lewis-2016-499-444	444	limelight	9	4.8235294118	0.5882352941	0.5294117647		
Lewis-2016-499-445	445	lubricant	9	4.1428571429	0.7142857143	0.7160714286		
Lewis-2016-499-446	446	magnitude	9	5.8125	0.5	0.5		
Lewis-2016-499-447	447	obedience	9	4.1428571429	0.8571428571	0.8571428571		
Lewis-2016-499-448	448	obsession	9	4.2352941176	0.7058823529	0.7073529412		
Lewis-2016-499-449	449	pineapple	9	2.4	0.9	0.8	2440	PINEAPPLE
Lewis-2016-499-450	450	prevalent	9	5.5	0.65	0.6		
Lewis-2016-499-451	451	reckoning	9	5.3846153846	0.6153846154	0.6923076923		
Lewis-2016-499-452	452	reluctant	9	4.5	0.9166666667	1.0833333333		
Lewis-2016-499-453	453	sanctuary	9	4.6842105263	0.6855263158	0.8947368421		
Lewis-2016-499-454	454	submarine	9	5.4	1.1	1.2		
Lewis-2016-499-455	455	surrender	9	3.8	1.0025	1.1	1696	SURRENDER
Lewis-2016-499-456	456	tangerine	9	2.5652173913	0.7391304348	0.6956521739		
Lewis-2016-499-457	457	telescope	9	5.2941176471	0.7647058824	0.8235294118		
Lewis-2016-499-458	458	therefore	9	4.1176470588	0.7647058824	0.8838235294		
Lewis-2016-499-459	459	traveller	9	4.0666666667	0.9333333333	0.935		
Lewis-2016-499-460	460	voluntary	9	4.3571428571	1	1.0017857143		
Lewis-2016-499-461	461	appearance	10	4.2	0.4666666667	0.4666666667	1017	APPEARANCE
Lewis-2016-499-462	462	centennial	10	4.9090909091	0.8181818182	1.0909090909		
Lewis-2016-499-463	463	collection	10	5	0.75	0.8125		
Lewis-2016-499-464	464	convention	10	5.1333333333	0.735	0.9333333333		
Lewis-2016-499-465	465	distortion	10	5.3076923077	0.6153846154	0.6153846154		
Lewis-2016-499-466	466	enthusiasm	10	4.7272727273	0.8181818182	0.8181818182		
Lewis-2016-499-467	467	generation	10	5.2307692308	0.5384615385	0.4615384615		
Lewis-2016-499-468	468	gymnastics	10	5.1818181818	0.4545454545	0.5454545455		
Lewis-2016-499-469	469	importance	10	4.3571428571	1	1		
Lewis-2016-499-470	470	impossible	10	4.6875	0.8125	0.875		
Lewis-2016-499-471	471	lieutenant	10	4.5333333333	0.9333333333	0.9333333333		
Lewis-2016-499-472	472	literature	10	5.1428571429	0.7142857143	0.8571428571		
Lewis-2016-499-473	473	mediocrity	10	5.8333333333	0.6666666667	0.75		
Lewis-2016-499-474	474	permission	10	4.5	0.8125	1		
Lewis-2016-499-475	475	preference	10	5	0.4545454545	0.4545454545		
Lewis-2016-499-476	476	procession	10	5	0.6	0.6		
Lewis-2016-499-477	477	projectile	10	4.6	0.8683333333	0.935		
Lewis-2016-499-478	478	responsive	10	4.3846153846	0.6153846154	0.6942307692		
Lewis-2016-499-479	479	suggestion	10	4	0.65	0.7		
Lewis-2016-499-480	480	tablespoon	10	2.5	0.9444444444	0.8333333333		
Lewis-2016-499-481	481	upholstery	10	4.1176470588	0.7058823529	0.7073529412		
Lewis-2016-499-482	482	affirmation	11	5.8333333333	0.7520833333	0.8333333333		
Lewis-2016-499-483	483	arrangement	11	4.2222222222	0.8888888889	1		
Lewis-2016-499-484	484	cauliflower	11	3.4736842105	0.8947368421	0.7368421053	2843	CAULIFLOWER
Lewis-2016-499-485	485	destruction	11	4.5714285714	0.5	0.5		
Lewis-2016-499-486	486	disobedient	11	4.7619047619	0.6666666667	0.7619047619		
Lewis-2016-499-487	487	grasshopper	11	2.7692307692	0.7692307692	0.7692307692	607	GRASSHOPPER
Lewis-2016-499-488	488	immortality	11	5.0526315789	0.7381578947	0.9473684211		
Lewis-2016-499-489	489	incongruity	11	5.9090909091	0.8181818182	0.9090909091		
Lewis-2016-499-490	490	indifferent	11	5.125	1	1		
Lewis-2016-499-491	491	observation	11	4.0714285714	1	1		
Lewis-2016-499-492	492	requirement	11	4.7333333333	0.9333333333	0.9333333333		
Lewis-2016-499-493	493	supposition	11	5.7333333333	0.5333333333	0.5333333333		
Lewis-2016-499-494	494	theoretical	11	6.3333333333	0.3333333333	0.3333333333		
Lewis-2016-499-495	495	uncertainty	11	5	0.9285714286	1		
Lewis-2016-499-496	496	unhappiness	11	4.6363636364	0.7727272727	0.8181818182		
Lewis-2016-499-497	497	enlightenment	13	6	0.6	0.7333333333		
Lewis-2016-499-498	498	fortification	13	5.8571428571	0.6428571429	0.7142857143		
Lewis-2016-499-499	499	investigation	13	5.5217391304	0.4782608696	0.6086956522		
