ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	PERSIAN	PERSIAN_PHONOLOGICAL	MAIN_SEMANTIC_CATEGORY	SEMANTIC_CATEGORY	SUB_SEMANTIC_CATEGORY
Anonby-2018-1500-580	580	2246	BELL	bell	زنگ	zang	Human civilisation	Habitation	Furniture
Anonby-2018-1500-581	581	2875	RING (MAKE SOUND)	ring (bell) (v.)	زنگ زدن	zang zadan 	Human civilisation	Habitation	Furniture
Anonby-2018-1500-582	582	813	DO	act, do	کردن، کار کردن	kardan, kār kardan	Human civilisation	Professions and work	
Anonby-2018-1500-583	583	984	WORK (LABOUR)	work (n.)	کار	kār	Human civilisation	Professions and work	
Anonby-2018-1500-584	584	2243	REPAIR	mend, repair	تعمیر کردن	ta’mir kardan	Human civilisation	Professions and work	
Anonby-2018-1500-585	585			forge (n.)	کوره‌ی آهنگری	kure-ye āhangari	Human civilisation	Professions and work	Smithing
Anonby-2018-1500-586	586	1481	HAMMER	hammer	چکش	čakoš	Human civilisation	Professions and work	Smithing
Anonby-2018-1500-587	587	1166	MOULD	mould (pottery)	قالب	ġāleb	Human civilisation	Professions and work	Pottery
Anonby-2018-1500-588	588			potter’s kiln	کوره	kure	Human civilisation	Professions and work	Pottery
Anonby-2018-1500-589	589	1803	WOOD	wood (substance)	چوب	čub	Human civilisation	Professions and work	Wood work
Anonby-2018-1500-590	590	355	CUT DOWN	cut down (tree)	بریدن	boridan	Human civilisation	Professions and work	Wood work
Anonby-2018-1500-591	591			log	کنده‌ی چوب	konde-ye čub	Human civilisation	Professions and work	Wood work
Anonby-2018-1500-592	592	46	HOLLOW OUT	hollow out (log)	خالی کردن، پوک کردن	xāli kardan, puk kardan	Human civilisation	Professions and work	Wood work
Anonby-2018-1500-593	593	677	AXE	axe	تبر	tabar	Human civilisation	Professions and work	Wood work
Anonby-2018-1500-594	594	2149	CHOP (INTO PIECES)	chop into pieces	تکه تکه کردن	teketeke kardan	Human civilisation	Professions and work	Wood work
Anonby-2018-1500-595	595	1948	SAW	saw (n.)	اره	arre	Human civilisation	Professions and work	Wood work
Anonby-2018-1500-596	596	3543	SAW (SOMETHING)	saw (wood) (v.)	اره کردن	arre kardan	Human civilisation	Professions and work	Wood work
Anonby-2018-1500-597	597	1227	BOARD	plank (n.)	الوار	alʋār	Human civilisation	Professions and work	Wood work
Anonby-2018-1500-598	598			splinter, sliver (n.)	تراشه‌ی چوب	tarāše-ye čub	Human civilisation	Professions and work	Wood work
Anonby-2018-1500-599	599	1979	CHISEL	chisel (n.)	قلم	ġalam	Human civilisation	Professions and work	Wood work
Anonby-2018-1500-600	600	502	NAIL (TOOL)	nail (n.)	میخ	mix	Human civilisation	Professions and work	Wood work
Anonby-2018-1500-601	601	1457	SEW	sew	دوختن	duxtan	Human civilisation	Professions and work	Tailoring and weaving
Anonby-2018-1500-602	602	1382	NEEDLE (FOR SEWING)	needle	سوزن	suzan	Human civilisation	Professions and work	Tailoring and weaving
Anonby-2018-1500-603	603	1161	THREAD	thread (n.)	نخ	nax	Human civilisation	Professions and work	Tailoring and weaving
Anonby-2018-1500-604	604	1851	POCKET	pocket	جیب	jib	Human civilisation	Professions and work	Tailoring and weaving
Anonby-2018-1500-605	605			torn	پاره	pāre	Human civilisation	Professions and work	Tailoring and weaving
Anonby-2018-1500-606	606	133	WEAVE	weave	بافتن	bāftan	Human civilisation	Professions and work	Tailoring and weaving
Anonby-2018-1500-607	607	1787	LOOM	loom	نساجی، کارگاه بافتندگی	nassāji, kārgāh-e bāfandegi	Human civilisation	Professions and work	Tailoring and weaving
Anonby-2018-1500-608	608	292	RUG	carpet, rug	فرش، قالی 	farš, ġāli	Human civilisation	Professions and work	Tailoring and weaving
Anonby-2018-1500-609	609			woven mat	گلیم	gelim	Human civilisation	Professions and work	Tailoring and weaving
Anonby-2018-1500-610	610	1616	CLOTH	cloth, fabric	پارچه	pārče	Human civilisation	Professions and work	Tailoring and weaving
Anonby-2018-1500-611	611	332	RAG	rag	لته، لباس کهنه	late, lebās-e kohne / lebāskohne	Human civilisation	Professions and work	Domestic work
Anonby-2018-1500-612	612	245	BROOM	broom	جارو	jāru	Human civilisation	Professions and work	Domestic work
Anonby-2018-1500-613	613	230	SWEEP	sweep	جارو کردن	jāru kardan	Human civilisation	Professions and work	Domestic work
Anonby-2018-1500-614	614	3659	POLISH (SOMETHING)	polish	براق کردن	barāġ kardan	Human civilisation	Professions and work	Domestic work
Anonby-2018-1500-615	615	1453	WASH	wash (clothes, utensils)	شستن	šostan	Human civilisation	Professions and work	Domestic work
Anonby-2018-1500-616	616	1911	DRAW (WATER)	draw water	آب کشیدن، آب کشی کردن	āb kešidan, ābkeši kardan	Human civilisation	Professions and work	Domestic work
Anonby-2018-1500-617	617	1418	DIG	dig	حفر کردن	hafr kardan	Human civilisation	Professions and work	Domestic work
Anonby-2018-1500-618	618	909	GARBAGE	rubbish	آشغال	āšġāl	Human civilisation	Professions and work	Domestic work
Anonby-2018-1500-619	619	1541	CULTIVATE	cultivate, farm (v.)	زراعت کردن	zerā’at kardan	Human civilisation	Agriculture	Cultivation
Anonby-2018-1500-620	620	212	FIELD	field	مزرعه	mazra’e	Human civilisation	Agriculture	Cultivation
Anonby-2018-1500-621	621			boundary (of field)	مرز (مزرعه)	marz (-e mazra’e)	Human civilisation	Agriculture	Cultivation
Anonby-2018-1500-622	622			fertile soil	خاکِ حاصل خیز	xāk-e hāselxiz	Human civilisation	Agriculture	Cultivation
Anonby-2018-1500-623	623			barren (land)	بی ثمر	bisamar	Human civilisation	Agriculture	Cultivation
Anonby-2018-1500-624	624	1486	PLANT (SOMETHING)	sow, plant	کاشتن	kāštan	Human civilisation	Agriculture	Cultivation
Anonby-2018-1500-625	625			transplant	نشا کردن	nešā kardan	Human civilisation	Agriculture	Cultivation
Anonby-2018-1500-626	626			hoe (v.)	کج بیل زدن	kajbil zadan	Human civilisation	Agriculture	Cultivation
Anonby-2018-1500-627	627	284	HOE	hoe (n.)	کج بیل	kajbil	Human civilisation	Agriculture	Cultivation
Anonby-2018-1500-628	628	341	SICKLE	sickle	داس	dās	Human civilisation	Agriculture	Cultivation
Anonby-2018-1500-629	629	2680	MACHETE	machete, cutlass	کاردِ بزرگ و سنگین، قمه	kārd-e bozorg o sangin, ġame	Human civilisation	Agriculture	Cultivation
Anonby-2018-1500-630	630	3327	AUTUMN OR HARVEST SEASON	harvest season	فصلِ درو	fasl-e deraʋ	Human civilisation	Agriculture	Harvest
Anonby-2018-1500-631	631	1827	HARVEST CROPS	harvest (grain) (v.)	درو کردن	deraʋ kardan	Human civilisation	Agriculture	Harvest
Anonby-2018-1500-632	632			harvest, dig up (potatoes)	جمع آوری	jam’āʋari kardan	Human civilisation	Agriculture	Harvest
Anonby-2018-1500-633	633	2148	PICK	pick, pluck (fruit)	چیدن	čidan	Human civilisation	Agriculture	Harvest
Anonby-2018-1500-634	634			harvest, collect (honey from hive)	جمع آوری کردن (عسل از کندو)	jam’āʋari kardan (-e asal az kandu)	Human civilisation	Agriculture	Harvest
Anonby-2018-1500-635	635	223	THRESHING-FLOOR	threshing-floor	زمینِ خرمن کوبی	zamin-e xarmankubi	Human civilisation	Agriculture	Harvest
Anonby-2018-1500-636	636	285	THRESH	thresh, beat (grain)	کوبیدن	kubidan	Human civilisation	Agriculture	Harvest
Anonby-2018-1500-637	637			winnow (n.)	غربال	ġarbāl	Human civilisation	Agriculture	Harvest
Anonby-2018-1500-638	638	2462	WINNOWING	winnow, throw in air (grain) (v.)	بادافشان کردن	bādafšān kardan	Human civilisation	Agriculture	Harvest
Anonby-2018-1500-639	639	3660	SHELL (SOMETHING)	shell (peanuts) (v.)	مغز کردن	maġz kardan	Human civilisation	Agriculture	Harvest
Anonby-2018-1500-640	640			shuck, husk (corn) (v.)	پوست کندن (ذرت)	pust kandan (-e zorat)	Human civilisation	Agriculture	Harvest
Anonby-2018-1500-641	641	2838	TAME	domesticate, tame (v.)	اهلی کردن	ahli kardan	Human civilisation	Agriculture	Animal husbandry
Anonby-2018-1500-642	642			herd (cattle, sheep) (n.)	گله	galle	Human civilisation	Agriculture	Animal husbandry
Anonby-2018-1500-643	643	2885	HERD (SOMETHING)	herd, tend (cattle, sheep) (v.)	جمع کردن	jam’ kardan	Human civilisation	Agriculture	Animal husbandry
Anonby-2018-1500-644	644			cattle pen	آغلِ گاو	āġol-e gāʋ	Human civilisation	Agriculture	Animal husbandry
Anonby-2018-1500-645	645	2891	TIE UP (TETHER)	tether (sheep, goats) (v.)	بستنِ حیوانات با طناب	bastan-e hayʋānāt bā tanāb	Human civilisation	Agriculture	Animal husbandry
Anonby-2018-1500-646	646	739	FEED	feed (animals)	چراندن	čarāndan	Human civilisation	Agriculture	Animal husbandry
Anonby-2018-1500-647	647	93	DRAW MILK	milk (cows, goats) (v.)	دوشیدن	dušidan	Human civilisation	Agriculture	Animal husbandry
Anonby-2018-1500-648	648	29	GELD	castrate	اخته کردن	axte kardan	Human civilisation	Agriculture	Animal husbandry
Anonby-2018-1500-649	649	1435	HUNT	hunt (v.)	شکار کردن	šekār kardan	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-650	650			stalk (v.)	کمین کردن	kamin kardan	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-651	651	1047	PURSUE	chase (v.)	دنبال کردن	dombāl kardan	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-652	652			track (animal) (n.)	ردِ پا	radd-e pā	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-653	653	318	FOOTPRINT	footprint (human)	ردِ پا	radd-e pā	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-654	654	994	BOW	bow (hunting)	کمان	kamān	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-655	655	977	ARROW	arrow	تیر	tir	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-656	656			poison (on arrow)	سم	samm	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-657	657	3255	POINT (POINTED END)	head of arrow	نوکِ تیر	nok-e tir	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-658	658	995	QUIVER (FOR ARROWS)	quiver (n.)	تیردان	tirdān	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-659	659	945	SPEAR	lance (spear) (n.)	نیزه	nayze	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-660	660	1352	KNIFE	knife	چاقو	čāġu	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-661	661	1763	CLUB	club, cudgel	چماق	čomāġ	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-662	662			hunting net	تور شکار	tur-e šekār	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-663	663	1075	TRAP (PITFALL)	trap (n.)	تله	tale	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-664	664			set (trap)	تله گذاشتن	tale gozāštan	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-665	665	1170	TRAP (CATCH)	trap (animal) (v.)	تله انداختن	tale andāxtan	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-666	666			evade	گریز زدن (از)	goriz zadan (az)	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-667	667	1615	ESCAPE	escape	فرار کردن	farār kardan	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-668	668	44	INJURE	wound (animal)	زخم زدن، زخمی کردن	zaxm zadan, zaxmi kardan	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-669	669	1796	SLAUGHTER	slaughter, kill (animal for butchering)	کشتن	koštan	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-670	670	291	PULL OFF (SKIN)	skin (animal) (v.)	پوست کندن	pust kandan	Human civilisation	Hunting and fishing	Hunting
Anonby-2018-1500-671	671	2638	FISHING	fish (v.)	ماهی گرفتن، ماهیگیری کردن	māhi gereftan, māhigiri kardan	Human civilisation	Hunting and fishing	Fishing
Anonby-2018-1500-672	672	389	FISH TRAP	fish trap	قفسِ ماهیگیری	qafas-e māhigiri	Human civilisation	Hunting and fishing	Fishing
Anonby-2018-1500-673	673	388	FISHNET	fishing net	تورِ ماهیگیری	tur-e māhigiri	Human civilisation	Hunting and fishing	Fishing
Anonby-2018-1500-674	674	19	FISHING LINE	fishing line	ریسمانِ ماهیگیری	rismān-e māhigiri	Human civilisation	Hunting and fishing	Fishing
Anonby-2018-1500-675	675	1074	FISHHOOK	fishhook	قلابِ ماهیگیری	ġolāb-e māhigiri	Human civilisation	Hunting and fishing	Fishing
Anonby-2018-1500-676	676	773	HAVE	have, possess	داشتن، دارا بودن	dāštan, dārā budan	Human civilisation	Possessions and commerce	
Anonby-2018-1500-677	677	2339	NEED (SOMETHING)	need (v.)	احتیاج داشتن، نیاز داشتن	ehtiyāj dāštan, niyāz dāštan	Human civilisation	Possessions and commerce	
Anonby-2018-1500-678	678	694	GET	get, obtain	به دست آوردن	be dast āʋordan	Human civilisation	Possessions and commerce	
Anonby-2018-1500-679	679	1447	GIVE	give	دادن	dādan	Human civilisation	Possessions and commerce	
Anonby-2018-1500-680	680	85	GIVE BACK	return (tr.), give back	پس دادن، بازگرداندن	pas dādan, bāzgardāndan	Human civilisation	Possessions and commerce	
Anonby-2018-1500-681	681	3860	POSSESSIONS	belongings	مال، دارایی	māl, dārāyi	Human civilisation	Possessions and commerce	
Anonby-2018-1500-682	682	1036	OWNER	owner	صاحب	sāheb	Human civilisation	Possessions and commerce	
Anonby-2018-1500-683	683	3661	RICH PERSON	rich person	آدمِ ثروتمند	ādam-e serʋatmand	Human civilisation	Possessions and commerce	
Anonby-2018-1500-684	684	3662	POOR PERSON	poor person	آدمِ فقیر	ādam-e faġir	Human civilisation	Possessions and commerce	
Anonby-2018-1500-685	685	712	RICH	rich	ثروتمند	serʋatmand	Human civilisation	Possessions and commerce	
Anonby-2018-1500-686	686	1674	POOR	poor	فقیر	faġir	Human civilisation	Possessions and commerce	
Anonby-2018-1500-687	687	1559	MONEY	money	پول	pul	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-688	688	1081	BILL	bill, receipt, tab	صورت‌حساب،  قبض، رسید	surathesāb, ġabz, resid	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-689	689	898	TRADE	barter, exchange (of goods) (n.)	معامله	mo’āmele	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-690	690	1869	BUY	buy	خریدن	xaridan	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-691	691	1571	SELL	sell	فروختن	foruxtan	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-692	692			scarce	کمیاب	kamyāb	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-693	693	1426	EXPENSIVE	expensive	گران	gerān	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-694	694	1887	CHEAP	inexpensive	ارزان	arzān	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-695	695	657	PRICE	price	قیمت	ġaymat	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-696	696			haggle, negotiate a price	چانه زدن	čāne zadan	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-697	697			payment, installment	پرداختن، قسط	pardāxt, ġest 	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-698	698	718	PAY	pay (for goods, services, etc.)	پرداختن	pardāxtan	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-699	699	2982	GIFT	gift	هدیه	hediye / hadiye	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-700	700	3831	RENT (SOMETHING)	rent (v.)	کرایه کردن	kerāye kardan	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-701	701	3534	BEG	beg (for money)	گدایی کردن	gedāyi kardan	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-702	702	1823	BORROW	borrow	قرض کردن	ġarz kardan	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-703	703	582	LEND	lend	قرض دادن	ġarz dādan	Human civilisation	Possessions and commerce	Money exchange, finances
