MERGER	ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	DSS_ID	URL	ENGLISH	OCCURRENCES
	Bulakh-2013-870-301	688	LUNG	301	935	http://semshifts.iling-ran.ru/show-meaning.html?id=935	lung	4
	Bulakh-2013-870-302	1899	MAD	302	937	http://semshifts.iling-ran.ru/show-meaning.html?id=937	mad	8
	Bulakh-2013-870-303	1078	MAIN	303	939	http://semshifts.iling-ran.ru/show-meaning.html?id=939	main	3
	Bulakh-2013-870-304	1554	MAN	304	941	http://semshifts.iling-ran.ru/show-meaning.html?id=941	man	6
	Bulakh-2013-870-305	1918	MANE	305	943	http://semshifts.iling-ran.ru/show-meaning.html?id=943	mane	3
	Bulakh-2013-870-306	488	MANNER	306	946	http://semshifts.iling-ran.ru/show-meaning.html?id=946	manner, way	4
	Bulakh-2013-870-307	634	MEAT	307	967	http://semshifts.iling-ran.ru/show-meaning.html?id=967	meat	4
	Bulakh-2013-870-308	1954	GENTLE	308	970	http://semshifts.iling-ran.ru/show-meaning.html?id=970	meek	3
	Bulakh-2013-870-309	1018	MEMORY	309	974	http://semshifts.iling-ran.ru/show-meaning.html?id=974	memory	5
	Bulakh-2013-870-31	1947	BASTARD	31	157	http://semshifts.iling-ran.ru/show-meaning.html?id=157	bastard	7
	Bulakh-2013-870-310	766	MENSTRUATION	310	975	http://semshifts.iling-ran.ru/show-meaning.html?id=975	menstruation	4
	Bulakh-2013-870-311	1976	MERRY	311	980	http://semshifts.iling-ran.ru/show-meaning.html?id=980	merry, funny, cheerful	4
	Bulakh-2013-870-312	1093	MIDDLE	312	985	http://semshifts.iling-ran.ru/show-meaning.html?id=985	middle	5
	Bulakh-2013-870-313	635	MILK FLUID	313	987	http://semshifts.iling-ran.ru/show-meaning.html?id=987	milk	8
	Bulakh-2013-870-314	1562	MIND	314	993	http://semshifts.iling-ran.ru/show-meaning.html?id=993	mind (n.)	8
	Bulakh-2013-870-315	1171	MIRROR	315	997	http://semshifts.iling-ran.ru/show-meaning.html?id=997	mirror	3
	Bulakh-2013-870-316	161	MISS	316	1000	http://semshifts.iling-ran.ru/show-meaning.html?id=1000	missing, failing	3
	Bulakh-2013-870-317	143	HUMID	317	1003	http://semshifts.iling-ran.ru/show-meaning.html?id=1003	moist, humid	11
	Bulakh-2013-870-318	1907	MOLE	318	1006	http://semshifts.iling-ran.ru/show-meaning.html?id=1006	mole (Talpa)	3
	Bulakh-2013-870-319	1559	MONEY	319	1012	http://semshifts.iling-ran.ru/show-meaning.html?id=1012	money	6
	Bulakh-2013-870-32	1793	BAT	32	158	http://semshifts.iling-ran.ru/show-meaning.html?id=158	bat (Microchiroptera)	3
	Bulakh-2013-870-320	1350	MONKEY	320	1014	http://semshifts.iling-ran.ru/show-meaning.html?id=1014	monkey	3
	Bulakh-2013-870-321	1313	MOON	321	1018	http://semshifts.iling-ran.ru/show-meaning.html?id=1018	moon	7
	Bulakh-2013-870-322	1339	MORNING	322	1019	http://semshifts.iling-ran.ru/show-meaning.html?id=1019	morning	6
	Bulakh-2013-870-323	637	MOSS	323	1023	http://semshifts.iling-ran.ru/show-meaning.html?id=1023	moss	3
	Bulakh-2013-870-324	1216	MOTHER	324	1024	http://semshifts.iling-ran.ru/show-meaning.html?id=1024	mother	5
	Bulakh-2013-870-325	1636	MOTIONLESS	325	1025	http://semshifts.iling-ran.ru/show-meaning.html?id=1025	motionless	3
	Bulakh-2013-870-326	639	MOUNTAIN	326	1027	http://semshifts.iling-ran.ru/show-meaning.html?id=1027	mountain	7
9	Bulakh-2013-870-327	2122	MOUNTAIN FOOT	327	1028	http://semshifts.iling-ran.ru/show-meaning.html?id=1028	mountain foot	3
34	Bulakh-2013-870-328	2123	MOUNTAIN RIDGE	328	1030	http://semshifts.iling-ran.ru/show-meaning.html?id=1030	mountain ridge, edge	6
	Bulakh-2013-870-329	618	PRECIPICE	329	1031	http://semshifts.iling-ran.ru/show-meaning.html?id=1031	mountain slope	8
	Bulakh-2013-870-33	73	BEAK	33	162	http://semshifts.iling-ran.ru/show-meaning.html?id=162	beak	9
	Bulakh-2013-870-330	1491	MOUSE	330	1032	http://semshifts.iling-ran.ru/show-meaning.html?id=1032	mouse	10
	Bulakh-2013-870-331	1165	MOUSTACHE	331	1033	http://semshifts.iling-ran.ru/show-meaning.html?id=1033	moustache	3
	Bulakh-2013-870-332	674	MOUTH	332	1034	http://semshifts.iling-ran.ru/show-meaning.html?id=1034	mouth	26
	Bulakh-2013-870-333	1701	RIVER MOUTH	333	1035	http://semshifts.iling-ran.ru/show-meaning.html?id=1035	mouth (of a river)	6
	Bulakh-2013-870-334	640	MUD	334	1036	http://semshifts.iling-ran.ru/show-meaning.html?id=1036	mud	5
	Bulakh-2013-870-335	537	TURBID	335	1037	http://semshifts.iling-ran.ru/show-meaning.html?id=1037	muddy, turbid (of water) (?)	3
	Bulakh-2013-870-336	538	MULTITUDE	336	1038	http://semshifts.iling-ran.ru/show-meaning.html?id=1038	multitude, great number	6
	Bulakh-2013-870-337	1004	MUSCLE	337	1041	http://semshifts.iling-ran.ru/show-meaning.html?id=1041	muscle	4
	Bulakh-2013-870-338	641	MUSHROOM	338	1042	http://semshifts.iling-ran.ru/show-meaning.html?id=1042	mushroom	3
	Bulakh-2013-870-339	971	MUST	339	1045	http://semshifts.iling-ran.ru/show-meaning.html?id=1045	must	4
	Bulakh-2013-870-34	1820	BEAR	34	164	http://semshifts.iling-ran.ru/show-meaning.html?id=164	bear (Ursus)	4
5	Bulakh-2013-870-340	NAN		340	1046	http://semshifts.iling-ran.ru/show-meaning.html?id=1046	muzzle	5
	Bulakh-2013-870-341	1896	NAIL, KERATIN	341	1047	http://semshifts.iling-ran.ru/show-meaning.html?id=1047	nail (body part)	4
	Bulakh-2013-870-342	590	NAKED	342	1050	http://semshifts.iling-ran.ru/show-meaning.html?id=1050	naked, bare	9
29	Bulakh-2013-870-343	1267	NARROW	343	1052	http://semshifts.iling-ran.ru/show-meaning.html?id=1052	narrow	4
29	Bulakh-2013-870-344	1267	NARROW	344	1053	http://semshifts.iling-ran.ru/show-meaning.html?id=1053	narrow, close	3
	Bulakh-2013-870-345	1838	NAVEL	345	1055	http://semshifts.iling-ran.ru/show-meaning.html?id=1055	navel	8
	Bulakh-2013-870-346	1942	NEAR	346	1056	http://semshifts.iling-ran.ru/show-meaning.html?id=1056	near	5
	Bulakh-2013-870-347	1030	NECESSARY	347	1057	http://semshifts.iling-ran.ru/show-meaning.html?id=1057	necessary	3
	Bulakh-2013-870-348	1333	NECK	348	1058	http://semshifts.iling-ran.ru/show-meaning.html?id=1058	neck	11
	Bulakh-2013-870-349	539	NEST	349	1061	http://semshifts.iling-ran.ru/show-meaning.html?id=1061	nest (n.)	3
	Bulakh-2013-870-35	678	BEARD	35	165	http://semshifts.iling-ran.ru/show-meaning.html?id=165	beard	5
	Bulakh-2013-870-350	33	NETTLE	350	1064	http://semshifts.iling-ran.ru/show-meaning.html?id=1064	nettle (Urtica)	4
	Bulakh-2013-870-351	1231	NEW	351	1066	http://semshifts.iling-ran.ru/show-meaning.html?id=1066	new	4
	Bulakh-2013-870-352	1182	NOISE	352	1071	http://semshifts.iling-ran.ru/show-meaning.html?id=1071	noise	4
	Bulakh-2013-870-353	1598	NORTH	353	1074	http://semshifts.iling-ran.ru/show-meaning.html?id=1074	North	6
	Bulakh-2013-870-354	1221	NOSE	354	1075	http://semshifts.iling-ran.ru/show-meaning.html?id=1075	nose	21
5	Bulakh-2013-870-355	NAN		355	1078	http://semshifts.iling-ran.ru/show-meaning.html?id=1078	not strong (of liquid or smell)	4
	Bulakh-2013-870-356	1198	MANY	356	1080	http://semshifts.iling-ran.ru/show-meaning.html?id=1080	numerous	6
	Bulakh-2013-870-357	644	OAK	357	1082	http://semshifts.iling-ran.ru/show-meaning.html?id=1082	oak	7
	Bulakh-2013-870-358	234	PADDLE	358	1083	http://semshifts.iling-ran.ru/show-meaning.html?id=1083	oar	5
	Bulakh-2013-870-359	60	OATS	359	1084	http://semshifts.iling-ran.ru/show-meaning.html?id=1084	oats	3
	Bulakh-2013-870-36	1427	BEAUTIFUL	36	167	http://semshifts.iling-ran.ru/show-meaning.html?id=167	beautiful	10
	Bulakh-2013-870-360	1842	OBSTINATE	360	1086	http://semshifts.iling-ran.ru/show-meaning.html?id=1086	obstinate	3
5	Bulakh-2013-870-361	NAN		361	1088	http://semshifts.iling-ran.ru/show-meaning.html?id=1088	of high rank	3
	Bulakh-2013-870-362	1484	OIL	362	1089	http://semshifts.iling-ran.ru/show-meaning.html?id=1089	oil (food)	3
9	Bulakh-2013-870-363	2122	USED	363	1091	http://semshifts.iling-ran.ru/show-meaning.html?id=1091	old (vs. new)	3
34	Bulakh-2013-870-364	2123	AGED	364	1092	http://semshifts.iling-ran.ru/show-meaning.html?id=1092	old (vs. young)	6
	Bulakh-2013-870-365	406	OLD MAN	365	1093	http://semshifts.iling-ran.ru/show-meaning.html?id=1093	old man	5
	Bulakh-2013-870-366	1580	ONLY	366	1100	http://semshifts.iling-ran.ru/show-meaning.html?id=1100	only, just	5
6	Bulakh-2013-870-367	1667	HOLE	367	1102	http://semshifts.iling-ran.ru/show-meaning.html?id=1102	opening, hole	6
	Bulakh-2013-870-368	885	OPPOSITE	368	1106	http://semshifts.iling-ran.ru/show-meaning.html?id=1106	opposite	3
	Bulakh-2013-870-369	197	OTHER	369	1109	http://semshifts.iling-ran.ru/show-meaning.html?id=1109	other	5
	Bulakh-2013-870-37	1950	BEECH	37	173	http://semshifts.iling-ran.ru/show-meaning.html?id=173	beech	5
	Bulakh-2013-870-370	15	OTTER	370	1111	http://semshifts.iling-ran.ru/show-meaning.html?id=1111	otter (Lutra lutra)	3
	Bulakh-2013-870-371	1036	OWNER	371	1115	http://semshifts.iling-ran.ru/show-meaning.html?id=1115	owner	5
	Bulakh-2013-870-372	1783	PAIN	372	1119	http://semshifts.iling-ran.ru/show-meaning.html?id=1119	pain	5
	Bulakh-2013-870-373	540	PALATE	373	1123	http://semshifts.iling-ran.ru/show-meaning.html?id=1123	palate	4
	Bulakh-2013-870-374	648	PAPER	374	1125	http://semshifts.iling-ran.ru/show-meaning.html?id=1125	paper	4
	Bulakh-2013-870-375	505	PARENTS	375	1127	http://semshifts.iling-ran.ru/show-meaning.html?id=1127	parents	3
	Bulakh-2013-870-376	779	PART	376	1128	http://semshifts.iling-ran.ru/show-meaning.html?id=1128	part	8
	Bulakh-2013-870-377	1880	PASSIONATE	377	1131	http://semshifts.iling-ran.ru/show-meaning.html?id=1131	passionate	3
	Bulakh-2013-870-378	1614	SUMMIT	378	1139	http://semshifts.iling-ran.ru/show-meaning.html?id=1139	peak of mountain	3
	Bulakh-2013-870-379	922	PEAR	379	1140	http://semshifts.iling-ran.ru/show-meaning.html?id=1140	pear	3
	Bulakh-2013-870-38	1882	BEFORE	38	177	http://semshifts.iling-ran.ru/show-meaning.html?id=177	before	3
	Bulakh-2013-870-380	1222	PENIS	380	1146	http://semshifts.iling-ran.ru/show-meaning.html?id=1146	penis	11
	Bulakh-2013-870-381	789	PEOPLE	381	1147	http://semshifts.iling-ran.ru/show-meaning.html?id=1147	people, nation	4
	Bulakh-2013-870-382	508	PERIOD	382	1150	http://semshifts.iling-ran.ru/show-meaning.html?id=1150	period of time	3
	Bulakh-2013-870-383	683	PERSON	383	1152	http://semshifts.iling-ran.ru/show-meaning.html?id=1152	person	10
	Bulakh-2013-870-384	1337	PIG	384	1157	http://semshifts.iling-ran.ru/show-meaning.html?id=1157	pig (Sus scrofa)	10
15	Bulakh-2013-870-385	1740	PINE	385	1163	http://semshifts.iling-ran.ru/show-meaning.html?id=1163	pine-tree	6
	Bulakh-2013-870-386	333	PLAIT	386	1167	http://semshifts.iling-ran.ru/show-meaning.html?id=1167	plait, braid	3
	Bulakh-2013-870-387	653	PLANT, VEGETATION	387	1169	http://semshifts.iling-ran.ru/show-meaning.html?id=1169	plant (biol.)	4
	Bulakh-2013-870-388	399	PLANTAIN	388	1170	http://semshifts.iling-ran.ru/show-meaning.html?id=1170	plantain (Plantago)	3
	Bulakh-2013-870-389	541	POETRY	389	1182	http://semshifts.iling-ran.ru/show-meaning.html?id=1182	poetry	4
	Bulakh-2013-870-39	1557	BEGINNING	39	178	http://semshifts.iling-ran.ru/show-meaning.html?id=178	beginning	6
	Bulakh-2013-870-390	655	POISON	390	1184	http://semshifts.iling-ran.ru/show-meaning.html?id=1184	poison	5
	Bulakh-2013-870-391	888	POISONOUS	391	1186	http://semshifts.iling-ran.ru/show-meaning.html?id=1186	poisonous	3
	Bulakh-2013-870-392	1674	POOR	392	1195	http://semshifts.iling-ran.ru/show-meaning.html?id=1195	poor	10
	Bulakh-2013-870-393	821	POPLAR	393	1197	http://semshifts.iling-ran.ru/show-meaning.html?id=1197	poplar (Populus alba)	6
	Bulakh-2013-870-394	1462	POT	394	1199	http://semshifts.iling-ran.ru/show-meaning.html?id=1199	pot	3
	Bulakh-2013-870-395	1637	AUTHORITY	395	1203	http://semshifts.iling-ran.ru/show-meaning.html?id=1203	power, authority	3
	Bulakh-2013-870-396	1123	PREGNANT	396	1206	http://semshifts.iling-ran.ru/show-meaning.html?id=1206	pregnant	8
	Bulakh-2013-870-397	1281	PRISON	397	1211	http://semshifts.iling-ran.ru/show-meaning.html?id=1211	prison	5
	Bulakh-2013-870-398	115	PROFLIGATE	398	1213	http://semshifts.iling-ran.ru/show-meaning.html?id=1213	profligate, womanizer	3
	Bulakh-2013-870-399	174	PROUD	399	1218	http://semshifts.iling-ran.ru/show-meaning.html?id=1218	proud	6
20	Bulakh-2013-870-4	1906	SOUR	4	71	http://semshifts.iling-ran.ru/show-meaning.html?id=71	acerb, tart, harsh (taste or smell)	3
	Bulakh-2013-870-40	1686	BEHIND	40	180	http://semshifts.iling-ran.ru/show-meaning.html?id=180	behind	8
	Bulakh-2013-870-400	864	PUMPKIN	400	1219	http://semshifts.iling-ran.ru/show-meaning.html?id=1219	pumpkin	6
	Bulakh-2013-870-401	1658	PUPIL	401	1222	http://semshifts.iling-ran.ru/show-meaning.html?id=1222	pupil (anat.)	3
	Bulakh-2013-870-402	74	PUPPY	402	1225	http://semshifts.iling-ran.ru/show-meaning.html?id=1225	puppy (of a dog)	3
	Bulakh-2013-870-403	1147	PURE	403	1226	http://semshifts.iling-ran.ru/show-meaning.html?id=1226	pure	8
	Bulakh-2013-870-404	1631	FAST	404	1231	http://semshifts.iling-ran.ru/show-meaning.html?id=1231	quick	31
	Bulakh-2013-870-405	1314	QUIET	405	1232	http://semshifts.iling-ran.ru/show-meaning.html?id=1232	quiet (vs. loud)	9
5	Bulakh-2013-870-406	NAN		406	1235	http://semshifts.iling-ran.ru/show-meaning.html?id=1235	rabid	3
	Bulakh-2013-870-407	658	RAIN, PRECIPATION	407	1237	http://semshifts.iling-ran.ru/show-meaning.html?id=1237	rain	4
	Bulakh-2013-870-408	1733	RAINBOW	408	1238	http://semshifts.iling-ran.ru/show-meaning.html?id=1238	rainbow	6
	Bulakh-2013-870-409	1344	RAM	409	1239	http://semshifts.iling-ran.ru/show-meaning.html?id=1239	ram	5
	Bulakh-2013-870-41	1251	BELLY	41	183	http://semshifts.iling-ran.ru/show-meaning.html?id=183	belly	16
	Bulakh-2013-870-410	209	RARE	410	1241	http://semshifts.iling-ran.ru/show-meaning.html?id=1241	rare	3
	Bulakh-2013-870-411	1930	RAVINE	411	1246	http://semshifts.iling-ran.ru/show-meaning.html?id=1246	ravine	7
	Bulakh-2013-870-412	1959	RAW	412	1248	http://semshifts.iling-ran.ru/show-meaning.html?id=1248	raw	5
	Bulakh-2013-870-413	156	RED	413	1253	http://semshifts.iling-ran.ru/show-meaning.html?id=1253	red	17
	Bulakh-2013-870-414	1644	RELATIVES	414	1255	http://semshifts.iling-ran.ru/show-meaning.html?id=1255	relative (n.)	4
	Bulakh-2013-870-415	664	RESIN	415	1256	http://semshifts.iling-ran.ru/show-meaning.html?id=1256	resin; pitch, tar	4
	Bulakh-2013-870-416	1912	RESPECT (1)	416	1257	http://semshifts.iling-ran.ru/show-meaning.html?id=1257	respect (n.)	3
	Bulakh-2013-870-417	712	RICH	417	1266	http://semshifts.iling-ran.ru/show-meaning.html?id=1266	rich	8
	Bulakh-2013-870-418	1019	RIGHT	418	1267	http://semshifts.iling-ran.ru/show-meaning.html?id=1267	right (vs. left)	8
	Bulakh-2013-870-419	993	RIVER BED	419	1270	http://semshifts.iling-ran.ru/show-meaning.html?id=1270	river-bed	3
	Bulakh-2013-870-42	904	BERRY	42	188	http://semshifts.iling-ran.ru/show-meaning.html?id=188	berry	4
	Bulakh-2013-870-420	667	ROAD	420	1271	http://semshifts.iling-ran.ru/show-meaning.html?id=1271	road	6
	Bulakh-2013-870-421	1511	ROOSTER	421	1276	http://semshifts.iling-ran.ru/show-meaning.html?id=1276	rooster	7
	Bulakh-2013-870-422	670	ROOT	422	1277	http://semshifts.iling-ran.ru/show-meaning.html?id=1277	root (of a plant)	6
	Bulakh-2013-870-423	1218	ROPE	423	1278	http://semshifts.iling-ran.ru/show-meaning.html?id=1278	rope, string, cord, lashing	4
	Bulakh-2013-870-424	1923	ROUGH	424	1280	http://semshifts.iling-ran.ru/show-meaning.html?id=1280	rough, uneven	5
	Bulakh-2013-870-425	1412	RUDE	425	1286	http://semshifts.iling-ran.ru/show-meaning.html?id=1286	rude, impolite	6
	Bulakh-2013-870-426	63	RUMOUR	426	1289	http://semshifts.iling-ran.ru/show-meaning.html?id=1289	rumour	3
28	Bulakh-2013-870-427	699	SAD	427	1297	http://semshifts.iling-ran.ru/show-meaning.html?id=1297	sad	12
	Bulakh-2013-870-428	786	SAILCLOTH	428	1301	http://semshifts.iling-ran.ru/show-meaning.html?id=1301	sail (n.)	4
5	Bulakh-2013-870-429	NAN		429	1303	http://semshifts.iling-ran.ru/show-meaning.html?id=1303	salient part, ledge	5
	Bulakh-2013-870-43	1202	BIG	43	191	http://semshifts.iling-ran.ru/show-meaning.html?id=191	big	22
	Bulakh-2013-870-430	1274	SALT	430	1304	http://semshifts.iling-ran.ru/show-meaning.html?id=1304	salt	3
	Bulakh-2013-870-431	106	SATIATED	431	1310	http://semshifts.iling-ran.ru/show-meaning.html?id=1310	satiated, full	4
	Bulakh-2013-870-432	542	SCANTY	432	1319	http://semshifts.iling-ran.ru/show-meaning.html?id=1319	scanty, not numerous	3
	Bulakh-2013-870-433	1474	SEA	433	1326	http://semshifts.iling-ran.ru/show-meaning.html?id=1326	sea	6
	Bulakh-2013-870-434	651	SEAL	434	1329	http://semshifts.iling-ran.ru/show-meaning.html?id=1329	seal (animal)	3
	Bulakh-2013-870-435	714	SEED	435	1338	http://semshifts.iling-ran.ru/show-meaning.html?id=1338	seed (n.)	3
	Bulakh-2013-870-436	255	SERVANT	436	1343	http://semshifts.iling-ran.ru/show-meaning.html?id=1343	servant	8
	Bulakh-2013-870-437	419	SEVERE	437	1345	http://semshifts.iling-ran.ru/show-meaning.html?id=1345	severe	3
	Bulakh-2013-870-438	1388	SHADE	438	1349	http://semshifts.iling-ran.ru/show-meaning.html?id=1349	shadow	4
	Bulakh-2013-870-439	193	SHALLOW	439	1351	http://semshifts.iling-ran.ru/show-meaning.html?id=1351	shallow	3
	Bulakh-2013-870-44	1780	BILE	44	192	http://semshifts.iling-ran.ru/show-meaning.html?id=192	bile, gall	6
	Bulakh-2013-870-440	1396	SHARP	440	1356	http://semshifts.iling-ran.ru/show-meaning.html?id=1356	sharp	25
5	Bulakh-2013-870-441	NAN		441	1357	http://semshifts.iling-ran.ru/show-meaning.html?id=1357	sharp point	6
	Bulakh-2013-870-442	1064	SHIELD	442	1363	http://semshifts.iling-ran.ru/show-meaning.html?id=1363	shield	3
39	Bulakh-2013-870-443	708	SHINE	443	1364	http://semshifts.iling-ran.ru/show-meaning.html?id=1364	shine (n.)	3
	Bulakh-2013-870-444	740	SHIP	444	1365	http://semshifts.iling-ran.ru/show-meaning.html?id=1365	ship, vessel	4
	Bulakh-2013-870-445	1645	SHORT	445	1368	http://semshifts.iling-ran.ru/show-meaning.html?id=1368	short (size)	4
	Bulakh-2013-870-446	1482	SHOULDER	446	1371	http://semshifts.iling-ran.ru/show-meaning.html?id=1371	shoulder	6
	Bulakh-2013-870-447	172	SHOULDERBLADE	447	1372	http://semshifts.iling-ran.ru/show-meaning.html?id=1372	shoulder-blade, scapula	4
	Bulakh-2013-870-448	543	SHUTTLE	448	1375	http://semshifts.iling-ran.ru/show-meaning.html?id=1375	shuttle (weaving instrument)	4
	Bulakh-2013-870-449	682	SIDE	449	1378	http://semshifts.iling-ran.ru/show-meaning.html?id=1378	side (n.)	9
	Bulakh-2013-870-45	1855	BIRCH	45	193	http://semshifts.iling-ran.ru/show-meaning.html?id=193	birch	3
	Bulakh-2013-870-450	1720	SIGN	450	1380	http://semshifts.iling-ran.ru/show-meaning.html?id=1380	sign, designation	5
	Bulakh-2013-870-451	686	EASY	451	1383	http://semshifts.iling-ran.ru/show-meaning.html?id=1383	simple	6
	Bulakh-2013-870-452	1824	DEXTEROUS	452	1388	http://semshifts.iling-ran.ru/show-meaning.html?id=1388	skilful, dexterous	4
	Bulakh-2013-870-453	807	SKILLED	453	1390	http://semshifts.iling-ran.ru/show-meaning.html?id=1390	skilled	3
	Bulakh-2013-870-454	763	SKIN	454	1391	http://semshifts.iling-ran.ru/show-meaning.html?id=1391	skin (of a person)	5
	Bulakh-2013-870-455	1605	SKULL	455	1395	http://semshifts.iling-ran.ru/show-meaning.html?id=1395	skull	4
	Bulakh-2013-870-456	1732	SKY	456	1396	http://semshifts.iling-ran.ru/show-meaning.html?id=1396	sky	16
	Bulakh-2013-870-457	701	SLOW	457	1401	http://semshifts.iling-ran.ru/show-meaning.html?id=1401	slow (adj.)	13
	Bulakh-2013-870-458	2124	SMELL	458	1406	http://semshifts.iling-ran.ru/show-meaning.html?id=1406	smell	6
	Bulakh-2013-870-459	778	SMOKE, EXHAUST	459	1407	http://semshifts.iling-ran.ru/show-meaning.html?id=1407	smoke	4
	Bulakh-2013-870-46	937	BIRD	46	195	http://semshifts.iling-ran.ru/show-meaning.html?id=195	bird	5
	Bulakh-2013-870-460	1234	SMOOTH	460	1408	http://semshifts.iling-ran.ru/show-meaning.html?id=1408	smooth	8
	Bulakh-2013-870-461	1543	SNAIL	461	1410	http://semshifts.iling-ran.ru/show-meaning.html?id=1410	snail	3
	Bulakh-2013-870-462	730	SNAKE	462	1411	http://semshifts.iling-ran.ru/show-meaning.html?id=1411	snake	16
	Bulakh-2013-870-463	69	SOBER	463	1416	http://semshifts.iling-ran.ru/show-meaning.html?id=1416	sober	5
	Bulakh-2013-870-464	1856	SOFT	464	1417	http://semshifts.iling-ran.ru/show-meaning.html?id=1417	soft (adj.)	9
	Bulakh-2013-870-465	1941	SOLDIER	465	1419	http://semshifts.iling-ran.ru/show-meaning.html?id=1419	soldier	5
	Bulakh-2013-870-466	703	SOON	466	1424	http://semshifts.iling-ran.ru/show-meaning.html?id=1424	soon	3
	Bulakh-2013-870-467	145	SORROWFUL	467	1426	http://semshifts.iling-ran.ru/show-meaning.html?id=1426	sorrowful	4
	Bulakh-2013-870-468	811	SOUL	468	1427	http://semshifts.iling-ran.ru/show-meaning.html?id=1427	soul	5
20	Bulakh-2013-870-469	1906	SOUR	469	1429	http://semshifts.iling-ran.ru/show-meaning.html?id=1429	sour	7
	Bulakh-2013-870-47	1751	BIRTHMARK	47	199	http://semshifts.iling-ran.ru/show-meaning.html?id=199	birthmark	3
	Bulakh-2013-870-470	1595	SOUTH	470	1430	http://semshifts.iling-ran.ru/show-meaning.html?id=1430	south	6
	Bulakh-2013-870-471	207	SPARSE	471	1434	http://semshifts.iling-ran.ru/show-meaning.html?id=1434	sparse	4
	Bulakh-2013-870-472	945	SPEAR	472	1435	http://semshifts.iling-ran.ru/show-meaning.html?id=1435	spear	5
	Bulakh-2013-870-473	1115	SPEECH	473	1437	http://semshifts.iling-ran.ru/show-meaning.html?id=1437	speech	3
	Bulakh-2013-870-474	544	SPICY	474	1441	http://semshifts.iling-ran.ru/show-meaning.html?id=1441	spicy	7
	Bulakh-2013-870-475	182	SPOKE	475	1447	http://semshifts.iling-ran.ru/show-meaning.html?id=1447	spoke	3
	Bulakh-2013-870-476	1378	SPOON	476	1450	http://semshifts.iling-ran.ru/show-meaning.html?id=1450	spoon	4
	Bulakh-2013-870-477	519	SPOT	477	1453	http://semshifts.iling-ran.ru/show-meaning.html?id=1453	spot, stain	9
	Bulakh-2013-870-478	1537	SPRINGTIME	478	1455	http://semshifts.iling-ran.ru/show-meaning.html?id=1455	spring (season)	4
	Bulakh-2013-870-479	849	SPRING OF WATER	479	1456	http://semshifts.iling-ran.ru/show-meaning.html?id=1456	spring, fountain	4
	Bulakh-2013-870-48	887	BITTER	48	201	http://semshifts.iling-ran.ru/show-meaning.html?id=201	bitter	14
	Bulakh-2013-870-480	545	SPRUCE	480	1457	http://semshifts.iling-ran.ru/show-meaning.html?id=1457	spruce (Picea)	4
	Bulakh-2013-870-481	87	SQUINT-EYED	481	1460	http://semshifts.iling-ran.ru/show-meaning.html?id=1460	squint-eyed	3
	Bulakh-2013-870-482	1430	STAR	482	1466	http://semshifts.iling-ran.ru/show-meaning.html?id=1466	star	6
	Bulakh-2013-870-483	1158	STEP	483	1471	http://semshifts.iling-ran.ru/show-meaning.html?id=1471	step (of a staircase, step-ladder)	3
	Bulakh-2013-870-484	1295	STICK	484	1475	http://semshifts.iling-ran.ru/show-meaning.html?id=1475	stick (n.)	4
	Bulakh-2013-870-485	1762	STONE OF FRUIT	485	1480	http://semshifts.iling-ran.ru/show-meaning.html?id=1480	stone (of a fruit)	5
	Bulakh-2013-870-486	2125	ROCK	486	1481	http://semshifts.iling-ran.ru/show-meaning.html?id=1481	stone, rock	13
	Bulakh-2013-870-487	858	STORM	487	1486	http://semshifts.iling-ran.ru/show-meaning.html?id=1486	storm	3
	Bulakh-2013-870-488	859	STOVE	488	1488	http://semshifts.iling-ran.ru/show-meaning.html?id=1488	stove	3
	Bulakh-2013-870-489	1404	STRAIGHT	489	1489	http://semshifts.iling-ran.ru/show-meaning.html?id=1489	straight	11
	Bulakh-2013-870-49	163	BLACK	49	204	http://semshifts.iling-ran.ru/show-meaning.html?id=204	black	19
	Bulakh-2013-870-490	1661	STRAIT	490	1490	http://semshifts.iling-ran.ru/show-meaning.html?id=1490	strait	3
	Bulakh-2013-870-491	600	STRANGE	491	1491	http://semshifts.iling-ran.ru/show-meaning.html?id=1491	strange	5
	Bulakh-2013-870-492	109	FOREIGN	492	1492	http://semshifts.iling-ran.ru/show-meaning.html?id=1492	strange, foreign	3
	Bulakh-2013-870-493	202	STRENGTH	493	1495	http://semshifts.iling-ran.ru/show-meaning.html?id=1495	strength	9
	Bulakh-2013-870-494	785	STRONG	494	1497	http://semshifts.iling-ran.ru/show-meaning.html?id=1497	strong	21
	Bulakh-2013-870-495	510	STRONG EFFECT	495	1498	http://semshifts.iling-ran.ru/show-meaning.html?id=1498	strong (of liquid or smell)	7
	Bulakh-2013-870-496	1518	STUPID	496	1505	http://semshifts.iling-ran.ru/show-meaning.html?id=1505	stupid	22
	Bulakh-2013-870-497	546	SUCKER	497	1510	http://semshifts.iling-ran.ru/show-meaning.html?id=1510	sucker (botany)	3
	Bulakh-2013-870-498	1342	SUMMER	498	1513	http://semshifts.iling-ran.ru/show-meaning.html?id=1513	summer	5
	Bulakh-2013-870-499	1343	SUN	499	1515	http://semshifts.iling-ran.ru/show-meaning.html?id=1515	sun	7
	Bulakh-2013-870-5	1861	ACTIVE	5	76	http://semshifts.iling-ran.ru/show-meaning.html?id=76	active	6
