ID	NUMBER	ID_IN_SOURCE	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Migliazza-1972-714-478	478	494	split	1437	SPLIT
Migliazza-1972-714-479	479	495	squeeze	1414	SQUEEZE
Migliazza-1972-714-480	480	496	stand on perch		
Migliazza-1972-714-481	481	497	stand up four feet		
Migliazza-1972-714-482	482	498	stand up two feet		
Migliazza-1972-714-483	483	499	star	1430	STAR
Migliazza-1972-714-484	484	500	star pleiades only		
Migliazza-1972-714-485	485	501	steal V.	713	STEAL
Migliazza-1972-714-486	486	502	step on	575	TREAD
Migliazza-1972-714-487	487	503	still Adv. yet	2919	STILL (CONTINUING)
Migliazza-1972-714-488	488	504	sting	3798	STINGER
Migliazza-1972-714-489	489	505	stingy	1774	STINGY
Migliazza-1972-714-490	490	506	stone rock	2125	STONE OR ROCK
Migliazza-1972-714-491	491	507	stop cease	1928	CEASE
Migliazza-1972-714-492	492	508	straight	1404	STRAIGHT
Migliazza-1972-714-493	493	509	strong	785	STRONG
Migliazza-1972-714-494	494	510	suck inhale		
Migliazza-1972-714-495	495	511	sun	1343	SUN
Migliazza-1972-714-496	496	512	swallow	897	SWALLOW
Migliazza-1972-714-497	497	513	sweep	230	SWEEP
Migliazza-1972-714-498	498	514	sweet	717	SWEET
Migliazza-1972-714-499	499	515	swell	1573	SWELL
Migliazza-1972-714-500	500	516	swim	1439	SWIM
Migliazza-1972-714-501	501	517	swing hammock		
Migliazza-1972-714-502	502	518	tail	1220	TAIL
Migliazza-1972-714-503	503	519	take pick up	371	PICK UP
Migliazza-1972-714-504	504	520	tall	711	TALL
Migliazza-1972-714-505	505	521	tapir	312	TAPIR
Migliazza-1972-714-506	506	522	tasteless	1771	TASTELESS
Migliazza-1972-714-507	507	523	teach show how	709	TEACH
Migliazza-1972-714-508	508	524	tear V. rip	1735	TEAR (SHRED)
Migliazza-1972-714-509	509	525	tell news		
Migliazza-1972-714-510	510	526	there	1937	THERE
Migliazza-1972-714-511	511	527	there near hearer		
Migliazza-1972-714-512	512	528	thick	1244	THICK
Migliazza-1972-714-513	513	529	thin	2308	THIN
Migliazza-1972-714-514	514	530	thin animate		
Migliazza-1972-714-515	515	531	thing it		
Migliazza-1972-714-516	516	532	think	2271	THINK
Migliazza-1972-714-517	517	533	thirsty	847	THIRSTY
Migliazza-1972-714-518	518	534	thorn	124	THORN
Migliazza-1972-714-519	519	535	throw	1456	THROW
Migliazza-1972-714-520	520	536	throw away	3696	THROW AWAY
Migliazza-1972-714-521	521	537	thunder	1150	THUNDER
Migliazza-1972-714-522	522	538	thus	3413	IN THIS WAY
Migliazza-1972-714-523	523	539	tickle	3647	TICKLE (SOMEBODY)
Migliazza-1972-714-524	524	540	tie V.	1917	TIE
Migliazza-1972-714-525	525	541	tight	3053	TIGHT
Migliazza-1972-714-526	526	542	tire V.	1996	GET TIRED
Migliazza-1972-714-527	527	543	tobacco	974	TOBACCO
Migliazza-1972-714-528	528	544	today	1283	TODAY
Migliazza-1972-714-529	529	545	tongue	1205	TONGUE
Migliazza-1972-714-530	530	546	tooth	1380	TOOTH
Migliazza-1972-714-531	531	547	toucan sp.	308	TOUCAN
Migliazza-1972-714-532	532	548	touch V.	1892	TOUCH
Migliazza-1972-714-533	533	549	trave		
Migliazza-1972-714-534	534	550	treat V. cure	499	CURE
Migliazza-1972-714-535	535	551	tree stick wood	2141	TREE OR WOOD
Migliazza-1972-714-536	536	552	true	1657	TRUE
Migliazza-1972-714-537	537	553	true word real		
Migliazza-1972-714-538	538	554	turn	1588	TURN
Migliazza-1972-714-539	539	555	turn around	1444	TURN AROUND
Migliazza-1972-714-540	540	556	turn back		
Migliazza-1972-714-541	541	557	turn over	3537	TURN OVER
Migliazza-1972-714-542	542	558	twisted		
Migliazza-1972-714-543	543	559	two	1498	TWO
Migliazza-1972-714-544	544	560	umbilicus	1838	NAVEL
Migliazza-1972-714-545	545	561	under below	1485	BELOW OR UNDER
Migliazza-1972-714-546	546	562	understand	1536	UNDERSTAND
Migliazza-1972-714-547	547	563	untie	352	UNTIE
Migliazza-1972-714-548	548	564	unwilling		
Migliazza-1972-714-549	549	565	upright	1442	STAND
Migliazza-1972-714-550	550	566	upstream		
Migliazza-1972-714-551	551	567	urine	1142	URINE
Migliazza-1972-714-552	552	568,569,570	very	1311	VERY
Migliazza-1972-714-553	553	571	village	930	VILLAGE
Migliazza-1972-714-554	554	572	vine sp.	343	VINE
Migliazza-1972-714-555	555	573	visit	1377	VISIT
Migliazza-1972-714-556	556	574	vomit	1278	VOMIT
Migliazza-1972-714-557	557	575	wait (later)	1590	WAIT (FOR)
Migliazza-1972-714-558	558	576	wake up	1602	WAKE UP
Migliazza-1972-714-559	559	577	walk	1443	WALK
Migliazza-1972-714-560	560	578	want desire	2117	DESIRE
Migliazza-1972-714-561	561	579	want sex		
Migliazza-1972-714-562	562	580	warm	1232	WARM
Migliazza-1972-714-563	563	581	wash	1453	WASH
Migliazza-1972-714-564	564	582	water	948	WATER
Migliazza-1972-714-565	565	583	weak	1601	WEAK
Migliazza-1972-714-566	566	584	wet	1726	WET
Migliazza-1972-714-567	567	585	what	1236	WHAT
Migliazza-1972-714-568	568	586	when	1238	WHEN
Migliazza-1972-714-569	569	587	where	1237	WHERE
Migliazza-1972-714-570	570	588	which	727	WHICH
Migliazza-1972-714-571	571	589	white	1335	WHITE
Migliazza-1972-714-572	572	590	who	1235	WHO
Migliazza-1972-714-573	573	591	why	1270	WHY
Migliazza-1972-714-574	574	592	wide	1243	WIDE
Migliazza-1972-714-575	575	593	wind	960	WIND
Migliazza-1972-714-576	576	594	wing	1257	WING
Migliazza-1972-714-577	577	595	wipe	1454	WIPE
Migliazza-1972-714-578	578	596	with	1340	WITH
Migliazza-1972-714-579	579	597	woman female	962	WOMAN
Migliazza-1972-714-580	580	598	work	984	WORK (LABOUR)
Migliazza-1972-714-581	581	599	worm sp.	1219	WORM
Migliazza-1972-714-582	582	600	yellow	1424	YELLOW
Migliazza-1972-714-583	583	601	yawn	1028	YAWN
Migliazza-1972-714-584	584	602,603	yes	1268	YES
Migliazza-1972-714-585	585	604	young	1207	YOUNG
Migliazza-1972-714-586	586	605	young man teen	76	YOUNG MAN
Migliazza-1972-714-587	587	606	young woman	77	YOUNG WOMAN
Migliazza-1972-714-588	588	607	Fa bro	1985	PATERNAL UNCLE (FATHER'S BROTHER)
Migliazza-1972-714-589	589	608	Mo MoSi		
Migliazza-1972-714-590	590	609	Son	1620	SON
Migliazza-1972-714-591	591	610	Da.	1357	DAUGHTER
Migliazza-1972-714-592	592	611	Bro. Older	1759	OLDER BROTHER
Migliazza-1972-714-593	593	612	Si Older	1758	OLDER SISTER
Migliazza-1972-714-594	594	613	Sibling Younger (same sex)	3038	SAME-SEX YOUNGER SIBLING
Migliazza-1972-714-595	595	614	Sibling Younger (opposite sex)	3040	DIFFERENT-SEX YOUNGER SIBLING
Migliazza-1972-714-596	596	615	Da Son Si Son		
Migliazza-1972-714-597	597	616	Si Da Da Da		
Migliazza-1972-714-598	598	617	Mo Bro Mo Fa Wi Fa		
Migliazza-1972-714-599	599	618	Fa Si Fa Mo Wi Mo		
Migliazza-1972-714-600	600	619	Hu	1200	HUSBAND
Migliazza-1972-714-601	601	620	Wi	1199	WIFE
Migliazza-1972-714-602	602	621	Si Hu Wi Bro		
Migliazza-1972-714-603	603	622,639	I	1209	I
Migliazza-1972-714-604	604	623	you (singular)	1215	THOU
Migliazza-1972-714-605	605	624	he, she	2642	HE OR SHE
Migliazza-1972-714-606	606	625	it (inanimate)		
Migliazza-1972-714-607	607	626,654	we (dual exclusive)	2636	WE TWO (EXCLUSIVE)
Migliazza-1972-714-608	608	627,655	we (dual inclusive)	2637	WE TWO (INCLUSIVE)
Migliazza-1972-714-609	609	628,656	we (plural exclusive)	1130	WE (EXCLUSIVE)
Migliazza-1972-714-610	610	629,657	we (plural inclusive)	1131	WE (INCLUSIVE)
Migliazza-1972-714-611	611	630,660	you (dual)	2111	YOU TWO
Migliazza-1972-714-612	612	631,662	you (plural)	1213	YOU
Migliazza-1972-714-613	613	632,633,634,664	they dual	2635	THEY TWO
Migliazza-1972-714-614	614	635	they (plural nondistinctive)	817	THEY
Migliazza-1972-714-615	615	636	they (plural animate)		
Migliazza-1972-714-616	616	637,666	they (plural inanimate)		
Migliazza-1972-714-617	617	638	plural of Noun (inanimate)		
Migliazza-1972-714-618	618	640	me	2301	ME
Migliazza-1972-714-619	619	641	you	1213	YOU
Migliazza-1972-714-620	620	642	you (object)		
Migliazza-1972-714-621	621	643	I – you [+Agent][-Agent]		
Migliazza-1972-714-622	622	644	he, she, it (subj. intr. Obj. of tr.)		
Migliazza-1972-714-623	623	645	he, she, it for nouns	262	HE OR SHE OR IT
Migliazza-1972-714-624	624	646	he [+Agent]		
Migliazza-1972-714-625	625	647	it [inanimate]		
Migliazza-1972-714-626	626	648	it (root)		
Migliazza-1972-714-627	627	649	it (plant)		
Migliazza-1972-714-628	628	650	it (fruit)		
Migliazza-1972-714-629	629	651	it (seed)		
Migliazza-1972-714-630	630	652	it (skin)		
Migliazza-1972-714-631	631	653	it (liquid)		
Migliazza-1972-714-632	632	658	us dual		
Migliazza-1972-714-633	633	659	us plural	2310	US (OBLIQUE CASE OF WE)
Migliazza-1972-714-634	634	661	you dual obj.		
Migliazza-1972-714-635	635	663	you plural obj.		
Migliazza-1972-714-636	636	665	they dual [+Agent] (V. suf.)		
Migliazza-1972-714-637	637	667	they plural	817	THEY
Migliazza-1972-714-638	638	668	they plural [+Agent] (V. suf.)		
Migliazza-1972-714-639	639	669	this	1214	THIS
Migliazza-1972-714-640	640	670	these animate		
Migliazza-1972-714-641	641	671	these inanimate		
Migliazza-1972-714-642	642	672	that (near hearer)		
Migliazza-1972-714-643	643	673	that	78	THAT
Migliazza-1972-714-644	644	674	those	3985	THOSE (PLURAL OF THAT)
Migliazza-1972-714-645	645	675	that one mentioned		
Migliazza-1972-714-646	646	676	another (same kind)		
Migliazza-1972-714-647	647	677	another (different kind)		
Migliazza-1972-714-648	648	678,679	relative pronoun		
Migliazza-1972-714-649	649	680	the one		
Migliazza-1972-714-650	650	681,682	the one (nominalizer of verbs)		
Migliazza-1972-714-651	651	683	verb nominalizer principial -ing		
Migliazza-1972-714-652	652	684	inalienable pronoun		
Migliazza-1972-714-653	653	685	my-mine	2090	MY
Migliazza-1972-714-654	654	686	my (kinship term)		
Migliazza-1972-714-655	655	687	your-yours		
Migliazza-1972-714-656	656	688	your (kinship term)		
Migliazza-1972-714-657	657	689	his	2473	HIS (GENITIVE OF HE)
Migliazza-1972-714-658	658	690	his (kinship term)		
Migliazza-1972-714-659	659	691	our pers. Pro. Your + suffix their		
Migliazza-1972-714-660	660	692	ours pers. Pro yours + post- theirs position		
Migliazza-1972-714-661	661	693	Agent Instrument		
Migliazza-1972-714-662	662	694	Dative (to, at, for)		
Migliazza-1972-714-663	663	695	Dative		
Migliazza-1972-714-664	664	696	Locative (at)		
Migliazza-1972-714-665	665	697	Ablative (to, from) (animate)		
Migliazza-1972-714-666	666	698	Ablative (inanimate)		
Migliazza-1972-714-667	667	699	Genetive (of)		
Migliazza-1972-714-668	668	700,701	Temporal		
Migliazza-1972-714-669	669	702	unspecified		
Migliazza-1972-714-670	670	703	immediate past		
Migliazza-1972-714-671	671	704	recent past		
Migliazza-1972-714-672	672	705	remote past		
Migliazza-1972-714-673	673	706	incomplete		
Migliazza-1972-714-674	674	707,729	completive		
Migliazza-1972-714-675	675	708	incompl. For adjs.		
Migliazza-1972-714-676	676	709	here (present)		
Migliazza-1972-714-677	677	710	nearby (pres.)		
Migliazza-1972-714-678	678	711	far (pres.)		
Migliazza-1972-714-679	679	712	and then		
Migliazza-1972-714-680	680	713	if (contrary to fact)		
Migliazza-1972-714-681	681	714	if	1459	IF
Migliazza-1972-714-682	682	715	while (at the same time)	726	WHILE
Migliazza-1972-714-683	683	716	when (after)		
Migliazza-1972-714-684	684	717,718	when	1238	WHEN
Migliazza-1972-714-685	685	719	although		
Migliazza-1972-714-686	686	720	just now		
Migliazza-1972-714-687	687	721	just now (with incho.)		
Migliazza-1972-714-688	688	722	today	1283	TODAY
Migliazza-1972-714-689	689	723	today (with incho)		
Migliazza-1972-714-690	690	724	remote		
Migliazza-1972-714-691	691	725	remote (with incho.)		
Migliazza-1972-714-692	692	726	negative (far above tenses)		
Migliazza-1972-714-693	693	727	desired future		
Migliazza-1972-714-694	694	728	negative future		
Migliazza-1972-714-695	695	730	completive negative		
Migliazza-1972-714-696	696	731	incompletive		
Migliazza-1972-714-697	697	732	negative incompletive		
Migliazza-1972-714-698	698	733,734	inchoative		
Migliazza-1972-714-699	699	735	future		
Migliazza-1972-714-700	700	736	my (future)		
Migliazza-1972-714-701	701	737	may not		
Migliazza-1972-714-702	702	738	command (aspect)		
Migliazza-1972-714-703	703	739	negative command		
Migliazza-1972-714-704	704	740	negative suggestion		
Migliazza-1972-714-705	705	741	nearby here		
Migliazza-1972-714-706	706	742	further		
Migliazza-1972-714-707	707	743	far across otherside		
Migliazza-1972-714-708	708	744	up there (hillside)		
Migliazza-1972-714-709	709	745	up there		
Migliazza-1972-714-710	710	746	far up		
Migliazza-1972-714-711	711	747	short way down stream		
Migliazza-1972-714-712	712	748	down		
Migliazza-1972-714-713	713	749	far down in		
Migliazza-1972-714-714	714	750	far (not present tense)		
