CONCEPTICON_ID	EAT_WORD	DEGREE	WEIGHTED_DEGREE
1261	SING	118	310.00
1262	BROTHER	137	361.00
1263	SISTER	102	285.00
1264	CHANGE	162	440.00
1265	HIGH	316	910.00
1266	BRIDE	51	128.00
1267	NARROW	84	231.00
1268	YES	732	1387.00
1269	NO	803	1404.00
1270	WHY	274	631.00
1271	DELIGHT	87	163.00
1272	AUNT	86	295.00
1273	CANDLE	56	228.00
1274	SALT	120	491.00
1275	ANSWER	136	481.00
1276	AUTUMN	41	150.00
1277	HAND	309	885.00
1278	VOMIT	29	48.00
1279	FAT	334	955.00
1280	FALL	259	772.00
1281	PRISON	168	650.00
1282	FAT	334	955.00
1283	TODAY	76	268.00
1284	BANK	175	531.00
1285	IMPORTANT	125	212.00
1286	HOT	296	875.00
1287	COLD	380	1341.00
1288	CAP	109	255.00
1289	BABY	291	1157.00
1290	ELEPHANT	106	216.00
1291	BACK	268	626.00
1292	BAD	633	1352.00
1293	MISTAKE	89	267.00
1294	ZERO	55	170.00
1295	STICK	225	667.00
1297	LEG	204	826.00
1298	NEWSPAPER	123	330.00
1299	COFFEE	136	446.00
1300	COUNTRY	331	754.00
1301	FOOT	220	728.00
1302	FORK	64	250.00
1303	FINGER	115	364.00
1304	CHILD	329	1002.00
1305	CHIMNEY	53	254.00
1306	QUEEN	148	615.00
1307	LANGUAGE	90	225.00
1308	DOUBT	116	180.00
1309	ASK	100	362.00
1310	CLEVER	176	402.00
1311	VERY	122	214.00
1312	FOX	109	304.00
1313	MOON	158	478.00
1314	QUIET	232	811.00
1315	RADIO	134	414.00
1316	TENT	80	276.00
1317	RAISE	64	161.00
1318	CHICKEN	128	335.00
1319	COWARD	80	149.00
1320	APPLE	180	750.00
1321	BOTTLE	166	415.00
1322	BREAKFAST	86	248.00
1323	CLOCK	109	333.00
1324	SLIP	117	232.00
1325	FRIEND	352	1242.00
1326	DOWN	418	1369.00
1327	UNCLE	103	298.00
1328	SCISSORS	73	218.00
1329	TOMORROW	74	290.00
1330	DEFEND	62	141.00
1331	SHEEP	171	979.00
1332	NEIGHBOUR	69	188.00
1333	NECK	129	463.00
1334	GUTS	87	199.00
1335	WHITE	476	1222.00
1336	EAT	250	734.00
1337	PIG	197	533.00
1338	PEACE	238	673.00
1339	MORNING	113	382.00
1340	WITH	201	497.00
1342	SUMMER	165	406.00
1343	SUN	289	1020.00
1344	RAM	46	135.00
1345	EWE	23	124.00
1346	THROAT	84	281.00
1347	NAPE	16	100.00
1348	BOAR	10	16.00
1349	CHURCH	372	1977.00
1350	MONKEY	102	314.00
1351	SOW	54	183.00
1352	KNIFE	167	842.00
1353	HOUR	58	208.00
1354	NEXT	98	205.00
1355	LAUGH	191	698.00
1356	NUMBER	207	498.00
1357	DAUGHTER	37	168.00
1358	ENEMY	108	308.00
1359	SEPARATE	70	159.00
1360	DUCK	124	316.00
1361	TOOL	116	300.00
1362	STREET	175	423.00
1363	VOICE	124	263.00
1364	HEALTHY	96	175.00
1365	KITCHEN	114	272.00
1366	BOY	340	846.00
1367	CROSS	208	401.00
1368	BREAD	213	1200.00
1369	GOLD	247	919.00
1370	MONTH	64	209.00
1371	KNEE	86	280.00
1372	MEDICINE	165	420.00
1373	TEA	226	789.00
1374	RING	210	631.00
1375	WINDOW	151	654.00
1376	NOW	479	1438.00
1377	VISIT	73	127.00
1378	SPOON	85	190.00
1379	TELEPHONE	72	212.00
1380	TOOTH	103	385.00
1381	SHOE	162	658.00
1382	NEEDLE	114	543.00
1383	GRANDFATHER	23	27.00
1384	SECOND	77	231.00
1385	PEPPER	45	215.00
1386	LION	120	677.00
1387	ARRIVE	52	133.00
1388	SHADE	80	177.00
1389	TOE	80	226.00
1390	WRONG	298	720.00
1391	TOWN	214	766.00
1392	LOUSE	69	113.00
1393	HORN	107	337.00
1394	BONE	148	478.00
1395	ROUND	292	907.00
1396	SHARP	213	560.00
1397	DULL	202	441.00
1398	DRY	160	550.00
1399	CLAY	85	206.00
1400	THIN	161	545.00
1401	DRINK	380	1541.00
1402	BREAST	120	258.00
1403	BITE	104	314.00
1404	STRAIGHT	133	349.00
1405	NAME	181	407.00
1406	FAR	104	375.00
1407	BREATHE	55	145.00
1408	HEAR	81	238.00
1409	SEE	209	746.00
1410	KNOW	139	364.00
1411	LIE	164	674.00
1412	RUDE	88	152.00
1413	PLAY	315	891.00
1414	SQUEEZE	87	174.00
1415	THINK	309	947.00
1416	SIT	96	283.00
1417	KILL	192	493.00
1418	DIG	94	286.00
1419	FEAR	379	1027.00
1420	COUNT	76	167.00
1421	SUCK	90	162.00
1423	FIGHT	278	806.00
1424	YELLOW	249	744.00
1425	GREEN	427	1461.00
1426	EXPENSIVE	105	220.00
1427	BEAUTIFUL	198	350.00
1428	BURNING	77	152.00
1429	FULL	231	629.00
1430	STAR	199	585.00
1431	FREEZE	48	121.00
1432	CUT	286	1040.00
1433	HIT	205	643.00
1434	STAB	46	141.00
1435	HUNT	92	222.00
1436	SCRATCH	88	258.00
1437	SPLIT	90	183.00
1438	FOOL	355	730.00
1439	SWIM	116	326.00
1440	SPIT	88	178.00
1441	FLY	216	651.00
1442	STAND	131	324.00
1443	WALK	222	778.00
1444	TURN AROUND	2	2.00
1445	TURN	115	296.00
1446	COME	145	355.00
1447	GIVE	194	678.00
1448	HOLD	195	501.00
1449	RUB	91	172.00
1450	ROOM	307	781.00
1451	SMILE	150	352.00
1452	PUSH	111	349.00
1453	WASH	123	354.00
1454	WIPE	45	118.00
1455	PULL	121	343.00
1456	THROW	93	260.00
1457	SEW	71	233.00
1458	SAY	124	257.00
1459	IF	88	226.00
1460	IN	405	938.00
1461	AT	141	261.00
1462	POT	197	458.00
1463	DRUNK	197	734.00
1464	LADDER	79	314.00
1465	BOX	306	792.00
1466	EXACT	82	190.00
1467	CIRCLE	126	447.00
1468	LOOK FOR	37	108.00
1469	WEEK	59	187.00
1470	FOLD	64	154.00
1471	WINTER	84	226.00
1472	KEY	84	311.00
1473	FIST	72	158.00
1474	SEA	472	2324.00
1475	COMB	22	125.00
1476	CHAIR	198	730.00
1477	KEEP	140	326.00
1478	WITHOUT	98	284.00
1479	DOLPHIN	36	116.00
1480	BODY	308	681.00
1481	HAMMER	101	466.00
1482	SHOULDER	71	197.00
1483	NINE	67	264.00
1484	OIL	199	560.00
1486	PLANT	201	573.00
1487	POUR	53	114.00
1489	CLOUD	103	213.00
1490	RAT	124	278.00
1491	MOUSE	117	384.00
1492	DUMB	70	205.00
1493	ONE	230	762.00
1494	DIE	156	346.00
1495	HAPPY	375	1261.00
1496	GRANDMOTHER	19	23.00
1497	POSTCARD	35	105.00
1498	TWO	204	621.00
1499	JUICE	94	318.00
1500	FOUR	118	364.00
1501	BORE	222	340.00
1502	GOAT	76	288.00
1503	SALIVA	42	120.00
1504	FLY	216	651.00
1505	SPERM	15	37.00
1506	MEASURE	111	228.00
1507	FRUIT	237	1002.00
1508	KING	193	913.00
1509	MOSQUITO	35	112.00
1510	CHIN	57	148.00
1511	ROOSTER	3	5.00
1512	RISE	87	212.00
1513	THINK	309	947.00
1514	HEN	73	251.00
1515	TEN	123	379.00
1517	WASP	40	156.00
1518	STUPID	318	786.00
1519	RUN	288	864.00
1520	CRUSH	72	127.00
1521	SEEM	57	117.00
1522	SOCK	61	179.00
1523	FORGET	101	338.00
1524	WINE	189	597.00
1525	COAST	61	136.00
1526	MEAL	138	308.00
1527	TICK	59	175.00
1528	FORGIVE	46	131.00
1529	LAST	133	366.00
1530	BOWL	111	204.00
1531	BRANCH	45	187.00
1532	SHEAR	43	109.00
1534	FEVER	69	241.00
1535	SWORD	113	290.00
1536	UNDERSTAND	88	236.00
1538	SCORPION	2	2.00
1539	BASKET	94	205.00
1540	EYELASH	5	14.00
1541	CULTIVATE	2	3.00
1543	SNAIL	56	171.00
1544	SOMETIMES	97	232.00
1545	HOST	54	109.00
1546	TWICE	54	157.00
1547	SOUP	148	441.00
1548	UGLY	173	383.00
1549	TRIBE	61	130.00
1550	PREVENT	50	121.00
1551	FEMALE	185	377.00
1552	GLOOMY	62	129.00
1553	MALE	156	381.00
1554	MAN	1074	2533.00
1555	CHAMELEON	2	2.00
1556	YOLK	21	112.00
1557	BEGINNING	58	217.00
1558	SIMILAR	47	190.00
1559	MONEY	799	4484.00
1560	FACE	321	858.00
1561	ARMY	246	1051.00
1562	MIND	316	660.00
1563	PYTHON	3	4.00
1564	LAZY	194	515.00
1565	HEAVEN	115	371.00
1566	GUN	241	1206.00
1567	DOOR	228	1116.00
1568	ARRANGE	53	122.00
1569	CHEESE	187	716.00
1570	EQUAL	90	164.00
1571	SELL	84	250.00
1572	SURPRISED	7	10.00
1573	SWELL	61	105.00
1574	FLOAT	71	147.00
1575	COCKROACH	5	5.00
1577	AND	98	268.00
1578	IGUANA	2	2.00
1579	BE	104	227.00
1580	ONLY	87	186.00
1581	ALLIGATOR	2	24.00
1582	TIN	159	435.00
1583	BRAIN	182	609.00
1584	BLISTER	45	108.00
1585	SLEEP	256	1387.00
1586	SMELL	303	942.00
1587	SMELL	303	942.00
1588	TURN	115	296.00
1590	WAIT	110	274.00
1591	UP	580	1991.00
1592	CHEST	104	223.00
1593	DEEP	160	445.00
1594	FLOUR	92	201.00
1595	SOUTH	65	224.00
1596	LOCK	79	237.00
1597	AIRPLANE	3	7.00
1598	NORTH	75	267.00
1599	WORD	253	538.00
1600	SKIRT	107	351.00
1601	WEAK	146	382.00
1602	WAKE UP	2	2.00
1603	MOSQUE	5	6.00
1604	TEMPLES	2	2.00
1605	SKULL	51	152.00
1606	INSIDE	72	267.00
1607	HATE	293	799.00
1608	LISTEN	73	188.00
1609	IDEA	173	493.00
1610	PROSTITUTE	27	101.00
1611	INVITE	2	2.00
1612	LETTER	204	763.00
1613	COLOR	41	102.00
1614	SUMMIT	22	117.00
1615	ESCAPE	108	180.00
1616	CLOTH	219	641.00
1620	SON	80	269.00
1621	SNEEZE	54	197.00
1622	SHIRT	148	362.00
1623	SPEAK	135	313.00
1624	EMPTY	210	610.00
1625	DEAD	403	1120.00
1626	EXPLAIN	72	116.00
1627	CHAIN	146	429.00
1628	SQUIRREL	48	117.00
1629	EVENING	91	240.00
1631	FAST	267	867.00
1632	FLOOR	154	421.00
1633	FLAT	241	623.00
1634	HUNDRED	62	183.00
1635	OBEY	71	170.00
1636	MOTIONLESS	6	9.00
1637	AUTHORITY	145	205.00
1638	TRUTH	196	504.00
1639	BEER	288	1559.00
1641	SILK	107	237.00
1642	NIECE	3	4.00
1643	COUSIN	59	125.00
1644	RELATIVES	60	123.00
1645	SHORT	134	448.00
1646	GIRL	593	1606.00
1647	FOAL	45	126.00
1648	ANVIL	31	113.00
1650	WATCH	140	329.00
1651	TEAR	119	319.00
1652	INSTEAD	46	114.00
1653	BLIND	110	233.00
1654	LIGHTNING	48	184.00
1655	BLINK	11	23.00
1656	NEVER	436	928.00
1657	TRUE	165	418.00
1658	PUPIL	36	168.00
1659	DOLL	90	203.00
1660	LOSE	124	313.00
1661	STRAIT	5	6.00
1662	CAPE	59	122.00
1663	BED	466	1778.00
1664	RAFT	13	26.00
1665	BEAT	158	402.00
1666	MUTE	6	14.00
1667	HOLE	291	928.00
1668	GRIEF	80	187.00
1670	RAPIDS	3	8.00
1671	TOWER	130	298.00
1672	WRITE	141	399.00
1673	ARM	150	451.00
1674	POOR	237	608.00
1675	PROMISE	78	167.00
1676	ALWAYS	210	439.00
1677	WORKSHOP	7	9.00
1678	HUT	84	178.00
1679	LOAD	101	236.00
1680	HELMET	76	175.00
1681	WAIST	70	141.00
1682	GUILTY	32	123.00
1683	BUSH	108	345.00
1684	BUD	56	150.00
1685	AFTER	123	358.00
1686	BEHIND	118	348.00
1687	PRAISE	74	146.00
1688	FATE	75	198.00
1689	SMOKE	202	682.00
1690	FENCE	124	256.00
1691	FLEXIBLE	45	101.00
1692	FRIDAY	16	20.00
1693	THURSDAY	12	17.00
1694	WEDNESDAY	11	19.00
1695	TUESDAY	11	11.00
1696	SURRENDER	7	12.00
1697	MONDAY	20	42.00
1698	CURVED	16	25.00
1699	SUNDAY	89	174.00
1700	SATURDAY	25	30.00
1702	HOLY	108	228.00
1703	SIX	78	245.00
1704	SEVEN	79	243.00
1705	EIGHT	71	221.00
1706	ELEVEN	49	158.00
1707	TWELVE	44	193.00
1708	THIRTEEN	9	27.00
1709	FIFTEEN	51	109.00
1710	TWENTY	68	174.00
1711	TELL	116	421.00
1712	OATH	42	133.00
1713	EIGHTEEN	42	101.00
1714	NINETEEN	5	37.00
1715	THIRTY	42	117.00
1716	FORTY	53	152.00
1717	FIFTY	9	30.00
1718	SIXTY	3	3.00
1719	BURY	10	14.00
1720	SIGN	132	308.00
1721	SEVENTY	38	106.00
1722	EIGHTY	6	12.00
1724	NINETY	28	102.00
1725	CORRECT	105	272.00
1726	WET	283	938.00
1727	THRESHOLD	47	98.00
1728	ROTTEN	108	199.00
1730	CHEEK	85	155.00
1732	SKY	202	544.00
1733	RAINBOW	51	133.00
1735	TEAR	119	319.00
1739	DECORATE	46	103.00
1740	PINE	53	136.00
1741	ABOVE	96	331.00
1743	JOIN	101	302.00
1744	SPLEEN	7	7.00
1745	HIP	69	130.00
1746	BLADDER	63	116.00
1747	CUSTOM	14	30.00
1748	RIDGE	56	110.00
1749	TAKE	188	432.00
1750	CHOOSE	72	216.00
1752	LEAVE	142	441.00
1753	TOP	211	704.00
1754	BRACELET	45	136.00
1755	UNDRESS	48	126.00
1756	WIDOW	55	123.00
1757	TIRED	246	916.00
1762	STONE	278	898.00
1763	CLUB	174	366.00
1764	OBSCURE	79	122.00
1765	IN VAIN	4	4.00
1766	FINISH	160	488.00
1767	SCRAPE	84	128.00
1768	FOAM	80	194.00
1769	AXLE	10	13.00
1771	TASTELESS	5	12.00
1772	ELK	2	2.00
1773	GRAVE	101	257.00
1774	STINGY	38	108.00
1775	TABLE	224	535.00
1776	SHAME	139	249.00
1778	APPROACH	82	129.00
1779	DARE	56	117.00
1780	BILE	56	104.00
1781	THUMB	62	179.00
1782	GUEST	17	44.00
1783	PAIN	468	1551.00
1784	WANT	131	398.00
1787	LOOM	52	128.00
1788	TELEVISION	171	414.00
1789	AGE	182	498.00
1791	BUTTERFLY	70	360.00
1792	PERJURY	40	100.00
1793	BAT	75	190.00
1794	FURROW	6	14.00
1796	SLAUGHTER	43	104.00
1797	HEDGEHOG	5	12.00
1798	GUNPOWDER	40	113.00
1799	HYENA	2	2.00
1800	DANDELION	36	111.00
1801	CHILD	329	1002.00
1802	SCREW	90	219.00
1803	WOOD	371	1383.00
1804	BOMB	116	434.00
1805	INJECTION	67	145.00
1806	BEGIN	79	196.00
1807	AFTERNOON	40	134.00
1808	PUS	10	19.00
1809	PIMPLE	41	119.00
1810	DANGER	179	365.00
1812	TRY	152	410.00
1813	TASTY	60	142.00
1814	ACCUSE	6	11.00
1815	ACHE	80	288.00
1816	BESIDE	60	138.00
1817	WEST	76	252.00
1819	LOOK	205	544.00
1820	BEAR	151	318.00
1821	BRUSH	112	320.00
1822	ADORNMENT	2	2.00
1823	BORROW	41	200.00
1825	COPPER	99	211.00
1826	ANGRY	133	352.00
1828	ASK	100	362.00
1829	JUMP	156	461.00
1830	CRANE	73	161.00
1831	MEET	128	297.00
1833	DINNER	136	309.00
1834	SHE	61	224.00
1835	MARROW	46	129.00
1836	VAGINA	56	112.00
1837	VULVA	3	3.00
1838	NAVEL	55	110.00
1839	CRY	177	762.00
1840	BUILD	83	264.00
1841	SUSPECT	11	14.00
1842	OBSTINATE	60	120.00
1843	THOUSAND	42	147.00
1844	BOAT	303	1179.00
1845	BALL	254	897.00
1846	RULE	142	395.00
1847	SICK	295	783.00
1848	QUARREL	64	135.00
1849	ROW	120	301.00
1850	COTTON	99	292.00
1851	POCKET	60	174.00
1852	OFTEN	183	533.00
1853	DOVE	51	201.00
1854	SPARROW	42	114.00
1855	BIRCH	9	11.00
1856	SOFT	316	778.00
1857	CROCODILE	45	107.00
1858	FISHERMAN	8	8.00
1859	THIRD	50	143.00
1860	BEAD	5	6.00
1861	ACTIVE	83	189.00
1862	DONKEY	84	246.00
1863	AMAZING	10	19.00
1864	HUNGER	94	377.00
1865	BUZZARD	3	3.00
1866	STUTTER	13	27.00
1867	COIN	97	226.00
1868	VISIBLE	46	122.00
1869	BUY	119	367.00
1870	ANCHOR	40	111.00
1871	CAMEL	37	106.00
1873	ANTHILL	44	93.00
1874	SAUSAGE	75	155.00
1875	REGRET	65	150.00
1876	REINDEER	4	4.00
1877	EAST	47	189.00
1878	COCK	29	64.00
1879	DANCE	206	517.00
1880	PASSIONATE	4	4.00
1881	ENOUGH	109	411.00
1882	BEFORE	109	404.00
1883	IN FRONT OF	4	4.00
1884	HARD	485	1312.00
1886	ARMPIT	5	10.00
1887	CHEAP	122	260.00
1888	PAIR	81	161.00
1889	ARSON	32	104.00
1890	BELIEVE	82	162.00
1892	TOUCH	104	252.00
1893	QUAIL	4	5.00
1894	ASHAMED	4	4.00
1895	CLOTHES	343	1032.00
1897	HELP	471	1058.00
1898	SPECTACLES	53	155.00
1899	MAD	260	821.00
1901	SHOVEL	51	163.00
1902	BETRAY	3	3.00
1903	SWELLING	10	18.00
1904	DROWN	75	155.00
1905	EAGLE	79	258.00
1906	SOUR	80	297.00
1907	MOLE	61	175.00
1908	ATTENTIVE	7	9.00
1909	SHAKE	92	262.00
1911	DRAW	104	236.00
1912	RESPECT	87	138.00
1913	PRESS	102	186.00
1914	DEBT	63	253.00
1915	FIR	28	118.00
1916	GILL	41	104.00
1917	TIE	151	523.00
1918	MANE	31	118.00
1919	TORCH	42	135.00
1920	DREAM	163	433.00
1921	PLOUGH	54	127.00
1922	LAND	221	515.00
1923	ROUGH	173	496.00
1924	VEIN	15	96.00
1925	ARTERY	11	12.00
1926	OINTMENT	76	144.00
1927	BAMBOO	3	7.00
1928	CEASE	8	16.00
1929	STUDY	178	359.00
1930	RAVINE	3	4.00
1932	GUESS	75	156.00
1933	LOOSEN	3	7.00
1934	BEGGAR	71	148.00
1935	ANUS	60	109.00
1936	DEER	75	225.00
1937	THERE	150	500.00
1938	FORTRESS	47	107.00
1939	SWEAR	45	139.00
1940	GUARD	117	245.00
1941	SOLDIER	165	537.00
1942	NEAR	127	465.00
1943	CROWN	88	270.00
1944	GOD	386	1426.00
1945	IDOL	62	118.00
1947	BASTARD	151	267.00
1948	SAW	114	392.00
1950	BEECH	8	8.00
1951	PASS	130	295.00
1952	TORTURE	64	166.00
1953	ABUSE	71	148.00
1954	GENTLE	100	210.00
1955	GRIEVE	4	6.00
1956	SUNFLOWER	2	3.00
1958	UNRIPE	2	2.00
1959	RAW	59	125.00
1961	NECKLACE	56	157.00
1962	ROAST	36	132.00
1963	IMMEDIATELY	46	170.00
1964	ALONE	170	416.00
1966	BUNCH	56	138.00
1967	CALENDAR	28	106.00
1970	CANOE	54	130.00
1971	FAN	71	133.00
1972	KID	89	211.00
1973	DEMON	8	9.00
1974	CENTIPEDE	5	9.00
1975	CHECK	92	147.00
1976	MERRY	66	143.00
1977	DEW	51	144.00
1978	RECOVER	9	10.00
1979	CHISEL	39	115.00
1980	WANTON	4	4.00
1981	WIDOWER	3	13.00
1982	WHIRLPOOL	3	3.00
1983	SNORE	46	125.00
1986	DISEASE	190	457.00
1987	CHOPSTICKS	2	3.00
1989	CALF	53	145.00
1990	BECOME	85	119.00
1991	INTESTINES	49	113.00
1992	MORE	197	510.00
1993	SELF	176	374.00
1995	DEFECT	9	14.00
1997	PRESERVE	31	101.00
1998	COMMAND	78	182.00
1999	OVERCOME	14	18.00
2000	CLOVE	2	3.00
2001	PAINTING	105	282.00
2002	DITCH	75	152.00
2003	FLOW	99	245.00
2004	BEND	126	282.00
2005	MASK	75	139.00
2006	FILL	69	165.00
2007	BOLT	25	46.00
2008	RESCUE	55	117.00
2009	DOG	446	2171.00
2010	INVESTIGATE	6	9.00
2011	COFFIN	69	193.00
2012	COLLAR	70	247.00
2013	BAIT	42	119.00
2014	GO DOWN	8	18.00
2016	JEALOUSY	13	25.00
2017	MIX	76	182.00
2018	GREEDY	22	35.00
2019	HAMMOCK	36	111.00
2021	GRASP	67	162.00
2022	ADMIT	70	132.00
2023	CROWD	154	358.00
2024	PLOT	81	193.00
2025	PEA	68	241.00
2029	TUG	30	119.00
2030	DRAG	146	230.00
2033	DELIVER	47	111.00
2034	FROST	59	208.00
2035	POND	74	199.00
2036	JANUARY	5	13.00
2037	FEBRUARY	2	3.00
2038	DRAGON	60	153.00
2041	HEMP	41	118.00
2042	WALNUT	6	11.00
2043	PEACH	69	137.00
2045	COLUMN	77	158.00
2046	APRON	26	49.00
2048	QUILT	42	103.00
2050	ALCOHOL	94	186.00
2052	BUCKET	98	263.00
2057	DUNG	59	153.00
2058	STOOL	56	168.00
2060	STORY	179	682.00
2061	BUDDHA	7	11.00
2062	INTEREST	122	184.00
2063	CLOSE	136	311.00
2064	SCATTER	8	8.00
2065	STEP	90	200.00
2067	STEAM	88	214.00
2069	SOAK	49	141.00
2070	COMB	22	125.00
2071	LAY	70	140.00
2072	USE	125	194.00
2073	ROB	58	146.00
2074	CROW	46	126.00
2075	BROOD	2	3.00
2076	SPROUT	39	110.00
2077	DILIGENT	49	95.00
2078	TEN THOUSAND	2	2.00
2080	BOWL	111	204.00
2081	CHICKEN	128	335.00
2082	KNIFE	167	842.00
2083	AXE	76	201.00
2084	ROPE	163	460.00
2085	STICK	225	667.00
2086	GRAIN	68	165.00
2087	DROP	137	364.00
2088	CLOTHING	87	161.00
2089	PAIR	81	161.00
2090	MY	115	230.00
2091	YOUR	72	183.00
2093	AFTERWARDS	49	113.00
2095	FAT	334	955.00
2099	CHILD	329	1002.00
2102	BURN	132	259.00
2110	WARM	225	523.00
2112	OLD	414	1461.00
2113	OLD	414	1461.00
2117	DESIRE	135	351.00
2124	SMELL	303	942.00
2130	HEADGEAR	37	99.00
2134	RAISE	64	161.00
2137	MAGICIAN	57	148.00
2142	RUN AWAY	2	2.00
2145	ROAST	36	132.00
2148	PICK	67	211.00
2149	CHOP	68	260.00
2150	MATTER	114	279.00
2151	COARSE	66	128.00
2154	PLOUGH	54	127.00
2155	CUT	286	1040.00
2156	CUT	286	1040.00
2158	EARTH	234	645.00
2159	GROUND	168	365.00
2163	MARRY	77	153.00
2164	MARRY	77	153.00
2165	SLOWLY	74	196.00
2166	PILLOW	63	167.00
2167	VEHICLE	48	140.00
2168	COW	202	817.00
2169	PIG	197	533.00
2181	LIGHT	405	1702.00
2189	DUGOUT	2	2.00
2190	TASTE	135	351.00
2191	LOW	133	325.00
2192	REJOICE	42	95.00
2194	FRONT	80	244.00
2195	FRESH	112	209.00
2201	LIGHT	405	1702.00
2203	RABID	3	3.00
2204	LEDGE	55	130.00
2205	PEAK	66	180.00
2206	RABIES	6	6.00
2212	ARRIVE	52	133.00
2214	AFFAIR	60	115.00
2217	YOKE	2	4.00
2218	EXPERIENCED	2	3.00
2222	CONJURE	2	2.00
2224	BEND	126	282.00
2227	SPAWN	34	111.00
2228	GLARING	3	3.00
2231	CORRECT	105	272.00
2233	LOVELY	212	335.00
2234	FALL	259	772.00
2235	CLEAN	213	649.00
2236	SHINE	118	362.00
2237	FIND OUT	59	119.00
2239	DENSE	38	120.00
2242	BEETLE	56	125.00
2243	REPAIR	50	143.00
2244	METAL	202	487.00
2245	BELCH	9	29.00
2246	BELL	168	510.00
2247	CATERPILLAR	62	137.00
2248	KNOW	139	364.00
2249	THIN	161	545.00
2250	LEAF	121	377.00
2252	PATH	120	285.00
2253	DRIP	54	155.00
2254	FATHER-IN-LAW	3	4.00
2255	FATHER-IN-LAW	3	4.00
2256	MOTHER-IN-LAW	66	101.00
2257	MOTHER-IN-LAW	66	101.00
2259	FLESH	90	205.00
2260	FEMALE	185	377.00
2261	MALE	156	381.00
2262	FEMALE	185	377.00
2263	MALE	156	381.00
2268	POTION	4	6.00
2270	SAGO	2	2.00
2271	THINK	309	947.00
2273	LEECH	7	14.00
2274	YOUR	72	183.00
2275	SHADOW	67	128.00
2276	IDENTICAL	23	109.00
2277	WHOLE	85	259.00
2278	PERHAPS	102	266.00
2283	SEMEN	64	107.00
2284	CLEARING	3	3.00
2285	ECLIPSE	2	8.00
2286	ESTUARY	32	108.00
2287	HORIZON	62	167.00
2289	MILKY WAY	32	104.00
2290	PUDDLE	13	14.00
2291	VOLCANO	41	137.00
2292	GLASSES	109	335.00
2294	WRINKLE	44	110.00
2295	SUNSET	21	95.00
2296	SUNRISE	30	109.00
2297	DUSK	8	17.00
2298	VIRGIN	105	212.00
2299	STRAW	89	207.00
2301	ME	1108	2615.00
2302	CIRCULAR	47	114.00
2303	SPHERICAL	27	101.00
2304	THEE	33	126.00
2305	THIN	161	545.00
2306	THIN	161	545.00
2307	THIN	161	545.00
2308	THIN	161	545.00
2309	LIVE	150	365.00
2310	US	123	444.00
2311	WOODS	89	177.00
2312	YOU	362	923.00
2313	BRONZE	46	119.00
2314	BROTHER-IN-LAW	2	6.00
2315	COOK	98	285.00
2316	FREE	237	551.00
2317	SISTER-IN-LAW	45	96.00
2318	CHESTNUT	35	107.00
2319	LID	62	211.00
2323	BACK	268	626.00
2328	MISS	117	287.00
2329	LACK	107	198.00
2334	MELT	61	120.00
2335	CUNNING	27	55.00
2339	NEED	137	356.00
2340	SUNNY	67	124.00
2341	CLOUDY	47	134.00
2342	LANDSCAPE	63	167.00
2343	STEEL	168	335.00
2344	PETROL	100	420.00
2348	CRAB	72	150.00
2349	SHRIMP	4	16.00
2351	SILKWORM	2	7.00
2352	DRAGONFLY	2	2.00
2354	CRICKET	141	412.00
2359	LOTUS	24	120.00
2362	BRAN	41	103.00
2363	CHAFF	49	109.00
2364	PEANUT	4	5.00
2365	RADISH	49	109.00
2366	ONION	83	213.00
2368	GARLIC	41	106.00
2373	SKIN	267	668.00
2374	DREAM	163	433.00
2375	VERTICAL	11	19.00
2376	HORIZONTAL	6	9.00
2377	FLASH	95	189.00
2378	THUNDER	51	178.00
2380	BROTHER-IN-LAW	2	6.00
2386	TURKEY	20	53.00
2393	JOURNEY	114	217.00
2394	CHIEF	83	159.00
2395	CONGEAL	2	4.00
2396	KNOCK	77	177.00
2397	LOBSTER	5	12.00
2398	MANGO	2	2.00
2399	GRANDPARENT	2	2.00
2400	THEIR	56	117.00
2401	PICTURE	166	481.00
2402	ROBIN	55	166.00
2403	TOY	81	255.00
2405	CHRISTMAS	165	450.00
2406	HOME	540	1387.00
2407	BIRTHDAY	89	264.00
2408	CAKE	209	753.00
2409	BROWN	245	515.00
2410	GOOD-LOOKING	5	10.00
2411	HURT	319	980.00
2412	THANK	35	138.00
2422	SOMEONE	66	167.00
2423	CHANNEL	57	139.00
2424	MEMBER	67	146.00
2425	PROBLEM	153	374.00
2426	CLIMATE	44	124.00
2427	FUTURE	124	291.00
2428	LIBRARY	64	192.00
2429	LOGIC	81	157.00
2430	OFFICE	149	325.00
2431	REVOLUTION	107	172.00
2432	MARRIAGE	199	534.00
2433	THEORY	87	159.00
2434	TRAGEDY	65	128.00
2435	UNIVERSITY	198	432.00
2440	PINEAPPLE	59	119.00
2444	KINGFISHER	2	2.00
2446	SLOTH	76	132.00
2447	WOODPECKER	2	2.00
2449	FAT	334	955.00
2452	PURPLE	103	236.00
2453	SEVENTEEN	2	2.00
2454	SIXTEEN	6	35.00
2465	DISGUST	98	161.00
2466	WEIGHT	126	543.00
2467	GAME	281	802.00
2468	BAG	217	543.00
2469	AGAINST	165	440.00
2470	DEAR	119	338.00
2471	LADY	167	434.00
2473	HIS	51	267.00
2474	HER	130	332.00
2477	YAK	3	3.00
2481	FEMALE DOG	1	2.00
2482	TOGETHER	210	614.00
2483	COLD	380	1341.00
